PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 2, filenames: A:[2]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi & B:[3]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,0.3584936857,0.799924612,1
47,97,-2.467940331,-22.78582001,1
47,129,NaN,NaN,2
47,161,NaN,NaN,2
47,193,NaN,NaN,2
47,225,NaN,NaN,2
47,257,NaN,NaN,2
47,289,-1.123529673,-17.25595856,1
47,321,NaN,NaN,2
47,353,NaN,NaN,2
47,385,-0.4750258327,-0.8428437114,1
47,417,-8.929383278,-0.1022874117,1
47,449,-8.00812149,1.685204268,1
47,481,-3.419846535,4.834366798,1
47,513,NaN,NaN,2
47,545,1.724294662,5.816204071,1
47,577,0.4440336227,3.433915615,1
47,609,NaN,NaN,2
47,641,NaN,NaN,2
47,673,14.31480598,8.117292404,1
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,24.31464005,-2.664032459,1
47,801,NaN,NaN,2
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,17.61541176,3.12289834,1
47,929,15.48040581,3.946974277,1
47,961,NaN,NaN,2
47,993,19.12704277,-6.903166771,1
47,1025,15.15550804,-9.190135956,1
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,13.12784386,-7.221652031,1
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,9.577421188,3.224065781,1
47,1313,NaN,NaN,2
47,1345,-0.3355908394,-7.257119656,1
47,1377,-0.989238739,-5.040134907,1
47,1409,1.280464053,-3.399593353,1
47,1441,NaN,NaN,2
47,1473,1.316778898,-0.3398439884,1
47,1505,-0.02036964893,-1.338917017,1
47,1537,-2.649753571,-2.384387493,1
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,NaN,NaN,2
47,1697,NaN,NaN,2
47,1729,NaN,NaN,2
47,1761,NaN,NaN,2
47,1793,NaN,NaN,2
47,1825,-4.365268707,4.436405182,1
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,0.07130241394,-0.305578202,1
47,2017,-1.568634033,0.5827298164,1
79,33,NaN,NaN,2
79,65,0.3106297553,0.2637192011,1
79,97,NaN,NaN,2
79,129,NaN,NaN,2
79,161,NaN,NaN,2
79,193,NaN,NaN,2
79,225,-0.5939645767,-23.60365677,1
79,257,-0.1924107075,-21.09481812,1
79,289,NaN,NaN,2
79,321,NaN,NaN,2
79,353,-0.931679368,-0.972428441,1
79,385,-0.6959326863,-0.9275710583,1
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,2.954737663,2.351779938,1
79,545,NaN,NaN,2
79,577,NaN,NaN,2
79,609,19.7034893,6.999712944,1
79,641,19.45119095,6.697092056,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,NaN,NaN,2
79,801,17.66918564,-2.404420376,1
79,833,NaN,NaN,2
79,865,27.31855011,1.739573956,1
79,897,NaN,NaN,2
79,929,NaN,NaN,2
79,961,NaN,NaN,2
79,993,15.54667854,-6.638444901,1
79,1025,17.78956413,-8.00675869,1
79,1057,17.08994675,-9.186038017,1
79,1089,NaN,NaN,2
79,1121,18.02738762,-11.95431709,1
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,NaN,NaN,2
79,1249,NaN,NaN,2
79,1281,NaN,NaN,2
79,1313,NaN,NaN,2
79,1345,0.246527195,-9.102552414,1
79,1377,0.8302857876,-6.582083702,1
79,1409,NaN,NaN,2
79,1441,NaN,NaN,2
79,1473,0.03121185303,-2.641617775,1
79,1505,-0.8625008464,-1.073615551,1
79,1537,NaN,NaN,2
79,1569,NaN,NaN,2
79,1601,NaN,NaN,2
79,1633,NaN,NaN,2
79,1665,-4.563117981,6.29574585,1
79,1697,-1.033939362,3.29792738,1
79,1729,-2.096354485,3.225110531,1
79,1761,-4.599621773,4.593203068,1
79,1793,-6.228997707,6.355321884,1
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,-0.6112301946,0.3243732452,1
79,1985,0.3070881665,-0.1242618114,1
79,2017,NaN,NaN,2
111,33,NaN,NaN,2
111,65,-0.7802235484,0.1371095628,1
111,97,NaN,NaN,2
111,129,2.262900352,-20.21050644,1
111,161,-0.6013886929,-22.2432785,1
111,193,NaN,NaN,2
111,225,-1.774588585,-23.3878212,1
111,257,-2.254404545,-19.81282234,1
111,289,-1.479798555,-8.057783127,1
111,321,-0.7097808719,0.8302274942,1
111,353,-0.07989180088,1.500807405,1
111,385,-1.805115342,0.3846411109,1
111,417,-3.348482609,-0.2564964294,1
111,449,-1.200286865,-1.720271826,1
111,481,0.1565556526,-1.360673428,1
111,513,8.551485062,1.66428566,1
111,545,11.22478294,8.695006371,1
111,577,19.42324829,9.551968575,1
111,609,21.10739899,7.946777344,1
111,641,NaN,NaN,2
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,NaN,NaN,2
111,769,2.895588875,0.7384448051,1
111,801,NaN,NaN,2
111,833,26.05462074,-1.823786259,1
111,865,26.97566223,-1.037820101,1
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,19.42526436,-11.33743763,1
111,1089,NaN,NaN,2
111,1121,NaN,NaN,2
111,1153,18.77979088,-13.2336874,1
111,1185,10.64767075,-14.95840263,1
111,1217,NaN,NaN,2
111,1249,6.233345032,-12.99520493,1
111,1281,7.511798859,-13.1484499,1
111,1313,5.108660221,-10.46477318,1
111,1345,2.217944384,-10.13409996,1
111,1377,1.315021515,-8.132242203,1
111,1409,1.902461529,-10.07341385,1
111,1441,NaN,NaN,2
111,1473,-0.2090851068,-4.595736504,1
111,1505,-0.1019284725,-1.639079332,1
111,1537,0.05756652355,-0.05425435305,1
111,1569,1.645690918,1.718971848,1
111,1601,1.311377048,0.8443769217,1
111,1633,-2.870120764,1.174031973,1
111,1665,-4.010064125,5.905902386,1
111,1697,-2.228694201,7.250581741,1
111,1729,-0.9980686903,4.153829575,1
111,1761,-2.104670048,3.718855381,1
111,1793,-4.280396461,4.518116474,1
111,1825,NaN,NaN,2
111,1857,NaN,NaN,2
111,1889,NaN,NaN,2
111,1921,NaN,NaN,2
