PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 3, filenames: A:[3]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.5336833,4.184904099,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,NaN,NaN,2
47,161,NaN,NaN,2
47,193,NaN,NaN,2
47,225,-2.959783077,-7.195253372,1
47,257,-4.591164589,-6.946668625,1
47,289,NaN,NaN,2
47,321,NaN,NaN,2
47,353,NaN,NaN,2
47,385,-2.02495575,-7.464442253,1
47,417,NaN,NaN,2
47,449,-0.645198822,-1.686502337,1
47,481,-3.196874857,0.7510790825,1
47,513,0.41116786,3.1007061,1
47,545,2.776009083,1.538154125,1
47,577,3.041713715,3.270748138,1
47,609,5.825572014,2.910505295,1
47,641,4.874969482,2.972447395,1
47,673,NaN,NaN,2
47,705,7.930508137,3.783313751,1
47,737,6.68969059,7.316839218,1
47,769,8.343021393,7.458630562,1
47,801,NaN,NaN,2
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,3.160219669,-12.73023224,1
47,961,2.739515543,-6.099891186,1
47,993,2.918951988,-1.291197777,1
47,1025,2.251323223,-3.464866638,1
47,1057,1.040776014,-4.193874359,1
47,1089,-1.047686815,-6.407371521,1
47,1121,-2.644417286,-5.432324409,1
47,1153,NaN,NaN,2
47,1185,-6.813373566,-0.4721651077,1
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,-2.076597691,-6.622713089,1
47,1313,-3.20264864,-6.266717434,1
47,1345,-2.367078304,-2.491708279,1
47,1377,-1.825652361,0.4660855532,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,3.032911301,3.252855539,1
47,1537,NaN,NaN,2
47,1569,0.06469941139,2.908555031,1
47,1601,-2.789048433,0.1169229746,1
47,1633,0.1040642262,-0.3569455147,1
47,1665,NaN,NaN,2
47,1697,-4.380163193,-0.6105639935,1
47,1729,-2.198197842,10.87928391,1
47,1761,-4.329986572,8.204159737,1
47,1793,-3.936507702,12.14704132,1
47,1825,-2.81707859,17.71412277,1
47,1857,NaN,NaN,2
47,1889,-10.66070747,10.93071175,1
47,1921,-12.75283813,12.34806347,1
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,2.327808857,5.005750656,1
79,65,-0.6677421927,0.104124777,1
79,97,-1.762884378,-0.8092443943,1
79,129,NaN,NaN,2
79,161,-5.751796722,-5.315006733,1
79,193,-3.493240595,-7.88284874,1
79,225,-4.131974697,-4.445884705,1
79,257,NaN,NaN,2
79,289,NaN,NaN,2
79,321,NaN,NaN,2
79,353,-4.586612701,-4.038781166,1
79,385,-3.674576521,-4.778998852,1
79,417,-4.389477253,-4.152899742,1
79,449,NaN,NaN,2
79,481,-2.065558434,-2.13814497,1
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,5.68514967,4.64116621,1
79,609,5.927487373,5.639613628,1
79,641,4.752487183,4.957836151,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,7.932896137,4.747959614,1
79,769,8.308357239,1.092576027,1
79,801,NaN,NaN,2
79,833,NaN,NaN,2
79,865,7.336377144,-9.16178894,1
79,897,8.572475433,-11.00393677,1
79,929,NaN,NaN,2
79,961,NaN,NaN,2
79,993,2.766335011,-3.350352764,1
79,1025,1.830882549,-3.643283844,1
79,1057,0.1246176958,-3.413076401,1
79,1089,-2.098316669,-4.539587021,1
79,1121,-0.7062196732,-4.7029109,1
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,2.401450157,-1.380639553,1
79,1249,0.5043127537,-2.209583759,1
79,1281,NaN,NaN,2
79,1313,-2.031395674,1.047841072,1
79,1345,-2.617920876,-0.8923910856,1
79,1377,-2.410011768,0.568013072,1
79,1409,NaN,NaN,2
79,1441,NaN,NaN,2
79,1473,-1.65039897,1.7288059,1
79,1505,-2.359661818,3.361394167,1
79,1537,-2.839448452,3.034760475,1
79,1569,-1.840722442,0.5039057732,1
79,1601,-1.05526495,0.2090952396,1
79,1633,-1.526483774,-0.2066761851,1
79,1665,-3.024872303,0.3879063129,1
79,1697,NaN,NaN,2
79,1729,-2.653017282,9.076595306,1
79,1761,-3.31792593,7.380922794,1
79,1793,-3.142539024,9.160190582,1
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,NaN,NaN,2
111,33,0.3517810702,4.137632847,1
111,65,-0.8745954037,0.211874038,1
111,97,-1.657121658,-0.3779921532,1
111,129,-2.991067648,-5.020628452,1
111,161,-3.520881414,-7.942526817,1
111,193,-4.595860004,-8.567107201,1
111,225,NaN,NaN,2
111,257,NaN,NaN,2
111,289,NaN,NaN,2
111,321,NaN,NaN,2
111,353,NaN,NaN,2
111,385,-7.153418064,-5.549157619,1
111,417,-6.966340542,-4.952720642,1
111,449,NaN,NaN,2
111,481,NaN,NaN,2
111,513,NaN,NaN,2
111,545,NaN,NaN,2
111,577,5.415064335,5.168726921,1
111,609,5.912604809,6.627875805,1
111,641,6.096798897,5.730246544,1
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,NaN,NaN,2
111,769,NaN,NaN,2
111,801,6.075523376,1.549213409,1
111,833,5.963288784,0.9681444168,1
111,865,5.962588787,-5.318473816,1
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,1.169451952,-3.23537159,1
111,1089,0.3079734743,-4.465023994,1
111,1121,-0.249022603,-5.009445667,1
111,1153,-2.589807987,-5.0909729,1
111,1185,NaN,NaN,2
111,1217,2.382621765,-1.493611336,1
111,1249,2.310330391,-0.9335856438,1
111,1281,5.411848545,-1.817929387,1
111,1313,3.087075949,2.07576561,1
