PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 6, filenames: A:[6]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi & B:[7]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,NaN,NaN,2
47,161,NaN,NaN,2
47,193,6.195646286,4.77311039,1
47,225,8.405774117,9.670618057,1
47,257,10.97724915,11.67662716,1
47,289,NaN,NaN,2
47,321,11.34491158,8.674403191,1
47,353,9.7029953,8.55889225,1
47,385,NaN,NaN,2
47,417,2.306471825,2.511200905,1
47,449,6.355422974,3.575983047,1
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,NaN,NaN,2
47,577,8.743461609,7.176492691,1
47,609,8.287596703,5.582977295,1
47,641,NaN,NaN,2
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,18.98053932,7.69686079,1
47,769,21.1902523,6.665522099,1
47,801,NaN,NaN,2
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,28.9010601,-4.378938675,1
47,929,29.64520454,-5.6217556,1
47,961,29.82286072,-3.255246639,1
47,993,31.37806129,-5.950014591,1
47,1025,32.04991913,-3.351025343,1
47,1057,24.14948654,-0.05318260193,1
47,1089,16.08306122,-1.658564568,1
47,1121,19.06030846,-8.062129974,1
47,1153,17.47317696,-7.065437317,1
47,1185,13.15251732,-6.37198782,1
47,1217,NaN,NaN,2
47,1249,8.711750031,-5.888062,1
47,1281,10.9760952,-3.35153532,1
47,1313,9.727973938,-2.003401518,1
47,1345,6.397823811,-0.6686736345,1
47,1377,4.17500782,-0.3677682877,1
47,1409,4.249453068,-0.5544164181,1
47,1441,1.995762587,-0.01997882128,1
47,1473,0.1932973862,-0.361825645,1
47,1505,0.4044847488,-0.5694064498,1
47,1537,0.4318070412,1.891746163,1
47,1569,0.713750124,4.425520897,1
47,1601,0.5075623989,2.428492546,1
47,1633,-0.2034847736,1.895541906,1
47,1665,-2.790578604,4.111843586,1
47,1697,-3.237770557,2.170703173,1
47,1729,-3.962103844,0.04907679558,1
47,1761,-5.210769653,0.2651798725,1
47,1793,-8.310925484,2.101732254,1
47,1825,-9.726600647,5.287500381,1
47,1857,-5.263096809,3.891489744,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,-0.8715645075,1.737322569,1
79,97,-0.7752678394,3.782476664,1
79,129,-1.737095356,5.557235718,1
79,161,0.07074165344,5.588051319,1
79,193,1.326040983,8.610021591,1
79,225,NaN,NaN,2
79,257,NaN,NaN,2
79,289,13.42996311,8.386349678,1
79,321,11.69059753,8.032746315,1
79,353,7.208708763,5.507285595,1
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,14.04587746,6.984994411,1
79,513,15.06660652,4.234553337,1
79,545,NaN,NaN,2
79,577,NaN,NaN,2
79,609,17.59183693,10.08889103,1
79,641,18.99175835,7.782499313,1
79,673,19.35563469,6.894473076,1
79,705,21.02586174,6.13601017,1
79,737,NaN,NaN,2
79,769,26.88220215,9.187966347,1
79,801,25.80489349,7.658987522,1
79,833,NaN,NaN,2
79,865,24.14502335,-7.166143894,1
79,897,NaN,NaN,2
79,929,30.69800186,-6.91210413,1
79,961,29.70817566,-4.45988369,1
79,993,29.944664,-4.845499039,1
79,1025,28.55836678,-3.007328033,1
79,1057,23.89917564,-3.114936352,1
79,1089,18.9618454,-3.425694466,1
79,1121,19.18989944,-3.601299524,1
79,1153,19.87770653,-6.438696861,1
79,1185,16.99471474,-5.211952209,1
79,1217,15.41432476,-5.586755276,1
79,1249,14.15661716,-4.078855515,1
79,1281,11.45143414,-2.12805748,1
79,1313,9.390820503,-1.710751295,1
79,1345,7.17009449,-0.7826775312,1
79,1377,5.273146152,-1.097250819,1
79,1409,4.793306351,-1.186475992,1
79,1441,2.840159893,-0.7618108392,1
79,1473,1.358232737,-1.149962902,1
79,1505,0.1336776018,0.502196312,1
79,1537,0.2863055468,2.37586832,1
79,1569,0.6974170208,2.994654655,1
79,1601,-0.2341783047,1.925700426,1
79,1633,0.7800250649,1.413001776,1
79,1665,-1.072731614,1.063212156,1
79,1697,-2.378335476,2.731228828,1
79,1729,-3.94005084,2.579639912,1
79,1761,-3.71313715,3.05163312,1
79,1793,-8.136514664,6.550289154,1
79,1825,-5.919668198,6.552717209,1
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,-0.5016719103,-0.0742200017,1
79,2017,0.4528625011,-0.8979865313,1
111,33,-0.8061283827,-0.5624599457,1
111,65,-0.9349376559,1.515081644,1
111,97,0.1447363496,5.82796669,1
111,129,1.738905907,8.750533104,1
111,161,2.6612854,10.39809322,1
111,193,3.409530401,10.64968491,1
111,225,3.860542297,10.54595566,1
111,257,NaN,NaN,2
111,289,NaN,NaN,2
111,321,8.283453941,5.369290352,1
111,353,8.297773361,4.135834694,1
111,385,NaN,NaN,2
111,417,NaN,NaN,2
111,449,NaN,NaN,2
111,481,NaN,NaN,2
111,513,11.658391,3.828006268,1
111,545,NaN,NaN,2
111,577,NaN,NaN,2
111,609,21.62337112,8.872193336,1
111,641,22.01023102,7.9263134,1
111,673,20.70102692,6.380302906,1
111,705,22.38089561,5.729019165,1
111,737,24.3015728,6.958572388,1
111,769,NaN,NaN,2
111,801,28.18289757,4.701721191,1
111,833,NaN,NaN,2
111,865,26.38640213,-5.576957703,1
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,27.66764259,-5.724106312,1
111,1025,26.23237419,-2.886568785,1
111,1057,24.07933235,-1.956273079,1
111,1089,21.14470482,-2.270502567,1
111,1121,19.05264473,-2.534600496,1
111,1153,NaN,NaN,2
111,1185,NaN,NaN,2
111,1217,NaN,NaN,2
111,1249,15.11483955,-2.602422714,1
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,4.822285175,-2.118422985,1
111,1377,5.304094791,-3.659240246,1
111,1409,4.264607906,-1.582492113,1
111,1441,0.4444994926,-1.912312865,1
111,1473,0.8417389393,-1.617741466,1
111,1505,1.605559707,1.54461813,1
111,1537,1.252254486,3.764972687,1
111,1569,0.9169865847,2.877771616,1
111,1601,0.5196652412,2.022021055,1
111,1633,0.2122149467,0.7709975243,1
111,1665,NaN,NaN,2
111,1697,-2.761376143,0.2244246006,1
