PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 29, filenames: A:[29]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi & B:[30]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.6748352051,0.3093043566,1
47,65,0.5312197804,0.1718972772,1
47,97,0.4148602486,1.200307727,1
47,129,-0.06247580051,1.072247267,1
47,161,1.132983923,-0.1534364522,1
47,193,4.306056023,0.2570276856,1
47,225,3.15900135,-0.1070389748,1
47,257,0.03354585171,0.1531906128,1
47,289,1.485124111,-0.4528734088,1
47,321,1.604657173,-0.9455835819,1
47,353,0.775957346,-0.1607994437,1
47,385,-1.026630402,0.3473826051,1
47,417,-0.5722622871,1.777045846,1
47,449,1.676202774,2.701699257,1
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,-0.6808421612,0.9050165415,1
47,577,-0.5554119945,0.08008050919,1
47,609,0.1342587471,1.304192662,1
47,641,NaN,NaN,2
47,673,1.43394506,9.997595787,1
47,705,2.306861401,1.424465299,1
47,737,3.607429266,-0.09344792366,1
47,769,0.9932408333,-0.1477755159,1
47,801,0.9255437851,0.6724030972,1
47,833,3.3741436,1.200560331,1
47,865,3.051942587,0.6168622971,1
47,897,-0.001852631569,-0.5898967981,1
47,929,0.2123764753,-0.5354175568,1
47,961,0.717651248,-0.2074489594,1
47,993,1.699314117,-0.8017115593,1
47,1025,2.63081336,0.3950036764,1
47,1057,2.47094059,-0.8061350584,1
47,1089,NaN,NaN,2
47,1121,1.417865992,-2.174642563,1
47,1153,NaN,NaN,2
47,1185,0.2311946154,-0.4717504978,1
47,1217,1.318827033,-3.333653927,1
47,1249,-0.4764652252,-6.21173811,1
47,1281,NaN,NaN,2
47,1313,-1.859391928,0.4296137691,1
47,1345,-1.000814438,1.36183548,1
47,1377,-0.0072286129,2.420113325,1
47,1409,-0.7320895195,1.656359911,1
47,1441,-2.035646439,-0.7471985817,1
47,1473,NaN,NaN,2
47,1505,-1.501042843,-1.218246937,1
47,1537,-1.289598465,-0.7247021794,1
47,1569,-2.18425703,-1.441186905,1
47,1601,-0.4539175034,-1.796145678,1
47,1633,-2.711768627,0.3946925998,1
47,1665,NaN,NaN,2
47,1697,-5.183318615,-0.9057545662,1
47,1729,-2.18793869,-1.550168276,1
47,1761,-2.558900118,-0.8966608047,1
47,1793,-3.770093441,0.4726834297,1
47,1825,-2.374206543,0.6570527554,1
47,1857,-1.227058411,-0.222446084,1
47,1889,-0.6912576556,-0.2213062048,1
47,1921,0.6526725292,-0.1610383987,1
47,1953,0.9267611504,0.4397832155,1
47,1985,-0.8452275991,0.002286188304,1
47,2017,NaN,NaN,2
79,33,-0.6678060889,-0.1599385738,1
79,65,-0.01691329479,0.06705242395,1
79,97,0.2882318497,0.8436252475,1
79,129,0.2686755657,0.1137557626,1
