PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 33, filenames: A:[33]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi & B:[34]AVI_Pos016_TimeSrs0016_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.956905961,2.294911385,1
47,65,-3.372751713,-0.120171085,1
47,97,-1.913070202,-1.574261665,1
47,129,-3.180809975,-1.770143151,1
47,161,-1.0883075,-1.853359222,1
47,193,0.2717434168,-0.8291790485,1
47,225,-2.092032909,0.3093023896,1
47,257,-1.154121637,1.003943801,1
47,289,-1.056830406,0.3489484191,1
47,321,-1.228704929,0.9929287434,1
47,353,-1.265566111,0.3379761875,1
47,385,NaN,NaN,2
47,417,0.99800843,-0.2516166568,1
47,449,0.5399782658,-1.791049719,1
47,481,-0.781799376,-3.137895584,1
47,513,-0.3044967055,-1.935619354,1
47,545,-0.7542964816,-1.368115544,1
47,577,-0.3523415923,-0.9661425352,1
47,609,-0.9201099873,-0.4334432185,1
47,641,-0.7975137234,-3.200265169,1
47,673,-1.903024793,-0.3358418345,1
47,705,-2.17549634,1.532145262,1
47,737,-0.6377974749,1.179605722,1
47,769,-0.7255363464,1.856150389,1
47,801,NaN,NaN,2
47,833,-2.654420137,1.384458065,1
47,865,0.883427918,2.197860718,1
47,897,1.833845496,0.06889563799,1
47,929,-0.3242661953,1.07807374,1
47,961,-2.632796764,1.029074907,1
47,993,NaN,NaN,2
47,1025,-2.565075397,1.940634251,1
47,1057,-2.837574005,-0.02560412884,1
47,1089,-4.037940025,-0.8876726627,1
47,1121,-5.286252022,0.7504566908,1
47,1153,NaN,NaN,2
47,1185,-1.556015491,0.7024929523,1
47,1217,0.7596793175,-1.893953323,1
47,1249,0.1053950787,-4.002948761,1
47,1281,1.009727836,0.2733018398,1
47,1313,0.01734638214,-1.075821638,1
47,1345,-1.452200651,-0.6730984449,1
47,1377,-1.658578038,0.9590188265,1
47,1409,-0.07602643967,1.500367403,1
47,1441,2.214860439,1.340576172,1
47,1473,2.159112453,0.8499386311,1
47,1505,-1.346428633,1.309297204,1
47,1537,-0.58266294,3.907213211,1
47,1569,-0.05759060383,2.153870821,1
47,1601,0.7993614078,0.6820671558,1
47,1633,0.7281888723,0.323029995,1
47,1665,-0.2290118337,-0.3419861794,1
47,1697,-0.413731873,0.6126828194,1
47,1729,-0.3936145306,1.112995982,1
47,1761,-1.33910656,-0.08951258659,1
47,1793,-1.77643013,0.5551684499,1
47,1825,-1.116571069,0.945756793,1
47,1857,-1.446634054,1.418600202,1
47,1889,-1.067934036,0.4506157041,1
47,1921,-1.129225969,-0.5728800893,1
47,1953,-0.4665719271,0.1985360384,1
47,1985,0.1524689198,-0.2285498977,1
47,2017,-0.6277737617,0.1485490799,1
79,33,-2.687958717,0.9980498552,1
79,65,-1.97822845,-0.1620116085,1
79,97,-1.727224588,-0.9408831596,1
79,129,-2.007790804,-0.871435523,1
79,161,-3.019786835,-1.181115985,1
79,193,-1.325142503,-1.074529529,1
79,225,-0.4805800319,-0.8375293016,1
79,257,-0.7909699678,0.1660427302,1
79,289,-0.8274077773,0.2397705019,1
79,321,-0.8303501606,0.2860058844,1
79,353,NaN,NaN,2
79,385,NaN,NaN,2
79,417,2.020488977,-0.3403744698,1
79,449,1.074107528,-1.77747488,1
79,481,0.09179997444,-2.681841373,1
79,513,0.2553416789,-1.466725707,1
79,545,0.1349348724,-0.01968121529,1
79,577,0.02956080437,-0.705766201,1
79,609,0.267680645,0.04676250368,1
79,641,1.063901067,0.309360981,1
79,673,-0.7390463948,1.223375082,1
79,705,-0.6618202925,0.8980936408,1
79,737,-0.05894362926,0.9916017056,1
79,769,-0.7742079496,1.902309537,1
79,801,NaN,NaN,2
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,0.05839264393,1.440335631,1
79,929,-2.096024275,1.573068738,1
79,961,-3.93536377,2.39746666,1
79,993,-4.292045116,2.266624212,1
79,1025,-3.702983379,1.050943136,1
