PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 5, filenames: A:[5]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[6]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,NaN,NaN,2
24,37,-8.549654961,-4.782236099,1
24,53,-4.306416512,-4.688895702,1
24,69,-4.341974258,-4.249318123,1
24,85,NaN,NaN,2
24,101,NaN,NaN,2
24,117,-7.997545242,-2.253577709,1
24,133,-5.972454071,-1.365917206,1
24,149,-4.696743965,-1.078476429,1
24,165,NaN,NaN,2
24,181,-6.037440777,-1.351169586,1
24,197,-4.693361282,-1.87321043,1
24,213,-2.747712135,-2.952087402,1
24,229,NaN,NaN,2
24,245,-2.705229998,-3.020251989,1
24,261,-3.211857796,-2.511632919,1
24,277,NaN,NaN,2
24,293,-4.114717484,-2.705592871,1
24,309,-1.206551075,-2.120342255,1
24,325,1.144312859,-2.148090839,1
24,341,0.4137762785,-3.676015854,1
24,357,NaN,NaN,2
24,373,-1.745138168,-3.025027752,1
24,389,-3.266676903,-2.207139492,1
24,405,NaN,NaN,2
24,421,NaN,NaN,2
24,437,-1.29766655,-0.239649415,1
24,453,-0.5810397863,-0.0433870554,1
24,469,-0.005681633949,0.09186264873,1
24,485,NaN,NaN,2
24,501,NaN,NaN,2
24,517,-0.7321796417,-4.438650131,1
24,533,2.678169966,0.008135512471,1
24,549,2.704740763,-0.86226964,1
24,565,-0.266890049,-1.162437439,1
24,581,-4.448897839,-1.255230069,1
24,597,-3.80710125,-0.8288043737,1
24,613,NaN,NaN,2
24,629,-4.12787056,-0.8912519217,1
24,645,-3.517695427,-0.8388105035,1
24,661,NaN,NaN,2
24,677,NaN,NaN,2
24,693,-6.550719261,1.035476208,1
24,709,-5.870658875,-0.0877802372,1
24,725,NaN,NaN,2
24,741,NaN,NaN,2
24,757,-5.378933907,-0.2031807601,1
24,773,-5.761229992,-0.2991111875,1
24,789,-5.348145962,-0.3810979724,1
24,805,-3.064058781,0.9169260859,1
24,821,-2.993952274,1.224851012,1
24,837,NaN,NaN,2
24,853,-4.430348396,1.153284669,1
24,869,-5.132091522,0.807706356,1
24,885,-5.067305565,0.5461986065,1
24,901,-5.690798283,0.786298871,1
24,917,NaN,NaN,2
24,933,NaN,NaN,2
24,949,NaN,NaN,2
24,965,-8.302650452,1.001393437,1
24,981,-8.161888123,1.676382899,1
24,997,-7.1870718,1.882190347,1
24,1013,NaN,NaN,2
24,1029,-9.342126846,-0.7928436399,1
24,1045,-7.56916666,0.4503257275,1
24,1061,-8.707612038,1.510035396,1
24,1077,-9.305091858,2.090105534,1
24,1093,-9.204149246,2.195559502,1
24,1109,-9.656973839,1.458085537,1
24,1125,-8.794781685,1.165321469,1
24,1141,NaN,NaN,2
24,1157,-7.603291035,1.9529984,1
24,1173,NaN,NaN,2
24,1189,NaN,NaN,2
24,1205,-6.775454521,5.129898071,1
24,1221,-6.360249519,5.492150784,1
24,1237,-6.143759251,3.865775108,1
24,1253,-5.297893524,2.413616419,1
24,1269,-5.964308262,2.658905029,1
24,1285,NaN,NaN,2
40,21,NaN,NaN,2
40,37,-8.034147263,-4.387200832,1
40,53,-5.05366087,-4.421070576,1
40,69,-4.45035553,-3.928386211,1
40,85,-4.392194748,-3.708287716,1
40,101,-5.115196228,-3.127279758,1
40,117,-6.85624218,-0.9178311825,1
40,133,NaN,NaN,2
40,149,NaN,NaN,2
40,165,NaN,NaN,2
40,181,-4.61333847,-1.189389944,1
40,197,NaN,NaN,2
40,213,-1.914852858,-1.05687964,1
40,229,NaN,NaN,2
40,245,NaN,NaN,2
40,261,NaN,NaN,2
40,277,-1.890400887,-2.176578522,1
40,293,-2.755704403,-1.960353374,1
40,309,-1.817234993,-2.330734968,1
40,325,-0.5875415802,-2.509609222,1
40,341,-0.7750202417,-2.96274066,1
40,357,-1.271189809,-3.485275269,1
40,373,0.5057703257,-2.736006021,1
40,389,1.063208103,-1.672579408,1
40,405,NaN,NaN,2
40,421,0.2782306671,-0.2455262542,1
40,437,-0.4684589505,0.2962064743,1
40,453,0.4527726173,0.2178105712,1
40,469,1.39040494,0.4647021294,1
40,485,1.5857867,0.4068734348,1
40,501,NaN,NaN,2
40,517,1.571601152,-3.459569931,1
40,533,0.3903565407,-3.121857405,1
40,549,NaN,NaN,2
40,565,-0.7895411849,-1.095204353,1
40,581,-1.652225494,-1.192609549,1
40,597,-1.093998313,-1.020394683,1
40,613,-1.3126719,-1.029228806,1
40,629,-2.481595516,-1.07437098,1
40,645,-3.091790438,-1.083964348,1
40,661,-3.573486805,-0.3706044257,1
40,677,-3.953953743,-0.227576673,1
40,693,-4.580999374,-0.2538380325,1
40,709,-5.92133522,0.1560830772,1
40,725,-5.38334322,0.1779146791,1
40,741,-4.972949505,-1.101865292,1
40,757,-4.464503288,-0.4489014149,1
40,773,-4.086051941,-0.003499507904,1
40,789,-4.310775757,0.3835180998,1
40,805,-4.912216663,1.079966307,1
40,821,-4.933387756,0.8330549598,1
40,837,-4.36615181,1.050107241,1
40,853,-4.326320171,1.075936317,1
40,869,-3.865423203,0.7749660611,1
40,885,-3.993480206,0.7826197147,1
40,901,-4.683009148,0.4704180658,1
40,917,-5.701612473,0.1904092282,1
40,933,-6.885028839,0.342312485,1
40,949,-7.567599297,0.3339162767,1
40,965,-7.749712944,-0.0562812984,1
40,981,NaN,NaN,2
40,997,NaN,NaN,2
40,1013,NaN,NaN,2
40,1029,-9.186767578,0.02930107713,1
40,1045,-8.175533295,1.031155825,1
40,1061,-9.285433769,1.084890127,1
40,1077,-9.941158295,0.5274758339,1
40,1093,-9.511405945,0.6973004937,1
40,1109,-9.428125381,0.4748538136,1
40,1125,-8.31851387,1.319165587,1
40,1141,-7.873930454,1.91885972,1
40,1157,-9.674278259,2.364090919,1
40,1173,-8.025196075,3.307261229,1
40,1189,NaN,NaN,2
40,1205,NaN,NaN,2
40,1221,-6.355494022,3.921693325,1
40,1237,-5.83895731,3.742548227,1
