PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 2, filenames: A:[2]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[3]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,NaN,NaN,2
24,37,-2.332712173,-14.20030117,1
24,53,NaN,NaN,2
24,69,NaN,NaN,2
24,85,NaN,NaN,2
24,101,NaN,NaN,2
24,117,NaN,NaN,2
24,133,-0.6939270496,-2.856290102,1
24,149,-6.307580948,-2.426915169,1
24,165,-8.062015533,-0.1526738405,1
24,181,-3.827251434,0.6093456745,1
24,197,NaN,NaN,2
24,213,NaN,NaN,2
24,229,NaN,NaN,2
24,245,-4.019358635,-1.174704432,1
24,261,-5.658346176,-1.753839135,1
24,277,-1.994224548,-1.423146248,1
24,293,NaN,NaN,2
24,309,-3.170442104,-4.823294163,1
24,325,NaN,NaN,2
24,341,-6.179847717,4.63583231,1
24,357,-5.605545998,3.363021374,1
24,373,-0.9542187452,4.152211189,1
24,389,NaN,NaN,2
24,405,5.778282642,3.224119425,1
24,421,1.115425348,3.142675161,1
24,437,-2.502631426,0.9883943796,1
24,453,NaN,NaN,2
24,469,-2.816291094,3.600054502,1
24,485,-0.005417644978,4.446885109,1
24,501,2.839285135,10.38942337,1
24,517,NaN,NaN,2
24,533,NaN,NaN,2
24,549,NaN,NaN,2
24,565,1.650569677,5.764734745,1
24,581,1.864992738,0.7672590613,1
24,597,NaN,NaN,2
24,613,0.4124141932,-0.2132579088,1
24,629,-0.4611017704,1.487496376,1
24,645,-3.610010624,4.357518196,1
24,661,NaN,NaN,2
24,677,NaN,NaN,2
24,693,-4.55826664,3.166364193,1
24,709,-7.216619968,2.439785004,1
24,725,NaN,NaN,2
24,741,NaN,NaN,2
24,757,NaN,NaN,2
24,773,-4.972812176,-0.6922483444,1
24,789,-7.606074333,1.06398344,1
24,805,-9.869624138,3.425322533,1
24,821,-7.270996094,4.783313751,1
24,837,-4.362663746,-2.037620068,1
24,853,NaN,NaN,2
24,869,NaN,NaN,2
24,885,NaN,NaN,2
24,901,-1.552642822,3.442214012,1
24,917,NaN,NaN,2
24,933,-2.055486679,7.526134014,1
24,949,1.908582687,14.36741352,1
24,965,-4.10379982,17.55823517,1
24,981,-3.278642178,3.018377304,1
24,997,-3.407573223,5.69380188,1
24,1013,-2.563014984,5.179675102,1
24,1029,-4.748341084,1.579133034,1
24,1045,NaN,NaN,2
24,1061,-4.853714943,14.64720535,1
24,1077,-12.54650021,11.74517441,1
24,1093,-12.4883852,-3.789838552,1
24,1109,-9.758083344,-3.368258476,1
24,1125,-2.526405334,7.645083904,1
24,1141,NaN,NaN,2
24,1157,8.753092766,8.800738335,1
24,1173,0.9777603149,1.676160336,1
24,1189,NaN,NaN,2
24,1205,5.394412518,7.941226959,1
24,1221,NaN,NaN,2
24,1237,NaN,NaN,2
24,1253,NaN,NaN,2
24,1269,NaN,NaN,2
24,1285,NaN,NaN,2
40,21,-1.554589272,-12.83962154,1
40,37,-12.93150234,1.547368765,1
40,53,-16.04858398,-1.960366964,1
40,69,-15.36207199,0.08800143003,1
40,85,-12.05008316,0.1229296029,1
40,101,0.747355938,-0.2605317235,1
40,117,-0.8716163635,-2.026160479,1
40,133,-3.021532536,-0.3642832637,1
40,149,-4.467572689,-2.990231514,1
40,165,-5.697444916,-2.146813393,1
40,181,-1.583595753,-0.9725799561,1
40,197,-5.439385414,-1.313784838,1
40,213,-4.37152195,-1.430424929,1
40,229,-8.593301773,-0.9647294879,1
40,245,-4.233528137,0.1400270611,1
40,261,-3.210492373,0.3672524691,1
40,277,-2.531540632,1.990665674,1
40,293,-2.781798124,0.8608543873,1
40,309,-3.689709187,1.520787716,1
40,325,NaN,NaN,2
40,341,NaN,NaN,2
40,357,-6.546024323,6.861086845,1
40,373,-3.995746851,1.430651069,1
40,389,-4.854939461,4.60461235,1
40,405,-5.720808506,2.406218052,1
40,421,-3.603353024,1.123191714,1
40,437,-1.157869101,1.399440527,1
40,453,-1.374001026,0.9358371496,1
40,469,-1.317564487,0.9171538353,1
40,485,NaN,NaN,2
40,501,-0.324170053,5.83052969,1
40,517,NaN,NaN,2
40,533,NaN,NaN,2
40,549,NaN,NaN,2
40,565,0.6707704663,4.426393509,1
40,581,0.3132764101,6.267797947,1
40,597,0.03226296604,-0.05607932806,1
40,613,-0.4093428552,1.970639944,1
40,629,NaN,NaN,2
40,645,NaN,NaN,2
40,661,NaN,NaN,2
40,677,-2.208409548,1.270334244,1
40,693,-2.903732061,3.857039213,1
40,709,NaN,NaN,2
40,725,NaN,NaN,2
40,741,NaN,NaN,2
40,757,-0.8473966122,1.524119139,1
40,773,-2.985449314,1.273576021,1
40,789,-5.059519768,0.6754825115,1
40,805,-8.540388107,0.1488456726,1
40,821,-7.494285583,0.9265117645,1
40,837,-7.921075821,2.245336294,1
40,853,NaN,NaN,2
40,869,NaN,NaN,2
40,885,-3.502693892,1.834816217,1
40,901,-7.707977295,5.873260498,1
40,917,-6.826766968,7.514342308,1
40,933,-6.491312027,11.72055912,1
40,949,-7.494328499,11.42987537,1
40,965,-4.584488392,-1.324177742,1
40,981,0.8808641434,9.747876167,1
40,997,-7.345574856,7.599795341,1
40,1013,NaN,NaN,2
40,1029,-4.889629364,6.852759361,1
40,1045,-4.299948215,7.645539761,1
40,1061,-12.68385029,3.425569534,1
40,1077,-15.17352104,2.511796951,1
40,1093,-8.935413361,-2.791586399,1
40,1109,-9.600848198,4.735048294,1
40,1125,NaN,NaN,2
40,1141,3.057683468,-2.518948555,1
40,1157,0.1345444918,9.904389381,1
40,1173,2.857925415,3.318450451,1
40,1189,-12.95710659,12.5743351,1
40,1205,0.4111967087,12.23406887,1
40,1221,14.91623974,-0.5512986183,1
40,1237,17.36352158,-11.4409523,1
40,1253,NaN,NaN,2
40,1269,NaN,NaN,2
40,1285,NaN,NaN,2
56,21,3.21792984,-0.4145996571,1
56,37,-1.615457058,-0.7147182226,1
56,53,-6.657182693,-6.691827774,1
