PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 6, filenames: A:[6]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[7]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-2.220303535,-4.37364006,1
24,37,-1.951930046,-4.464852333,1
24,53,-2.331218719,-2.613531828,1
24,69,-2.334983349,-3.404518604,1
24,85,-3.304340363,-3.474749804,1
24,101,-3.632633209,-3.91457963,1
24,117,NaN,NaN,2
24,133,-3.186296463,-0.4503523111,1
24,149,-1.935180902,-0.4797341228,1
24,165,-0.6517919898,-1.988863945,1
24,181,-0.289342761,-1.396969795,1
24,197,NaN,NaN,2
24,213,1.22369647,-1.161904335,1
24,229,-0.1743581295,-0.9734326005,1
24,245,NaN,NaN,2
24,261,3.603652954,-0.6323857307,1
24,277,3.79962492,-0.6438139677,1
24,293,3.593612671,-0.5989923477,1
24,309,3.864649773,0.398391068,1
24,325,1.448970318,0.4098931551,1
24,341,NaN,NaN,2
24,357,1.181119442,1.831230879,1
24,373,1.320972323,2.217366695,1
24,389,1.112401843,-0.2219557762,1
24,405,NaN,NaN,2
24,421,1.849265814,3.992785454,1
24,437,2.167232275,4.288205147,1
24,453,1.701993823,3.142388344,1
24,469,0.8931587934,1.462445378,1
24,485,NaN,NaN,2
24,501,-1.163084269,-5.54245472,1
24,517,NaN,NaN,2
24,533,1.97055316,-4.000217915,1
24,549,NaN,NaN,2
24,565,1.636993647,4.480389595,1
24,581,1.027192235,3.277393341,1
24,597,-0.001460254192,3.906549454,1
24,613,-0.6064369678,3.625077724,1
24,629,-0.9394748807,4.24921751,1
24,645,-1.843768001,4.745534897,1
24,661,-2.121965885,4.495465755,1
24,677,-2.651024818,2.898676395,1
24,693,NaN,NaN,2
24,709,-3.310575724,2.455338001,1
24,725,-4.419965744,1.448429823,1
24,741,NaN,NaN,2
24,757,NaN,NaN,2
24,773,-1.675196886,0.5502413511,1
24,789,NaN,NaN,2
24,805,NaN,NaN,2
24,821,-0.1873506904,2.527048588,1
24,837,NaN,NaN,2
24,853,NaN,NaN,2
24,869,0.1914193332,0.5541598797,1
24,885,-0.06611981988,-0.6495907307,1
24,901,-0.6327371597,-0.5218733549,1
24,917,-0.8018493652,1.143473148,1
24,933,-0.2743963599,-0.1411896944,1
24,949,-0.4210352898,-0.1370537877,1
24,965,-0.7694458961,-1.040051103,1
24,981,0.270485878,-0.1640341282,1
24,997,-0.008838057518,4.120264053,1
24,1013,NaN,NaN,2
24,1029,-1.043336153,-8.718905449,1
24,1045,-1.030328274,-1.017751217,1
24,1061,-1.234193087,-2.178716898,1
24,1077,-1.901073933,-0.4845225811,1
24,1093,-2.104789019,-0.1989031136,1
24,1109,-2.29296279,0.03431284428,1
24,1125,-2.411860466,-0.410187006,1
24,1141,-1.787520885,-0.5984815955,1
24,1157,-0.9840149879,1.341947913,1
24,1173,-0.9854192734,0.85521245,1
24,1189,-1.867342472,0.6509409547,1
24,1205,-1.397049427,0.3851612806,1
24,1221,-0.6973481178,-0.5046564341,1
24,1237,-0.880059123,-0.5615949631,1
24,1253,-1.29247427,-0.342758745,1
24,1269,NaN,NaN,2
24,1285,NaN,NaN,2
40,21,-3.693702698,0.5977129936,1
40,37,-3.63801384,-2.157449484,1
40,53,-3.506629705,-3.185790062,1
40,69,-2.858706474,-3.436942816,1
40,85,-3.17567873,-2.899625301,1
40,101,-3.659199238,-2.836823702,1
40,117,NaN,NaN,2
40,133,NaN,NaN,2
40,149,NaN,NaN,2
40,165,-0.8665190339,-0.9408831596,1
40,181,0.2951779068,-0.6130137444,1
40,197,NaN,NaN,2
40,213,1.46470058,0.3521083593,1
40,229,0.2335460186,-0.1671798527,1
40,245,1.510220766,-0.3804156482,1
40,261,1.604985476,-0.1275662184,1
40,277,2.032789946,-0.440579623,1
40,293,NaN,NaN,2
40,309,NaN,NaN,2
40,325,2.126177788,1.382031798,1
40,341,0.1120913029,2.392333031,1
40,357,NaN,NaN,2
40,373,NaN,NaN,2
40,389,2.90761137,1.299322844,1
40,405,NaN,NaN,2
40,421,1.291318655,0.5736157894,1
40,437,2.479788303,3.411656618,1
40,453,NaN,NaN,2
40,469,2.085820198,2.426078796,1
40,485,2.108297348,1.926214218,1
40,501,NaN,NaN,2
40,517,NaN,NaN,2
40,533,-1.575915217,-2.720048428,1
40,549,-0.1893239021,0.8064234257,1
40,565,0.9565036297,2.801646471,1
40,581,0.5084584355,3.75167799,1
40,597,-0.1219339073,4.445848465,1
40,613,NaN,NaN,2
40,629,NaN,NaN,2
40,645,NaN,NaN,2
40,661,-2.248383522,3.200983286,1
40,677,-3.022894382,3.805733442,1
40,693,-3.686378241,2.635081291,1
40,709,-2.194120884,2.09442091,1
40,725,-3.285638332,1.800019979,1
40,741,-3.232615232,1.850838661,1
40,757,-1.830695152,1.148509264,1
40,773,-1.331020832,1.424262404,1
40,789,-1.277429461,1.484416723,1
40,805,-0.4017020166,1.934053898,1
40,821,0.8922205567,2.761741161,1
40,837,NaN,NaN,2
40,853,0.6680470705,2.689138889,1
40,869,0.3126649261,2.233430624,1
40,885,0.6700003147,0.5831973553,1
40,901,-0.2735328674,-0.4300126433,1
40,917,-0.6259183884,-0.6521458626,1
40,933,0.5740255713,0.5463722944,1
40,949,-0.02085858583,1.181250334,1
40,965,-0.510514915,-0.01155084372,1
40,981,-0.9625020027,-0.2485234588,1
40,997,NaN,NaN,2
40,1013,NaN,NaN,2
