PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 10, filenames: A:[10]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[11]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-1.76379776,-0.03563785553,1
24,37,-1.084142685,-0.7258276939,1
24,53,NaN,NaN,2
24,69,3.065840006,-1.422328115,1
24,85,3.563862085,-1.270722032,1
24,101,NaN,NaN,2
24,117,NaN,NaN,2
24,133,3.718904972,1.535782814,1
24,149,3.644185066,0.6964820623,1
24,165,3.231603384,1.683504105,1
24,181,2.950925827,0.3797740936,1
24,197,3.377206802,0.3009567857,1
24,213,3.542812347,0.9427771568,1
24,229,4.067911625,0.8511582017,1
24,245,3.903376102,0.1343238205,1
24,261,5.257958412,0.2637010813,1
24,277,NaN,NaN,2
24,293,5.344916821,0.8199167252,1
24,309,5.870139599,1.655294538,1
24,325,7.317706585,2.006837368,1
24,341,6.844285488,4.389890671,1
24,357,6.128288746,4.461185455,1
24,373,5.658108234,4.189304352,1
24,389,5.214377403,2.84413147,1
24,405,3.880276203,1.828409195,1
24,421,NaN,NaN,2
24,437,2.574635983,2.033797264,1
24,453,4.66699028,-0.5866103172,1
24,469,5.366838455,-1.170315862,1
24,485,NaN,NaN,2
24,501,NaN,NaN,2
24,517,5.082227707,-0.3400202394,1
24,533,5.048825741,0.5360679626,1
24,549,5.035608768,0.004353642464,1
24,565,4.368266106,1.31434238,1
24,581,NaN,NaN,2
24,597,NaN,NaN,2
24,613,3.099219322,3.312810421,1
24,629,2.280694246,2.907966614,1
24,645,2.283120632,0.9978495836,1
24,661,2.636833668,1.665287375,1
24,677,3.732986927,0.0341989994,1
24,693,4.76728344,-0.6369956732,1
24,709,NaN,NaN,2
24,725,NaN,NaN,2
24,741,NaN,NaN,2
24,757,5.610833645,-8.672708511,1
24,773,5.259442329,-4.726399422,1
24,789,NaN,NaN,2
24,805,4.275027275,-4.715156555,1
24,821,NaN,NaN,2
24,837,NaN,NaN,2
24,853,2.040705681,-4.350008488,1
24,869,-1.51024878,-1.678649426,1
24,885,NaN,NaN,2
24,901,3.591146469,-2.277851582,1
24,917,3.029303074,-0.5403661728,1
24,933,2.034651756,-1.297572017,1
24,949,1.19925046,-0.2406373024,1
24,965,0.9912319183,-0.5435899496,1
24,981,1.630607128,-2.742091179,1
24,997,0.2719393075,-2.734208584,1
24,1013,NaN,NaN,2
24,1029,-1.013392091,-3.05812788,1
24,1045,NaN,NaN,2
24,1061,-1.077873826,-3.152597666,1
24,1077,-1.420750737,-2.561835051,1
24,1093,-1.001828432,-2.502638578,1
24,1109,-0.9506183267,-1.858383894,1
24,1125,-0.8493523598,-1.03330183,1
24,1141,-1.269165516,-2.050654888,1
24,1157,-0.5365309715,-0.9353375435,1
24,1173,-2.595300674,-0.6210832596,1
24,1189,NaN,NaN,2
24,1205,NaN,NaN,2
24,1221,-2.650820971,-0.908054471,1
24,1237,NaN,NaN,2
24,1253,-1.749167919,-1.249632597,1
24,1269,-1.895742893,-0.7371872067,1
24,1285,-3.227061749,0.6666154861,1
40,21,2.217025518,0.4617279768,1
40,37,0.9928453565,-0.301283896,1
40,53,1.53965497,-0.478946507,1
40,69,2.487897396,-0.4914337397,1
40,85,3.000359058,-0.6923264265,1
40,101,5.35255146,-0.01803207397,1
40,117,NaN,NaN,2
40,133,2.442018032,0.5672521591,1
40,149,2.334505796,0.1128698885,1
40,165,3.227184534,1.877383232,1
40,181,3.133820534,1.364165068,1
40,197,4.354649544,0.3829897046,1
40,213,4.010280609,0.7256410122,1
40,229,4.771360874,0.6780105233,1
40,245,6.62747097,-0.2271157056,1
40,261,NaN,NaN,2
40,277,7.688657761,-0.4423636198,1
40,293,7.179587841,2.272707224,1
40,309,7.009944916,3.027353287,1
40,325,6.263938904,2.719075441,1
40,341,NaN,NaN,2
40,357,NaN,NaN,2
40,373,5.833051682,3.66189003,1
40,389,4.998580456,1.906004906,1
40,405,3.125011444,1.470289707,1
40,421,3.646584034,1.427927017,1
40,437,3.993780613,1.226991415,1
40,453,4.771268368,0.8812929392,1
40,469,5.387483597,0.7900714874,1
40,485,4.818945885,1.467471242,1
40,501,NaN,NaN,2
40,517,5.438955307,1.246669292,1
40,533,4.445482731,1.064111829,1
40,549,4.459780216,0.6014211178,1
40,565,4.384091377,0.8182862997,1
40,581,5.823651314,1.722322941,1
40,597,3.886879683,2.714325666,1
40,613,3.026063919,2.272139788,1
40,629,2.763291836,2.662322521,1
40,645,2.496968746,2.241567135,1
40,661,NaN,NaN,2
40,677,NaN,NaN,2
40,693,2.886790276,-1.626584291,1
40,709,3.751296997,-3.011714935,1
40,725,4.454843998,-3.171281338,1
40,741,4.351569176,-4.588546276,1
40,757,3.928225994,-7.900172234,1
40,773,3.598115444,-6.481685162,1
40,789,3.437726974,-7.40817976,1
40,805,NaN,NaN,2
40,821,NaN,NaN,2
40,837,3.090919971,-5.581665516,1
40,853,2.810429335,-4.794381618,1
40,869,0.408325851,-1.819729209,1
40,885,0.6830812097,-0.6916377544,1
40,901,1.502797365,-0.9766391516,1
40,917,3.056111336,-0.973377943,1
40,933,1.972032905,-2.404983759,1
