PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 1, filenames: A:[1]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[2]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,NaN,NaN,2
24,37,NaN,NaN,2
24,53,NaN,NaN,2
24,69,16.90237808,23.73643112,1
24,85,6.663580894,20.01411247,1
24,101,-0.2062530518,9.679655075,1
24,117,2.751416683,-20.3268013,1
24,133,NaN,NaN,2
24,149,NaN,NaN,2
24,165,-4.992241859,-10.52194023,1
24,181,8.648030281,16.68990326,1
24,197,NaN,NaN,2
24,213,NaN,NaN,2
24,229,NaN,NaN,2
24,245,NaN,NaN,2
24,261,NaN,NaN,2
24,277,NaN,NaN,2
24,293,NaN,NaN,2
24,309,NaN,NaN,2
24,325,NaN,NaN,2
24,341,NaN,NaN,2
24,357,NaN,NaN,2
24,373,13.97986889,-11.33774757,1
24,389,NaN,NaN,2
24,405,10.92735481,-9.34324646,1
24,421,NaN,NaN,2
24,437,5.473853588,-12.21834278,1
24,453,NaN,NaN,2
24,469,-3.923032761,-6.157278061,1
24,485,NaN,NaN,2
24,501,NaN,NaN,2
24,517,-2.046888351,-2.71282959,1
24,533,NaN,NaN,2
24,549,NaN,NaN,2
24,565,NaN,NaN,2
24,581,2.846549034,-0.9478591681,1
24,597,3.014336109,-1.009231567,1
24,613,-0.08319950104,-6.74295187,1
24,629,NaN,NaN,2
24,645,-20.62644196,-2.310451508,1
24,661,-15.43153572,-2.777720451,1
24,677,-16.79769707,-1.589184761,1
24,693,NaN,NaN,2
24,709,NaN,NaN,2
24,725,NaN,NaN,2
24,741,NaN,NaN,2
24,757,-4.006365776,-8.648777962,1
24,773,2.613571167,-4.136535645,1
24,789,-3.726148605,-5.30838728,1
24,805,-5.903282642,-3.53918457,1
24,821,NaN,NaN,2
24,837,NaN,NaN,2
24,853,NaN,NaN,2
24,869,NaN,NaN,2
24,885,-4.9760499,-3.809985161,1
24,901,NaN,NaN,2
24,917,NaN,NaN,2
24,933,NaN,NaN,2
24,949,NaN,NaN,2
24,965,NaN,NaN,2
24,981,NaN,NaN,2
24,997,-1.305039406,12.73541355,1
24,1013,0.3120884895,-15.12451172,1
24,1029,NaN,NaN,2
24,1045,NaN,NaN,2
24,1061,NaN,NaN,2
24,1077,NaN,NaN,2
24,1093,3.08992815,-22.90092468,1
24,1109,-2.378972054,-15.26398087,1
24,1125,0.02035140991,-16.97490692,1
24,1141,NaN,NaN,2
24,1157,NaN,NaN,2
24,1173,NaN,NaN,2
24,1189,NaN,NaN,2
24,1205,-8.981601715,-8.893400192,1
24,1221,-7.558586597,-3.341680527,1
24,1237,-7.407011986,5.683193207,1
24,1253,-5.700088978,-5.552564144,1
24,1269,-8.357512474,-3.089036226,1
24,1285,-9.637839317,4.818069458,1
40,21,NaN,NaN,2
40,37,NaN,NaN,2
40,53,8.229942322,12.83398819,1
40,69,-0.5640912056,1.824611664,1
40,85,-0.9786331654,5.319823265,1
40,101,-11.94108582,0.8104633093,1
40,117,-15.08967304,-7.607795715,1
40,133,-4.233042717,-7.626205444,1
40,149,NaN,NaN,2
40,165,-8.398303032,10.4328022,1
40,181,0.9349124432,19.44652939,1
40,197,5.979415894,18.99331093,1
40,213,12.1059494,-1.070544243,1
40,229,15.06814289,-3.042618752,1
40,245,NaN,NaN,2
40,261,NaN,NaN,2
40,277,7.24868679,3.031443596,1
40,293,12.70134544,4.265878201,1
40,309,11.20711613,2.184837341,1
40,325,19.86840439,-3.894799232,1
40,341,20.44593811,-6.182387352,1
40,357,4.266436577,-0.9041056633,1
40,373,9.952013016,-2.059625626,1
40,389,3.562007904,-8.071912766,1
40,405,1.800752163,-9.038099289,1
40,421,-2.767131329,-19.62791634,1
40,437,6.165497303,-17.90769958,1
40,453,-5.36631012,-0.07836151123,1
40,469,-1.458672523,-13.6355648,1
40,485,-4.985056877,3.293743134,1
40,501,-7.415429115,-12.65091515,1
40,517,8.297364235,-4.237374306,1
40,533,NaN,NaN,2
40,549,-2.979539871,-2.065686703,1
40,565,-3.559067249,-1.774258852,1
40,581,-5.054783344,-0.9509398937,1
40,597,2.845116138,-3.077540636,1
40,613,NaN,NaN,2
40,629,NaN,NaN,2
40,645,2.970198631,-9.218950272,1
40,661,-17.86541367,-3.756367683,1
40,677,-19.13502121,-6.517666817,1
40,693,-12.61990261,-5.378427982,1
40,709,8.204343796,-8.840837479,1
40,725,8.89770031,-5.85574913,1
40,741,2.341425896,-15.84229374,1
40,757,0.6357345581,-7.22092247,1
40,773,-2.860265255,-3.489334106,1
40,789,-5.563442707,-1.429013014,1
40,805,-8.507404327,-3.310592651,1
40,821,6.342407227,-14.33048058,1
40,837,4.263617039,-12.58949661,1
40,853,-10.22707272,-10.3773613,1
40,869,-13.08508778,-13.65881538,1
40,885,-12.3519268,-10.16850853,1
40,901,NaN,NaN,2
40,917,-6.643896103,23.25732422,1
40,933,NaN,NaN,2
40,949,3.896499872,24.92933846,1
40,965,NaN,NaN,2
40,981,2.935792446,27.71642113,1
40,997,-3.821833611,1.309762955,1
40,1013,-2.177995682,-12.2109108,1
40,1029,-7.760400772,-25.06265831,1
40,1045,NaN,NaN,2
40,1061,NaN,NaN,2
40,1077,-6.314348221,-24.44967461,1
40,1093,14.13172722,-21.38232803,1
40,1109,14.35745335,-18.10074234,1
40,1125,12.93258095,-16.74753571,1
40,1141,4.712044239,-14.55526733,1
40,1157,-1.794473886,-0.002216815948,1
40,1173,-4.506316662,7.627327919,1
40,1189,-3.078570366,-2.076080322,1
40,1205,0.2666826248,1.249177933,1
40,1221,-10.34335041,7.208581924,1
40,1237,NaN,NaN,2
40,1253,-6.84485817,-2.13799572,1
40,1269,NaN,NaN,2
40,1285,-7.685265541,-7.774737358,1
56,21,NaN,NaN,2
56,37,11.68466091,23.97883415,1
56,53,NaN,NaN,2
56,69,NaN,NaN,2
56,85,-10.32168293,0.9977893829,1
56,101,-10.90304279,-12.07578087,1
