PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 4, filenames: A:[4]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[5]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,NaN,NaN,2
24,37,NaN,NaN,2
24,53,NaN,NaN,2
24,69,NaN,NaN,2
24,85,-4.707730293,-17.65085602,1
24,101,-3.409125805,-14.50035191,1
24,117,NaN,NaN,2
24,133,NaN,NaN,2
24,149,NaN,NaN,2
24,165,-16.27213287,-0.9005117416,1
24,181,-11.82929134,-7.50729084,1
24,197,-13.19791889,-5.530007839,1
24,213,-8.616952896,-2.088596344,1
24,229,-10.07722664,-4.918494701,1
24,245,-6.723448753,-12.53323555,1
24,261,-7.462055206,-6.764885902,1
24,277,NaN,NaN,2
24,293,-9.606712341,-10.3193922,1
24,309,NaN,NaN,2
24,325,NaN,NaN,2
24,341,NaN,NaN,2
24,357,-10.56226158,-5.237371922,1
24,373,NaN,NaN,2
24,389,-9.268208504,-8.892372131,1
24,405,-6.096964836,-7.078118801,1
24,421,NaN,NaN,2
24,437,-12.39318752,-6.038666725,1
24,453,-8.59474659,-3.172412157,1
24,469,-12.44805145,-3.199954271,1
24,485,NaN,NaN,2
24,501,-5.23218441,-10.50482941,1
24,517,-9.004013062,-1.337376356,1
24,533,NaN,NaN,2
24,549,-7.521164894,-2.920664787,1
24,565,NaN,NaN,2
24,581,NaN,NaN,2
24,597,NaN,NaN,2
24,613,NaN,NaN,2
24,629,-13.53192902,-2.273000002,1
24,645,-13.35011578,-2.041276217,1
24,661,NaN,NaN,2
24,677,NaN,NaN,2
24,693,NaN,NaN,2
24,709,-7.751596451,1.778687477,1
24,725,NaN,NaN,2
24,741,NaN,NaN,2
24,757,-13.49294662,2.621807814,1
24,773,-12.31086922,2.627757549,1
24,789,-12.26363373,2.34612608,1
24,805,-10.64897919,2.421877384,1
24,821,-9.552350044,2.995307446,1
24,837,-12.08492565,2.902353048,1
24,853,-12.9710598,2.686788082,1
24,869,-12.74504948,2.439254284,1
24,885,NaN,NaN,2
24,901,NaN,NaN,2
24,917,NaN,NaN,2
24,933,-13.37504101,2.92289257,1
24,949,-13.25860691,3.829315186,1
24,965,-13.87368393,4.904794693,1
24,981,NaN,NaN,2
24,997,NaN,NaN,2
24,1013,NaN,NaN,2
24,1029,NaN,NaN,2
24,1045,NaN,NaN,2
24,1061,-15.1924324,4.481566906,1
24,1077,NaN,NaN,2
24,1093,NaN,NaN,2
24,1109,NaN,NaN,2
24,1125,-15.76548195,3.937562466,1
24,1141,-14.11277103,3.749293327,1
24,1157,NaN,NaN,2
24,1173,NaN,NaN,2
24,1189,NaN,NaN,2
24,1205,NaN,NaN,2
24,1221,NaN,NaN,2
24,1237,-10.09412956,6.711892605,1
24,1253,NaN,NaN,2
24,1269,NaN,NaN,2
24,1285,NaN,NaN,2
40,21,NaN,NaN,2
40,37,NaN,NaN,2
40,53,NaN,NaN,2
40,69,7.84887886,-16.43964577,1
40,85,NaN,NaN,2
40,101,-6.271185398,-15.26899815,1
40,117,NaN,NaN,2
40,133,-19.11009979,1.613116503,1
40,149,-19.03594589,-3.886744022,1
40,165,NaN,NaN,2
40,181,-10.43220806,-8.378196716,1
40,197,-11.60017681,-9.258080482,1
40,213,-10.89957619,-11.99189186,1
40,229,-13.10437679,-10.68016052,1
40,245,-12.38835716,-11.84538651,1
40,261,-11.52587509,-11.55304432,1
40,277,-11.30106258,-8.994499207,1
40,293,-11.20409298,-9.107704163,1
40,309,-10.57574272,-6.653120995,1
40,325,NaN,NaN,2
40,341,-10.58269596,-4.884983063,1
40,357,-9.265055656,-7.023270607,1
40,373,-8.257462502,-7.932623386,1
40,389,-7.063949108,-8.094499588,1
40,405,-5.801253796,-6.965232372,1
40,421,-7.396299362,-7.741430759,1
40,437,-11.39307594,-5.389099121,1
40,453,NaN,NaN,2
40,469,-2.947981119,-2.479038477,1
40,485,-3.394114017,-1.676817179,1
40,501,-5.710365772,-10.48139,1
40,517,-8.654495239,-11.15569592,1
40,533,-8.061096191,-3.620908976,1
40,549,-10.20356464,-3.781972647,1
40,565,-12.4819088,-3.798437119,1
40,581,-14.62846947,-4.077440739,1
40,597,-14.21000099,-4.008618832,1
40,613,NaN,NaN,2
40,629,NaN,NaN,2
40,645,-11.67419243,-1.885198116,1
40,661,-14.90925217,-0.5999993682,1
40,677,-15.58128548,0.1673192382,1
40,693,-14.52902508,1.238934636,1
40,709,NaN,NaN,2
40,725,-10.83472919,2.050218105,1
40,741,-12.16427994,1.558597326,1
40,757,NaN,NaN,2
40,773,NaN,NaN,2
40,789,NaN,NaN,2
40,805,-11.4995079,2.331784248,1
40,821,-11.45119381,3.06513381,1
40,837,-11.4125042,3.404208899,1
40,853,-11.36010838,2.76193285,1
40,869,-12.20005608,2.731444359,1
40,885,-12.62343693,3.266032696,1
40,901,-13.46123314,3.990348816,1
40,917,-11.81632423,2.734142303,1
40,933,-11.3963213,3.351164579,1
40,949,-11.89316273,3.980975628,1
40,965,NaN,NaN,2
40,981,-12.71053028,4.243400574,1
40,997,-13.28044796,3.493827581,1
40,1013,-13.57371521,3.381887436,1
40,1029,-12.73795319,3.539077759,1
40,1045,-11.86418343,4.822369576,1
40,1061,-14.01743317,6.469976425,1
40,1077,-14.79813862,4.509757519,1
40,1093,-14.70431137,4.406175613,1
40,1109,-14.9978981,3.835762739,1
40,1125,-15.03934765,4.33930254,1
40,1141,-14.18811893,4.486390114,1
40,1157,-13.69966316,5.372447014,1
40,1173,-14.08558273,4.766191483,1
40,1189,-15.26271343,3.829129696,1
40,1205,-13.58400822,4.661227226,1
40,1221,-13.37936592,6.345625877,1
40,1237,-13.23704052,6.819922924,1
40,1253,-12.05668354,6.126614094,1
40,1269,NaN,NaN,2
40,1285,-14.91950321,7.68682766,1
56,21,NaN,NaN,2
56,37,-1.911565781,-17.05531693,1
56,53,-3.190999031,-18.1201725,1
56,69,-5.756235123,-13.33292198,1
