PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[10]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
696,1045,-2.420830727,-2.452490091,1
696,1061,-2.75840497,-1.870069265,1
696,1077,-3.745491743,-1.189050913,1
696,1093,-3.83523798,-1.552173853,1
696,1109,-3.241874218,-3.418233871,1
696,1125,-3.022484303,-3.490092278,1
696,1141,NaN,NaN,2
696,1157,NaN,NaN,2
696,1173,-2.390050888,-1.237612009,1
696,1189,-2.523654461,-1.846358061,1
696,1205,-2.216017246,-1.073587418,1
696,1221,-1.899041414,-0.6205690503,1
696,1237,-2.253602028,-1.346045971,1
696,1253,-2.2651577,-1.093718529,1
696,1269,-2.445053577,-1.260962009,1
696,1285,NaN,NaN,2
712,21,-2.02001214,-1.961901665,1
712,37,-1.523092508,-0.3866238594,1
712,53,-1.037516594,1.723258257,1
712,69,-0.782887578,2.661746502,1
712,85,-0.006870776415,2.041076422,1
712,101,0.5453438759,2.287046432,1
712,117,0.3554022908,1.33907938,1
712,133,NaN,NaN,2
712,149,NaN,NaN,2
712,165,1.338784456,4.434634686,1
712,181,-0.1188072264,4.471302986,1
712,197,-0.3518071771,3.969748974,1
712,213,-0.4204180539,3.106901884,1
712,229,-0.6268632412,3.605784655,1
712,245,-0.935185194,3.263923407,1
712,261,NaN,NaN,2
712,277,-0.5442929268,2.910376072,1
712,293,-0.6587046981,3.568882942,1
712,309,-0.8738983274,5.076460838,1
712,325,-1.303089857,3.556913614,1
712,341,-0.8115346432,3.03927207,1
712,357,0.7987667322,1.783042192,1
712,373,0.1414865255,0.9368500113,1
712,389,0.4566882849,0.2141509354,1
712,405,NaN,NaN,2
712,421,3.39185667,-0.2337654233,1
712,437,NaN,NaN,2
712,453,1.869982839,-2.52841568,1
712,469,-0.8063281775,0.5405013561,1
712,485,-5.591031075,3.156164646,1
712,501,-4.955488205,4.127074718,1
712,517,-3.723350048,3.362277985,1
712,533,-1.205546618,4.545069695,1
712,549,-0.9050521851,8.405477524,1
712,565,-1.127151132,5.390394211,1
712,581,-1.203961849,2.400832176,1
712,597,NaN,NaN,2
712,613,NaN,NaN,2
712,629,-0.07923835516,0.1988523602,1
712,645,-0.6883473396,-0.2282928228,1
712,661,-1.113469958,-0.9963545799,1
712,677,NaN,NaN,2
712,693,-2.651242733,-11.85096645,1
712,709,-2.41400528,-12.23312569,1
712,725,-0.3794374466,-5.151115417,1
712,741,-0.7548910975,-8.742553711,1
712,757,NaN,NaN,2
712,773,-2.133631706,-7.257996082,1
712,789,-2.909417391,-7.320158482,1
712,805,-2.589415073,-8.244037628,1
712,821,NaN,NaN,2
712,837,NaN,NaN,2
712,853,-4.22530508,-7.8378582,1
712,869,-4.069358826,-7.884884357,1
712,885,-3.608310223,-7.965396881,1
712,901,-3.767239571,-9.123894691,1
712,917,-3.664471388,-8.538627625,1
712,933,-3.291537285,-6.726874352,1
712,949,-2.87358737,-5.97193718,1
712,965,-3.09680891,-5.904176712,1
712,981,NaN,NaN,2
712,997,-3.779228449,-4.794534683,1
712,1013,NaN,NaN,2
712,1029,-2.995314598,-3.595275879,1
712,1045,-2.808213949,-3.197969437,1
712,1061,-2.643302917,-2.990513802,1
712,1077,NaN,NaN,2
712,1093,NaN,NaN,2
712,1109,-3.681894541,-2.805543423,1
712,1125,-3.682790279,-3.189597607,1
712,1141,NaN,NaN,2
712,1157,-2.389776468,-2.96176815,1
712,1173,-3.03897357,-1.912057519,1
712,1189,NaN,NaN,2
712,1205,-2.280325174,-1.415596962,1
712,1221,-1.802681208,-0.4925139546,1
712,1237,-2.129992008,-0.4523249269,1
712,1253,NaN,NaN,2
712,1269,NaN,NaN,2
712,1285,NaN,NaN,2
728,21,-2.537610531,-1.058672905,1
728,37,-1.641436934,0.1280627549,1
728,53,-0.5164858103,2.19614315,1
728,69,-0.1001586169,3.342980862,1
728,85,0.05186516047,2.024412155,1
728,101,0.4067307115,2.010287285,1
728,117,0.5486549139,1.245895147,1
728,133,0.5592953563,0.6967848539,1
728,149,NaN,NaN,2
728,165,1.148476362,3.982400656,1
728,181,0.4083691239,2.677580118,1
728,197,0.2981205881,2.736020088,1
728,213,NaN,NaN,2
728,229,-0.1604022086,2.951995373,1
728,245,-0.5412782431,3.406182289,1
728,261,-0.6881215572,2.967114925,1
728,277,-0.7578475475,3.224481583,1
728,293,-0.8586552739,3.676054239,1
728,309,-1.397898793,3.997100592,1
728,325,-2.221487045,4.353117943,1
728,341,-1.916570783,3.535350084,1
728,357,-1.557373047,3.062861919,1
728,373,-1.088484049,1.748748064,1
728,389,NaN,NaN,2
728,405,NaN,NaN,2
728,421,NaN,NaN,2
728,437,0.476873517,0.2955241203,1
728,453,-0.983959794,1.022385836,1
728,469,-6.737467766,5.842864513,1
728,485,-6.770239353,7.872862816,1
728,501,-4.001951694,4.353784561,1
728,517,-6.337949753,3.674414635,1
728,533,NaN,NaN,2
728,549,-2.329371452,3.494835377,1
728,565,NaN,NaN,2
728,581,-1.552369714,2.681453705,1
728,597,-1.04242909,1.157089472,1
728,613,NaN,NaN,2
728,629,0.2709220052,0.4950007796,1
728,645,-0.6368966103,0.2520135939,1
728,661,-1.21036458,-0.5257936716,1
728,677,NaN,NaN,2
728,693,-2.7550354,-11.47656441,1
728,709,-2.690202475,-12.04986668,1
728,725,-3.11324358,-6.493853092,1
728,741,NaN,NaN,2
728,757,NaN,NaN,2
728,773,NaN,NaN,2
728,789,-5.131211281,-7.409426689,1
728,805,-4.394545555,-8.841721535,1
728,821,-5.009757996,-10.91522503,1
728,837,-3.657804728,-9.636779785,1
728,853,-4.354179382,-8.618688583,1
728,869,-4.044933796,-8.054893494,1
728,885,-3.12092948,-8.119472504,1
728,901,NaN,NaN,2
728,917,NaN,NaN,2
728,933,NaN,NaN,2
728,949,-2.90814209,-5.830214977,1
728,965,-2.657370329,-5.219194412,1
728,981,-2.947894335,-4.707726955,1
728,997,-3.607762575,-4.646436214,1
728,1013,-4.083063602,-4.320475578,1
728,1029,-4.649973392,-3.903294563,1
728,1045,-4.190837383,-3.277031422,1
728,1061,-3.552191734,-3.400566578,1
728,1077,-3.079965353,-3.268610239,1
728,1093,-3.14739418,-3.408002615,1
728,1109,-3.283085823,-3.10543704,1
728,1125,-3.323625326,-2.559600592,1
728,1141,-2.828090906,-3.212450504,1
728,1157,-2.566714525,-2.228881359,1
728,1173,-2.736990929,-2.184999466,1
728,1189,-2.447932959,-2.504426241,1
728,1205,NaN,NaN,2
728,1221,-1.901243687,-1.364356518,1
728,1237,-1.146708012,-0.9412673712,1
728,1253,NaN,NaN,2
728,1269,-1.969558239,-1.201939583,1
728,1285,-2.476908922,-3.671971798,1
744,21,-0.6818482876,-0.1159436703,1
744,37,-1.079788685,1.110339522,1
744,53,-0.3700452447,2.340955973,1
744,69,-0.1629205644,2.490809441,1
744,85,-0.05576986074,1.727576852,1
744,101,0.04895573854,1.419128776,1
744,117,0.4388387799,1.765440583,1
744,133,0.7914795876,1.367589712,1
744,149,0.937250495,1.697604537,1
744,165,1.046205878,2.504332066,1
744,181,1.111324072,2.264279127,1
744,197,0.9313750267,2.026289701,1
744,213,NaN,NaN,2
744,229,0.1152868867,2.375358582,1
744,245,-0.3998163939,3.040802479,1
744,261,-0.596709609,3.513958693,1
744,277,-0.8803426027,3.841192961,1
744,293,-0.9014139175,4.262966156,1
744,309,-1.578347325,3.719037056,1
744,325,-2.481503725,4.266737938,1
744,341,-2.91546607,3.133620262,1
744,357,-3.894567013,2.78009367,1
744,373,-4.388190746,2.110144615,1
744,389,-3.008359194,1.60225296,1
744,405,-1.471893072,3.069283962,1
744,421,0.3550870419,1.844320536,1
744,437,-1.253379583,1.832209706,1
744,453,-1.775921583,2.094310284,1
744,469,-7.932478905,5.205846786,1
744,485,-7.012925148,7.477257252,1
744,501,-5.757461548,7.034072876,1
744,517,-6.358603954,5.696797371,1
744,533,NaN,NaN,2
744,549,-5.375538826,1.655858755,1
744,565,NaN,NaN,2
744,581,-1.914999008,5.073407173,1
744,597,-1.458586931,1.185332775,1
744,613,-0.9709899426,0.5625289083,1
744,629,-0.7794646025,0.9387384057,1
744,645,NaN,NaN,2
744,661,-1.131079197,-0.4787408113,1
744,677,-1.196773887,-1.985101461,1
744,693,-1.858157396,-11.94043446,1
744,709,-1.94195056,-13.73844528,1
744,725,-2.588145256,-7.312026024,1
744,741,-4.883656979,-9.984471321,1
744,757,-4.30484581,-10.51450253,1
744,773,-3.417179585,-5.775858879,1
744,789,-3.84535718,-6.766378403,1
744,805,-4.3121171,-9.058862686,1
744,821,-4.189385414,-9.519285202,1
744,837,-3.646452665,-9.685997963,1
744,853,-3.193763494,-8.893973351,1
744,869,-3.121432781,-7.820876122,1
744,885,-2.257229567,-6.928905487,1
744,901,-2.848740101,-6.391165733,1
744,917,-2.86574316,-7.394303322,1
744,933,-2.633620024,-6.635174751,1
744,949,-2.185729742,-5.483490467,1
744,965,-1.892254353,-4.900138378,1
744,981,-2.293076515,-4.057148933,1
744,997,-2.925573111,-4.316360474,1
744,1013,-3.681013107,-4.194634438,1
744,1029,-4.170591831,-3.826775551,1
744,1045,-4.224712372,-4.080742359,1
744,1061,-4.072468758,-4.2579422,1
744,1077,-2.701116085,-3.883621693,1
744,1093,-2.559209347,-4.374907494,1
744,1109,-3.121539116,-3.135648489,1
744,1125,-2.566561937,-1.255624771,1
744,1141,-2.694340944,-1.308101535,1
744,1157,-3.137044907,-2.086709023,1
744,1173,-2.729142427,-2.575246334,1
744,1189,-2.316524506,-2.195641041,1
744,1205,NaN,NaN,2
744,1221,-2.300231934,-3.430887938,1
744,1237,-1.302856684,-1.911946654,1
744,1253,-1.074212909,-1.541370153,1
744,1269,-0.7006701231,-1.309064865,1
744,1285,-2.147433281,-0.4717800617,1
760,21,0.2680853605,0.4530954361,1
760,37,NaN,NaN,2
760,53,-0.6863375306,2.600065231,1
760,69,-0.2022063434,1.536060214,1
760,85,-0.3311651647,1.10592401,1
760,101,0.4528470635,1.191835999,1
760,117,1.238558531,1.779346704,1
760,133,0.4684570432,1.517378569,1
760,149,0.4951305985,2.607497215,1
760,165,1.767534256,2.106249332,1
760,181,1.296737313,1.935212851,1
760,197,0.902518034,1.635216355,1
760,213,NaN,NaN,2
760,229,NaN,NaN,2
760,245,-1.375024438,3.039374828,1
760,261,-0.7841698527,2.866888285,1
760,277,NaN,NaN,2
760,293,-0.5466221571,3.666239977,1
760,309,-1.7421031,3.429885626,1
760,325,-2.957747221,3.510961294,1
760,341,-3.525831461,2.689320564,1
760,357,NaN,NaN,2
760,373,-2.914254189,2.350830793,1
760,389,-4.547739506,2.299418449,1
760,405,-2.112390757,2.774073362,1
760,421,-1.704001188,2.504014969,1
760,437,NaN,NaN,2
760,453,-5.686596394,5.283572197,1
760,469,-2.503521681,8.445281029,1
760,485,NaN,NaN,2
760,501,-1.06771946,0.9607740045,1
760,517,-2.206633568,0.2852851152,1
760,533,-4.305738449,1.447034359,1
760,549,-4.122693539,0.4834139347,1
760,565,-3.681660414,1.197147608,1
760,581,NaN,NaN,2
760,597,-3.014884949,1.183872461,1
760,613,-3.025342703,0.7014191747,1
760,629,-2.197602272,0.4918901324,1
760,645,NaN,NaN,2
760,661,-2.026679039,-0.8451374769,1
760,677,NaN,NaN,2
760,693,NaN,NaN,2
760,709,-9.250164986,-12.13555908,1
760,725,-2.993867874,-8.84919548,1
760,741,-4.728494644,-11.16912556,1
760,757,-4.80200243,-10.95072365,1
760,773,-4.30713129,-5.962617397,1
760,789,-4.317374706,-8.160234451,1
760,805,-4.327692509,-10.21293831,1
760,821,-4.35898304,-9.76377964,1
760,837,-3.789569139,-10.97714138,1
760,853,NaN,NaN,2
760,869,-2.191459179,-9.528108597,1
760,885,-1.816050053,-6.777977943,1
760,901,NaN,NaN,2
760,917,-2.48114419,-5.597608566,1
760,933,-1.876890659,-5.598732471,1
760,949,-1.434211016,-5.164524078,1
760,965,-1.275301456,-4.745902061,1
760,981,-2.13260293,-3.768999815,1
760,997,-2.092664957,-3.856565237,1
760,1013,-3.118100882,-3.92479372,1
760,1029,-4.016515255,-3.943177938,1
760,1045,-3.734781742,-4.353278637,1
760,1061,-3.148231268,-3.949128151,1
760,1077,-2.241309643,-4.456553936,1
760,1093,-1.88762641,-3.819567204,1
760,1109,-2.511307001,-2.784959555,1
760,1125,-2.117683411,-1.42701292,1
760,1141,-2.340284348,-1.049741983,1
760,1157,-3.520897388,-1.691676855,1
760,1173,NaN,NaN,2
760,1189,-2.741557121,-1.578367472,1
760,1205,-2.243246078,-2.928519249,1
760,1221,-1.585873365,-2.303132534,1
760,1237,-1.074633002,-2.516563654,1
760,1253,-1.145610809,-3.018401384,1
760,1269,-1.509007215,-1.269966602,1
760,1285,-1.856647253,-0.1221319437,1
776,21,-0.8039902449,-0.04262304306,1
776,37,-1.16053009,1.329186201,1
776,53,-1.001423717,1.84939158,1
776,69,-0.4719854891,0.6875016689,1
776,85,-0.1231118739,1.307830334,1
776,101,0.7528167963,1.575454235,1
776,117,1.010366082,1.883934736,1
776,133,0.5713239312,1.657867789,1
776,149,NaN,NaN,2
776,165,0.5344896317,1.805246711,1
776,181,0.8805977106,1.580937386,1
776,197,1.616476059,1.487080574,1
776,213,NaN,NaN,2
776,229,-1.808920145,3.86031723,1
776,245,NaN,NaN,2
776,261,-1.296877146,2.21960783,1
776,277,-1.116266966,2.505857468,1
776,293,-0.8809251785,3.182075024,1
776,309,-1.447808266,3.099567175,1
776,325,-3.063453197,3.211816072,1
776,341,-3.398145676,2.790773392,1
776,357,-2.927294016,2.151031494,1
776,373,-2.931536674,2.682845116,1
776,389,-3.448263645,2.777121544,1
776,405,-3.907757998,2.295102835,1
776,421,-4.533881187,2.87917757,1
776,437,-3.889398813,3.770964622,1
776,453,-3.544034243,5.823085785,1
776,469,-2.637862444,5.033705711,1
776,485,NaN,NaN,2
776,501,NaN,NaN,2
776,517,-1.933433771,-1.07662189,1
776,533,NaN,NaN,2
776,549,-7.299277782,2.300089121,1
776,565,-2.889688015,0.5043146014,1
776,581,-2.781948805,0.7652659416,1
776,597,-5.581233978,0.9285525084,1
776,613,-6.013315678,0.6519918442,1
776,629,-4.431333542,0.6759728789,1
776,645,NaN,NaN,2
776,661,-1.064961672,-5.080873013,1
776,677,-5.039088249,-10.19434547,1
776,693,NaN,NaN,2
776,709,NaN,NaN,2
776,725,-5.401713371,-9.188418388,1
776,741,-6.849312305,-11.25913715,1
776,757,-6.231428623,-10.53610325,1
776,773,-4.192240715,-7.364616394,1
776,789,-4.128162384,-9.444622993,1
776,805,-4.276246071,-10.40418816,1
776,821,-5.195461273,-9.618046761,1
776,837,-4.43654871,-10.10320473,1
776,853,-3.421989679,-10.74972248,1
776,869,-2.285778761,-9.605495453,1
776,885,-1.869026899,-7.02626276,1
776,901,-2.162542105,-5.92239666,1
776,917,-2.324249506,-5.550055027,1
776,933,-1.716480732,-5.185688972,1
776,949,-1.362925887,-4.885785103,1
776,965,-1.396740913,-3.760031223,1
776,981,-1.736066461,-3.548213005,1
776,997,-2.160612822,-3.229870081,1
776,1013,-2.846223831,-3.887136459,1
776,1029,-3.363223553,-4.05626297,1
776,1045,-3.365733147,-3.688877821,1
776,1061,-2.328695059,-3.491927624,1
776,1077,-1.700775385,-4.109226704,1
776,1093,-1.681027293,-2.368678808,1
776,1109,-1.763118505,-3.283765554,1
776,1125,-1.993763328,-2.931792736,1
776,1141,-2.623122215,-3.018130779,1
776,1157,-2.247753859,-1.303421497,1
776,1173,-2.414740801,-1.363041401,1
776,1189,-2.310158253,-1.531530976,1
776,1205,-2.211817265,-2.226907015,1
776,1221,-0.8461564779,-2.578120232,1
776,1237,-1.293649793,-2.99764061,1
776,1253,-1.668173313,-3.350297213,1
776,1269,-1.598044157,-1.553969741,1
776,1285,-1.904140711,-2.746875763,1
792,21,NaN,NaN,2
792,37,-0.07640329003,1.096952796,1
792,53,-0.5254532099,1.580172896,1
792,69,-0.476708889,1.984018922,1
792,85,-0.4127493501,1.724551082,1
792,101,-0.05292832851,1.773917198,1
792,117,0.8621448278,1.97414124,1
792,133,0.8731620312,1.851199865,1
792,149,0.6290675402,1.392205954,1
792,165,0.2632059455,1.660371423,1
792,181,0.3563441336,1.502349377,1
792,197,0.6071788073,1.354174256,1
792,213,-0.07925617695,1.925019741,1
792,229,-2.260638475,2.323408365,1
792,245,-2.673131466,1.782577515,1
792,261,-1.719380379,1.160055876,1
792,277,-0.8454043269,4.362351418,1
792,293,-0.9977747202,2.526972055,1
792,309,-1.093512893,2.696881771,1
792,325,-2.170922279,3.24941206,1
792,341,-2.991674662,2.829399824,1
792,357,-2.495432377,2.619398117,1
792,373,-1.83526063,3.01010108,1
792,389,-1.836517811,3.25501895,1
792,405,-3.033669472,3.296997786,1
792,421,-3.208749533,3.250137329,1
792,437,-3.066729546,3.873010635,1
792,453,-4.116071224,6.33641386,1
792,469,-3.342859268,5.515863895,1
792,485,NaN,NaN,2
792,501,NaN,NaN,2
792,517,-3.303578377,0.9705798626,1
792,533,-4.265189648,0.2679259777,1
792,549,-5.629429817,0.7092681527,1
792,565,NaN,NaN,2
792,581,-2.050636292,0.4241599739,1
792,597,-3.815477371,0.6899482608,1
792,613,-6.813291073,0.61795187,1
792,629,-7.008450508,0.7346835136,1
792,645,-4.820847511,1.000181675,1
792,661,NaN,NaN,2
792,677,NaN,NaN,2
792,693,NaN,NaN,2
792,709,-5.543457031,-13.33383179,1
792,725,-4.92556572,-12.6142292,1
792,741,-7.975523472,-11.51210499,1
792,757,-7.386633873,-11.05823421,1
792,773,-7.092288971,-8.24549675,1
792,789,-4.218437195,-7.506235123,1
792,805,-4.430245399,-9.139665604,1
792,821,-4.381356716,-8.763912201,1
792,837,-4.166501045,-8.894814491,1
792,853,-3.698360205,-8.922149658,1
792,869,-3.1958251,-8.536581993,1
792,885,-2.938838243,-6.924416542,1
792,901,-2.866677284,-6.238889217,1
792,917,-2.561532974,-6.025387287,1
792,933,-2.079035282,-5.774613857,1
792,949,-1.629041076,-5.560772419,1
792,965,-1.70665586,-4.546327591,1
792,981,-1.75315249,-4.386951923,1
792,997,NaN,NaN,2
792,1013,-2.815503597,-4.357889175,1
792,1029,-2.093496323,-3.756928921,1
792,1045,-2.024486542,-3.239499569,1
792,1061,-1.543428421,-2.992853642,1
792,1077,-1.712865949,-4.4980793,1
792,1093,-1.341186523,-2.670885801,1
792,1109,-1.268499613,-2.595350266,1
792,1125,-1.554582119,-2.748917341,1
792,1141,-1.807495117,-1.903179765,1
792,1157,-2.626519203,-1.462610841,1
792,1173,-2.694190502,-1.381516218,1
792,1189,-2.045143604,-1.700039387,1
792,1205,-2.041856766,-2.399619579,1
792,1221,-1.589981198,-3.639427185,1
792,1237,NaN,NaN,2
792,1253,-1.559907675,-2.528744936,1
792,1269,-1.371112466,-3.620638847,1
792,1285,-2.229632378,-1.839212179,1
808,21,0.3335849047,1.093421459,1
808,37,-0.07188463211,1.290413022,1
808,53,0.4925763011,2.519059896,1
808,69,NaN,NaN,2
808,85,NaN,NaN,2
808,101,-0.374048233,2.230257034,1
808,117,0.7403684855,1.972606182,1
808,133,NaN,NaN,2
808,149,0.4754397273,1.501251698,1
808,165,0.24954018,1.705810308,1
808,181,0.1006226242,1.967648745,1
808,197,0.6757367253,1.594489574,1
808,213,-1.628562689,2.099582672,1
808,229,NaN,NaN,2
808,245,-2.109381914,2.606627941,1
808,261,-1.219748378,3.170959949,1
808,277,-0.8877040148,4.298525333,1
808,293,-0.7370401621,2.472306728,1
808,309,-0.2011663318,2.077772617,1
808,325,-1.149137855,3.046523094,1
808,341,-2.321081638,2.611998081,1
808,357,-2.654556274,2.921701193,1
808,373,NaN,NaN,2
808,389,NaN,NaN,2
808,405,-2.686947823,4.602529049,1
808,421,-3.72432065,5.006706238,1
808,437,-4.608469486,4.677237511,1
808,453,NaN,NaN,2
808,469,-4.85515976,4.826419353,1
808,485,NaN,NaN,2
808,501,-4.457936287,3.126084566,1
808,517,-4.959075451,2.858442307,1
808,533,-5.258420467,2.116716862,1
808,549,-4.675510883,1.20899415,1
808,565,-7.719292641,1.984938741,1
808,581,-1.107652903,0.2124333084,1
808,597,-2.606118679,0.5343571901,1
808,613,-6.216321468,0.28185004,1
808,629,-8.794501305,0.6812597513,1
808,645,NaN,NaN,2
808,661,NaN,NaN,2
808,677,NaN,NaN,2
808,693,-10.37466049,1.326038361,1
808,709,-8.978975296,-10.10195065,1
808,725,NaN,NaN,2
808,741,-6.757761002,-9.62095356,1
808,757,NaN,NaN,2
808,773,-6.124673367,-9.041754723,1
808,789,-6.221425056,-8.686803818,1
808,805,-5.6565485,-8.144922256,1
808,821,-4.775011063,-6.948230267,1
808,837,-4.627612114,-8.069942474,1
808,853,-5.273900032,-7.781207085,1
808,869,-4.741553307,-6.540335655,1
808,885,-4.342979908,-6.215557575,1
808,901,-4.195678234,-6.333475113,1
808,917,-3.339452505,-6.058672905,1
808,933,NaN,NaN,2
808,949,-3.229870319,-5.213268757,1
808,965,-3.146464825,-4.626544952,1
808,981,-2.464385509,-3.230441093,1
808,997,-2.601377964,-2.667697906,1
808,1013,-2.106043339,-3.724535942,1
808,1029,-1.532367826,-3.986107349,1
808,1045,-1.253560305,-3.47117734,1
808,1061,-2.151759863,-3.052964449,1
808,1077,NaN,NaN,2
808,1093,-2.401323795,-3.357521534,1
808,1109,-2.352403641,-3.110702276,1
808,1125,-2.304793835,-2.654265404,1
808,1141,-2.033259153,-1.960356474,1
808,1157,-2.112796783,-2.232163429,1
808,1173,-1.826054096,-2.502528191,1
808,1189,-1.426890373,-2.559165001,1
808,1205,-1.875958681,-2.358882666,1
808,1221,-1.264158249,-3.148992777,1
808,1237,-1.020103455,-3.115042686,1
808,1253,-1.235900402,-4.22041893,1
808,1269,NaN,NaN,2
808,1285,-2.133561134,-0.8546108603,1
824,21,0.336633563,1.297536492,1
824,37,0.1790907085,1.080473423,1
824,53,0.5767914057,2.483582973,1
824,69,0.5673340559,3.580201864,1
824,85,0.3523894548,2.345555067,1
824,101,0.864918828,2.602449417,1
824,117,1.029327393,2.07375145,1
824,133,NaN,NaN,2
824,149,0.6449708343,1.374798894,1
824,165,-0.05141496658,1.958337545,1
824,181,NaN,NaN,2
824,197,NaN,NaN,2
824,213,NaN,NaN,2
824,229,NaN,NaN,2
824,245,-1.534144759,3.003905535,1
824,261,-1.926978827,4.039039612,1
824,277,NaN,NaN,2
824,293,-0.8967590332,2.173107624,1
824,309,-0.7358139157,1.751894951,1
824,325,-1.072298884,2.506410122,1
824,341,-1.82331264,2.32850337,1
824,357,-2.495126009,3.22661972,1
824,373,NaN,NaN,2
824,389,NaN,NaN,2
824,405,-3.484819651,4.651571274,1
824,421,NaN,NaN,2
824,437,NaN,NaN,2
824,453,-5.826242447,5.457642555,1
824,469,-5.454548836,5.061369419,1
824,485,-5.697532654,4.634515285,1
824,501,-5.806633949,4.082635403,1
824,517,NaN,NaN,2
824,533,-6.198922634,2.565225601,1
824,549,NaN,NaN,2
824,565,NaN,NaN,2
824,581,NaN,NaN,2
824,597,-6.046353817,0.1993426979,1
824,613,-7.413247108,0.08778168261,1
824,629,-10.00867558,0.3380247355,1
824,645,-11.55724335,0.3730654716,1
824,661,-12.33766747,0.5526394844,1
824,677,-12.51183605,0.2826886177,1
824,693,-13.4281683,-5.593660355,1
824,709,-11.40664387,-8.172104836,1
824,725,-11.18188953,-3.33931756,1
824,741,-7.817900181,-7.512203217,1
824,757,-6.901740551,-9.547513008,1
824,773,NaN,NaN,2
824,789,-7.318986893,-8.726511002,1
824,805,-6.362476349,-6.940213203,1
824,821,NaN,NaN,2
824,837,NaN,NaN,2
824,853,NaN,NaN,2
824,869,-5.443101883,-6.233429909,1
824,885,-4.973409653,-6.196950912,1
824,901,-4.976706982,-6.417619228,1
824,917,-3.332298517,-5.910671234,1
824,933,NaN,NaN,2
824,949,-2.080220222,-5.634087563,1
824,965,NaN,NaN,2
824,981,NaN,NaN,2
824,997,-3.227126837,-2.519668102,1
824,1013,NaN,NaN,2
824,1029,-2.393278837,-4.994969368,1
824,1045,-1.972105026,-3.628008127,1
824,1061,-2.979160786,-3.062194824,1
824,1077,-3.489051342,-3.01362586,1
824,1093,-2.767186403,-3.463375092,1
824,1109,-2.012693167,-3.418044329,1
824,1125,-1.581837893,-2.602324486,1
824,1141,-1.313616991,-2.420588493,1
824,1157,NaN,NaN,2
824,1173,-2.175616741,-3.863938332,1
824,1189,-1.790390849,-3.350173473,1
824,1205,-1.616932034,-2.878296614,1
824,1221,-1.933415532,-1.965135813,1
824,1237,-2.206054449,-2.096268415,1
824,1253,-0.9925846457,-3.24087286,1
824,1269,-0.6239866614,-1.780042529,1
824,1285,-0.1196063161,-1.853327274,1
840,21,-0.1406719089,1.513764381,1
840,37,0.2421405315,2.611877918,1
840,53,0.4264791608,1.956777096,1
840,69,0.3276780844,1.697742701,1
840,85,0.6894729137,2.341298342,1
840,101,0.8939849138,3.005951881,1
840,117,0.7864049673,1.694014668,1
840,133,0.6475921869,0.9446663857,1
840,149,NaN,NaN,2
840,165,-0.09711192548,2.489066124,1
840,181,NaN,NaN,2
840,197,-0.4476027191,2.730632782,1
840,213,-1.151902914,2.711301565,1
840,229,NaN,NaN,2
840,245,-1.286437511,3.033519983,1
840,261,0.1122888923,1.766998053,1
840,277,-0.6424657106,1.934458971,1
840,293,-0.6867735386,2.718057156,1
840,309,-1.118552208,1.593641043,1
840,325,-1.905428052,1.386425734,1
840,341,-2.064526081,1.715927601,1
840,357,-2.566763639,2.905968666,1
840,373,NaN,NaN,2
840,389,-3.435091972,5.379775047,1
840,405,-3.594887257,4.475501537,1
840,421,-4.765141964,3.853159666,1
840,437,NaN,NaN,2
840,453,-5.914335251,4.622968197,1
840,469,-5.964992523,4.777015209,1
840,485,-6.210297108,4.18043232,1
840,501,-6.360728741,3.26486063,1
840,517,-6.534448624,3.066958427,1
840,533,NaN,NaN,2
840,549,NaN,NaN,2
840,565,-7.476694107,2.056046963,1
840,581,-8.952514648,4.027480125,1
840,597,-12.33733749,0.4348401427,1
840,613,-11.35429764,-0.01972672343,1
840,629,-10.85663986,0.1746465266,1
840,645,-11.10191059,0.04344937205,1
840,661,-11.15917301,-0.05002558231,1
840,677,-10.9670763,-0.2950412631,1
840,693,-11.72661114,-5.350533009,1
840,709,-10.0736618,-7.173053265,1
840,725,-9.487041473,-3.477028847,1
840,741,NaN,NaN,2
840,757,-7.935231686,-7.645611763,1
840,773,-7.374198914,-7.394725323,1
840,789,-6.346673012,-7.921809196,1
840,805,-5.322992802,-7.63076067,1
840,821,-4.730854034,-7.915523529,1
840,837,-4.69625473,-7.143900394,1
840,853,-5.051527023,-6.531284332,1
840,869,-4.881233215,-6.531170368,1
840,885,-4.463449001,-6.578069687,1
840,901,-4.129030704,-6.712115288,1
840,917,-3.690512419,-6.523407936,1
840,933,-2.377647877,-5.862736225,1
840,949,-2.021063089,-5.685277939,1
840,965,-2.053489208,-5.118811131,1
840,981,-2.553641081,-5.033838749,1
840,997,-4.32187891,-3.563145161,1
840,1013,-3.668767452,-3.746687174,1
840,1029,-3.013246059,-4.496251106,1
840,1045,-1.74343729,-3.703560591,1
840,1061,-0.2166653872,-3.372582912,1
840,1077,-1.806107998,-3.603513241,1
840,1093,-1.740090847,-3.423813105,1
840,1109,-1.504790902,-2.62424922,1
840,1125,NaN,NaN,2
840,1141,NaN,NaN,2
840,1157,-3.159204006,-4.279494286,1
840,1173,-1.827331781,-4.497236252,1
840,1189,-1.484482765,-3.950854301,1
