PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 3, filenames: A:[3]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[4]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,NaN,NaN,2
24,37,NaN,NaN,2
24,53,NaN,NaN,2
24,69,NaN,NaN,2
24,85,-12.73580837,-10.43586922,1
24,101,NaN,NaN,2
24,117,-13.413064,-7.369052887,1
24,133,-11.25502968,-5.327811241,1
24,149,-11.28752708,-7.120621681,1
24,165,NaN,NaN,2
24,181,-13.24138355,-6.563139915,1
24,197,-14.64919853,-6.265342712,1
24,213,NaN,NaN,2
24,229,NaN,NaN,2
24,245,NaN,NaN,2
24,261,NaN,NaN,2
24,277,-15.40686035,-4.369758129,1
24,293,-16.13658905,-2.059413433,1
24,309,-16.41274643,-1.654180527,1
24,325,-14.05189133,-1.877264261,1
24,341,-12.91328621,-0.2837100029,1
24,357,-8.5188694,-2.922662497,1
24,373,NaN,NaN,2
24,389,-18.12422943,4.958360195,1
24,405,-5.591717243,6.197364807,1
24,421,-6.560519695,3.734668255,1
24,437,-7.403333664,5.655255318,1
24,453,NaN,NaN,2
24,469,-14.30269623,-0.6667044163,1
24,485,-9.89262867,-0.04750519991,1
24,501,-8.231431961,2.952739716,1
24,517,0.02966022491,1.043621302,1
24,533,-2.320559502,2.762783766,1
24,549,-9.261535645,1.186846614,1
24,565,-9.132619858,1.157916546,1
24,581,NaN,NaN,2
24,597,NaN,NaN,2
24,613,-15.64815521,-0.7004333735,1
24,629,-15.74966621,-0.7841821313,1
24,645,-17.25721931,0.04970306158,1
24,661,NaN,NaN,2
24,677,NaN,NaN,2
24,693,NaN,NaN,2
24,709,-15.62573242,2.583369493,1
24,725,NaN,NaN,2
24,741,NaN,NaN,2
24,757,NaN,NaN,2
24,773,NaN,NaN,2
24,789,NaN,NaN,2
24,805,NaN,NaN,2
24,821,NaN,NaN,2
24,837,NaN,NaN,2
24,853,3.5946064,-11.86825943,1
24,869,-2.488250732,-4.317494392,1
24,885,-6.696856499,2.270501137,1
24,901,-8.521039963,2.833304405,1
24,917,-7.649903297,7.44052124,1
24,933,-3.647712708,-3.376340866,1
24,949,-3.00386858,3.562419891,1
24,965,-3.619817734,12.85826206,1
24,981,-10.1965847,0.5546927452,1
24,997,NaN,NaN,2
24,1013,-9.442799568,4.964015961,1
24,1029,-12.91196537,6.309468269,1
24,1045,0.0677022934,3.173915863,1
24,1061,-0.5351572037,2.601072311,1
24,1077,NaN,NaN,2
24,1093,NaN,NaN,2
24,1109,-19.53008652,5.184227943,1
24,1125,-20.6002121,10.08782482,1
24,1141,-20.41835976,13.24795341,1
24,1157,NaN,NaN,2
24,1173,NaN,NaN,2
24,1189,-19.72898865,11.92748451,1
24,1205,NaN,NaN,2
24,1221,NaN,NaN,2
24,1237,NaN,NaN,2
24,1253,NaN,NaN,2
24,1269,NaN,NaN,2
24,1285,NaN,NaN,2
40,21,-15.1499176,-7.040518761,1
40,37,-14.76899338,-9.103259087,1
40,53,NaN,NaN,2
40,69,-14.30232048,-9.428386688,1
40,85,-15.74715614,-10.96717358,1
40,101,NaN,NaN,2
40,117,-15.36492825,-10.3279314,1
40,133,-13.20645523,-10.27954102,1
40,149,-12.06134796,-10.28567123,1
40,165,-11.37631798,-7.089779377,1
40,181,-11.43648529,-8.697818756,1
40,197,-12.27684307,-6.958037376,1
40,213,-12.65933895,-4.614780903,1
40,229,-13.4656992,-7.382430077,1
40,245,-13.14639091,-8.747237206,1
40,261,-12.92051888,-6.112903595,1
40,277,-12.99378586,-5.873298645,1
40,293,-13.69632912,-5.464768887,1
40,309,-15.69417477,-4.714428902,1
40,325,-14.55630493,-3.610996485,1
40,341,-11.62602329,-1.289880991,1
40,357,-13.02740669,-2.692687988,1
40,373,NaN,NaN,2
40,389,NaN,NaN,2
40,405,-10.86008263,-5.999960423,1
40,421,-4.290576935,-2.423820496,1
40,437,-5.566300392,5.613618374,1
40,453,-3.980620861,3.239225864,1
40,469,-2.17976141,-0.1943894029,1
40,485,-0.6995635033,0.2993919849,1
40,501,NaN,NaN,2
40,517,-13.32822704,3.718630314,1
40,533,-13.01031208,0.5774284601,1
40,549,-11.88409615,0.7812516689,1
40,565,NaN,NaN,2
40,581,NaN,NaN,2
40,597,-13.7510376,-0.2466208339,1
40,613,-13.66299629,-0.3460803926,1
40,629,-13.79590416,-0.2265809327,1
40,645,-14.99731255,0.2307926118,1
40,661,-16.76971626,0.8155050278,1
40,677,-17.38031578,1.284257412,1
40,693,-17.65838242,2.726256847,1
40,709,-18.3755188,1.479333043,1
40,725,-16.6193409,0.06846773624,1
40,741,NaN,NaN,2
40,757,4.702069759,-11.24019146,1
40,773,5.102861404,-4.2980299,1
40,789,9.296699524,-20.02220154,1
40,805,-0.3946805,-3.369569778,1
40,821,7.020277977,-16.38368607,1
40,837,3.857520342,-8.626148224,1
40,853,4.168388367,-8.158179283,1
40,869,NaN,NaN,2
40,885,NaN,NaN,2
40,901,NaN,NaN,2
40,917,-15.43615437,8.019880295,1
40,933,-6.264687538,4.064271927,1
40,949,-6.356381416,2.138893604,1
40,965,-6.76398468,13.0634861,1
40,981,-5.550917625,8.526901245,1
40,997,-8.633828163,11.4777832,1
40,1013,-16.56992912,9.416544914,1
40,1029,-4.349281311,12.203866,1
40,1045,-5.363298416,5.269882202,1
40,1061,-6.169399261,10.05468941,1
40,1077,-17.52070236,7.589536667,1
40,1093,-18.8669548,6.28645277,1
40,1109,-17.1422348,9.55811882,1
40,1125,NaN,NaN,2
40,1141,-22.17836761,13.18354416,1
40,1157,-19.80763245,12.03313541,1
40,1173,-21.85988998,16.03520775,1
40,1189,-21.13022041,15.75593853,1
40,1205,NaN,NaN,2
40,1221,-20.52861023,17.68539238,1
40,1237,-20.84436035,21.5118084,1
40,1253,-19.96372032,21.94211769,1
40,1269,-20.43634415,20.03835487,1
40,1285,NaN,NaN,2
56,21,-14.08382607,-10.24387169,1
