PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 8, filenames: A:[8]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[9]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,NaN,NaN,2
24,37,1.425547481,-0.00444278121,1
24,53,NaN,NaN,2
24,69,NaN,NaN,2
24,85,0.1944466829,1.826424837,1
24,101,-1.056156874,2.006790638,1
24,117,-0.05258953571,2.776843071,1
24,133,NaN,NaN,2
24,149,NaN,NaN,2
24,165,-1.900370121,-0.1476682872,1
24,181,-2.162026882,-0.390818119,1
24,197,NaN,NaN,2
24,213,2.058643341,0.221010685,1
24,229,3.035503626,2.928342581,1
24,245,NaN,NaN,2
24,261,NaN,NaN,2
24,277,NaN,NaN,2
24,293,5.787082195,2.358625889,1
24,309,6.238679886,1.411882639,1
24,325,NaN,NaN,2
24,341,NaN,NaN,2
24,357,1.851893425,-2.174363375,1
24,373,NaN,NaN,2
24,389,NaN,NaN,2
24,405,NaN,NaN,2
24,421,NaN,NaN,2
24,437,NaN,NaN,2
24,453,7.154118061,-4.668609619,1
24,469,4.828168392,-2.704967022,1
24,485,NaN,NaN,2
24,501,NaN,NaN,2
24,517,5.135892868,-1.363463044,1
24,533,1.698959589,-1.29737103,1
24,549,2.295316458,-7.194062233,1
24,565,7.100470066,-3.44201088,1
24,581,4.686946869,-0.8120892048,1
24,597,NaN,NaN,2
24,613,4.251183033,-0.3889088631,1
24,629,4.329720974,-4.047362328,1
24,645,3.83056879,-3.566327095,1
24,661,6.216353416,-1.147128105,1
24,677,NaN,NaN,2
24,693,2.468055248,-3.557772636,1
24,709,0.7945016026,-4.870619774,1
24,725,-0.1977034211,-4.470294476,1
24,741,NaN,NaN,2
24,757,-1.00976491,-3.018678427,1
24,773,-1.894644737,-4.153579712,1
24,789,-1.673164606,-3.983529568,1
24,805,-1.120380044,-3.109819889,1
24,821,-1.046453714,-4.168499947,1
24,837,NaN,NaN,2
24,853,-2.557290077,-4.86993885,1
24,869,-5.08863306,-3.604031324,1
24,885,-4.329489708,-4.186198711,1
24,901,NaN,NaN,2
24,917,NaN,NaN,2
24,933,-4.697389603,-3.287416935,1
24,949,NaN,NaN,2
24,965,NaN,NaN,2
24,981,-3.518819332,-5.151058197,1
24,997,NaN,NaN,2
24,1013,-3.324389458,-3.888562202,1
24,1029,NaN,NaN,2
24,1045,NaN,NaN,2
24,1061,-0.9311308861,-4.813412666,1
24,1077,-1.650910616,-3.719259262,1
24,1093,-1.4722054,-3.798324585,1
24,1109,NaN,NaN,2
24,1125,-3.59741044,-1.581616163,1
24,1141,-2.592884541,-0.7302898169,1
24,1157,-3.074286461,0.2130562663,1
24,1173,-4.26207304,-1.122121811,1
24,1189,-3.905956984,-0.488453567,1
24,1205,-2.816013098,-1.135041356,1
24,1221,-1.42889595,-1.920049906,1
24,1237,-1.96941638,-1.95374608,1
24,1253,-2.200616837,-0.8840930462,1
24,1269,NaN,NaN,2
24,1285,NaN,NaN,2
40,21,0.4727900028,-0.8371390104,1
40,37,0.832087636,-0.6783216596,1
40,53,-0.2534735799,-0.1225854754,1
40,69,-0.8389467001,0.2695352733,1
40,85,-0.9013181329,0.7250151634,1
40,101,-0.3760019541,1.434885859,1
40,117,0.001361906528,1.4096421,1
40,133,-1.282563448,1.71368432,1
40,149,-1.511800647,0.7670705318,1
40,165,0.1683470011,1.396867633,1
40,181,0.06767725945,1.056246281,1
40,197,0.1718721688,0.4187225103,1
40,213,1.48894918,0.3958806396,1
40,229,2.827502728,0.9507313371,1
40,245,3.0723176,1.532835603,1
40,261,3.57693553,1.212323904,1
40,277,3.847529411,1.038941622,1
40,293,3.817604065,1.147384882,1
40,309,NaN,NaN,2
40,325,4.783639908,0.9548629522,1
40,341,NaN,NaN,2
40,357,3.10692358,0.06977456808,1
40,373,2.875669718,-0.4600203037,1
40,389,3.868779659,-1.82627821,1
40,405,4.856588364,-1.664678335,1
40,421,4.599238396,-2.887919664,1
40,437,7.149570465,-3.421589851,1
40,453,7.02012825,-2.133832455,1
40,469,5.913323402,-2.849817753,1
40,485,NaN,NaN,2
40,501,4.715612411,0.3546669483,1
40,517,NaN,NaN,2
40,533,NaN,NaN,2
40,549,3.855095863,-4.237830162,1
40,565,NaN,NaN,2
40,581,NaN,NaN,2
40,597,4.417879105,-2.793652534,1
40,613,4.759710789,-2.339200974,1
40,629,4.536156178,-2.596758604,1
40,645,6.480036736,-3.213256836,1
40,661,6.338485241,-4.956587315,1
40,677,NaN,NaN,2
40,693,2.382135153,-4.300713062,1
40,709,0.1618512273,-6.346098423,1
40,725,-0.6469531059,-5.280732155,1
40,741,-0.6101312637,-5.143610477,1
40,757,-0.8151854277,-3.995589733,1
40,773,-1.288601398,-3.844669342,1
40,789,-0.8233473301,-3.795640707,1
40,805,-2.093161821,-3.839049339,1
40,821,-2.634263277,-4.255466461,1
40,837,-3.09193778,-4.284052372,1
40,853,-4.107476234,-4.247708321,1
40,869,-5.256149292,-4.180977821,1
40,885,-5.496330261,-4.542150021,1
40,901,-4.285885811,-4.899641991,1
40,917,-4.718671799,-4.287824631,1
40,933,-4.092128754,-4.758498192,1
40,949,-4.092990398,-4.988302708,1
40,965,-3.847651482,-4.705239296,1
40,981,-3.266038179,-4.708956718,1
40,997,-2.19378376,-4.178877354,1
40,1013,NaN,NaN,2
40,1029,NaN,NaN,2
40,1045,2.90096283,-4.716469765,1
40,1061,NaN,NaN,2
40,1077,-2.080043793,-3.559334755,1
40,1093,-3.605223417,-2.032580137,1
40,1109,-3.293606758,-1.515853524,1
40,1125,-2.595719099,-1.377162933,1
40,1141,-2.439134598,-0.9751121998,1
40,1157,-1.682878017,-0.3808030486,1
40,1173,-1.742990971,-0.5131778121,1
40,1189,-2.556950808,-0.6300115585,1
40,1205,-2.272174835,-1.238759637,1
40,1221,-1.738718748,-2.199407578,1
40,1237,-1.557817698,-2.246602058,1
40,1253,-2.046371937,-2.707983255,1
40,1269,-3.09188962,-2.663128614,1
