PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 62, filenames: A:[62]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[63]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.869283915,2.984336376,1
47,65,2.556390762,-1.137583971,1
47,97,2.534733295,-2.552148819,1
47,129,2.703732729,-3.009045362,1
47,161,1.995305538,-3.375888824,1
47,193,0.9975595474,-2.874984264,1
47,225,2.173291206,-1.448343635,1
47,257,3.291843414,-0.3283979893,1
47,289,1.763138056,-0.138872087,1
47,321,-0.3842755556,-1.593130469,1
47,353,-1.20004797,-1.146392107,1
47,385,-2.071765423,-2.166992664,1
47,417,-1.726641178,-2.537987709,1
47,449,0.2383491993,-2.185801983,1
47,481,-0.3373612165,-1.190460563,1
47,513,-1.523997068,-0.8965640068,1
47,545,-1.874734879,-1.700504422,1
47,577,-2.496760368,-3.281054974,1
47,609,-1.311900258,-5.821780205,1
47,641,0.5283305645,-4.415637016,1
47,673,0.3008444309,-4.926446438,1
47,705,1.60077858,-3.181718588,1
47,737,1.033975363,0.1174459457,1
47,769,0.6494569778,-1.929417849,1
47,801,14.75201035,11.86633873,1
47,833,0.5366487503,-4.570637703,1
47,865,-1.534010649,-1.33429718,1
47,897,0.6802461147,-1.309999466,1
47,929,-0.1934576035,0.6649405956,1
47,961,-1.497265339,0.08331441879,1
47,993,-0.1317719221,-2.541254997,1
47,1025,2.329071522,-5.388732433,1
47,1057,2.766858816,-6.698732376,1
47,1089,1.825253844,-6.098107338,1
47,1121,2.019635439,-3.984044075,1
47,1153,2.681952953,-1.920163631,1
47,1185,2.110861301,-1.769677281,1
47,1217,0.3446284533,0.5741240382,1
47,1249,-0.7972130775,1.600663304,1
47,1281,-1.538369656,-0.3338514566,1
47,1313,-2.002873182,-1.954646111,1
47,1345,-0.856294632,-1.385606527,1
47,1377,-1.420015335,-1.105802059,1
47,1409,-0.9545467496,-0.7533234358,1
47,1441,-0.3347340226,-0.691442728,1
47,1473,-0.1484137774,-0.8536649346,1
47,1505,-0.01443850994,-0.1756980419,1
47,1537,0.008168816566,-0.4852793217,1
47,1569,-1.056945205,-1.915611267,1
47,1601,-0.1692287326,0.1294885874,1
47,1633,0.5286008716,0.3855326176,1
47,1665,0.8944140673,-0.01984775066,1
47,1697,-1.022381544,-0.322104454,1
47,1729,-1.490579367,-0.4092985392,1
47,1761,-0.008855104446,0.217915535,1
47,1793,0.3170471489,0.1245458722,1
47,1825,0.1875180602,0.04388508201,1
47,1857,-0.4621115923,-0.5454682708,1
47,1889,-0.3094776869,-0.4110587239,1
47,1921,0.2609932721,0.2827506363,1
47,1953,0.3298296332,0.4797405005,1
47,1985,0.02741035819,-0.1322512031,1
47,2017,-1.123514533,-3.269451618,1
79,33,2.949885368,3.301742315,1
79,65,1.374217749,-1.138188601,1
79,97,2.236850262,-2.208810329,1
79,129,2.81428194,-2.473624945,1
79,161,1.594780326,-3.551003456,1
79,193,1.868150234,-3.399941444,1
79,225,2.616802692,-1.353638768,1
79,257,2.980748653,-0.7206768394,1
79,289,1.474196672,-0.5345774889,1
79,321,0.3371239305,-0.5566163063,1
79,353,-0.9075366259,-0.8099775314,1
79,385,-1.673944354,-1.711975336,1
79,417,-2.625452757,-2.590067148,1
79,449,-1.366830707,-2.734570265,1
79,481,0.1676107645,-1.817500114,1
79,513,0.107622087,-1.723203659,1
79,545,-0.4784064293,-2.406178951,1
79,577,-2.220079422,-3.260483265,1
79,609,-2.180280209,-4.494868755,1
79,641,-2.006605864,-3.728137255,1
79,673,-1.174806118,-3.316869497,1
79,705,-0.05416500568,-3.335924149,1
79,737,0.2719389796,-2.56926465,1
79,769,1.753756046,-2.770268917,1
79,801,2.966644764,-2.023700476,1
79,833,0.2719199657,-1.513480067,1
79,865,0.5369745493,-1.445099115,1
79,897,1.929848194,-2.002060413,1
79,929,1.859724641,-2.969525337,1
79,961,0.586124301,-3.216760635,1
79,993,0.2711097002,-3.329343319,1
79,1025,0.4797933102,-3.787200451,1
79,1057,1.134890318,-4.076864243,1
79,1089,1.749069333,-3.515407562,1
79,1121,3.326487541,-2.261168957,1
79,1153,4.799360752,0.08161401749,1
79,1185,20.76573944,-8.245258331,1
79,1217,-0.182241261,-0.8663725853,1
79,1249,-1.523867607,-0.2211159468,1
79,1281,-0.9378036261,-0.521487236,1
79,1313,-0.1819124818,-1.782732606,1
79,1345,-0.1132788658,-1.587645173,1
79,1377,-0.3312408626,-0.6077299118,1
79,1409,-0.3656359911,-1.098890901,1
79,1441,-0.6163102388,-0.9643485546,1
79,1473,-0.7503142357,-0.4862215519,1
79,1505,-0.7182201743,-0.8508532047,1
79,1537,-0.7713549137,-1.43893218,1
79,1569,-0.664779067,-1.715786219,1
79,1601,-0.1563450694,-1.97730124,1
79,1633,-0.1453244984,-0.6319605112,1
79,1665,0.3407170177,0.04704391956,1
79,1697,0.5835080147,0.1063590646,1
79,1729,0.3401067257,-0.1472848654,1
79,1761,0.6294426322,0.03778856993,1
79,1793,0.2220614851,-0.1073308364,1
79,1825,0.1783112884,-0.1172060966,1
79,1857,0.0581125319,-0.05138260126,1
79,1889,-0.2152547985,0.2665594816,1
79,1921,-0.0339679718,0.2679120898,1
79,1953,-0.02130644023,0.1997649372,1
79,1985,-0.3360034227,-0.1048965454,1
79,2017,-0.6553738117,-1.687835455,1
111,33,1.460790038,3.131087303,1
111,65,1.024929643,-0.744402051,1
111,97,1.015826941,-1.489655495,1
111,129,0.8632071018,-2.150916338,1
111,161,1.392062187,-2.501157999,1
111,193,2.73099637,-1.766418576,1
111,225,1.26855123,-2.195175171,1
111,257,0.4557951689,-1.783577681,1
111,289,0.5922007561,-0.8458848,1
111,321,0.5478191376,-1.287818432,1
111,353,-0.2269481719,-1.492372751,1
111,385,-1.155753374,-1.350288272,1
111,417,-1.573114157,-2.404365778,1
111,449,-0.5226117969,-3.312153578,1
111,481,1.079697251,-2.572740793,1
111,513,1.213565111,-3.112754583,1
111,545,0.3139740229,-3.269717455,1
111,577,-2.602114439,-2.938634157,1
111,609,-3.202397346,-2.625315666,1
111,641,-2.935422897,-2.32258606,1
111,673,-2.309337139,-2.482054234,1
111,705,-0.9124245644,-3.107525349,1
111,737,-0.1635399461,-3.410373211,1
111,769,2.222333431,-3.856328487,1
111,801,2.635546207,-3.360734463,1
111,833,2.501702785,-2.890491486,1
111,865,2.445888996,-2.159541845,1
111,897,3.592338085,-3.150653601,1
111,929,3.369113684,-3.6397264,1
111,961,2.241508961,-4.655804157,1
111,993,1.727141619,-3.757846355,1
111,1025,0.9479180574,-3.063837528,1
111,1057,0.8261395693,-2.850799084,1
111,1089,1.707945466,-2.068687201,1
111,1121,4.00347805,-0.8501147032,1
111,1153,3.648181677,-0.5194542408,1
111,1185,2.629968405,-0.594761014,1
111,1217,0.2897087336,-1.701740503,1
111,1249,-3.127223969,-2.025825739,1
111,1281,-1.588297606,-0.3636198044,1
111,1313,-0.1986257434,-0.1461458206,1
111,1345,0.7903342247,-1.849829435,1
111,1377,0.2342067063,-0.9754832983,1
111,1409,-0.1637673974,-0.9840911627,1
111,1441,-1.011822581,-1.163397193,1
111,1473,-1.500599146,-0.9540952444,1
111,1505,-1.586190343,-0.9835358858,1
111,1537,-0.9799253941,-1.669751287,1
111,1569,-1.107053995,-1.750888824,1
111,1601,-0.913030982,-2.257362604,1
111,1633,-0.1321727633,-1.31029582,1
111,1665,0.5957320333,-0.7412445545,1
111,1697,0.4512532353,-1.000905037,1
111,1729,-0.003262460232,-0.4030717611,1
111,1761,0.1201012582,0.2904730737,1
111,1793,-0.01550109684,-0.214253664,1
111,1825,-0.1487472504,-0.09616054595,1
111,1857,-0.02084088698,0.1347884238,1
111,1889,-0.1729807109,0.4727276266,1
111,1921,-0.3016149402,0.173905924,1
111,1953,-0.3339330256,0.1554328501,1
111,1985,-0.2763480842,-0.1815962791,1
111,2017,-0.1532289982,-0.9958283901,1
143,33,0.712204814,2.73798418,1
143,65,1.299830437,-1.222498059,1
143,97,1.837389946,-1.61209178,1
143,129,1.105764866,-2.059059858,1
143,161,0.1088514328,-1.796183825,1
143,193,-10.92699528,3.24168396,1
143,225,1.297193408,-1.72919178,1
143,257,0.905806303,-2.282255173,1
143,289,3.884010792,14.48951912,1
143,321,-9.765852928,8.990254402,1
143,353,0.1751798391,-1.716249228,1
143,385,-0.4341819882,-0.1293797493,1
143,417,-0.3587396145,-1.490236282,1
143,449,-0.01251000166,-2.790027142,1
143,481,0.5337685347,-2.781498909,1
143,513,0.8005788922,-3.516604185,1
143,545,0.7546843886,-3.372382164,1
143,577,-0.9666707516,-3.08926487,1
143,609,-2.70621419,-2.923667669,1
143,641,8.184584618,-3.584535122,1
143,673,-2.845396996,-3.716944933,1
143,705,-2.272016048,-3.748906136,1
143,737,-1.24416256,-2.851144791,1
143,769,1.371930122,-4.225398064,1
143,801,1.368051291,-3.262127876,1
143,833,2.574954748,-3.188355923,1
