PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 69, filenames: A:[69]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[70]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,6.082547665,7.512428284,1
47,65,0.3527234793,-4.08457756,1
47,97,0.9961714745,-5.462127686,1
47,129,0.4848877192,-2.371016026,1
47,161,-2.135828733,-3.906887531,1
47,193,-1.87830925,-3.709870338,1
47,225,-0.3553540111,-3.928275585,1
47,257,0.8275704384,-5.296113014,1
47,289,0.881557107,-5.478610516,1
47,321,1.662966251,-6.128672123,1
47,353,1.745641232,-6.619681358,1
47,385,2.348957062,-6.968639374,1
47,417,3.682965755,-5.558773518,1
47,449,3.887182236,-4.511130333,1
47,481,2.987963676,-5.718659401,1
47,513,2.122522831,-7.017560005,1
47,545,1.728419304,-7.461047173,1
47,577,0.2812318802,-21.8995533,1
47,609,3.343377829,-3.106629372,1
47,641,2.874779701,-3.960215569,1
47,673,3.270360231,-4.312701702,1
47,705,2.365181446,-3.489209175,1
47,737,3.413749695,-7.34271431,1
47,769,3.939599037,-9.295427322,1
47,801,3.326159716,-6.13070488,1
47,833,2.333654165,-2.09798193,1
47,865,-0.4015163183,-1.554686069,1
47,897,-1.440988302,-4.480155945,1
47,929,-0.5178892612,-4.8148036,1
47,961,0.2371400595,-5.549207687,1
47,993,1.150133014,-3.561959267,1
47,1025,1.288125396,-3.569986343,1
47,1057,0.2204251289,-4.922410011,1
47,1089,-1.605029583,-4.079360008,1
47,1121,-2.412222862,-1.707596302,1
47,1153,-1.194485784,-0.5239479542,1
47,1185,1.15587759,-2.042855263,1
47,1217,1.432353616,-2.778805256,1
47,1249,0.06228128076,-2.490109682,1
47,1281,-0.259591043,-0.3481342793,1
47,1313,-12.36525059,15.94307327,1
47,1345,-0.4732909203,-0.8121528625,1
47,1377,-0.6863721609,-1.530195951,1
47,1409,-0.6985536814,-2.519901991,1
47,1441,-0.8821752071,-2.353002787,1
47,1473,-1.128686786,-0.2921440601,1
47,1505,-1.092743635,-0.1274468899,1
47,1537,-1.628739119,-2.440438747,1
47,1569,-1.292831182,-3.141565561,1
47,1601,-0.9711588025,-3.631318569,1
47,1633,-0.2822784185,-2.612357616,1
47,1665,-0.5040455461,-1.592815876,1
47,1697,-0.9503065348,-0.3789229393,1
47,1729,-0.6876275539,0.3439907134,1
47,1761,-0.1482178271,0.04825483263,1
47,1793,0.01201635599,-0.5029496551,1
47,1825,0.1914984584,-0.7998024225,1
47,1857,0.2188531756,-0.3423621655,1
47,1889,0.1881455928,0.3237935305,1
47,1921,0.08018389344,-0.009730115533,1
47,1953,0.1188916862,-0.017649699,1
47,1985,0.08826106787,-0.08806819469,1
47,2017,-0.3857126236,-0.3535194695,1
79,33,12.90579796,5.093169212,1
79,65,1.107135653,-5.464266777,1
79,97,0.7801635861,-5.164424896,1
79,129,7.82878828,2.355856895,1
79,161,0.4510471821,-4.789666653,1
79,193,0.08955055475,-4.15316391,1
79,225,0.4401243925,-3.778712034,1
79,257,0.9426038265,-4.512777328,1
79,289,0.02925884724,-4.674489498,1
79,321,0.6672039032,-5.746065617,1
79,353,1.897577763,-6.734390736,1
79,385,2.466432333,-7.118052483,1
79,417,3.460206747,-3.518453121,1
79,449,3.80955267,-3.382023811,1
79,481,3.593661785,-4.322592735,1
79,513,3.198240042,-5.48382616,1
79,545,2.844045877,-6.880905151,1
79,577,3.658294916,-6.165716648,1
79,609,4.181145191,-5.34879303,1
79,641,2.923206806,-4.461387634,1
79,673,2.114755869,-3.379554987,1
79,705,1.830406189,-2.948838234,1
79,737,0.6131401062,-5.930893898,1
79,769,1.99870491,-6.434386253,1
79,801,1.501957655,-3.614877224,1
79,833,1.364348769,-1.706427097,1
79,865,1.636553288,-2.45203352,1
79,897,0.9812320471,-4.932192326,1
79,929,1.313904285,-6.901539326,1
79,961,2.767800331,-4.699532986,1
79,993,1.928696036,-4.063805103,1
79,1025,1.59511745,-3.901852131,1
79,1057,1.231606841,-4.047099113,1
79,1089,0.5996987224,-3.283360481,1
79,1121,0.5920877457,-2.463294983,1
79,1153,0.7833403349,-2.100918055,1
79,1185,1.278075457,-2.461309671,1
79,1217,1.466824889,-2.367512703,1
79,1249,0.7247318029,-1.97627461,1
79,1281,1.060947418,-0.2101742029,1
79,1313,0.06185299158,-0.115673542,1
79,1345,-3.176431656,-1.066290855,1
79,1377,-4.100787163,-1.483963847,1
79,1409,-1.951277018,-1.668329239,1
79,1441,-0.6025699377,-1.433867335,1
79,1473,-0.4339034557,-0.755620122,1
79,1505,-0.2496809959,-1.080808043,1
79,1537,-0.1906584799,-1.961355448,1
79,1569,-0.6016168594,-2.361736536,1
79,1601,-1.302667141,-1.920377493,1
79,1633,-1.227686763,-1.131336808,1
79,1665,-0.9227528572,-0.6485344768,1
79,1697,-0.6644806266,0.005884766579,1
79,1729,-0.2787750959,-0.009565353394,1
79,1761,0.1432000548,-0.171447441,1
79,1793,0.0197276473,-0.3683294058,1
79,1825,-0.1155325174,-0.3864606619,1
79,1857,-0.1900173128,-0.3327461481,1
79,1889,0.009177440777,0.04986675829,1
79,1921,0.1354252696,0.08361092955,1
79,1953,0.0356516391,0.04903199151,1
79,1985,-0.02530684322,-0.03690470383,1
79,2017,-0.2349297106,-0.2603146434,1
111,33,-0.8405768275,3.518530369,1
111,65,0.883729279,-3.189139843,1
111,97,2.021575928,-4.338234901,1
111,129,1.406090736,-2.289352655,1
111,161,1.417402267,-3.940563917,1
111,193,0.939507246,-4.128785133,1
111,225,0.7609059811,-3.773585558,1
111,257,0.9036040306,-3.565943241,1
111,289,0.5351368189,-4.315950394,1
111,321,2.429863691,-4.756739616,1
111,353,3.006464481,-5.228647232,1
111,385,3.502586603,-6.026217937,1
111,417,3.184387445,-3.833339691,1
111,449,3.388487339,-2.924012184,1
111,481,4.277955055,-3.815532207,1
111,513,3.808534145,-4.128496647,1
111,545,2.769413948,-5.916235447,1
111,577,3.686679363,-6.659023285,1
111,609,3.816854239,-6.146626949,1
111,641,2.626563787,-4.858376026,1
111,673,2.567704439,-3.574540138,1
111,705,1.632329345,-3.875473261,1
111,737,0.6357746124,-5.329957962,1
111,769,-0.1629755497,-18.92131996,1
111,801,0.1615557671,-3.211548805,1
111,833,0.7613195181,-1.62268734,1
111,865,1.214657545,-1.865393639,1
111,897,1.537737727,-4.606005192,1
111,929,1.984740257,-4.484850883,1
111,961,1.867719173,-3.609075785,1
111,993,1.87285161,-4.865880966,1
111,1025,1.643519282,-4.452422142,1
111,1057,1.870589375,-3.301165342,1
111,1089,2.57474041,-2.964176655,1
111,1121,2.228377581,-3.445747614,1
111,1153,1.992706537,-4.153780937,1
111,1185,0.6467603445,-2.569453716,1
111,1217,0.3383614421,-1.92914319,1
111,1249,0.4834005833,-1.822051525,1
111,1281,0.2885127068,-2.067600965,1
111,1313,0.5578436852,-2.677351952,1
111,1345,-1.14786315,-2.627078533,1
111,1377,-4.393359184,-2.095571995,1
111,1409,-1.406168938,-1.515751243,1
111,1441,-0.4508128166,0.04709708691,1
111,1473,-0.04920564592,0.2676593065,1
111,1505,0.4853594601,-0.796892643,1
111,1537,0.387462616,-1.295016527,1
111,1569,-0.3930249512,-1.669378042,1
111,1601,-1.063613892,-0.8322920799,1
111,1633,-1.777351856,-0.01392543316,1
111,1665,-1.089110851,0.3246217966,1
111,1697,-0.2970637679,-0.0849275291,1
111,1729,0.07211314142,-0.292467922,1
111,1761,0.1797994375,-0.05546146631,1
111,1793,-0.01279237121,-0.06731835008,1
111,1825,-0.3277677596,-0.07658068836,1
111,1857,-0.3130944073,-0.1664014012,1
111,1889,-0.1960968524,-0.04025026411,1
111,1921,0.02730918489,0.2293368876,1
111,1953,0.1518737674,0.1944870353,1
111,1985,-0.1411706209,0.05275484174,1
111,2017,-0.2055265605,-0.1339098513,1
