PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 34, filenames: A:[34]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[35]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.22060442,0.8904902935,1
47,65,8.732211113,-15.00795269,1
47,97,0.5300602913,-1.186209917,1
47,129,1.412832975,-1.735919714,1
47,161,2.871551275,-1.794034719,1
47,193,2.369343758,-0.9446736574,1
47,225,1.593691349,0.1374149323,1
47,257,3.329502821,-1.21663022,1
47,289,2.793097019,-2.416539907,1
47,321,2.824268579,-1.117444038,1
47,353,1.396642685,-1.975049496,1
47,385,0.4553360939,-3.224573851,1
47,417,3.839830875,-2.824213266,1
47,449,3.791005135,-1.489922166,1
47,481,1.705785632,-0.678031683,1
47,513,-2.944201469,5.629927158,1
47,545,18.73313713,-3.209562302,1
47,577,1.160564423,-0.3123980761,1
47,609,0.09038436413,-0.2422664165,1
47,641,-0.4591132402,-0.147990942,1
47,673,-1.099213362,-1.288008451,1
47,705,10.41818047,14.05845642,1
47,737,15.82843494,0.6771254539,1
47,769,1.524952054,-1.129506469,1
47,801,0.05551600456,-0.9341660738,1
47,833,1.614877343,-2.090635538,1
47,865,3.820064545,-5.619864464,1
47,897,1.156718493,-6.346427441,1
47,929,1.180802703,-4.079036236,1
47,961,1.490691185,-3.08908987,1
47,993,1.488745332,-3.911247969,1
47,1025,1.531122684,-6.012701988,1
47,1057,1.160743475,-5.484057426,1
47,1089,1.447240472,-2.525338173,1
47,1121,0.2955308557,-2.055305481,1
47,1153,-1.072249651,-2.397089005,1
47,1185,-1.061063409,-2.504748106,1
47,1217,0.04025071859,-2.760387182,1
47,1249,3.270429134,-3.049633026,1
47,1281,2.336078405,-3.729926586,1
47,1313,2.566795826,-3.858906746,1
47,1345,2.877409458,-2.422911167,1
47,1377,1.071423054,-1.243837833,1
47,1409,-0.4860033393,-0.7910284996,1
47,1441,-1.26377809,-1.116243482,1
47,1473,0.2717911005,-1.16575563,1
47,1505,1.063006759,-1.304586411,1
47,1537,1.766155601,-4.461426735,1
47,1569,1.379514694,-4.767254829,1
47,1601,1.43544805,-5.323837757,1
47,1633,1.10518086,-5.058294296,1
47,1665,1.042250633,-2.922924042,1
47,1697,0.1870517731,-0.5946137905,1
47,1729,0.02387404442,-0.2942346334,1
47,1761,-0.02881973982,-0.4440219402,1
47,1793,-0.5387121439,-0.05536937714,1
47,1825,-0.02299289405,0.03928777575,1
47,1857,0.3460453153,0.09932905436,1
47,1889,0.2312788963,0.1124475896,1
47,1921,0.2698751688,0.07811659575,1
47,1953,0.118629247,-0.2846806645,1
47,1985,0.1789735556,-0.3092410564,1
47,2017,1.018512249,-0.1733005941,1
79,33,2.394382477,2.065626621,1
79,65,1.210977793,0.8095663786,1
79,97,0.8989928961,-0.6495941877,1
79,129,1.986660957,-1.4688555,1
79,161,2.029284239,-1.426734805,1
79,193,1.806823611,-1.136408687,1
79,225,1.784757376,-0.4095607996,1
79,257,3.505385876,-2.999074697,1
79,289,1.588389397,-3.258160353,1
79,321,-0.2370898724,-2.437541008,1
79,353,0.1872992516,-2.837269545,1
79,385,1.138566852,-3.733217478,1
79,417,3.505522966,-3.164465666,1
79,449,2.849762917,-1.697296143,1
79,481,1.834576607,-0.3531835079,1
