PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 55, filenames: A:[55]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[56]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-11.39941597,-0.2184257507,1
47,65,2.394193888,-1.152096748,1
47,97,0.8597135544,-0.05552458763,1
47,129,0.4339196086,0.7701019049,1
47,161,0.8507887721,0.7544922829,1
47,193,0.3419946432,-1.298160553,1
47,225,1.206075907,-2.384930611,1
47,257,0.8240911365,-0.6366938353,1
47,289,12.23898125,16.00712204,1
47,321,3.642496586,-1.032811999,1
47,353,4.487028599,-2.003644943,1
47,385,3.610407591,16.17300415,1
47,417,0.7376375198,-2.086788893,1
47,449,-0.628285408,-1.243980408,1
47,481,1.431111574,-2.207438469,1
47,513,1.903476477,-2.329331875,1
47,545,1.285537362,-3.325305939,1
47,577,0.2170948982,-1.463090658,1
47,609,0.6628036499,0.08522510529,1
47,641,1.940012693,-0.0342181921,1
47,673,2.752393723,-2.807769299,1
47,705,1.796987295,-3.835625648,1
47,737,0.549018383,-2.666211605,1
47,769,-0.01794826984,-1.687905669,1
47,801,-0.7252181768,-1.971035004,1
47,833,-0.1540452838,-3.340190411,1
47,865,0.7488559484,-4.283159256,1
47,897,0.1919360161,-4.372039318,1
47,929,7.118049622,5.197333336,1
47,961,8.720948219,8.941436768,1
47,993,-3.603755713,-2.369042635,1
47,1025,-1.767271042,0.1552938223,1
47,1057,-0.01556926966,1.41708076,1
47,1089,0.9511758089,0.6002868414,1
47,1121,1.58376503,-0.5233319998,1
47,1153,2.182269096,-0.4803932309,1
47,1185,1.132574081,0.3799593449,1
47,1217,0.09067636728,-0.5749420524,1
47,1249,0.2900897861,-0.6644887924,1
47,1281,0.2958080769,-1.313471437,1
47,1313,-0.6436468363,-1.774553895,1
47,1345,-2.755232811,-0.9414577484,1
47,1377,-4.176150322,-1.864884138,1
47,1409,-3.541278839,-2.818973541,1
47,1441,-3.335961819,-2.82785368,1
47,1473,-3.324219704,-3.845833302,1
47,1505,7.357336521,-13.73786545,1
47,1537,16.11429596,10.16522694,1
47,1569,-2.294556141,-2.205466509,1
47,1601,-0.5679247379,-1.473604441,1
47,1633,-0.0887029171,-0.5833722353,1
47,1665,-0.5879416466,-0.2296158373,1
47,1697,-0.4336993694,0.4070270061,1
47,1729,-0.4422140121,0.4639708996,1
47,1761,-0.8412742615,0.5083751678,1
47,1793,-1.116901159,-0.1948988438,1
47,1825,-0.7481806278,-0.3281365931,1
47,1857,-0.07327163219,0.09955278784,1
47,1889,0.1321876347,0.1289822608,1
47,1921,0.01454948634,-0.01477184892,1
47,1953,-0.01439452171,-0.2306263447,1
47,1985,-0.1123560071,-0.4375178814,1
47,2017,0.2530015707,-1.077979445,1
79,33,2.618796825,1.074688077,1
79,65,1.921635866,-1.202974677,1
79,97,1.691059709,-1.368656397,1
79,129,0.4243381619,-1.982930303,1
79,161,0.7994080186,-0.5212132931,1
79,193,0.7585115433,-1.814053416,1
79,225,0.5135635734,-3.482215405,1
79,257,0.4368649721,-1.672378898,1
79,289,12.55355644,13.41986656,1
79,321,3.039033651,-1.401683807,1
79,353,3.354892731,-0.3209338188,1
79,385,8.679766655,3.491125345,1
79,417,1.084308386,-3.782740355,1
79,449,1.269455194,-4.082860947,1
79,481,3.781276226,-4.437391281,1
79,513,2.222961426,-5.300695419,1
79,545,7.038759232,-21.46245384,1
79,577,-0.6820288897,-3.850250959,1
79,609,-0.2101799846,-1.731349111,1
79,641,1.487249255,0.4525612593,1
79,673,1.38950038,-1.510128021,1
79,705,2.122644901,-3.853469133,1
79,737,2.531634808,-3.199780941,1
79,769,1.416001081,-2.447783232,1
79,801,0.6618744135,-2.254643917,1
79,833,0.5326936841,-2.659448624,1
79,865,0.781033814,-4.485874653,1
79,897,0.2070204616,-4.83844471,1
79,929,18.8048172,-2.708323956,1
79,961,-2.239379406,-5.03753376,1
79,993,-1.744001746,-2.415850639,1
79,1025,-0.2120831609,-0.04705479741,1
79,1057,0.9964901209,0.4069338441,1
79,1089,1.459771633,0.5668135881,1
79,1121,1.466137648,0.0001765564084,1
79,1153,1.620110273,-1.064585447,1
79,1185,0.805994451,-0.6643611193,1
79,1217,0.3497403264,-0.3818002939,1
79,1249,0.3784098923,-0.3587467074,1
79,1281,-0.1854272485,-0.04798477888,1
79,1313,-1.158829927,-0.5412439704,1
79,1345,-2.875427961,-0.7907717824,1
79,1377,-4.428398132,-1.411292434,1
79,1409,-4.070291996,-1.927214384,1
79,1441,-5.172590256,-2.420750141,1
79,1473,-3.530850649,-1.993230939,1
79,1505,-0.9284178019,-1.45451355,1
79,1537,-0.8840003014,-1.976314068,1
79,1569,-0.4751319885,-0.491135478,1
79,1601,-0.0242934227,-0.4277781248,1
79,1633,0.1410176307,-0.6563890576,1
79,1665,0.4462399185,-0.6055140495,1
79,1697,0.3773804307,-0.08464667201,1
79,1729,0.4532055259,-0.5322232246,1
79,1761,-0.2500380874,-0.4278147817,1
79,1793,-0.3204808831,-0.3333751857,1
79,1825,-0.2011777759,-0.4411300719,1
79,1857,-0.006095439196,0.03918566555,1
79,1889,0.1328722686,0.5066805482,1
79,1921,0.1192987189,0.3892693222,1
79,1953,-0.005723442882,-0.0974521488,1
79,1985,-0.1408864409,-0.2142024338,1
79,2017,-0.09777390957,-0.5792590976,1
111,33,1.462462068,2.909895897,1
111,65,1.681784034,-1.065044284,1
111,97,1.098984957,-1.679438591,1
111,129,0.548763752,-2.912455082,1
111,161,0.7973383069,-1.282213449,1
111,193,-0.04094427824,-1.207931757,1
111,225,11.44795704,-5.333655834,1
111,257,10.80210114,-4.920853138,1
111,289,0.9249694347,-2.747986555,1
111,321,1.6337502,-1.841948152,1
111,353,5.129998207,8.867715836,1
111,385,1.091907024,-2.984647989,1
111,417,1.281013489,-3.369121552,1
111,449,1.797071695,-4.333968639,1
111,481,1.747807503,-6.690562248,1
111,513,2.186068058,-5.901285172,1
111,545,8.110305786,-21.38405228,1
111,577,7.547492504,-18.11662483,1
111,609,-1.088173985,-2.727080584,1
111,641,-9.964344025,11.12529373,1
111,673,-16.37583733,6.914680481,1
111,705,1.969478488,-1.517831087,1
111,737,2.626369238,-3.401062965,1
111,769,2.242901564,-2.503252983,1
111,801,1.681794286,-2.203577757,1
111,833,0.7093771696,-2.240925074,1
111,865,0.7636101246,-3.728701115,1
111,897,1.108174562,-5.110744953,1
111,929,1.267625332,-5.491901875,1
111,961,-0.4717694223,-4.233053684,1
111,993,-0.4311365187,-2.216112852,1
111,1025,1.057645559,-0.7383652925,1
111,1057,2.01413393,-0.2092507184,1
111,1089,1.569726467,0.09751089662,1
111,1121,1.150820017,0.1624995768,1
111,1153,1.298624992,-0.6827577353,1
111,1185,0.6128383875,-1.350930452,1
111,1217,0.006985872984,-1.605483055,1
111,1249,-0.4173580706,-0.5654066205,1
111,1281,-0.752927959,0.8779418468,1
111,1313,-1.557403922,0.6562736034,1
111,1345,-2.844781399,-0.5964773297,1
111,1377,-4.181890488,-1.528474569,1
111,1409,-6.257398605,-1.226567268,1
111,1441,-2.624799728,-0.9114046097,1
111,1473,-1.970510244,-0.7285261154,1
111,1505,-1.603547096,-1.65758884,1
111,1537,-1.290506244,-2.355659723,1
111,1569,-0.2953147888,-0.5201267004,1
111,1601,0.1417840421,0.1500989199,1
111,1633,0.3653033376,-0.1835997105,1
111,1665,0.9237120152,-0.2094541341,1
111,1697,0.8966767192,-0.2163838148,1
111,1729,0.5627649426,-0.1782359481,1
111,1761,0.184712261,-0.1569414735,1
111,1793,-0.3111276031,-0.2152533084,1
111,1825,-0.1254342645,-0.3677286208,1
111,1857,-0.005125142634,0.05110388994,1
111,1889,0.003460798413,0.5012530088,1
111,1921,0.07330662757,0.4359549284,1
111,1953,0.002617672086,-0.05468120426,1
111,1985,0.04354438931,-0.2498127669,1
111,2017,0.05810051039,-0.2527473569,1
143,33,1.097089529,3.59351778,1
143,65,0.8354479074,-2.093854189,1
143,97,0.6765918732,-2.727692604,1
143,129,0.5958707333,-3.392086983,1
143,161,1.137676358,-2.816902161,1
143,193,0.7676153183,-2.344562769,1
143,225,13.35132504,-6.742381096,1
143,257,9.68140316,-5.396444798,1
143,289,-0.1646992564,-3.463141441,1
143,321,-10.62065315,-0.1737587452,1
143,353,-12.70262241,-0.1136335135,1
143,385,0.03818184137,-2.848174572,1
143,417,0.3180068731,-3.361455441,1
143,449,0.5841885209,-3.965344429,1
143,481,0.9336918592,-6.456496239,1
143,513,12.41627312,-14.69973946,1
143,545,-5.727448463,14.24755955,1
143,577,-4.362443447,-21.98781967,1
143,609,-0.2470993996,-5.480012417,1
143,641,0.3620043993,-1.339062452,1
143,673,1.652082562,0.8549218178,1
143,705,3.001937389,8.865812302,1
143,737,14.12735558,10.78511238,1
143,769,2.412195683,-2.542165518,1
143,801,2.098996401,-1.854833603,1
