PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 5, filenames: A:[5]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[6]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.6160517931,1.96131444,1
47,65,0.5380553007,-0.2134639025,1
47,97,-0.1838473082,-1.255932927,1
47,129,-1.471756339,-6.759110451,1
47,161,-1.764194489,-7.757503033,1
47,193,2.60465765,-4.613489151,1
47,225,1.678291321,-3.593328476,1
47,257,2.190038919,-3.102122307,1
47,289,10.21994209,-17.17854881,1
47,321,0.1950055361,-4.79309845,1
47,353,0.8055967093,-4.7620821,1
47,385,1.579991579,-4.293332577,1
47,417,2.549551964,-4.447217941,1
47,449,2.200402975,-4.815551281,1
47,481,1.978695393,-4.917571545,1
47,513,1.370908976,-5.00960207,1
47,545,-8.368391991,-12.70518589,1
47,577,-15.06176949,-0.6301469803,1
47,609,3.692500591,-19.92567825,1
47,641,2.387858152,-5.629867554,1
47,673,1.361768126,-6.704391956,1
47,705,6.758236408,-1.098151207,1
47,737,-1.485442996,-7.578425884,1
47,769,-0.2887527347,-6.0402174,1
47,801,0.8325920105,-4.939279079,1
47,833,0.2587506771,-4.351632595,1
47,865,0.7271158695,-3.172462702,1
47,897,1.012115717,-0.1566386223,1
47,929,4.530229568,4.956205368,1
47,961,0.8360366821,-3.927123785,1
47,993,1.171341658,-2.865375996,1
47,1025,-0.3235430717,-2.77532196,1
47,1057,-0.5918889046,-4.537099361,1
47,1089,-0.1638646126,-5.210292339,1
47,1121,0.4559066296,-4.671826363,1
47,1153,1.257544041,-4.931593895,1
47,1185,2.068124771,-4.535146713,1
47,1217,-0.1859052181,-1.936802506,1
47,1249,0.5200392008,-1.465771198,1
47,1281,2.215994835,-2.665115356,1
47,1313,1.705070496,-2.837152243,1
47,1345,0.03117895126,-1.033035517,1
47,1377,0.4602036476,-0.9033888578,1
47,1409,0.2019987106,-1.856394172,1
47,1441,-1.159712672,-2.967250347,1
47,1473,-1.94143939,-2.786065578,1
47,1505,-3.298501492,-2.363684177,1
47,1537,-3.351630211,-1.501403809,1
47,1569,-1.435803652,-0.4423623085,1
47,1601,-3.819538832,1.92806673,1
47,1633,-15.91297531,13.27059174,1
47,1665,-3.396710873,-1.558775187,1
47,1697,-0.3793148994,0.05053204298,1
47,1729,0.2928385139,0.2566247582,1
47,1761,-0.2071947902,-0.05430883169,1
47,1793,-0.3393525481,0.03903114796,1
47,1825,-0.02179074287,0.04650869966,1
47,1857,0.3803164959,-0.1949567795,1
47,1889,0.4681617022,-0.1290187836,1
47,1921,0.1549881697,-0.5055320859,1
47,1953,0.1378300786,-0.08051912487,1
47,1985,0.4132529795,0.0277325213,1
47,2017,0.4825133383,-0.9985575676,1
79,33,1.325080752,0.2303560078,1
79,65,0.9987596273,-0.5633300543,1
79,97,1.499860287,-0.6727319956,1
79,129,0.8365470171,-4.579486847,1
79,161,1.074941039,-4.506987095,1
79,193,1.901777267,-4.218544006,1
79,225,2.574291229,-3.837759972,1
79,257,2.453126907,-3.389354944,1
79,289,2.266453743,-3.34108758,1
79,321,2.399419785,-3.601838589,1
79,353,1.594506025,-3.643142223,1
79,385,2.03815937,-3.796316624,1
79,417,2.838040829,-4.613110542,1
79,449,2.754826307,-6.545909882,1
79,481,2.775862217,-6.298307896,1
79,513,2.713158607,-6.044203758,1
79,545,1.304820538,-7.415391445,1
79,577,0.2116889954,-8.449602127,1
79,609,-0.1266276836,-6.338349819,1
79,641,1.187541366,-5.710436821,1
79,673,1.146088481,-5.898013115,1
79,705,-0.9626131654,-7.575226307,1
79,737,-0.9079338312,-8.032558441,1
79,769,-0.0713481456,-6.149290085,1
79,801,0.3801319599,-4.503520489,1
79,833,0.6060781479,-4.229110241,1
79,865,-0.8005959988,-4.588008404,1
79,897,0.5493602753,-3.878145933,1
79,929,2.109231949,-4.466334343,1
79,961,1.993492007,-4.368523598,1
79,993,1.394999146,-3.572498322,1
79,1025,1.556913137,-4.531292915,1
79,1057,0.6662960052,-4.52777338,1
79,1089,-0.4227614403,-5.334319592,1
79,1121,0.4267275333,-4.546411514,1
79,1153,0.6754233837,-4.609381676,1
79,1185,1.075166225,-4.9166255,1
79,1217,1.595805883,-3.648827314,1
79,1249,2.21953392,-2.202875614,1
79,1281,1.865438819,-0.9720381498,1
79,1313,1.357781172,-0.6740643382,1
79,1345,0.7492426634,-0.178401053,1
79,1377,-0.0475204289,0.01071357727,1
79,1409,-0.8982036114,-0.4842289686,1
79,1441,-1.038941383,-3.706045866,1
79,1473,-1.520980835,-3.043154478,1
79,1505,-1.689219356,-1.752169251,1
79,1537,-1.278667212,-1.161448956,1
79,1569,-0.886841774,-0.1247532219,1
79,1601,-16.28802681,-3.150995016,1
79,1633,15.79570007,-6.845452309,1
79,1665,-1.269364357,-0.08241844177,1
79,1697,-0.7839466333,-0.3188969195,1
79,1729,-0.07594153285,-0.127286464,1
79,1761,-0.03059449792,-0.03071570396,1
79,1793,-0.4954659939,0.2450969815,1
79,1825,-0.5939974785,0.2092889398,1
79,1857,-0.5407363772,-0.09972773492,1
79,1889,-0.3982112408,-0.1549407691,1
79,1921,-0.4762914777,0.2047045231,1
79,1953,0.05534300208,0.394865334,1
79,1985,0.2408637553,0.05100151896,1
