PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 38, filenames: A:[38]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[39]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.41282022,0.4247457981,1
47,65,3.833087444,0.5170243979,1
47,97,2.558829546,0.2311983407,1
47,129,2.217975378,0.5716383457,1
47,161,0.9182676077,-0.9828957915,1
47,193,0.02219557762,-1.15350318,1
47,225,0.7371399403,-1.436043739,1
47,257,1.508925676,-1.814025402,1
47,289,1.876519203,-2.648245096,1
47,321,0.7939376831,-3.906567574,1
47,353,-0.5587277412,-2.957059145,1
47,385,0.145667851,-2.141644478,1
47,417,0.04957485199,-1.831664562,1
47,449,0.4213611484,-1.544223547,1
47,481,0.6970950365,-2.156900644,1
47,513,1.051724195,-3.695579052,1
47,545,-0.3280235529,-4.671690941,1
47,577,19.84765244,-3.251391411,1
47,609,0.1748449802,-6.274395466,1
47,641,0.3709560037,-5.16218996,1
47,673,-0.6029093266,-4.229052067,1
47,705,-1.813220978,-4.907002449,1
47,737,-1.820191145,-6.472499847,1
47,769,-0.968441844,-5.759981155,1
47,801,0.04798732698,-2.132066727,1
47,833,1.361981273,-0.6084728241,1
47,865,2.836432219,-2.883994102,1
47,897,1.53553009,-3.943287849,1
47,929,-0.7524535656,-0.1973323822,1
47,961,1.115576744,22.41345406,1
47,993,9.671592712,8.582305908,1
47,1025,-3.464176893,-3.250201941,1
47,1057,-2.146455288,-3.076159477,1
47,1089,-2.586200237,-3.978629589,1
47,1121,-2.430219173,-3.517991543,1
47,1153,-1.101362228,-2.300121307,1
47,1185,-2.102434635,-1.864728928,1
47,1217,-3.546613693,-2.829862595,1
47,1249,-3.136304855,-2.928467751,1
47,1281,-1.838940978,-2.237308741,1
47,1313,0.2763439417,-4.095585346,1
47,1345,1.51268518,-5.275891304,1
47,1377,1.971125007,-4.277380943,1
47,1409,0.9796319008,-3.137197971,1
47,1441,0.2982788086,-2.746359587,1
47,1473,-1.007883787,-0.6625512838,1
47,1505,-1.005367517,0.4379670024,1
47,1537,-1.254105568,0.6201037169,1
47,1569,-1.620597601,0.5062377453,1
47,1601,-4.758099556,0.5222325325,1
47,1633,-2.139291286,-1.309106588,1
47,1665,-1.169732571,-1.340610266,1
47,1697,-0.7959183455,-0.004252672195,1
47,1729,-0.6093924046,0.2428430319,1
47,1761,-0.630209446,0.1254016161,1
47,1793,-0.2660777569,-0.1480517387,1
47,1825,0.4055489302,0.03620827198,1
47,1857,0.3223743439,-0.1912576407,1
47,1889,0.4942764044,-0.291881144,1
47,1921,0.5579940081,-0.1309664845,1
47,1953,0.1270421743,-0.3558012247,1
47,1985,-0.2661725283,-0.03834803402,1
47,2017,0.176586926,0.07686758041,1
79,33,0.3481069207,0.554407239,1
79,65,1.048156857,0.3844686151,1
79,97,0.5551168919,0.06647196412,1
79,129,0.6284533739,-0.1977496147,1
79,161,0.7439130545,-0.874483943,1
79,193,0.9654892683,-0.9355739355,1
79,225,1.428751707,-1.677451134,1
79,257,1.589874029,-2.508565426,1
79,289,1.584694505,-2.882577181,1
79,321,-0.7271506786,-2.528397322,1
79,353,-0.9480065703,-3.047624826,1
79,385,0.4736428857,-2.202357292,1
79,417,0.8843764067,-1.66179657,1
79,449,0.9623699188,-2.447017193,1
79,481,1.281993508,-3.556823254,1
79,513,1.161935925,-4.498500824,1
79,545,1.030726194,-5.812556744,1
79,577,0.7777183652,-6.108588696,1
79,609,1.246745586,-6.263435364,1
79,641,1.744200468,-5.454133987,1
79,673,0.5406712294,-4.623466015,1
79,705,-0.1098354757,-5.844381809,1
79,737,-2.383049965,-5.62139082,1
79,769,-3.243923664,-4.242654324,1
79,801,-0.6543909311,-1.501467466,1
79,833,1.81288147,0.005415558815,1
79,865,3.42620039,-0.7906255722,1
79,897,3.793232441,-1.330027342,1
79,929,3.152261734,-0.9979627132,1
79,961,8.044778824,13.71692371,1
79,993,-15.66916847,-13.66432858,1
79,1025,-1.425460577,-3.077313662,1
79,1057,-2.928569078,-4.227304459,1
79,1089,-2.392591476,-4.803900719,1
79,1121,-2.41809082,-5.470541954,1
79,1153,-2.230043411,-3.865978479,1
79,1185,-2.008707047,-4.370934486,1
79,1217,-3.28108263,-3.704175949,1
79,1249,-2.668212652,-2.947379827,1
79,1281,-1.465653777,-1.769486427,1
79,1313,-0.0604852438,-1.613711834,1
79,1345,0.8382080197,-2.439681053,1
79,1377,1.524024487,-2.96614027,1
79,1409,-0.3733711839,15.83651543,1
79,1441,-0.07795190811,-1.269293666,1
79,1473,-0.09483090043,-0.5865899324,1
79,1505,-0.7252452374,-0.2045408487,1
79,1537,-1.500413775,-0.07100456953,1
79,1569,-1.869557738,0.2261533588,1
79,1601,-1.653268456,0.1272114217,1
79,1633,-1.119836807,-1.060786724,1
79,1665,-0.479465723,-0.6442830563,1
79,1697,-0.2424491644,0.008654594421,1
79,1729,-0.09493887424,-0.1068997681,1
79,1761,-0.1839215755,0.3252191842,1
79,1793,0.0522166118,0.1319100261,1
79,1825,0.06705071032,-0.2026844025,1
79,1857,-0.03251162171,-0.01846733689,1
79,1889,0.08907485008,0.08244676143,1
79,1921,0.1520591378,0.06845653057,1
79,1953,0.02269607782,-0.1075078994,1
79,1985,-0.1037380919,0.02775497735,1
79,2017,-0.004802711308,-0.2944088876,1
111,33,-0.0271769464,0.6043784618,1
111,65,-0.1551353037,0.01373192668,1
111,97,-0.5057908297,-0.4018578827,1
111,129,-0.08617132902,-0.675201714,1
111,161,1.782822371,-0.4738035202,1
111,193,1.905983448,-0.7115391493,1
111,225,1.375907779,-1.863749981,1
111,257,1.413698316,-2.846009493,1
111,289,2.297612429,-3.00870204,1
111,321,-0.4037345648,-2.566676617,1
111,353,-0.6427816749,-3.669549942,1
111,385,-7.969410896,-15.48599243,1
111,417,0.7905185819,-2.514091969,1
111,449,1.203336239,-3.148495197,1
111,481,1.397952795,-3.257697105,1
111,513,1.809938192,-4.804223537,1
111,545,2.259205341,-7.054748535,1
111,577,1.412552595,-6.434353828,1
111,609,1.179211378,-5.796496868,1
111,641,-16.80365562,-9.55758667,1
111,673,1.430927038,-5.208508492,1
111,705,8.132821083,2.5610075,1
111,737,-6.12371397,11.88294411,1
111,769,-3.728965759,-2.58676815,1
111,801,-4.495368004,-1.374274969,1
111,833,1.40814209,-0.175514102,1
111,865,1.702429652,0.1192701161,1
111,897,2.329779148,-0.2510970235,1
111,929,3.602291107,-1.951894283,1
111,961,4.695954323,-5.436486721,1
111,993,18.43910408,-5.84172678,1
111,1025,18.76839828,-9.771572113,1
111,1057,-1.710466385,-4.611460209,1
111,1089,-1.254582644,-4.670972824,1
111,1121,-1.253419876,-4.723064423,1
111,1153,-1.079326868,-4.211510658,1
111,1185,-0.6690149307,-5.053800583,1
111,1217,-1.167000055,-3.765828371,1
111,1249,-1.371083856,-3.367068291,1
111,1281,-1.21634841,-1.775238514,1
111,1313,0.03641012311,-0.5256721973,1
111,1345,0.4877492189,-0.6971968412,1
111,1377,0.3322816491,-1.486675501,1
