PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 3, filenames: A:[3]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[4]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,1825,17.32000351,-20.94897461,1
111,1857,14.66836357,-6.80391407,1
111,1889,-0.335791111,-10.03167534,1
111,1921,0.1252017021,0.1763086319,1
111,1953,-1.584624767,1.013663411,1
111,1985,-0.442917347,0.3035266399,1
111,2017,9.658250809,-7.180786133,1
143,33,9.571623802,0.3862384558,1
143,65,10.52611828,0.2585717142,1
143,97,11.49022961,1.610955596,1
143,129,8.582098007,2.48348403,1
143,161,8.677179337,1.258910418,1
143,193,10.82991505,-0.5264289379,1
143,225,11.19856739,-0.9015173912,1
143,257,11.85595894,-0.4296061993,1
143,289,12.955863,-1.366967678,1
143,321,13.90657425,-1.797751665,1
143,353,14.37237072,-1.859934092,1
143,385,5.738750458,-13.03328133,1
143,417,14.06731129,-1.978215694,1
143,449,15.70786858,-1.623314261,1
143,481,16.60305405,-1.349986076,1
143,513,17.793293,-1.012197971,1
143,545,21.22678185,0.1660966575,1
143,577,20.93139648,0.1924481094,1
143,609,20.32178116,0.3976534605,1
143,641,21.4467392,1.244335771,1
143,673,22.44394302,-0.4602695107,1
143,705,23.5616436,1.539121032,1
143,737,24.48186302,3.13160944,1
143,769,26.23945236,3.214888811,1
143,801,10.47192192,6.495090485,1
143,833,31.22925377,1.163309574,1
143,865,32.40394974,0.3678367138,1
143,897,33.63273621,-0.2486964464,1
143,929,34.81092453,-1.0092206,1
143,961,35.49638748,-2.117986202,1
143,993,35.19990921,-4.395112514,1
143,1025,39.8339119,7.929701328,1
143,1057,54.78681564,-6.403202057,1
143,1089,37.64569092,-7.039080143,1
143,1121,39.29354095,-7.187952042,1
143,1153,41.62271881,-7.401238441,1
143,1185,42.67992783,-8.183004379,1
143,1217,44.81218719,-10.79220867,1
143,1249,46.7755928,-11.27480698,1
143,1281,46.42672348,-13.54472542,1
143,1313,53.53849411,-32.74557495,1
143,1345,41.79902649,-22.50777817,1
143,1377,39.36821365,-22.23965073,1
143,1409,38.39631653,-23.75267792,1
143,1441,28.77235985,-37.70163345,1
143,1473,43.05519104,-27.00647926,1
143,1505,41.10121155,-30.33819389,1
143,1537,31.71249962,-4.483730316,1
143,1569,46.41794205,-36.20941925,1
143,1601,25.32382202,-20.83786964,1
143,1633,25.38776779,-20.48910332,1
143,1665,26.43384933,-22.47830391,1
143,1697,34.55876923,-29.91592407,1
143,1729,35.40049744,-34.52309036,1
143,1761,19.76802444,-38.16618347,1
143,1793,3.212400436,-29.88885307,1
143,1825,-3.416374207,-21.18344116,1
143,1857,8.617027283,-23.31494904,1
143,1889,5.896010399,-8.370970726,1
143,1921,23.01130104,-6.267086029,1
143,1953,-0.5811884403,0.07992386818,1
143,1985,-0.4772360325,-0.1574966908,1
143,2017,-1.433781624,-0.6020107269,1
175,33,9.172417641,1.146834612,1
175,65,10.5353775,0.2702358365,1
175,97,11.73924065,0.8317465782,1
175,129,11.44653988,0.2684819698,1
175,161,11.34461498,-1.104841352,1
175,193,12.44182396,-2.174958944,1
175,225,11.27168655,-0.764554739,1
175,257,11.86107159,-1.647386551,1
175,289,12.37285233,-1.516817093,1
175,321,12.90246201,-1.922311664,1
175,353,13.84665298,-3.539945126,1
175,385,13.54228115,-1.521193743,1
175,417,14.22354412,-3.65255332,1
175,449,15.39433098,-2.806204319,1
175,481,14.9879818,-1.924609423,1
175,513,16.79627991,-1.266526341,1
175,545,17.9833374,-0.05979585648,1
175,577,18.60266113,-0.1943506449,1
175,609,19.66474915,-0.2093109488,1
175,641,20.38422394,0.1887866259,1
175,673,21.82053375,2.308564425,1
175,705,22.70704079,3.056238413,1
175,737,22.21833801,3.694468498,1
175,769,24.92412567,4.096565247,1
175,801,27.77786827,3.814120054,1
175,833,30.04555702,2.585073948,1
175,865,31.67271423,1.690346837,1
175,897,31.99416542,0.5132888556,1
175,929,33.99853897,-0.3506081104,1
175,961,35.21089935,-1.345597506,1
175,993,35.56507111,-2.992176533,1
175,1025,52.48320389,6.705765247,1
175,1057,29.62653542,-5.176027298,1
175,1089,30.47333908,-7.111661434,1
175,1121,40.87621689,-7.744700909,1
175,1153,34.91825867,-26.51906204,1
175,1185,41.16550827,-6.016868591,1
175,1217,46.28075027,-10.78480339,1
175,1249,45.7088089,-13.03377056,1
175,1281,43.54039764,-16.34198952,1
175,1313,38.1362381,-17.8133831,1
175,1345,38.99111557,-20.79480171,1
175,1377,36.91896057,-21.62010956,1
175,1409,36.98264313,-23.47861862,1
175,1441,42.05599976,-23.13653946,1
175,1473,41.93397903,-22.97764969,1
175,1505,43.04297256,-6.911951065,1
175,1537,33.62736893,-19.6753788,1
175,1569,46.03155899,-37.2977066,1
175,1601,33.39211273,-23.36753273,1
175,1633,40.40525818,-38.2635498,1
175,1665,30.64736366,-3.822013855,1
175,1697,34.20275879,-30.99940491,1
175,1729,32.38896942,-31.27419853,1
175,1761,31.29078102,-31.14101028,1
175,1793,28.96857071,-31.70879555,1
175,1825,17.29402351,-8.965413094,1
175,1857,11.12854004,-22.18123245,1
175,1889,12.97305965,-9.202647209,1
175,1921,9.783859253,-6.161766052,1
175,1953,-12.67180538,-8.27123642,1
175,1985,-17.77194214,-3.770135164,1
175,2017,11.16861057,-1.861009836,1
207,33,9.075531006,1.633927345,1
207,65,10.65252018,-0.7446466684,1
207,97,11.66945171,-0.09956648946,1
207,129,11.90246296,-0.7925995588,1
207,161,11.45815182,-1.945557594,1
207,193,10.86208344,-1.562137485,1
207,225,10.76212025,-0.8336400986,1
207,257,11.2468977,-1.463499069,1
207,289,11.56860638,-1.92068398,1
207,321,11.23105812,-2.359382391,1
207,353,10.35515499,-3.514320374,1
207,385,12.53389645,-2.830333948,1
207,417,14.1534605,-4.901473999,1
207,449,15.02921963,-4.042215347,1
207,481,15.75593758,-2.658517361,1
207,513,32.98244858,-0.7631508112,1
207,545,31.17188644,-5.057079792,1
207,577,16.96670723,0.08304216713,1
207,609,18.71759796,0.1917987168,1
207,641,20.97904205,-0.4493143559,1
207,673,21.75510216,1.895160437,1
207,705,21.90742493,3.730641842,1
207,737,21.97833443,4.235142708,1
207,769,23.58722496,4.976554394,1
207,801,26.65674019,4.419592857,1
207,833,29.74015045,3.077401876,1
207,865,32.87832642,2.659784317,1
207,897,33.88756561,1.755280972,1
207,929,34.51941299,0.4928044081,1
207,961,35.64383316,-0.7555185556,1
207,993,36.13917923,-2.734559059,1
207,1025,34.99560547,-6.891846657,1
207,1057,31.53417778,-7.717646599,1
207,1089,30.52439117,-7.588709831,1
207,1121,44.79963684,-6.466954708,1
207,1153,52.00901794,8.766933441,1
207,1185,31.19674492,-23.90833664,1
207,1217,44.74307632,-8.520747185,1
207,1249,46.31459427,-14.01771545,1
207,1281,38.66651535,-15.01040459,1
207,1313,37.58586121,-16.88872528,1
207,1345,40.98521805,-24.12454224,1
207,1377,39.88440704,-23.53616524,1
207,1409,39.04389954,-23.36789894,1
207,1441,41.55238342,-21.82798958,1
207,1473,41.46323013,-20.73994255,1
207,1505,34.34269333,-23.49967194,1
207,1537,32.79076767,-22.91899872,1
207,1569,46.07852173,-36.54972458,1
207,1601,15.83999252,-22.8270607,1
207,1633,15.60680008,-26.75174141,1
207,1665,33.59757996,-29.87624741,1
207,1697,34.49533844,-31.99880791,1
207,1729,33.09209824,-31.0463829,1
207,1761,30.1661396,-31.02737808,1
207,1793,28.8656826,-30.30273247,1
207,1825,11.46422195,-20.97098923,1
207,1857,9.50242424,-20.13484573,1
207,1889,14.43843842,-9.107113838,1
207,1921,9.693229675,-9.422145844,1
207,1953,2.466279984,-0.9075050354,1
207,1985,13.88743687,-3.160638809,1
207,2017,-8.502880096,-6.298115253,1
239,33,8.93705368,1.649672151,1
239,65,9.457001686,-2.205829859,1
239,97,9.544171333,-0.5056767464,1
239,129,9.738908768,0.118119657,1
239,161,9.772413254,-1.266196132,1
239,193,9.33330822,-1.036247015,1
239,225,10.00065517,-0.5882347822,1
239,257,10.78500366,-0.2701864243,1
239,289,10.80704498,-1.909572482,1
239,321,9.108418465,-2.786058426,1
239,353,9.031373978,-2.92161727,1
239,385,11.25569248,-2.737357616,1
239,417,13.37905216,-4.364159584,1
239,449,14.19805241,-3.581642389,1
239,481,-1.48304081,-0.3720157146,1
239,513,-3.801011086,2.605529308,1
239,545,15.47733688,-0.5439270139,1
239,577,16.14603996,0.07811979949,1
239,609,17.50320435,1.440859318,1
239,641,19.62451172,1.240837336,1
239,673,19.58609581,1.700127363,1
239,705,20.54257965,3.346506834,1
239,737,21.70960617,5.198943138,1
239,769,23.04379082,5.380699158,1
239,801,25.92224884,4.374109745,1
239,833,29.35011482,3.197009563,1
239,865,32.52710724,2.287896156,1
239,897,33.71030807,2.040777445,1
239,929,34.94391251,1.266132355,1
239,961,36.14125443,-0.6776538491,1
239,993,37.38761902,-2.402086973,1
239,1025,36.74624252,-10.02750111,1
239,1057,33.90565872,-9.03830719,1
239,1089,31.99309731,-7.948145866,1
239,1121,32.01573563,-7.502512932,1
239,1153,49.16519547,-20.53352737,1
239,1185,28.90914917,-22.92615318,1
239,1217,38.30183029,-11.55501842,1
239,1249,49.58033752,-14.79179668,1
239,1281,45.52172089,-15.72283649,1
239,1313,37.35756683,-15.7202549,1
239,1345,32.67525864,-31.43022156,1
239,1377,40.52074432,-26.79770088,1
239,1409,41.52099991,-26.05697441,1
239,1441,41.18211365,-20.91763115,1
239,1473,34.74604034,-22.93779564,1
239,1505,33.17090225,-22.54100037,1
239,1537,33.91569519,-22.41068077,1
239,1569,17.19582939,-11.54752922,1
239,1601,34.9204483,-27.90030479,1
239,1633,28.31434822,-23.40264893,1
239,1665,17.44935417,-15.8755455,1
239,1697,29.64789009,-29.28966904,1
239,1729,27.33870506,-28.83359909,1
239,1761,27.13144302,-28.45023346,1
239,1793,24.36438751,-27.30825806,1
239,1825,24.25170326,-30.05847549,1
239,1857,23.38261223,-27.46103287,1
239,1889,21.30647087,-27.2322731,1
239,1921,-1.342195511,-12.50195599,1
239,1953,10.92834759,-11.46168518,1
239,1985,8.182997704,-1.259691238,1
239,2017,-9.583742142,-9.495594978,1
271,33,7.817489624,1.428791761,1
271,65,9.033287048,-1.782110333,1
271,97,9.31294632,-0.722844243,1
271,129,9.049787521,1.206908107,1
271,161,9.677388191,-0.9012215734,1
271,193,9.459215164,-1.047003388,1
271,225,9.81492424,-0.6997612715,1
271,257,10.03567791,-0.864238143,1
271,289,9.326226234,-2.485409498,1
271,321,8.666549683,-2.776022911,1
271,353,10.12622833,-2.570138931,1
271,385,11.17607594,-2.469827414,1
271,417,11.99428844,-2.814091682,1
271,449,12.76613426,-2.283335924,1
271,481,13.28640175,-1.847903967,1
271,513,13.89483356,-1.570018172,1
271,545,15.45966434,-1.135617971,1
271,577,16.38149834,-0.5418199897,1
271,609,16.93082047,1.004051208,1
271,641,17.99549866,2.243276119,1
271,673,19.11041641,2.319363356,1
271,705,19.94059181,3.006895065,1
271,737,22.11676025,3.688601732,1
271,769,24.51935577,3.994281769,1
271,801,26.23361778,3.981797218,1
271,833,28.60295868,3.733445644,1
271,865,31.25368118,2.650404692,1
271,897,32.78004074,1.911657095,1
271,929,34.18271255,1.312916756,1
271,961,36.01904297,-0.1329791546,1
271,993,37.12449265,-1.810863853,1
271,1025,22.54768944,9.644330978,1
271,1057,35.24211884,-9.979611397,1
271,1089,32.75587845,-8.086364746,1
271,1121,32.91194916,-7.252053261,1
271,1153,53.94390869,-14.03494358,1
271,1185,32.93079376,-7.46506691,1
271,1217,37.04021454,-11.97857857,1
271,1249,52.4809227,-16.61629486,1
271,1281,51.03304291,-18.77622986,1
271,1313,37.04452515,-10.10149002,1
271,1345,46.69839478,-23.3133831,1
271,1377,47.07641983,-21.98202896,1
271,1409,53.08404922,-12.53284264,1
271,1441,34.05093384,-22.05160522,1
271,1473,32.18690491,-22.02327919,1
271,1505,32.36261368,-21.6801033,1
271,1537,22.82839584,-6.023605347,1
271,1569,15.25655365,-17.399683,1
271,1601,29.32779312,-24.29305267,1
271,1633,29.00987053,-24.06746864,1
271,1665,28.91598129,-24.815485,1
271,1697,30.11888313,-27.40343475,1
271,1729,29.11569786,-28.33606911,1
271,1761,28.33010864,-28.80609131,1
271,1793,27.89202118,-29.37294769,1
271,1825,28.24882126,-29.23331642,1
271,1857,25.35724258,-26.66048813,1
271,1889,22.68028259,-26.64771652,1
271,1921,31.95357895,-21.61471558,1
271,1953,19.21770287,-13.90140247,1
271,1985,11.38477898,-20.10347748,1
271,2017,-9.029744148,-10.59374809,1
303,33,9.235700607,1.457402706,1
303,65,10.1369381,-0.8829681873,1
303,97,9.370597839,-1.030546665,1
303,129,9.132816315,-0.4923545718,1
303,161,9.664657593,-1.308231831,1
303,193,9.493975639,-1.413533449,1
303,225,9.132646561,-1.662733793,1
303,257,8.385694504,-2.02342248,1
303,289,8.190373421,-2.576756954,1
303,321,9.176865578,-3.194550514,1
303,353,9.942015648,-2.421320915,1
303,385,11.45370483,-2.031126976,1
303,417,19.50493622,-10.14925575,1
303,449,11.75801468,-1.518908262,1
303,481,12.48952866,-0.9292734861,1
303,513,14.51258183,-0.4504593611,1
303,545,15.89055634,-0.586540401,1
303,577,15.39476967,-0.5002765059,1
303,609,15.71812248,0.6703693867,1
303,641,16.34312439,1.601836681,1
303,673,17.54099655,2.650363684,1
303,705,19.06026459,3.147828102,1
303,737,20.96754646,2.816754103,1
303,769,22.264431,3.332660675,1
303,801,23.59443855,3.868582726,1
303,833,26.10150909,4.061459541,1
303,865,29.65598106,3.409678698,1
303,897,32.22060394,2.380420685,1
303,929,33.36914063,1.796550274,1
303,961,35.7968483,1.10562396,1
303,993,37.90612411,0.1894399226,1
303,1025,37.32445526,-2.590600491,1
303,1057,15.16702271,-9.399454117,1
303,1089,33.70402908,-8.683742523,1
303,1121,31.21836281,-7.653576851,1
303,1153,52.91135025,-11.07945442,1
303,1185,32.27567291,-7.559513092,1
303,1217,34.99266815,-30.27725792,1
303,1249,49.34943771,-19.33207703,1
303,1281,49.8380928,-20.87821198,1
303,1313,30.43860626,-7.830221176,1
303,1345,53.20249176,-22.97713089,1
303,1377,49.31522369,-23.57324791,1
303,1409,33.68829727,-19.86763191,1
303,1441,32.48677826,-20.73340797,1
303,1473,28.16607094,-19.75647354,1
303,1505,31.69822884,-22.48524284,1
303,1537,23.65512276,-41.42671585,1
303,1569,28.64025879,-25.07103729,1
303,1601,28.07596588,-24.46867943,1
303,1633,28.95960999,-24.44562149,1
303,1665,30.29037094,-23.68325615,1
303,1697,28.09564209,-24.77547455,1
303,1729,26.95523262,-25.82591438,1
303,1761,26.67844963,-26.85676575,1
303,1793,25.80186272,-28.20550537,1
303,1825,25.70278168,-27.69408417,1
303,1857,2.834903717,-10.81752777,1
303,1889,1.887605667,-14.57092857,1
303,1921,21.54294968,-21.02699089,1
303,1953,6.003789902,-8.119324684,1
303,1985,-3.472081184,-19.37266922,1
303,2017,-8.435699463,-12.0620842,1
335,33,10.83808994,1.921719313,1
335,65,9.917600632,-0.8201870322,1
335,97,7.864555359,-0.9807206988,1
335,129,7.122616768,-0.5257245302,1
335,161,9.498588562,-1.495549798,1
335,193,9.746416092,-1.946046829,1
335,225,8.817142487,-2.398668289,1
335,257,8.198051453,-3.425242901,1
335,289,8.053242683,-3.258518219,1
335,321,8.684812546,-2.332688808,1
335,353,9.640896797,-1.899172306,1
335,385,11.03874493,-2.092662811,1
335,417,11.5053339,-1.774884224,1
335,449,11.57087803,-0.9972141981,1
335,481,12.06927013,-0.9671821594,1
335,513,12.53902054,-1.064996958,1
335,545,13.7845459,-1.263370037,1
335,577,13.93697548,-0.286039412,1
335,609,14.06814194,0.6372286677,1
335,641,14.12384701,0.1352018118,1
335,673,14.69299698,1.766019106,1
335,705,17.41751099,3.061937809,1
335,737,19.33473969,3.75431776,1
335,769,20.30785942,3.072434187,1
335,801,21.64610672,3.661485195,1
335,833,24.46412277,5.067286491,1
335,865,28.30292892,4.60183382,1
335,897,30.59132195,2.59787941,1
335,929,33.2330246,2.289085627,1
335,961,35.36426926,2.467290878,1
335,993,36.23563385,2.775228262,1
335,1025,34.52396393,-1.760990381,1
335,1057,33.67880249,-6.170808792,1
335,1089,43.17799759,2.915394783,1
335,1121,53.89198685,-11.62612915,1
335,1153,52.67607117,-18.34533691,1
335,1185,49.85504532,1.673506737,1
335,1217,27.35518074,-13.18231773,1
335,1249,39.0490799,-21.19078445,1
335,1281,45.18919373,-20.49882507,1
335,1313,53.89306259,-20.66476631,1
335,1345,52.41532516,-23.36730194,1
335,1377,33.29442978,-18.55827713,1
335,1409,32.58089066,-19.57660484,1
335,1441,41.80316162,-28.15532112,1
335,1473,39.7333107,-28.4499836,1
335,1505,31.90515137,-25.90077782,1
335,1537,28.32375526,-26.10133934,1
335,1569,26.88962936,-24.68025017,1
335,1601,26.79149818,-23.10738564,1
335,1633,27.19034767,-21.73861885,1
335,1665,27.0923748,-21.14704323,1
335,1697,25.18234253,-22.13397026,1
335,1729,22.86334229,-22.37277031,1
335,1761,21.96749115,-21.46749496,1
335,1793,21.70440674,-23.58550835,1
335,1825,21.21396637,-24.0609417,1
335,1857,7.283369064,-10.36443901,1
335,1889,21.39842987,-23.00336838,1
335,1921,-2.485088348,-8.063140869,1
335,1953,22.8240242,-26.42794609,1
335,1985,22.57312012,-26.01381302,1
335,2017,-0.709851265,-14.58640289,1
367,33,9.892396927,2.576629877,1
367,65,9.266055107,-1.446359277,1
367,97,8.127271652,-1.136215806,1
367,129,8.794697762,-1.226484537,1
367,161,9.338012695,-2.304019928,1
367,193,9.297123909,-3.055361986,1
367,225,8.294448853,-2.939269543,1
367,257,7.456771851,-3.871601582,1
367,289,7.765892982,-3.705721378,1
367,321,8.508192062,-2.826072693,1
367,353,9.726904869,-2.384117603,1
367,385,10.6593256,-2.854265928,1
367,417,10.13732433,-1.94721961,1
367,449,10.3639555,-1.062370777,1
367,481,11.08660698,-0.8354947567,1
367,513,-6.630708694,4.786159039,1
367,545,10.15390778,-1.026509762,1
367,577,11.70272255,-0.6337066889,1
367,609,12.33576012,-0.3990217149,1
367,641,12.34608841,0.1468992233,1
367,673,12.95649147,0.5699709654,1
367,705,15.65783024,2.489578724,1
367,737,17.63844109,4.465802193,1
367,769,18.40659714,4.612662315,1
367,801,20.41514969,4.341106892,1
367,833,23.49334145,5.45512867,1
367,865,25.43968391,4.502162933,1
367,897,27.29039764,3.237365246,1
367,929,30.77546883,3.915229797,1
367,961,35.06787491,4.325558662,1
367,993,34.04498291,2.806838274,1
367,1025,32.68447113,2.887727737,1
367,1057,32.75540543,0.6017589569,1
367,1089,31.67487335,-8.074803352,1
367,1121,41.7124176,-21.85148048,1
367,1153,27.973526,9.018837929,1
367,1185,48.80978775,2.449141502,1
367,1217,35.39056396,-13.37649536,1
367,1249,51.18278122,-16.12554169,1
367,1281,48.35405731,-17.51512909,1
367,1313,45.84173584,-16.11359978,1
367,1345,37.05007172,-22.68668175,1
367,1377,31.70161629,-17.95555305,1
367,1409,33.2179718,-19.33896255,1
367,1441,39.67424393,-29.13394928,1
367,1473,35.32823944,-25.9654808,1
367,1505,30.82145119,-26.06283379,1
367,1537,28.20284843,-25.32891846,1
367,1569,27.08023453,-23.73857498,1
367,1601,26.61478233,-21.55900574,1
367,1633,26.96459389,-20.13751984,1
367,1665,25.47511864,-19.83745003,1
367,1697,22.90226364,-20.42614174,1
367,1729,21.34456062,-20.22076416,1
367,1761,19.59057617,-18.91874504,1
367,1793,19.46800232,-20.63774681,1
367,1825,32.77835464,-6.149345398,1
367,1857,10.4295578,-12.0272541,1
367,1889,22.1187706,-21.61039543,1
367,1921,21.8529377,-20.54213142,1
367,1953,17.60733414,-22.88749886,1
367,1985,20.26801491,-25.85737801,1
367,2017,33.01021194,-16.69949532,1
399,33,0.4856262207,3.256204128,1
399,65,9.583691597,-1.944521427,1
399,97,8.85636425,-1.555960894,1
399,129,9.155650139,-1.904572964,1
399,161,8.680638313,-2.633882046,1
399,193,7.57345295,-3.184859037,1
399,225,7.142614365,-3.348288536,1
