PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[10]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,97,1.851187229,1.454208374,1
399,129,2.111557007,0.527978003,1
399,161,2.249087334,0.2358852625,1
399,193,1.672036171,0.02772971988,1
399,225,1.702174664,-0.09971623123,1
399,257,1.840562344,0.5167755485,1
399,289,0.9159252644,0.4439184666,1
399,321,1.234671116,-0.5016275644,1
399,353,3.741069794,0.6584523916,1
399,385,3.805132627,0.1404187381,1
399,417,3.062581778,-0.9081226587,1
399,449,3.363912582,-0.828476727,1
399,481,3.328684807,-1.433241129,1
399,513,4.563204765,-2.941811562,1
399,545,5.225960255,-0.8170667291,1
399,577,5.430863857,0.6447141171,1
399,609,5.038173676,0.5660994649,1
399,641,5.453862667,-0.02027207613,1
399,673,7.001993179,0.8346097469,1
399,705,8.314418793,2.049880743,1
399,737,9.327318192,3.438800335,1
399,769,10.0043211,4.25358057,1
399,801,10.26067448,3.318371773,1
399,833,12.83999825,4.590040207,1
399,865,14.88686371,6.47267437,1
399,897,17.40830803,6.845277786,1
399,929,21.48898506,5.187511444,1
399,961,24.33580208,6.190615654,1
399,993,25.49716187,5.164767265,1
399,1025,25.95274734,-0.3296065927,1
399,1057,27.19986916,-1.376611114,1
399,1089,24.25896835,-0.9007468224,1
399,1121,21.87300682,-1.382536411,1
399,1153,20.90878868,-1.839399815,1
399,1185,20.4584465,-3.103921175,1
399,1217,21.96539688,-4.463665009,1
399,1249,22.0497303,-5.416359425,1
399,1281,19.88897133,-6.271673203,1
399,1313,19.84378815,-8.577072144,1
399,1345,19.67782974,-10.34558582,1
399,1377,16.94697189,-11.54583263,1
399,1409,15.13976765,-11.23619461,1
399,1441,13.18585491,-10.73014545,1
399,1473,4.737150192,-8.434894562,1
399,1505,8.97939682,-8.976819992,1
399,1537,8.695477486,-7.482030869,1
399,1569,8.336360931,-6.851286888,1
399,1601,8.234951019,-6.533830643,1
399,1633,-11.37247753,-9.910529137,1
399,1665,10.00366116,-6.176990032,1
399,1697,10.05662823,-7.300903797,1
399,1729,7.989187717,-8.481143951,1
399,1761,6.972088337,-6.718670845,1
399,1793,5.931680679,-6.336296558,1
399,1825,5.450176716,-5.649780273,1
399,1857,4.655766964,-3.543041229,1
399,1889,0.5987250805,-5.348618507,1
399,1921,-0.9837415218,-2.708926439,1
399,1953,-1.187867522,-0.9641914368,1
399,1985,0.1256814301,-1.345985651,1
399,2017,5.511467934,-3.776442528,1
431,33,-0.1521313787,0.2462176085,1
431,65,0.8791207075,0.9540787935,1
431,97,1.24221921,0.7348024249,1
431,129,0.4832885265,1.076481104,1
431,161,1.947212458,2.124155045,1
431,193,2.404747486,0.5275378227,1
431,225,2.699261904,-0.2601721883,1
431,257,17.93987083,-10.60123253,1
431,289,1.353464842,0.5282047987,1
431,321,2.345434427,0.7816635966,1
431,353,4.048411369,0.8905832171,1
431,385,5.241921902,0.06968869269,1
431,417,3.827442884,0.1501754671,1
431,449,3.378010988,-0.3474429846,1
431,481,3.689163446,-1.392052412,1
431,513,3.947369099,-2.150110245,1
431,545,4.290821075,-1.085941076,1
431,577,4.616809368,-0.3383177519,1
431,609,-14.01765442,-1.571076393,1
431,641,4.283110142,0.692759037,1
431,673,6.267317295,1.762896538,1
431,705,7.43757391,2.115971565,1
431,737,8.461626053,3.982059956,1
431,769,9.353513718,4.745918751,1
431,801,10.00755215,5.75658989,1
431,833,12.31871986,6.27899456,1
431,865,13.5565176,5.424550533,1
431,897,16.39540291,8.434351921,1
431,929,18.73616791,7.708402634,1
431,961,24.95153046,12.24662018,1
431,993,26.58156967,3.673369646,1
431,1025,17.62207031,-2.482713699,1
431,1057,22.53117752,-0.8125385046,1
431,1089,26.45888901,-2.232156992,1
431,1121,23.25104904,-2.651944637,1
431,1153,20.66136169,-2.142855167,1
431,1185,20.04039574,-3.888102293,1
431,1217,20.18582726,-4.952676296,1
431,1249,21.89987946,-5.260797977,1
431,1281,23.75149155,-9.19857502,1
431,1313,18.28880119,-8.219559669,1
431,1345,17.75908279,-10.73247051,1
431,1377,16.34539795,-11.82301712,1
431,1409,14.30535889,-12.42568779,1
431,1441,12.10717106,-11.27615738,1
431,1473,10.17805004,-9.661077499,1
431,1505,10.28684807,-27.28433037,1
431,1537,8.722291946,-8.244775772,1
431,1569,7.62567997,-7.06290102,1
431,1601,6.819684029,-6.267635345,1
431,1633,7.237902641,-6.528262138,1
431,1665,8.446669579,-5.768386364,1
431,1697,8.922347069,-7.15134716,1
431,1729,8.372859955,-8.124155045,1
431,1761,6.203187943,-6.173078537,1
431,1793,4.910036087,-5.453830719,1
431,1825,4.330411434,-5.239817619,1
431,1857,3.395321131,-4.662250519,1
431,1889,0.7907266617,-4.278033257,1
431,1921,0.06552326679,-2.495123386,1
431,1953,0.4378499985,-0.9059247971,1
431,1985,0.5810651779,-1.073278189,1
431,2017,1.179651141,-3.692319632,1
463,33,0.1421333551,0.2722227573,1
463,65,0.4891445637,1.023068309,1
463,97,0.7932670116,0.423923254,1
463,129,1.033197641,1.286147237,1
463,161,2.225409985,1.414428115,1
463,193,2.515589476,0.7640959024,1
463,225,2.982003212,0.589568615,1
463,257,0.8896281719,0.3952589035,1
463,289,0.2769657373,0.1622104943,1
463,321,1.50210762,0.1856876612,1
463,353,2.587315083,-0.01864612103,1
463,385,3.711157084,0.01333466172,1
463,417,4.177951336,0.2814034522,1
463,449,3.911034107,-0.1370223165,1
463,481,3.983072281,-0.6536531448,1
463,513,3.849713326,-0.7503115535,1
463,545,3.559191227,-0.9221891165,1
463,577,3.795286655,-1.041239142,1
463,609,3.840654373,-0.6856037378,1
463,641,3.851471901,-0.07111227512,1
463,673,5.01525116,0.6252954006,1
463,705,6.522007465,1.190034866,1
463,737,7.613781929,4.675415993,1
463,769,9.240066528,5.396024227,1
463,801,10.00242996,6.517359734,1
463,833,11.86075115,7.245562553,1
463,865,12.93907928,6.306363583,1
463,897,14.08362389,9.062810898,1
463,929,17.80340576,9.128371239,1
463,961,22.12663841,9.321340561,1
463,993,34.72338867,0.7949483395,1
463,1025,29.96446419,4.227324009,1
463,1057,17.98501587,-1.421551347,1
463,1089,25.40742493,-4.287148476,1
463,1121,22.95045471,-2.750780582,1
463,1153,21.44445229,-2.149722576,1
463,1185,21.37734985,-3.964349747,1
463,1217,17.89469337,-5.777323723,1
463,1249,17.13849258,-5.773579597,1
463,1281,16.5544529,-10.90684891,1
463,1313,20.0029335,-14.48154449,1
463,1345,15.00952339,-10.04301548,1
463,1377,14.05233765,-9.100923538,1
463,1409,12.3905201,-13.14626122,1
463,1441,10.74045944,-9.906740189,1
463,1473,9.210865974,-7.423046112,1
463,1505,8.329899788,-7.497057915,1
463,1537,8.295875549,-7.520273685,1
463,1569,7.229742527,-6.46765089,1
463,1601,6.320869923,-5.163570404,1
463,1633,5.832365036,-5.040194988,1
463,1665,5.453429222,-5.250109196,1
463,1697,6.065342903,-5.858742714,1
463,1729,7.266055107,-5.821534634,1
463,1761,5.441002846,-5.017257214,1
463,1793,4.135498047,-4.519348145,1
463,1825,3.024520159,-3.63266468,1
463,1857,2.512261629,-3.270849466,1
463,1889,2.084746122,-2.750210047,1
463,1921,1.61094296,-2.05476594,1
463,1953,2.503993034,-1.924568653,1
463,1985,0.03000345826,-0.7522003651,1
463,2017,-1.660269022,-3.052172184,1
495,33,1.593429327,0.161252141,1
495,65,0.9538776278,0.4038381279,1
495,97,0.4223197699,0.1051205993,1
495,129,0.8887687922,1.223206043,1
495,161,1.649792671,1.163043261,1
495,193,3.722422361,0.419024229,1
495,225,2.69951725,0.3121884465,1
495,257,0.6868588924,-0.5633414984,1
495,289,1.131238699,-1.047478795,1
495,321,1.459050417,-1.420113802,1
495,353,2.065958023,-0.8650330305,1
495,385,3.717534304,-0.05502358079,1
495,417,4.634241581,-0.01733747125,1
495,449,4.843796253,-0.4863481522,1
495,481,4.162718773,-0.6130503416,1
495,513,3.698946238,-0.5680274367,1
495,545,3.359819889,-0.5585079193,1
495,577,3.282264709,-0.9411519766,1
495,609,3.644756079,-0.7509887218,1
495,641,3.576267719,-0.7586227655,1
495,673,4.204568386,-0.7293035388,1
495,705,5.752736568,0.1323194206,1
495,737,25.0859623,9.052851677,1
495,769,8.844789505,7.926916122,1
495,801,8.926653862,6.396298885,1
495,833,10.27799511,7.469321728,1
495,865,12.75267982,7.798613548,1
495,897,13.97072124,9.116364479,1
495,929,14.42530441,7.128298283,1
495,961,10.83400726,-6.179463387,1
495,993,28.10103989,4.071112633,1
495,1025,27.61925125,8.559309006,1
495,1057,29.00769615,-0.6760876179,1
495,1089,24.5897007,-1.994411826,1
495,1121,18.30852318,-2.513820648,1
495,1153,16.51681519,-2.836034536,1
495,1185,16.03300476,-3.941965103,1
495,1217,22.11188889,-5.995192051,1
495,1249,18.09671021,-9.549412727,1
495,1281,14.46133423,-7.663113594,1
495,1313,10.38420105,-6.976035118,1
495,1345,13.10424232,-18.83850861,1
495,1377,10.40523338,-17.94529724,1
495,1409,8.538581848,-17.78864288,1
495,1441,9.667702675,-4.256438255,1
495,1473,7.649032116,-6.418702126,1
495,1505,5.829984188,-6.850146294,1
495,1537,6.841569901,-6.747034073,1
495,1569,10.91599274,5.336317539,1
495,1601,6.20609045,-4.728117466,1
495,1633,5.801297188,-4.417176247,1
495,1665,4.609548569,-4.58168745,1
495,1697,4.116309643,-4.743697643,1
495,1729,4.593628883,-3.509735107,1
495,1761,5.096211433,-3.084838152,1
495,1793,3.604410172,-3.595484257,1
495,1825,2.234918118,-3.59048295,1
495,1857,1.743835092,-2.610425234,1
495,1889,1.469070792,-2.919931889,1
495,1921,1.387773514,-2.639193058,1
495,1953,2.459778786,-2.552056074,1
495,1985,1.068865776,-1.997181416,1
495,2017,-1.272140145,-2.725815296,1
527,33,0.836566627,0.03087949753,1
527,65,0.2814750969,0.8636535406,1
527,97,0.3752527237,1.266815901,1
527,129,0.7671546936,1.443083405,1
527,161,1.147161841,1.534633636,1
527,193,3.132222414,0.2308242619,1
527,225,1.809948921,-0.7272170782,1
527,257,1.176059246,-1.669324875,1
527,289,1.574396849,-2.463003874,1
527,321,1.688507318,-1.992221117,1
527,353,2.312242508,-1.117311478,1
527,385,3.30713892,-0.5873860121,1
527,417,3.879872799,-0.790589571,1
527,449,3.68662262,-0.7926748991,1
527,481,4.136291027,-0.5048242211,1
527,513,3.375798941,-0.309343338,1
527,545,2.82707572,-0.0215601325,1
527,577,3.104030371,-0.7146559358,1
527,609,3.576054096,-1.070569754,1
527,641,3.245978117,-1.389412165,1
527,673,3.145929337,-1.394981027,1
527,705,4.562848091,-0.8712496161,1
527,737,6.284994125,1.700394154,1
527,769,-8.162687302,15.81031609,1
527,801,6.883410454,4.967509747,1
527,833,22.05563354,15.31188774,1
527,865,9.930212021,8.665370941,1
527,897,10.47009373,7.702470303,1
527,929,11.77663517,7.77478838,1
527,961,8.545599937,-6.318433762,1
527,993,15.03751659,0.2697765827,1
527,1025,20.95810318,11.06558323,1
527,1057,26.55929947,10.50495434,1
527,1089,24.32932663,-1.59178853,1
527,1121,18.16722298,-2.344865799,1
527,1153,10.60401535,12.608428,1
527,1185,13.9518528,-4.124990463,1
527,1217,19.31529999,-11.97298717,1
527,1249,18.5177021,-16.34487724,1
527,1281,12.80003929,-10.47915268,1
527,1313,-7.753019333,-6.812962532,1
527,1345,10.34108162,-17.91428375,1
527,1377,7.751874924,-17.76123428,1
527,1409,5.877264023,-15.7830143,1
527,1441,7.198054314,-3.016571999,1
527,1473,5.789039135,-5.350311279,1
527,1505,2.071181297,-6.481113434,1
527,1537,1.098864079,-5.624214649,1
527,1569,1.53392601,-5.268529892,1
527,1601,25.08095932,-5.67781353,1
527,1633,5.540320396,-4.373868942,1
527,1665,4.26324749,-4.160283089,1
527,1697,3.302360058,-3.814743042,1
527,1729,2.353970051,-3.355533838,1
527,1761,3.277946949,-3.088354588,1
527,1793,2.789800406,-3.051465034,1
527,1825,1.49731493,-2.736837864,1
527,1857,1.254773021,-2.917015076,1
527,1889,1.189718008,-3.083112717,1
527,1921,0.9663620591,-2.912832737,1
527,1953,-2.716838121,-3.294944048,1
527,1985,0.008727908134,-2.472184181,1
527,2017,-0.07759654522,-2.727547646,1
559,33,-0.1482316107,-0.04888153076,1
559,65,-0.3853049278,1.116846323,1
559,97,0.02414345741,1.574896693,1
559,129,1.092117071,1.624296784,1
559,161,2.355033159,2.710421085,1
559,193,1.865716219,-0.06652897596,1
559,225,1.07066083,-0.9995158911,1
559,257,1.012564778,-1.253313065,1
559,289,1.238686442,-2.655855417,1
559,321,1.475730181,-1.63576889,1
559,353,2.878777981,-0.6182055473,1
559,385,1.418310881,-2.364465952,1
559,417,1.539781809,-1.592082262,1
559,449,2.464996576,-1.598978281,1
559,481,3.593298435,-0.02721786499,1
559,513,3.007356405,0.8416048884,1
559,545,2.941020012,-0.1923413873,1
559,577,4.030652523,-1.305856943,1
559,609,17.81038284,-7.927105427,1
559,641,3.487075329,-1.949375987,1
559,673,3.686917782,-2.580986977,1
559,705,20.75914192,9.292125702,1
559,737,5.213264942,-0.5876681805,1
559,769,5.832076073,1.123993397,1
559,801,6.123217583,1.952418804,1
559,833,6.856601715,2.707010269,1
559,865,8.754823685,4.065824509,1
559,897,8.68085289,7.683871269,1
559,929,9.628334045,9.269251823,1
559,961,10.46982098,9.777420044,1
559,993,9.796784401,-0.6149328947,1
559,1025,11.25728798,4.006763458,1
559,1057,14.25019169,4.771840572,1
559,1089,4.539726257,6.914533615,1
559,1121,5.619734764,10.15472412,1
559,1153,3.678207397,12.6934185,1
559,1185,3.793580055,13.1430912,1
559,1217,3.583898544,12.55194855,1
559,1249,19.48342514,-21.30533028,1
559,1281,0.8759183884,-9.855436325,1
559,1313,1.153491974,-7.180360794,1
559,1345,9.402541161,-16.13919449,1
559,1377,26.25995064,-2.936467171,1
559,1409,3.785968304,-14.20061684,1
559,1441,3.800570488,-4.328668594,1
559,1473,23.18862534,1.330483437,1
559,1505,2.987783432,-5.082100391,1
559,1537,1.306505919,-5.325526237,1
559,1569,1.742506981,-5.226775646,1
559,1601,3.030654907,-4.148293018,1
559,1633,4.165643215,-4.438354492,1
559,1665,3.780065536,-4.348119259,1
559,1697,3.474909782,-4.232573032,1
559,1729,2.665858507,-3.649363995,1
559,1761,2.554774284,-3.302448273,1
559,1793,1.907696486,-2.550423384,1
559,1825,0.8023173809,-1.628672361,1
559,1857,0.9154067039,-3.520156622,1
559,1889,0.893914938,-2.686147928,1
559,1921,-0.6580153108,-0.784478426,1
559,1953,-1.941631317,-2.241200209,1
559,1985,-1.668163538,-2.468098164,1
559,2017,-1.245213032,-2.52967906,1
591,33,0.03947614133,-0.08780193329,1
591,65,0.5472191572,0.4346007705,1
591,97,0.3749674559,1.158427835,1
591,129,0.9122053385,0.7160323858,1
591,161,1.037949443,0.1855303049,1
591,193,0.4144998789,-1.702340364,1
591,225,0.6956132054,-1.417437553,1
591,257,1.500018358,0.2285019159,1
591,289,1.493682146,-0.2691390514,1
591,321,2.993468761,-1.736465693,1
591,353,5.01734066,-2.38626194,1
591,385,2.961027384,-1.85711813,1
591,417,2.231835127,-0.84308815,1
591,449,2.394239426,-0.679929316,1
591,481,1.941911936,0.4393219948,1
591,513,2.8020823,1.406591415,1
591,545,3.116907358,-0.4065704644,1
591,577,2.644307613,-1.016787648,1
591,609,2.48853302,-1.525134563,1
591,641,3.530174017,-2.030810833,1
591,673,2.820244312,-3.665092707,1
591,705,2.423297405,-1.83772099,1
591,737,3.539449692,-1.465315938,1
591,769,5.088302612,-1.185036421,1
591,801,6.078811169,0.4999568462,1
591,833,7.024529457,1.701491117,1
591,865,8.180962563,2.293698788,1
591,897,8.471227646,6.436079025,1
591,929,9.154284477,7.146386147,1
591,961,9.28805542,7.81930542,1
591,993,7.190045357,-4.055717945,1
591,1025,7.5339818,-0.9907181263,1
591,1057,8.331176758,-0.6626373529,1
591,1089,9.318917274,-1.428703547,1
591,1121,0.5975894928,12.96658516,1
591,1153,2.569171906,13.62373638,1
591,1185,2.553863525,12.74593735,1
591,1217,3.602782249,11.80565834,1
591,1249,6.843967438,-20.12887573,1
591,1281,17.77791023,-7.020542622,1
591,1313,17.43999481,-6.975054264,1
591,1345,8.459875107,-16.30980301,1
591,1377,7.275567055,-13.92149544,1
591,1409,4.306281567,-13.89781094,1
591,1441,3.818353653,-5.34040451,1
591,1473,4.923690319,-5.163501263,1
591,1505,5.471786976,-5.365005493,1
591,1537,4.043461323,-5.965473175,1
591,1569,17.17252731,8.411320686,1
591,1601,3.655819893,-4.619904995,1
591,1633,2.386145115,-4.663663387,1
591,1665,3.239329338,-5.186146736,1
591,1697,4.087533951,-5.522765636,1
591,1729,4.57487154,-4.367997169,1
591,1761,3.126488447,-3.321515083,1
591,1793,1.79306078,-2.741881847,1
591,1825,1.834302664,-2.973778725,1
591,1857,1.844852209,-4.291333675,1
591,1889,1.681272984,-2.744575024,1
591,1921,0.02820158005,-1.134577274,1
591,1953,-1.20204854,-2.341504574,1
591,1985,-1.496887207,-2.655328274,1
591,2017,-1.085491896,-2.161545038,1
623,33,0.5997593999,0.3485786915,1
623,65,0.6729575396,0.4423972666,1
623,97,0.6221109629,1.009333611,1
623,129,0.9380208254,0.5927267075,1
623,161,0.4459455013,-0.05212441087,1
623,193,-0.3757649362,-1.599802852,1
623,225,0.1726338714,-1.403442383,1
623,257,0.3361902833,-0.08807349205,1
623,289,0.41456604,-1.080993414,1
623,321,3.42980504,-1.818263292,1
623,353,3.317414522,-2.604634285,1
623,385,4.35804081,-10.05254555,1
623,417,0.8331234455,0.5801602602,1
623,449,0.04646891356,0.5931198001,1
623,481,-0.2165400982,1.243924856,1
623,513,2.627475977,1.348413944,1
623,545,2.864161491,-0.04151904583,1
623,577,0.9735133648,-0.2629801035,1
623,609,0.642916441,-1.009809852,1
623,641,0.864700079,-2.113958597,1
623,673,2.181780815,-4.306664467,1
623,705,2.302513123,-2.631270647,1
623,737,2.927965641,-2.073676586,1
623,769,4.016939163,-2.404860735,1
623,801,4.371934414,-1.7908777,1
623,833,5.149885178,-0.52637887,1
623,865,6.588164806,1.37402451,1
623,897,6.504175186,3.084059715,1
623,929,6.956571102,5.758667469,1
623,961,6.573441029,5.275037289,1
623,993,6.621078014,5.761263847,1
623,1025,5.676325321,-1.556492567,1
623,1057,5.22095108,-1.416112542,1
623,1089,15.77992058,-1.448709011,1
623,1121,22.79854584,-1.943818808,1
623,1153,1.84164381,13.43656158,1
623,1185,3.128730774,13.00135422,1
623,1217,4.420478344,9.544045448,1
623,1249,8.475515366,-14.46258354,1
623,1281,10.46231651,-7.375346184,1
623,1313,13.78209686,-7.217943192,1
623,1345,-0.31701231,1.735636711,1
623,1377,6.773044586,-13.72600555,1
623,1409,7.32345295,-12.47123337,1
623,1441,-14.6022892,-6.945768356,1
623,1473,7.551567078,-5.96994257,1
623,1505,6.80505085,-6.36036253,1
623,1537,4.891960621,-6.108462811,1
623,1569,6.211722374,-5.393111706,1
623,1601,4.047833443,-6.166453362,1
623,1633,1.699431896,-4.986261845,1
623,1665,3.26934433,-5.482590675,1
623,1697,4.757092476,-5.921050549,1
623,1729,5.137726307,-4.889588833,1
623,1761,3.883213282,-3.428628683,1
623,1793,2.951946497,-3.154225826,1
623,1825,2.910636187,-3.673956871,1
623,1857,3.47513175,-3.436290741,1
623,1889,3.242576361,-2.947936296,1
623,1921,1.662238955,-2.50848484,1
623,1953,0.9597014189,-2.306159973,1
623,1985,-0.5137545466,-5.104500771,1
623,2017,-1.191558838,-2.257909298,1
655,33,2.032422543,0.5573115349,1
655,65,1.050048232,0.4734947383,1
655,97,0.6449077129,0.6952736378,1
655,129,1.267127156,1.323356271,1
655,161,0.6582339406,-0.1965824962,1
655,193,0.3607807755,-1.122099996,1
655,225,-0.03612984717,-0.8493916988,1
655,257,-0.8239153624,-0.4353011847,1
655,289,-0.2390229702,-1.440018177,1
655,321,-0.1809040308,-2.51925087,1
655,353,-0.4775781631,-3.030956268,1
655,385,6.286077499,17.28608322,1
655,417,-1.020015717,-0.5818789005,1
655,449,-0.6867312193,0.7856521606,1
655,481,0.8263745308,2.431683064,1
655,513,1.477482796,1.383218527,1
655,545,1.527644992,0.2613843083,1
655,577,2.19955349,-0.5822472572,1
655,609,1.54249692,-0.602905035,1
655,641,0.6424210072,-1.044527292,1
655,673,2.56314826,-4.506948471,1
655,705,3.167577505,-4.584369659,1
655,737,3.641105652,-3.488604546,1
655,769,3.78081274,-3.135414362,1
655,801,3.194519758,-3.975969791,1
655,833,3.579332352,-2.041291237,1
655,865,5.083203316,0.255697608,1
655,897,6.64747715,0.6734712124,1
655,929,6.766900539,2.597676754,1
655,961,5.950485229,3.598498344,1
655,993,7.944534302,4.38451767,1
655,1025,0.2702970505,-2.267008543,1
655,1057,0.5720663071,-1.843584061,1
655,1089,7.87171793,-1.182226419,1
655,1121,15.18499947,-1.974924088,1
655,1153,1.249567986,-3.526164532,1
655,1185,3.37204504,12.22726631,1
655,1217,-8.116316795,-8.636979103,1
655,1249,5.614531517,-9.050563812,1
655,1281,6.011836529,-7.905757904,1
655,1313,6.067203522,-14.9046011,1
655,1345,-1.400240898,-23.18593216,1
655,1377,2.465339184,-16.37769699,1
655,1409,6.248880386,-12.95726204,1
655,1441,7.111474514,-10.14127731,1
655,1473,6.054296017,-9.081481934,1
655,1505,5.317321777,-7.730069637,1
655,1537,1.61098671,-7.694061756,1
655,1569,1.854026794,-6.869690895,1
655,1601,3.544829845,-5.156493187,1
655,1633,2.602565527,-4.575863838,1
655,1665,14.93319607,-5.491285324,1
655,1697,11.52963257,-5.557156086,1
655,1729,5.449931145,-4.586337566,1
655,1761,5.366816521,-2.82269907,1
655,1793,4.394949913,-2.577172041,1
655,1825,2.924835443,-3.356347084,1
655,1857,2.77030015,-2.948039055,1
655,1889,2.135771275,-2.726923466,1
655,1921,1.399045229,-2.168325663,1
655,1953,1.337704897,-1.651954174,1
655,1985,0.3976411819,-2.808387041,1
655,2017,-0.924462676,-2.214754581,1
687,33,-0.2395285964,0.6799887419,1
687,65,-0.4705699682,-0.6759248972,1
687,97,0.3978757858,-0.2965292037,1
687,129,0.8919855952,-0.4925042391,1
687,161,0.8422080278,-0.7186567783,1
687,193,0.5572767258,-1.617645025,1
687,225,0.2092614174,-2.125398874,1
687,257,-0.2509067655,-1.727246284,1
687,289,-0.9451926947,-1.475062847,1
687,321,-1.356761932,-4.200321198,1
687,353,-1.417267442,-5.419822693,1
687,385,-1.423736811,-2.307155609,1
687,417,3.879726171,-18.64986801,1
687,449,-1.73690176,0.1497325897,1
687,481,-0.0388353169,-0.2342368364,1
687,513,0.7482532859,0.02579128742,1
687,545,1.419125676,-0.9488854408,1
687,577,13.52688599,5.53494978,1
687,609,3.543970823,-2.603794336,1
687,641,1.20721221,-1.266664028,1
687,673,2.338664055,-4.517227173,1
687,705,2.215942383,-4.115994453,1
687,737,1.96295619,-4.56551218,1
687,769,2.29857707,-3.674170256,1
687,801,2.068334103,-3.475493193,1
687,833,1.044133186,-2.864823103,1
687,865,2.871320963,-2.766244411,1
687,897,4.166995049,-1.278655529,1
687,929,5.837654114,-0.8418661356,1
687,961,6.364551544,1.679312229,1
687,993,7.290829659,2.152122021,1
687,1025,1.593040466,-2.702484369,1
687,1057,4.827118874,-2.157039165,1
687,1089,-14.99092293,-1.285888314,1
687,1121,15.17008591,0.06165909767,1
687,1153,0.09365415573,-1.363039732,1
687,1185,-11.57834435,-17.69717979,1
687,1217,3.964290619,-8.315540314,1
687,1249,4.146732807,-10.75304317,1
687,1281,4.69609499,-8.106416702,1
687,1313,21.71298599,-2.4590168,1
687,1345,1.434343815,-19.56270599,1
687,1377,1.181795597,-16.37988472,1
687,1409,2.876213074,-14.66115475,1
687,1441,3.630751133,-11.11250114,1
687,1473,3.877115488,-14.37522125,1
687,1505,4.428853512,-12.05938339,1
687,1537,22.18740845,-6.419992447,1
687,1569,2.164513588,-6.165048122,1
687,1601,3.827624798,-5.647990704,1
687,1633,3.889627457,-5.626619816,1
687,1665,3.456697464,14.33223343,1
687,1697,5.489393711,-5.707465172,1
687,1729,3.530161858,-4.746517181,1
687,1761,-9.938332558,-13.45468807,1
687,1793,4.413027763,-2.168112993,1
687,1825,2.242334604,-2.771212339,1
687,1857,1.691044807,-2.938675404,1
687,1889,1.741584301,-2.385234594,1
687,1921,1.558594704,-1.597483635,1
687,1953,1.202818513,-1.142912269,1
687,1985,0.6724902391,-0.242739439,1
687,2017,-0.1038309336,-2.048206806,1
719,33,-0.1965646148,0.9495607615,1
719,65,0.3552525043,-1.331670761,1
719,97,1.059450984,-1.762741566,1
719,129,1.281880736,-1.960925698,1
719,161,0.480298847,-3.083772182,1
719,193,-0.01637125015,-2.880149364,1
719,225,0.1825846732,-3.051327229,1
719,257,-0.1659756899,-2.520827532,1
719,289,-2.2754879,-2.016500473,1
719,321,-2.496628523,-2.611750603,1
719,353,-2.56410265,-2.402138233,1
719,385,-2.813744545,-0.847817421,1
719,417,-12.37398338,13.82462883,1
719,449,-2.49706316,-1.236814022,1
719,481,-1.35197401,-3.127475262,1
719,513,-0.08191424608,-2.984484673,1
719,545,0.6944993734,-3.856470823,1
719,577,3.396769762,-2.984667301,1
719,609,-9.449111938,-19.14822578,1
719,641,4.201615334,-3.493096352,1
719,673,2.824594975,-3.868219137,1
719,705,1.729719877,-4.194994926,1
719,737,0.7584686279,-4.28404808,1
719,769,0.7478988171,-3.299602032,1
719,801,0.8634982109,-3.14970088,1
719,833,0.4923168421,-3.301600456,1
719,865,1.488465786,-3.18277216,1
719,897,3.280899525,-2.420281649,1
719,929,3.420541525,-2.167539597,1
719,961,3.439421177,-2.210284233,1
719,993,3.488576889,0.3403718472,1
719,1025,3.333557129,-1.782642365,1
719,1057,3.54796505,-1.676023006,1
719,1089,-15.65316582,-1.258136988,1
719,1121,23.64862823,-2.442079544,1
719,1153,5.671784878,-4.211523056,1
719,1185,6.058360577,-2.657839298,1
719,1217,8.408063889,0.2119817734,1
719,1249,3.22061491,-12.96021271,1
719,1281,3.538559914,-8.601812363,1
719,1313,-3.496115208,-20.25930023,1
719,1345,-3.340867281,-12.16393375,1
719,1377,1.38356638,-15.73879814,1
719,1409,2.984796762,-15.11307812,1
719,1441,4.955989838,-8.517638206,1
719,1473,5.355745316,-4.689638138,1
719,1505,3.187603951,-6.620745659,1
719,1537,2.135190487,-5.657464504,1
719,1569,2.491066456,-5.508916855,1
719,1601,4.287574768,-6.140892982,1
719,1633,3.907648325,-5.684411049,1
719,1665,3.234022856,-5.663956165,1
719,1697,2.926403999,-5.159796238,1
719,1729,1.460029125,-4.426166058,1
719,1761,2.272727489,-4.141962528,1
719,1793,2.695096254,-2.703898191,1
719,1825,2.227368832,-2.441173553,1
719,1857,1.817806005,-2.271762848,1
719,1889,1.801858902,-1.805509806,1
719,1921,1.507276177,-1.278000236,1
719,1953,1.724092245,-1.04676342,1
719,1985,1.770925403,0.2115329504,1
719,2017,1.051995873,-1.92113781,1
751,33,0.5538280606,0.6557016373,1
751,65,1.192682505,-0.390404433,1
751,97,1.556635618,-0.5522678494,1
751,129,1.136548758,-1.751679301,1
751,161,0.4332897961,-4.032520294,1
751,193,-17.42350197,-11.27044201,1
751,225,0.8238301873,-3.51173377,1
751,257,-0.1314588338,-3.198240042,1
751,289,-1.188470364,-3.217355251,1
751,321,-4.704168797,-3.32196188,1
751,353,-4.421486855,-3.294285297,1
751,385,-2.848217487,-2.45108819,1
