PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 22, filenames: A:[22]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[23]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.183924079,6.114572048,1
47,65,1.654247642,-2.541938066,1
47,97,3.43370533,-2.781030416,1
47,129,3.091778755,-3.449608564,1
47,161,2.489877224,-2.09568882,1
47,193,2.155234337,-1.255669594,1
47,225,1.557685614,-1.295062542,1
47,257,1.806679487,-1.538405895,1
47,289,2.150373459,-1.327262402,1
47,321,-7.103281021,-14.63235664,1
47,353,1.556631207,-1.402710915,1
47,385,-0.131300807,-2.221206427,1
47,417,0.1718517542,-2.523104906,1
47,449,1.670728445,-1.924413681,1
47,481,2.476346254,-1.833135724,1
47,513,1.910509348,-1.900483966,1
47,545,1.582564354,-2.507759333,1
47,577,1.531941175,-2.882592916,1
47,609,1.651370049,-2.122701168,1
47,641,1.516046524,-0.2910587788,1
47,673,1.166900635,-0.7651906013,1
47,705,1.381049633,-0.7578539848,1
47,737,0.9103143215,-0.8174045086,1
47,769,0.7077355385,-2.331016541,1
47,801,1.677865744,-4.167126656,1
47,833,2.300386429,-3.644542217,1
47,865,0.7611789107,-2.062320709,1
47,897,0.7828763723,-2.961247444,1
47,929,0.8620028496,-3.30701232,1
47,961,1.467512727,-3.507000446,1
47,993,1.568369627,-2.819759369,1
47,1025,4.544695854,-2.672553778,1
47,1057,5.31613636,-0.8385589123,1
47,1089,3.037167072,-1.143064499,1
47,1121,3.001552105,-3.069501638,1
47,1153,0.254979372,-1.590394378,1
47,1185,-1.347790718,-0.3436108828,1
47,1217,-0.9759576321,-1.855199099,1
47,1249,0.577423811,-2.468203068,1
47,1281,1.730052948,-1.20409894,1
47,1313,2.873148918,-0.7955217361,1
47,1345,4.559177399,-3.41435051,1
47,1377,3.970428705,-2.718729019,1
47,1409,3.285850286,-2.062478065,1
47,1441,3.002332211,-2.329188347,1
47,1473,2.536985874,-3.19039607,1
47,1505,1.242594004,-3.220733881,1
47,1537,-0.2943575382,-2.915049553,1
47,1569,-0.9081448317,-1.641302943,1
47,1601,-1.587147355,-0.9002000093,1
47,1633,-1.841764688,-1.32930398,1
47,1665,-1.077745676,-0.7410218716,1
47,1697,-0.5073623657,-0.5040092468,1
47,1729,-0.1624243259,-0.9224114418,1
47,1761,-0.1790124178,-0.2161316872,1
47,1793,-0.4052214622,0.05080121756,1
47,1825,-0.2279633284,0.1915690005,1
47,1857,-0.09575024247,-0.015604496,1
47,1889,0.04515711963,0.0647945106,1
47,1921,0.09266971797,0.06045721471,1
47,1953,0.0553426221,-0.2153962851,1
47,1985,-0.1151804328,-0.164343074,1
47,2017,-0.05453562737,0.004647254944,1
79,33,1.045567274,1.768522024,1
79,65,1.005877972,-0.6342012882,1
79,97,1.392741203,-1.109874368,1
79,129,1.840341091,-1.503892183,1
79,161,1.21982944,-1.203054905,1
79,193,1.487513781,-0.8950192332,1
79,225,0.9350386858,-1.739845514,1
79,257,1.298133612,-1.474081278,1
79,289,1.886243701,-2.267942429,1
79,321,10.06972313,15.2824297,1
79,353,2.176180363,-1.626512289,1
79,385,1.913658857,-1.967544317,1
79,417,1.775431633,-1.258637905,1
79,449,2.089298964,-1.255090952,1
79,481,2.049468279,-1.390134454,1
79,513,0.9713773727,-1.817016006,1
79,545,0.1143670082,-2.425140858,1
79,577,-0.259286046,-2.772572756,1
79,609,-0.03037297726,-3.214411736,1
79,641,-0.4410003424,-3.755064964,1
