PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 63, filenames: A:[63]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[64]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,8.341362953,4.535224915,1
47,65,5.604291916,-0.5062919259,1
47,97,5.502516747,-0.2211529016,1
47,129,3.967963457,-1.093418837,1
47,161,0.107108593,-2.327748299,1
47,193,-1.632435083,-1.507428169,1
47,225,-1.621224642,5.752289772,1
47,257,-0.3102095127,6.511672974,1
47,289,1.939148664,2.137425423,1
47,321,12.57744694,15.39650726,1
47,353,3.941201687,-4.892530918,1
47,385,3.052351713,-5.905378819,1
47,417,2.090117455,-4.186341286,1
47,449,1.362543821,-1.649448395,1
47,481,1.812462091,-0.1235499382,1
47,513,3.185956955,-2.762572765,1
47,545,3.204452515,-3.7840271,1
47,577,3.239737988,-4.259396553,1
47,609,4.26687336,-3.656271935,1
47,641,2.696733952,-2.776766062,1
47,673,2.738624573,-1.47906971,1
47,705,3.700219631,-0.9507604837,1
47,737,4.499093533,-1.424028993,1
47,769,5.91753006,-3.165388346,1
47,801,5.600771904,-3.158275127,1
47,833,4.064670563,-0.5217745304,1
47,865,2.261826038,-1.40011692,1
47,897,-0.5153918266,-1.712247252,1
47,929,-1.647130966,-1.93118906,1
47,961,0.2535943985,-2.322864056,1
47,993,-0.09896981716,-3.778261423,1
47,1025,0.8879779577,-3.207013607,1
47,1057,2.271020889,-2.732563972,1
47,1089,0.5286787152,-5.328559875,1
47,1121,-0.3670339584,-6.394703865,1
47,1153,0.6287781596,-3.547312737,1
47,1185,-0.2198922634,-1.741021156,1
47,1217,-1.826704979,-1.787467003,1
47,1249,-1.737088323,-2.041612148,1
47,1281,-1.297103167,-1.305137634,1
47,1313,0.1868077517,-1.960348606,1
47,1345,1.338118792,-2.346865654,1
47,1377,-0.4380762577,-2.074854612,1
47,1409,-1.473662853,-2.657183886,1
47,1441,-1.443143368,-1.939488173,1
47,1473,-1.605965495,-0.732884407,1
47,1505,-1.313347816,-0.03743875027,1
47,1537,-2.246854782,0.1249547005,1
47,1569,-2.427673578,-0.4861459732,1
47,1601,-1.471374631,-1.584376931,1
47,1633,-0.6472859383,-1.260067821,1
47,1665,-0.5241376162,-0.5840830207,1
47,1697,-0.06858068705,0.01217591763,1
47,1729,0.2019871026,0.2030543387,1
47,1761,0.2753308415,0.110987097,1
47,1793,0.04313033819,0.03254652023,1
47,1825,0.02288630605,0.03630495071,1
47,1857,-0.2933308482,-0.1939455271,1
47,1889,-0.4061982334,-0.5372453928,1
47,1921,-0.04787260294,-0.3411505222,1
47,1953,-0.1348341405,-0.2533768415,1
47,1985,-0.06260514259,-0.1801799834,1
47,2017,-0.0530667305,0.1127977967,1
79,33,1.27088213,2.14652586,1
79,65,10.30721569,0.0330658108,1
79,97,3.366800547,0.7235118151,1
79,129,2.454155684,0.2617498636,1
79,161,1.571031213,-2.727693319,1
79,193,1.286196351,-3.564372063,1
79,225,2.133881092,1.045727611,1
79,257,2.402496815,1.415025115,1
79,289,2.442360401,-0.6025428772,1
79,321,3.30766964,-1.738547564,1
79,353,3.137907982,-3.919715881,1
79,385,2.468374968,-4.06768322,1
79,417,1.175321341,-2.614763737,1
79,449,1.285001278,-1.776169777,1
79,481,2.824379444,-0.8118417263,1
79,513,2.901268721,-2.099804401,1
79,545,2.760357857,-2.992580891,1
79,577,-1.129388809,16.90836906,1
79,609,1.831195831,-0.7516653538,1
79,641,1.566718817,-0.9836893082,1
79,673,2.678986073,-1.622558594,1
79,705,2.429217815,-1.731376886,1
79,737,0.789680481,-3.806035757,1
79,769,-0.3099886179,-4.811403751,1
