PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 36, filenames: A:[36]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[37]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.491559982,-0.509721756,1
47,65,-1.618923426,-0.4749901295,1
47,97,-0.2773772478,-1.978723764,1
47,129,0.2387654185,-2.327968121,1
47,161,-0.4168031216,-2.531760216,1
47,193,-2.284019947,-4.141327858,1
47,225,-2.460956335,-2.557771921,1
47,257,-0.6180584431,-2.238809824,1
47,289,0.1445268393,-0.7599368095,1
47,321,0.5427149534,-1.763986588,1
47,353,0.4474738836,-3.240911007,1
47,385,-0.2808260918,-4.468446732,1
47,417,-0.7039005756,-5.441709995,1
47,449,0.02549612522,-4.482725143,1
47,481,0.3874017,-4.478617668,1
47,513,0.2202605009,-4.55447197,1
47,545,-0.3914831877,-3.624667883,1
47,577,-0.3085885048,-1.925583839,1
47,609,0.4108076096,0.3540046215,1
47,641,0.9900627136,0.5930056572,1
47,673,1.451046228,0.1396913528,1
47,705,3.125049114,0.126822114,1
47,737,3.989692211,-1.640339851,1
47,769,4.829455376,-3.182552576,1
47,801,2.179635525,-3.66379571,1
47,833,-0.4655493498,-1.912917614,1
47,865,0.7142579556,-1.97143054,1
47,897,1.252916098,-1.477179289,1
47,929,0.6544803381,-0.8068176508,1
47,961,-0.4916851521,-1.064769387,1
47,993,-0.4078769684,-0.7760314941,1
47,1025,4.012328625,-1.819872737,1
47,1057,5.635702133,-4.142243385,1
47,1089,3.01017046,-4.408615589,1
47,1121,0.7446784377,-5.058040142,1
47,1153,-0.5766874552,-4.974003315,1
47,1185,0.6190115213,-4.215360641,1
47,1217,2.923598289,-4.35756588,1
47,1249,3.652344465,-5.169730186,1
47,1281,3.07716465,-5.692854881,1
47,1313,3.099609852,-3.775973797,1
47,1345,1.675702095,-5.835758209,1
47,1377,1.242172837,-8.810117722,1
47,1409,-1.004993916,-9.257730484,1
47,1441,-0.8877686262,-6.170515537,1
47,1473,-0.3290866613,-4.034025192,1
47,1505,0.5589134693,-3.418869972,1
47,1537,1.756177664,-6.069327831,1
47,1569,2.372203827,-8.094864845,1
47,1601,2.418185949,-9.051205635,1
47,1633,1.400991201,-5.77454567,1
