PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 67, filenames: A:[67]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[68]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.578603745,2.847817898,1
47,65,0.1975795031,-0.2079744935,1
47,97,-0.9305063486,-0.9913039207,1
47,129,-0.8042213917,-2.553454399,1
47,161,3.15957284,-2.769184351,1
47,193,3.561834812,-3.416606665,1
47,225,2.06602025,-1.895041943,1
47,257,0.4100943208,-0.4527602196,1
47,289,-0.2218155861,-3.358079433,1
47,321,0.2556046844,-2.931888103,1
47,353,-13.74833012,7.384057045,1
47,385,-10.56526566,-3.518274307,1
47,417,2.948312759,-2.535848141,1
47,449,2.430341721,-2.920250177,1
47,481,1.891163945,-4.43046999,1
47,513,0.8614199162,-4.250470638,1
47,545,-0.0757086277,-4.700492859,1
47,577,-0.04435873032,-4.274381638,1
47,609,0.3586716652,-5.230646133,1
47,641,2.658685684,-6.174722672,1
47,673,1.177989006,-4.811603069,1
47,705,1.24838376,-3.794399738,1
47,737,2.770133734,-4.191143036,1
47,769,4.443522453,-3.770076752,1
47,801,4.171001911,-2.314210892,1
47,833,1.945557833,-0.7115035057,1
47,865,-0.6136130095,-3.485047817,1
47,897,-0.1996663809,-4.559763908,1
47,929,1.11195755,-5.266151428,1
47,961,1.626025677,-5.471373558,1
47,993,2.512663364,-5.16824913,1
47,1025,2.212442875,-3.863781929,1
47,1057,0.1554855704,-2.182260513,1
47,1089,-1.432478666,-1.588071346,1
47,1121,-1.317037225,-2.003884315,1
47,1153,-0.581744194,-1.399767399,1
47,1185,-1.329176664,-0.5026847124,1
47,1217,-0.6278967857,-1.743415356,1
47,1249,0.6391242146,-3.375123739,1
47,1281,-0.3545770645,-2.25069046,1
47,1313,-2.00092721,-0.3832101822,1
47,1345,-2.20019722,-0.9878849983,1
47,1377,-1.827753544,-0.3832092881,1
47,1409,-1.565394878,-0.4302270412,1
47,1441,-2.158478022,-1.35925889,1
47,1473,-1.72211349,-1.473053932,1
47,1505,-0.4413309097,-4.073134422,1
47,1537,-1.267255187,-3.4465487,1
47,1569,-1.985058784,-3.016824961,1
47,1601,-1.985511541,-2.978024006,1
47,1633,-1.386878729,-1.648706913,1
47,1665,-0.4418506622,-0.522441268,1
47,1697,0.2200839221,-0.4030674696,1
47,1729,-0.02738241851,-0.7145168781,1
47,1761,-0.01496684551,-0.4910457134,1
47,1793,0.07000026852,-0.1348948479,1
