PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 30, filenames: A:[30]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[31]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.965526104,-0.4527425766,1
47,65,0.338188529,0.5414588451,1
47,97,1.156902075,1.29300034,1
47,129,1.284286261,0.3842651844,1
47,161,0.9711375833,-1.450724483,1
47,193,0.5573821068,-1.735582352,1
47,225,-0.7374694943,-2.863991499,1
47,257,-0.3921037912,-2.995000839,1
47,289,1.189869642,-3.55203867,1
47,321,2.466448307,-4.53728056,1
47,353,1.850551128,-5.481577873,1
47,385,0.1308588982,-5.115600586,1
47,417,-2.10455513,-5.061914444,1
47,449,-3.72388649,-4.766466141,1
47,481,-2.136559248,-4.622928619,1
47,513,-0.3142769337,-3.213639975,1
47,545,-0.7632931471,-1.752562881,1
47,577,-1.371302724,-1.745638371,1
47,609,-1.261300921,-2.163763285,1
47,641,-1.875306606,-2.602722645,1
47,673,-1.429373026,0.01465964317,1
47,705,13.12938118,4.365004539,1
47,737,-1.43992424,-0.05240082741,1
47,769,0.05199891329,-2.633531094,1
47,801,-1.099199533,-3.460152626,1
47,833,-2.061561584,-2.46717453,1
47,865,-0.1990599632,-4.125712872,1
47,897,-0.3538398743,-4.178366661,1
47,929,-1.084087372,-1.658003092,1
47,961,-1.234243631,-2.025211811,1
47,993,-2.558543205,-4.981971741,1
47,1025,-2.422005177,-3.031236172,1
47,1057,-1.623020291,-1.255351543,1
47,1089,-1.926921129,-0.8344070911,1
47,1121,-3.058164835,-1.524031043,1
47,1153,-3.717446089,-0.885619998,1
47,1185,-3.917235613,0.2400955558,1
47,1217,-2.911639214,0.0109437108,1
47,1249,-1.219202518,-0.3899042606,1
47,1281,-0.1314115524,-0.7086354494,1
47,1313,-0.5820603371,0.771916151,1
47,1345,-1.411619902,1.514541149,1
47,1377,-1.671513319,-0.9431712627,1
47,1409,-2.991949558,-1.135442138,1
47,1441,-3.55392766,-1.969916463,1
47,1473,-3.671114922,-2.771199226,1
47,1505,-2.760607004,-0.971988678,1
47,1537,-4.165072441,0.07074213028,1
47,1569,-3.494766712,-1.976718426,1
47,1601,-2.196538687,-2.159259558,1
47,1633,-1.175402641,-1.140556574,1
47,1665,-0.2759745121,-0.5128007531,1
47,1697,-0.1473331451,-0.6377635002,1
47,1729,-0.3820935488,-1.374859571,1
47,1761,-0.271745652,-0.4231025577,1
47,1793,0.1272913218,0.7221646309,1
47,1825,0.1108493805,1.063990593,1
47,1857,-0.1376613379,0.6537611485,1
47,1889,-0.01282891631,0.5070688128,1
47,1921,0.3093429506,0.155134216,1
47,1953,0.3208917975,0.08912885189,1
47,1985,0.1918365061,-0.1613148749,1
47,2017,0.02925731242,-0.0344093442,1
79,33,0.07505846024,0.03548455238,1
79,65,0.8454825282,1.306382656,1
79,97,1.341499448,0.9283022285,1
79,129,1.943438292,-0.1823553145,1
79,161,1.626335859,-1.072830677,1
79,193,0.6011642218,-1.557480812,1
79,225,0.7396709919,-1.107321143,1
79,257,0.9796433449,-1.869333982,1
79,289,0.9745237827,-2.667295218,1
79,321,0.4715895653,-2.936655283,1
79,353,0.6437895298,-3.010231495,1
79,385,-0.02264392376,-2.92355442,1
79,417,-0.4786040187,-3.448638439,1
79,449,-0.1780814528,-3.048827887,1
79,481,0.4131321907,-3.191246271,1
79,513,0.2566246092,-1.730745792,1
79,545,-0.4275733232,-1.868188262,1
79,577,-15.19564152,11.61491108,1
79,609,-0.5666052103,-2.168835163,1
79,641,-0.5661990643,-2.896882057,1
79,673,-0.6559438705,-1.908969879,1
79,705,0.06841135025,-0.4947886467,1
79,737,-1.163190007,-2.030219555,1
79,769,-1.049246311,-2.596306801,1
79,801,-0.4625623822,-4.808219433,1
79,833,0.1000618935,-2.813999176,1
79,865,1.335025311,-2.795887947,1
79,897,-0.4604996443,-3.029658556,1
79,929,-0.05424493551,-3.943018436,1
79,961,0.7239508629,-3.430415392,1
79,993,-1.891633272,-6.007214546,1
79,1025,-2.624520302,-4.0008955,1
79,1057,-1.943093896,-1.724247694,1
79,1089,-2.008705616,-0.5850852728,1
79,1121,-2.361113548,-0.6494064927,1
79,1153,-2.75621438,-1.286774397,1
79,1185,-3.078065634,-0.9265784025,1
79,1217,-3.468313932,-0.8796661496,1
79,1249,-2.838582277,-1.325555801,1
79,1281,-2.642423153,-1.400954247,1
79,1313,-2.780214071,0.2446568906,1
79,1345,-2.940764189,0.3942753077,1
79,1377,-2.966979742,-1.589080334,1
79,1409,-3.280462027,-1.811324477,1
79,1441,-3.474449635,-2.633898735,1
79,1473,-3.48995471,-2.820626259,1
79,1505,-3.81614089,-2.371989727,1
79,1537,-4.156240463,0.2145416737,1
79,1569,-1.989920616,-0.821782589,1
79,1601,-1.772895217,-3.106853962,1
79,1633,-2.209984064,-2.984384537,1
79,1665,-1.738324761,-1.366149783,1
79,1697,-0.7231513262,-0.3354017138,1
79,1729,-0.1093369722,-0.283303082,1
79,1761,-0.386438936,-0.05563145876,1
79,1793,-0.3744621873,-0.3552659154,1
79,1825,-0.3438270092,-0.2513762712,1
79,1857,-0.01600809023,0.02120801806,1
79,1889,0.01708437502,0.01423500478,1
79,1921,-0.1095557809,0.3667455316,1
79,1953,-0.2283419669,0.261393249,1
79,1985,-0.1113354862,-0.05107204616,1
79,2017,0.01781471819,-0.1384543478,1
111,33,-0.1707898378,0.6186717749,1
111,65,0.9336405993,0.7933893204,1
111,97,1.594583273,0.4627146125,1
111,129,2.549175739,-0.419619143,1
111,161,2.222334385,-1.600840926,1
111,193,1.256970525,-1.974156499,1
111,225,0.6109855175,-1.304106355,1
111,257,0.5930082202,-0.9683650732,1
111,289,0.7473583221,-2.037891865,1
111,321,0.6634061933,-2.225047112,1
111,353,0.3266777396,-1.61705637,1
111,385,0.3097076714,-2.124329567,1
111,417,1.691941142,-2.214159489,1
111,449,-11.10738945,11.09452438,1
111,481,0.8300528526,-1.3147645,1
111,513,0.6308906078,-2.072929144,1
111,545,0.008504509926,-1.99073863,1
111,577,-0.3756072521,-2.227558851,1
111,609,0.7876732349,-1.625910282,1
111,641,0.6528676748,-3.39783287,1
111,673,0.2055827975,-4.174266338,1
111,705,0.1503539681,-3.239674568,1
111,737,6.336712837,15.63922215,1
111,769,0.3297715187,-0.8735108376,1
111,801,-0.2980132699,-2.220916748,1
111,833,-0.07690504193,-3.301205635,1
111,865,-0.2105771303,-2.385824442,1
111,897,-0.2334157974,-2.766619205,1
111,929,0.2897558212,-3.203900099,1
111,961,1.198200583,-3.331684828,1
111,993,0.7002345324,-4.760203362,1
111,1025,-1.683034062,-4.625750065,1
111,1057,-2.287660122,-2.627151251,1
111,1089,-2.202280521,-0.9424551725,1
111,1121,-1.923887014,-0.3435546756,1
111,1153,-2.098392487,-0.9415344596,1
111,1185,-2.335365772,-0.9838984609,1
111,1217,-2.770185709,-0.9522329569,1
111,1249,-3.083300591,-1.145302534,1
111,1281,-3.677961588,-0.6813162565,1
111,1313,-3.299197912,-0.3615103364,1
111,1345,-3.118848801,-1.080552101,1
111,1377,-3.344844341,-2.087095737,1
111,1409,-3.502943754,-1.918818951,1
111,1441,-3.461440563,-1.740246296,1
111,1473,12.81107616,-0.02453923225,1
111,1505,-4.300217628,-0.3204523921,1
111,1537,-3.038527489,0.4677401185,1
111,1569,-1.916898489,-0.3634849191,1
111,1601,-1.958246827,-1.414470911,1
111,1633,-2.322294712,-1.342214227,1
111,1665,-2.169385433,-1.608050823,1
111,1697,-5.297615051,-0.2810328901,1
111,1729,-0.2213867307,0.08053171635,1
111,1761,-0.3881079555,0.08178633451,1
111,1793,-0.6089729071,-0.2221441865,1
111,1825,-0.2411733866,-0.381531775,1
111,1857,0.09300918877,-0.0334110558,1
111,1889,0.008803762496,-0.03406198323,1
111,1921,-0.03214231133,0.2754478753,1
111,1953,-0.2017072588,0.2396642566,1
111,1985,-0.3831873834,0.1056446508,1
111,2017,-0.1904125959,-0.03721885756,1
143,33,-0.5191602707,1.15510428,1
143,65,1.213126421,-0.5988190174,1
143,97,1.837639809,-0.95071733,1
143,129,1.82649684,-1.66205883,1
143,161,1.720806837,-3.196208239,1
143,193,1.310553789,-2.394288301,1
143,225,0.4904268384,-1.510494947,1
143,257,-0.02872574329,-1.449528694,1
143,289,0.5817610025,-2.209997416,1
143,321,0.9608396292,-2.543428898,1
143,353,1.039713264,-2.117681026,1
143,385,0.9717303514,-2.132219791,1
143,417,1.74080348,-1.298685551,1
143,449,-6.983802795,13.85149288,1
143,481,-5.369843006,16.18835258,1
143,513,-0.3962197304,-2.998424053,1
143,545,-7.870697975,-8.721254349,1
143,577,-6.201411724,-18.95803452,1
143,609,1.454810619,-2.534256935,1
143,641,0.9892732501,-3.30011487,1
143,673,-0.02548444271,-4.544951439,1
143,705,0.1062434912,-3.805115223,1
143,737,-0.2963097095,-3.09406662,1
143,769,-0.8564702272,-2.226905107,1
143,801,-0.3789635897,-1.241204739,1
143,833,-1.544700861,-3.028689146,1
143,865,-0.5009613037,-1.938906431,1
143,897,-0.5301356316,-2.862378359,1
143,929,-0.4300965667,-2.359010935,1
143,961,0.01571503282,-3.123783588,1
143,993,-0.3804721832,-3.782018661,1
143,1025,-1.336867094,-3.063144445,1
143,1057,-1.979380608,-1.893551826,1
143,1089,-2.04862237,-1.064314485,1
143,1121,-1.978318214,-0.7289388776,1
143,1153,-1.972302437,-0.6464372873,1
143,1185,-1.600602388,-0.5456278324,1
143,1217,-1.719580412,-0.1973257959,1
143,1249,-2.052654982,-0.3263217509,1
143,1281,-2.04967165,-0.09362277389,1
143,1313,-1.763703823,-0.6004602313,1
143,1345,-2.444959879,-1.8786273,1
143,1377,-3.64984107,-3.269622326,1
143,1409,-3.707666159,-2.809159279,1
143,1441,-3.592803955,-1.598876238,1
143,1473,-4.008378029,-0.4403764009,1
143,1505,-3.617195606,1.710654855,1
143,1537,-2.970490456,1.725832462,1
143,1569,-1.823377609,-0.0622074604,1
143,1601,-1.318123579,-0.7059726119,1
143,1633,-1.292889357,-0.5077932477,1
143,1665,-1.874227405,-1.060361028,1
143,1697,-4.275288105,-0.07122135162,1
143,1729,-2.526916742,11.43600655,1
143,1761,-18.04842377,-10.76857471,1
143,1793,-0.2870624065,-0.2211143374,1
143,1825,-0.05415800214,-0.07930207253,1
143,1857,0.07848393917,-0.02618020773,1
143,1889,-0.1250443757,0.005428545177,1
143,1921,-0.2436998636,0.09885209054,1
143,1953,-0.2261871696,0.08660351485,1
143,1985,-0.5274705887,-0.06226065755,1
143,2017,-0.3189034164,0.03514185548,1
175,33,-1.224434614,1.395953655,1
175,65,1.003731251,-0.3945747018,1
