PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 44, filenames: A:[44]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[45]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1303944588,8.180550575,1
47,65,3.847156286,-0.1577256322,1
47,97,5.55982399,-2.946140766,1
47,129,5.814645767,-3.293668747,1
47,161,4.968013763,-2.320187092,1
47,193,4.445342064,-2.420847178,1
47,225,3.744317055,-4.280287743,1
47,257,2.296770811,-5.76113987,1
47,289,0.9297575951,-3.566925764,1
47,321,-0.1850011349,-1.433372736,1
47,353,0.4835903645,-2.471135139,1
47,385,0.1939288378,-3.517654896,1
47,417,0.7118279934,-2.344091892,1
47,449,2.29062891,-4.05413723,1
47,481,2.003784657,-4.291632175,1
47,513,2.534104109,-3.259778976,1
47,545,7.401584625,-4.652562141,1
47,577,6.107910633,-4.450623989,1
47,609,3.183884621,-6.731912613,1
47,641,4.116091728,-4.603672981,1
47,673,4.629163742,-1.963520765,1
47,705,3.571940899,-1.248953104,1
47,737,0.3789196014,-1.574043512,1
47,769,-1.848593235,-1.862983584,1
47,801,0.5912456512,-2.57803154,1
47,833,3.079708576,-5.365927219,1
47,865,1.96586132,-5.194843292,1
47,897,1.513288736,-4.701458931,1
47,929,1.529349327,-4.845705986,1
47,961,2.206638336,-6.033158302,1
47,993,1.320707083,-6.480288506,1
47,1025,1.402512193,-6.238686562,1
47,1057,0.7595648766,-4.495210648,1
47,1089,-0.8289806843,-3.822694778,1
47,1121,-0.5329005718,-5.444487095,1
47,1153,-0.2732948661,-5.221405506,1
47,1185,0.03102365136,-4.927696228,1
47,1217,0.9669175148,-4.255871296,1
47,1249,1.230581403,-5.043032646,1
47,1281,-0.7684473991,-6.564951897,1
47,1313,1.863410473,-2.317592144,1
47,1345,2.62016058,0.6371276379,1
47,1377,1.327404499,-0.8640805483,1
47,1409,0.7888804078,-0.7874100208,1
47,1441,-0.2908343077,-2.38347435,1
47,1473,-0.1785196066,-2.67967701,1
47,1505,-0.7551288605,-1.421949863,1
47,1537,-1.545096159,-0.7967258692,1
47,1569,-0.7565416694,-0.9562789202,1
47,1601,-0.2909942865,-1.036401987,1
47,1633,0.5272191167,-1.363455772,1
47,1665,0.5761629343,-0.9303746223,1
47,1697,0.3688374162,-0.3964554071,1
47,1729,-0.3818506002,0.677893281,1
47,1761,-0.008912026882,0.5672371387,1
47,1793,0.4368847013,0.4216735959,1
47,1825,0.3748902082,-0.08413517475,1
47,1857,0.259164989,-0.1012786329,1
47,1889,0.1156470329,0.1375859976,1
47,1921,0.07910475135,0.1184221506,1
47,1953,0.07494732738,0.1245096922,1
47,1985,0.1940652132,-0.0546221137,1
47,2017,-0.2315011919,-0.6939353943,1
79,33,0.7283251286,3.372330666,1
79,65,3.781213045,-0.408408761,1
79,97,4.267966747,-2.157553673,1
79,129,3.170928478,-3.42570734,1
79,161,3.930574417,-2.573447704,1
79,193,3.488553524,-2.883875847,1
79,225,3.775055885,-3.49364686,1
79,257,6.251958847,-3.946146011,1
79,289,5.464324951,-4.467065334,1
79,321,4.104374886,-4.06227684,1
79,353,1.730425596,-5.346081734,1
79,385,0.9358491898,-2.68490839,1
79,417,1.459275603,0.05266809464,1
79,449,3.293079853,-3.983828545,1
79,481,2.197293043,-5.289950371,1
79,513,0.6185860634,-5.135373116,1
79,545,4.266342163,-2.948105574,1
79,577,3.54899621,-3.711130857,1
79,609,2.147711277,-6.427885056,1
79,641,2.867682934,-3.186403513,1
79,673,3.51701498,-3.05343008,1
79,705,4.844648838,-2.553297997,1
79,737,4.112287998,-2.378140926,1
79,769,2.36950779,-2.138487816,1
79,801,2.922871113,-3.154202223,1
79,833,2.262117863,-4.835580349,1
79,865,1.881417751,-4.504533768,1
79,897,1.874907374,-2.218884706,1
