PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 8, filenames: A:[8]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[9]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.0219836235,0.5839084387,1
47,65,0.6703444719,-0.1836862862,1
47,97,1.179689169,-1.774255753,1
47,129,1.014090896,-1.679475069,1
47,161,0.5178513527,0.2645445466,1
47,193,2.588502884,-0.547306776,1
47,225,3.148255825,-1.833010316,1
47,257,2.944080591,-2.006306648,1
47,289,2.854585886,-0.9990991354,1
47,321,1.265145063,-1.25959909,1
47,353,3.625994205,19.01547432,1
47,385,3.41040659,-2.192116737,1
47,417,4.060623169,-2.351693392,1
47,449,2.595591545,-2.531135082,1
47,481,1.525751114,-2.465934277,1
47,513,18.23533821,1.410998344,1
47,545,2.264548063,-2.961317778,1
47,577,4.351687431,-2.840271473,1
47,609,5.137089252,-4.123778343,1
47,641,7.674886703,-5.316355705,1
47,673,7.672203064,-3.480917931,1
47,705,8.188257217,-1.333068967,1
47,737,9.405767441,-0.09560295939,1
47,769,8.910377502,-0.110355854,1
47,801,7.486706734,-1.739421606,1
47,833,6.485408783,-6.394738197,1
47,865,5.606063366,-2.587173939,1
47,897,5.553759098,-1.948053837,1
47,929,4.479952335,-3.01275897,1
47,961,3.742233753,-3.377798796,1
47,993,5.174993515,-3.199171543,1
47,1025,6.220583916,-3.36520052,1
47,1057,7.372643471,-2.673133135,1
47,1089,7.323223114,-1.846352577,1
47,1121,5.66429615,-0.9939625263,1
47,1153,4.41331768,-2.052307844,1
47,1185,2.778035164,-2.355951309,1
47,1217,5.929170609,-2.642261982,1
47,1249,6.762405396,-3.173092842,1
47,1281,4.845659256,-4.155964375,1
47,1313,4.732924461,-3.097149372,1
47,1345,4.558012486,-1.965772152,1
47,1377,4.092877388,-3.982852936,1
47,1409,2.712792397,-4.930763245,1
47,1441,0.4422886372,-5.266782284,1
47,1473,-0.8401083946,-5.811784744,1
47,1505,1.22061801,-5.014260769,1
47,1537,4.095129967,-5.085857868,1
47,1569,5.220923424,-5.027302742,1
47,1601,2.158115387,-3.677106619,1
47,1633,2.674086571,-1.606269836,1
47,1665,1.454055786,0.2696352005,1
47,1697,-0.1694092751,0.8118422031,1
47,1729,0.07143223286,0.2539422512,1
47,1761,0.05951213837,0.1520192623,1
47,1793,-0.2751401663,0.2700605392,1
47,1825,-0.4284027815,0.1813318729,1
47,1857,-0.3944263458,0.1615808606,1
47,1889,-0.308337152,-0.5053284168,1
47,1921,-0.3776650429,-1.356112003,1
47,1953,-0.1935390234,-0.8207082748,1
47,1985,0.4955357909,-0.2325473726,1
47,2017,-0.4090278149,0.3198709488,1
79,33,2.080662727,0.9680571556,1
79,65,1.386768103,-0.380396843,1
79,97,1.408286095,-2.317418575,1
79,129,1.465008616,-1.685076237,1
79,161,1.952678084,-0.5211629272,1
79,193,2.20146966,-1.258384466,1
79,225,2.306102991,-1.439725637,1
79,257,2.52998662,-1.432378292,1
79,289,1.872076273,-0.8105742931,1
79,321,1.624304771,-0.9665410519,1
79,353,6.02320528,17.83611107,1
79,385,2.945405722,-1.469340563,1
79,417,-15.11116314,-2.041009903,1
79,449,23.10152435,-5.734429359,1
79,481,22.83586121,-5.140697479,1
79,513,-12.31264687,-2.191003323,1
79,545,3.012836933,-6.047789574,1
79,577,4.581530571,-6.122657776,1
79,609,6.111694336,-5.617962837,1
79,641,6.328692436,-5.092251301,1
79,673,6.238935471,-3.462450504,1
79,705,6.662674427,-1.267702341,1
79,737,7.855603218,0.4456654191,1
79,769,6.99945879,-0.3176830411,1
79,801,6.880329132,-2.257974625,1
79,833,7.662165642,-7.388162613,1
79,865,21.87770844,12.14289761,1
79,897,5.961053848,-4.183785439,1
79,929,7.381412506,-5.071929455,1
79,961,6.527308941,-3.715835094,1
79,993,5.132807732,-3.435253382,1
79,1025,5.975649834,-2.483993292,1
79,1057,5.996412277,-2.495470762,1
79,1089,6.559960842,-3.549911976,1
79,1121,6.746352673,-3.109181166,1
79,1153,5.633240223,-3.261046886,1
79,1185,4.090424061,-3.647480011,1
79,1217,4.178719997,-3.95702076,1
79,1249,5.20981884,-4.581223488,1
79,1281,6.170828819,-4.209014416,1
79,1313,5.761278629,-3.83403039,1
79,1345,4.857919693,-4.03275156,1
79,1377,4.405510426,-6.039330006,1
79,1409,3.771291256,-4.892062187,1
79,1441,2.098680735,-4.707669735,1
79,1473,1.456356287,-4.968450069,1
79,1505,9.809024811,5.467690468,1
79,1537,2.79497385,-4.948147774,1
79,1569,2.326445818,-4.990600586,1
79,1601,0.904268384,-3.928396702,1
79,1633,-0.4529893398,-1.3959198,1
79,1665,2.117914677,-5.077541351,1
79,1697,0.01496589184,-1.273091435,1
79,1729,-0.2401993275,-1.258273482,1
79,1761,0.04499214888,-0.6071815491,1
79,1793,0.04302561283,-0.06183004379,1
79,1825,0.02330636978,-0.2658789754,1
79,1857,-0.04504549503,0.2616790235,1
79,1889,-0.08096849918,0.06467327476,1
