PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 6, filenames: A:[6]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[7]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,7.118077755,1.999195814,1
47,65,1.165626287,0.4818011522,1
47,97,0.7516008615,-0.556686759,1
47,129,0.3422176242,-2.656931877,1
47,161,-0.2224979103,-3.297154665,1
47,193,-0.9487267733,-3.812131405,1
47,225,1.558252215,-5.124119282,1
47,257,2.803345442,-5.689072609,1
47,289,2.120686531,-5.463529587,1
47,321,1.31727922,-5.80398941,1
47,353,1.33171463,-7.236125469,1
47,385,1.113958359,-8.400687218,1
47,417,0.6820907593,-8.490886688,1
47,449,2.926393986,-1.648397446,1
47,481,4.494407654,-11.11700249,1
47,513,5.020457268,-11.29380226,1
47,545,3.555871725,-9.126520157,1
47,577,2.312868834,-7.856884956,1
47,609,1.331946373,-8.339479446,1
47,641,-7.537559509,3.384964943,1
47,673,18.67427444,-0.005615234375,1
47,705,1.057783008,-9.107905388,1
47,737,-0.03131484985,-10.08759308,1
47,769,0.1785488129,-4.366721153,1
47,801,-1.390646458,-4.761745453,1
47,833,0.1578242779,-7.116901398,1
47,865,0.2937004566,-5.833342552,1
47,897,2.873678207,-4.831379414,1
47,929,4.534686089,-4.467993736,1
47,961,3.884216785,-3.551594973,1
47,993,3.361176491,-2.936525822,1
47,1025,3.909144878,-3.102871418,1
47,1057,9.93091774,-4.62512207,1
47,1089,2.971826792,-5.538893223,1
47,1121,2.571536064,-5.732872009,1
47,1153,2.085971355,-3.550616264,1
47,1185,3.285973549,-5.48525238,1
47,1217,4.781415462,-6.312055588,1
47,1249,4.537445068,-5.403720379,1
47,1281,4.910079479,-5.179810047,1
47,1313,4.796601772,-5.173866749,1
47,1345,4.59516716,-5.004637241,1
47,1377,3.959893227,-4.259632111,1
47,1409,2.837456703,-2.851266861,1
47,1441,1.435977936,-1.754422665,1
47,1473,2.046521664,-1.750441313,1
47,1505,1.630154371,-3.976408482,1
47,1537,0.2906765938,-6.742562771,1
47,1569,1.160303354,-7.523893833,1
47,1601,0.1332238913,-7.263882637,1
47,1633,-2.18645978,-7.970952988,1
47,1665,-20.27848053,1.68156147,1
47,1697,-1.36610353,-1.904086113,1
47,1729,0.9815522432,0.9100720882,1
47,1761,0.9508085251,0.3880501986,1
47,1793,0.5984396935,-0.3054122925,1
47,1825,-0.2531534135,-0.6689515114,1
47,1857,-0.8913502693,-0.7948126793,1
47,1889,-0.7047593594,-1.387958288,1
47,1921,-0.2647482157,-1.216498613,1
47,1953,-0.2961826324,-0.6226234436,1
47,1985,0.006631702185,-0.1750566661,1
47,2017,0.01638990641,0.2124679089,1
79,33,8.071108818,0.7183846235,1
79,65,3.824513435,-0.3981014192,1
79,97,2.309322596,-0.885347724,1
79,129,1.661044836,-2.760797024,1
79,161,0.431661427,-3.092397928,1
79,193,-0.3641310036,-3.853607655,1
79,225,-0.1356630325,-5.182865143,1
79,257,0.06009936333,-5.965853214,1
79,289,0.3295675516,-6.281331062,1
79,321,0.2498067021,-6.699685097,1
79,353,0.765008986,-6.99075222,1
79,385,0.9406582117,-7.918533325,1
79,417,0.4688388109,-7.897684097,1
79,449,9.197437286,-8.742854118,1
79,481,6.965900898,-9.90029335,1
79,513,3.129207134,-11.01000595,1
79,545,2.454455853,-9.689911842,1
79,577,1.056622267,-9.154619217,1
79,609,1.094088316,-9.139116287,1
79,641,2.658459425,-7.640974998,1
79,673,3.259387493,-7.735833168,1
79,705,1.226326466,-8.210185051,1
79,737,-0.4567078352,-9.343344688,1
79,769,-10.45340443,-7.531732559,1
79,801,0.9135001302,-7.31447649,1
79,833,1.146286011,-6.857201099,1
79,865,3.299456596,-5.646533489,1
79,897,-13.98102379,-3.032631397,1
79,929,-13.58656597,-1.473016739,1
79,961,2.400853157,-3.024790525,1
79,993,2.637811661,-2.196632862,1
79,1025,4.949383736,-2.882746935,1
79,1057,5.38420248,-3.711870909,1
79,1089,4.774329662,-3.171031952,1
79,1121,3.159868717,-3.752644539,1
79,1153,1.841899633,-4.129805088,1
79,1185,2.190581322,-5.411603451,1
79,1217,2.628939867,-6.007762432,1
79,1249,3.175884008,-6.00364542,1
79,1281,3.921747208,-5.759347916,1
79,1313,4.59380579,-4.92266655,1
79,1345,4.146736622,-4.615278721,1
79,1377,2.259865999,-4.195000648,1
79,1409,18.14850235,-11.38091278,1
79,1441,-0.1051813364,-3.129675627,1
79,1473,-0.03634053469,-2.900026798,1
79,1505,-0.1778972149,-3.995965958,1
79,1537,-0.2521713376,-5.3077631,1
79,1569,-0.868418932,-5.885651588,1
79,1601,-1.968436122,-7.056009769,1
79,1633,-2.662508488,-7.46089983,1
79,1665,-2.459966183,-6.409301281,1
79,1697,-0.6809697747,-4.034046173,1
79,1729,0.5898445249,-0.1745837927,1
79,1761,0.4937579632,0.7705988884,1
79,1793,0.0329541862,0.3811914921,1
79,1825,-0.3863373399,0.2716821432,1
79,1857,-0.2040668726,0.6149682999,1
79,1889,0.3002350032,0.3720798194,1
79,1921,0.3932396173,0.3686922193,1
79,1953,0.09091420472,0.3190543056,1
79,1985,-0.2712551057,-0.4257402718,1
79,2017,-0.3351989985,-0.7789200544,1
111,33,0.5882387161,1.192319274,1
111,65,2.049642563,-0.1598705053,1
111,97,3.702755213,-1.227477074,1
111,129,1.708445787,-2.338293552,1
111,161,-0.1089566946,-2.462866545,1
111,193,0.1640145779,-4.227695942,1
111,225,-0.4879647493,-5.443071365,1
111,257,-0.8126695752,-6.090859413,1
111,289,-0.8688979149,-6.272521973,1
111,321,-0.7186253071,-7.364956856,1
111,353,0.2501870692,-7.516818047,1
111,385,0.6881358624,-8.106529236,1
111,417,-11.39543343,3.170361519,1
111,449,0.2404952049,-8.266581535,1
111,481,1.542539001,-8.56078434,1
111,513,1.985512495,-9.682672501,1
111,545,5.090137482,-18.15940857,1
111,577,1.354608417,-10.45520496,1
111,609,1.792360544,-8.911912918,1
111,641,2.909657955,-7.686144829,1
111,673,2.240930557,-8.25340271,1
111,705,0.4784630835,-9.136198997,1
111,737,-0.5157690048,-9.512188911,1
111,769,0.2350013256,-8.599046707,1
111,801,12.73659325,-23.9120369,1
111,833,3.568034172,-6.071028233,1
111,865,3.424079895,-5.731133938,1
111,897,3.060212851,-1.188705921,1
111,929,2.072149038,-0.3227772713,1
111,961,2.464834452,-1.513017416,1
111,993,3.405318737,-0.8801269531,1
111,1025,4.812906265,-2.325601578,1
111,1057,6.918291569,-3.44406414,1
111,1089,6.032227039,-4.051335335,1
111,1121,4.09944582,-4.191821098,1
111,1153,1.491363764,-4.776788712,1
111,1185,2.061062813,-5.386620998,1
111,1217,1.304108143,-5.596112728,1
111,1249,0.9429671764,-6.810299873,1
111,1281,3.344115019,-5.715192795,1
111,1313,4.049395084,-4.854340553,1
111,1345,3.814503431,-4.326203346,1
111,1377,2.508397341,-4.207476616,1
111,1409,-0.4504065514,-20.68190384,1
111,1441,4.500910282,14.97794628,1
111,1473,0.5568022132,-4.128486156,1
111,1505,-0.303170681,-4.165062428,1
111,1537,-0.8801970482,-4.234470844,1
111,1569,-1.698891997,-4.25565052,1
111,1601,-1.967073202,-4.777542114,1
111,1633,-1.519552827,-6.169030666,1
111,1665,-1.317483306,-3.810849667,1
111,1697,0.6992316246,-3.070289373,1
111,1729,1.963379264,-3.31779623,1
111,1761,0.87172997,-4.695818424,1
111,1793,0.3080923855,-1.35001719,1
111,1825,-0.1988916695,0.09621536732,1
111,1857,-0.144984141,0.6368216276,1
111,1889,0.4175080955,0.5994122028,1
111,1921,0.3855114281,0.6052829027,1
111,1953,0.1613889337,0.5720889568,1
111,1985,-0.1160040647,-0.3067116141,1
111,2017,-0.474716723,-1.465647936,1
143,33,0.8265634179,2.674516201,1
143,65,1.032799244,0.05604556203,1
143,97,0.7054293752,-0.1792862415,1
143,129,-0.2157683969,-3.383063793,1
143,161,-1.095936775,-2.356384277,1
143,193,-0.8137834072,-3.381134987,1
143,225,-0.6683098078,-4.687210083,1
143,257,-0.4647997618,-5.762378693,1
143,289,-0.5931069851,-6.110752106,1
143,321,-0.3251297176,-7.468247414,1
143,353,-0.08579343557,-8.521503448,1
143,385,0.3040939867,-8.468236923,1
143,417,-0.5852689743,-8.11548996,1
143,449,-0.5215135813,-8.380805016,1
143,481,0.7197782993,-9.034978867,1
143,513,1.285204768,-9.033621788,1
143,545,1.899058104,-8.829946518,1
143,577,1.681673527,-8.586834908,1
143,609,1.859674454,-8.544514656,1
143,641,1.874435067,-8.064504623,1
143,673,0.8627333641,-7.947806358,1
143,705,-0.4435222149,-10.53473854,1
143,737,0.8048620224,-9.829615593,1
143,769,-6.47875309,-0.2554702759,1
143,801,-15.28250885,-0.6741704941,1
143,833,22.8476429,-8.293582916,1
143,865,4.378100395,-5.593504906,1
143,897,4.029658794,-3.64927578,1
143,929,3.600718021,-2.821449041,1
143,961,3.324561834,-1.77191186,1
143,993,3.833995819,-1.221994638,1
143,1025,4.967122555,-1.910046101,1
143,1057,6.1377244,-3.532942533,1
143,1089,6.150270462,-4.805923939,1
143,1121,5.058844566,-4.706048965,1
143,1153,4.549600124,-5.064066887,1
143,1185,2.969121218,-5.55162096,1
143,1217,2.557870388,-5.118020535,1
143,1249,2.76289773,-6.998667717,1
143,1281,3.098699808,-5.490592003,1
143,1313,4.64845562,-4.756793499,1
143,1345,4.495854855,-5.228420734,1
143,1377,2.910485983,-5.2541852,1
143,1409,0.6467218399,-5.23993063,1
143,1441,0.2719626427,-5.055382252,1
143,1473,0.848731041,-4.808608055,1
143,1505,-13.72634983,-15.53950119,1
143,1537,-1.664459109,-3.919364452,1
143,1569,-1.510524273,-3.906979561,1
143,1601,-1.653563499,-4.442591667,1
143,1633,-0.8739743233,-4.036747932,1
143,1665,0.905454278,-1.985621452,1
143,1697,1.172443151,-1.929529905,1
143,1729,1.281504035,-4.252861023,1
143,1761,0.9677256346,-3.59350872,1
143,1793,1.373923182,-1.109110117,1
143,1825,0.2870271206,0.1582000256,1
