PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 56, filenames: A:[56]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[57]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.344823122,-0.3487963676,1
47,65,2.330717087,-0.1592539549,1
47,97,2.102365494,1.379084229,1
47,129,2.855986595,1.88210392,1
47,161,2.8700037,-0.1290178299,1
47,193,2.195208788,-1.660498619,1
47,225,1.38868928,-3.252541065,1
47,257,1.396998286,-5.175336361,1
47,289,1.770302057,-5.421582222,1
47,321,21.31633949,-2.384938478,1
47,353,21.6933136,-0.498488903,1
47,385,1.036411762,-5.404389858,1
47,417,0.6374348402,-5.738068581,1
47,449,-0.717233777,-7.019108772,1
47,481,-10.99180984,-19.22414398,1
47,513,0.07669007778,-5.97487402,1
47,545,-0.3843533993,-3.89165616,1
47,577,-0.3076934814,-3.572524071,1
47,609,0.1330112219,-2.648331165,1
47,641,0.7224998474,-2.698650122,1
47,673,0.645409286,-3.212799549,1
47,705,-0.7008039355,-1.98125267,1
47,737,-0.6083824635,-4.054482937,1
47,769,-1.5443995,-6.664797783,1
47,801,-0.2580538988,-6.051790714,1
47,833,1.901069164,-3.483525753,1
47,865,2.570147038,-1.982118607,1
47,897,1.532792091,-0.9482338428,1
47,929,-0.008743286133,-0.1707434058,1
47,961,-0.5697076917,0.2189180851,1
47,993,-0.1036887169,0.2444603443,1
47,1025,-0.9317210913,-0.5057514906,1
47,1057,-1.9222821,-0.475419879,1
47,1089,-1.684501171,-1.473073721,1
47,1121,-0.3073245287,-2.767137766,1
47,1153,0.9940841198,-2.036502838,1
47,1185,0.6100352407,-2.335016727,1
47,1217,0.106256187,-1.607147932,1
47,1249,-0.7643464804,-1.231114507,1
47,1281,-1.946052551,-1.713591337,1
47,1313,-0.6325192451,-1.70362556,1
47,1345,-0.6817700267,-1.805642843,1
47,1377,-2.486147881,-1.604737997,1
47,1409,-2.963270664,-0.9304164052,1
47,1441,-1.423256397,1.186378002,1
47,1473,-0.4446841478,1.049381733,1
47,1505,-1.129059076,0.4416165948,1
47,1537,-1.927196026,-0.4044659138,1
47,1569,-1.127044678,-1.572736979,1
47,1601,0.370071888,-1.309642553,1
47,1633,0.9070105553,0.3475615382,1
47,1665,0.223202467,0.1546132565,1
47,1697,0.04231715202,-0.1655297279,1
47,1729,0.03755986691,-1.111118793,1
47,1761,0.2702612877,-1.095133781,1
47,1793,0.228284061,-0.4871790409,1
47,1825,0.01926675439,0.07183581591,1
47,1857,0.1691765785,0.06253665686,1
47,1889,-0.1775994301,0.3036510646,1
47,1921,-0.1021201611,0.02655015886,1
47,1953,0.1914403737,-0.2571656406,1
47,1985,0.1405895948,-0.07422192395,1
47,2017,0.1482434571,0.1192942858,1
79,33,2.120377779,1.110530376,1
79,65,1.956718087,-0.1589442194,1
79,97,2.474736214,-0.09659576416,1
79,129,2.743344307,-0.345457077,1
79,161,1.989566565,-0.8365692496,1
79,193,1.178769827,-1.262861133,1
79,225,0.7895498276,-1.917113543,1
79,257,0.2865122557,-3.863239288,1
79,289,0.4914449453,-5.414341927,1
79,321,2.103995085,-5.112264156,1
79,353,0.9483594894,-3.722184896,1
79,385,0.3539261818,-3.881749153,1
79,417,1.992587328,-4.228685379,1
79,449,2.149623632,-5.187410355,1
79,481,0.5776615739,-4.569466591,1
79,513,0.2800214589,-2.303256989,1
79,545,0.07988746464,-3.597047567,1
79,577,-0.1402383149,-2.25367856,1
79,609,-0.3659353852,-2.746295452,1
79,641,-0.150675267,-3.143759727,1
79,673,-0.06164178252,-2.392056465,1
79,705,-0.6231380701,-3.307707071,1
79,737,-1.494513631,-3.512147188,1
79,769,-1.363889575,-5.648394585,1
79,801,-1.077540398,-4.904444695,1
79,833,-0.4180621505,-3.423762321,1
79,865,0.2631539106,-2.194350243,1
79,897,-0.3005948961,-1.048076749,1
79,929,-1.553788185,-1.317216039,1
79,961,-0.8978113532,-0.6829061508,1
79,993,-0.829610467,-0.6975370049,1
79,1025,-1.46406889,-2.023022413,1
79,1057,-2.439018011,-2.177074909,1
79,1089,-1.291690946,-2.164988995,1
79,1121,0.5084609985,-2.401804209,1
79,1153,1.541965723,-2.619343281,1
79,1185,1.781794071,-3.299062252,1
79,1217,2.740337372,-4.081721306,1
79,1249,1.187345743,-2.293083429,1
79,1281,0.5596881509,-2.000309706,1
79,1313,0.7906576991,-2.01086235,1
79,1345,0.4044165015,-1.609496236,1
79,1377,-1.078926086,-1.18655777,1
79,1409,-2.148015499,-1.147044182,1
79,1441,-2.258354664,-0.8269764185,1
79,1473,-1.10597086,0.4931952357,1
79,1505,-2.171733379,0.7914678454,1
79,1537,-3.364040852,-0.04058361053,1
79,1569,-4.309464455,-0.7274342775,1
79,1601,-4.11234045,-0.7515132427,1
79,1633,-1.290441275,0.0357093215,1
79,1665,-0.6968013644,0.3372772932,1
79,1697,-0.4244778156,0.05364763737,1
