PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 24, filenames: A:[24]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[25]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.198793888,-0.1346287727,1
47,65,1.335460901,0.7654770613,1
47,97,0.8248260021,1.295369387,1
47,129,0.3393528461,0.5298669338,1
47,161,0.49962008,0.5020569563,1
47,193,0.09683305025,-0.04110968113,1
47,225,-1.197678566,0.3947361708,1
47,257,-0.698631525,1.526201963,1
47,289,-0.7612520456,1.709189892,1
47,321,-0.8672561646,1.564952374,1
47,353,-0.1811555624,0.6399172544,1
47,385,-0.2773815393,-1.120844483,1
47,417,-0.5467053056,-2.318889141,1
47,449,-0.9408526421,-2.79902792,1
47,481,-1.194730163,-2.47429657,1
47,513,-1.28269279,-2.147349834,1
47,545,-2.737107038,-2.889264584,1
47,577,-15.05895042,-17.10925293,1
47,609,-0.8509383202,-2.258820057,1
47,641,-1.9623878,-2.89978075,1
47,673,-0.1513679624,-2.27568531,1
47,705,1.750754476,-2.136721611,1
47,737,13.06452274,-17.94400597,1
47,769,-0.630685091,-0.9531664848,1
47,801,-1.510614276,-4.923498631,1
47,833,1.138628364,-2.054423332,1
47,865,1.495291471,-2.339177132,1
47,897,0.6812164783,-2.937890768,1
47,929,-0.1400530338,-1.517211914,1
47,961,-0.9570775032,-2.378915787,1
47,993,-1.069814205,-2.143556595,1
47,1025,-0.7183500528,-2.349056482,1
47,1057,-1.234734416,-2.618131638,1
47,1089,-1.404927254,-2.738802433,1
47,1121,-1.544650316,-1.315419316,1
47,1153,-0.6688574553,0.4656504095,1
47,1185,0.535710454,0.6888954639,1
47,1217,0.3646264672,0.5579640865,1
47,1249,-0.2531208694,0.8413667679,1
47,1281,-0.6019150019,0.2942687273,1
47,1313,-0.6813248992,-2.443364143,1
47,1345,-0.3656662703,-3.550427675,1
47,1377,-0.569214046,-1.279384732,1
47,1409,-0.6068531275,0.8666268587,1
47,1441,-1.074684381,-0.5885676146,1
47,1473,-1.375784039,-2.056289196,1
47,1505,-0.5748203397,-3.048458338,1
47,1537,-0.09581497312,-3.402705193,1
47,1569,0.5266803503,-2.386553764,1
47,1601,0.3815979362,-1.862715125,1
47,1633,-0.07047736645,-1.465509057,1
47,1665,-0.4357413054,-1.411623716,1
47,1697,-0.3690343499,-0.3974652886,1
47,1729,-0.1084091663,-0.3608489037,1
47,1761,0.1763358712,-0.4736052155,1
47,1793,0.1407478452,-0.126070857,1
