PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 7, filenames: A:[7]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[8]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.05781972408,0.1908808053,1
47,65,-0.004852771759,-1.187474132,1
47,97,-1.358651161,-1.396618247,1
47,129,-2.393274307,-2.726719379,1
47,161,-2.284653187,-3.018885612,1
47,193,-1.239468336,-4.093746185,1
47,225,-0.7823961973,-5.204817772,1
47,257,-0.3677358329,-4.738587379,1
47,289,-19.84589767,-0.7264456749,1
47,321,-1.145941138,-1.591226101,1
47,353,-1.247405767,-2.291592121,1
47,385,-2.643531799,-3.868371964,1
47,417,-0.1814087629,-4.034041405,1
47,449,5.506614685,2.106507301,1
47,481,5.70639658,-0.7205843925,1
47,513,-1.010771513,-6.477008343,1
47,545,-4.112892628,9.688644409,1
47,577,-1.495428085,-6.940816402,1
47,609,0.9847066402,-7.172326088,1
47,641,3.098231792,-7.642043114,1
47,673,0.6891428232,-8.116264343,1
47,705,-1.286763668,-7.414546967,1
47,737,-2.1872859,-6.220742226,1
47,769,-4.593478203,-5.406829834,1
47,801,-4.65736866,-3.913667679,1
47,833,9.104093552,-17.01950073,1
47,865,-5.730456829,-6.786317825,1
47,897,0.1998975277,-2.602186441,1
47,929,0.4782919884,-0.89422369,1
47,961,-0.5733031034,-0.2074043751,1
47,993,-0.4023969173,-1.080114603,1
47,1025,-0.1496373564,-1.94690752,1
47,1057,-0.05204217136,-2.366817474,1
47,1089,-1.028214216,-1.396524191,1
47,1121,-1.960526228,-3.365436077,1
47,1153,-2.865138531,-4.61379528,1
47,1185,-3.759338856,-4.308264732,1
47,1217,-3.697810411,-3.831053257,1
47,1249,-4.060750961,-3.629650116,1
47,1281,-3.524768829,-2.404460907,1
47,1313,-2.92396307,-2.807075024,1
47,1345,-0.9493817091,0.1543991566,1
47,1377,-1.064496875,0.2440647781,1
47,1409,-0.942101717,-1.433433056,1
47,1441,-1.707851052,-1.469231606,1
47,1473,-2.346547127,-0.4508622885,1
47,1505,-1.667768478,-0.3436753154,1
47,1537,-1.369071484,0.3799871206,1
47,1569,-3.581785917,2.067214012,1
47,1601,-5.8938241,3.939489841,1
47,1633,-4.968853474,24.04843903,1
47,1665,-16.90412521,-10.69124603,1
47,1697,-1.206053257,0.7583624125,1
47,1729,-0.1573171616,-0.6526863575,1
47,1761,-0.8989784718,0.08134746552,1
47,1793,0.6990045309,-0.3374700546,1
47,1825,-0.4075322151,-1.377858162,1
47,1857,1.178724289,-2.746062756,1
47,1889,1.640218496,-1.772733808,1
47,1921,-2.096636772,2.99302578,1
47,1953,-2.251142025,2.069968224,1
47,1985,2.146920204,-13.74130726,1
47,2017,22.47140503,-32.85926819,1
79,33,0.0608099699,-0.00191372633,1
79,65,1.116052151,-0.3334128559,1
79,97,-0.3072991371,0.3392030299,1
79,129,-1.613273621,-1.073285699,1
79,161,-1.812330723,-2.913542986,1
79,193,-0.5760239959,-3.921026468,1
79,225,-0.4895838499,-4.98647213,1
79,257,-0.659512341,-4.518143177,1
79,289,-0.8143237233,-4.39173317,1
79,321,-0.9588696957,-3.766629219,1
79,353,-2.451618671,-5.63888979,1
79,385,-2.871937275,-6.064167023,1
79,417,0.08006210625,-4.957745552,1
79,449,2.076514721,-5.982575893,1
79,481,1.740018368,-7.247875214,1
79,513,0.2379778922,-6.184593678,1
79,545,-1.126073241,-5.89039135,1
79,577,-1.716988206,-7.893959522,1
79,609,-0.3278028965,-7.000276089,1
79,641,5.202929497,-8.238776207,1
79,673,1.853595018,-7.454671383,1
79,705,-0.7232965231,-6.482181549,1
79,737,-2.873167992,-6.24412775,1
