PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 54, filenames: A:[54]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[55]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.7789639235,0.3740258217,1
47,65,0.3901746869,-0.173765257,1
47,97,0.473947823,-0.292008698,1
47,129,-0.2633125782,-1.897612572,1
47,161,-0.4107375145,-2.880237818,1
47,193,0.8657404184,-3.340678692,1
47,225,2.21781683,-2.516584158,1
47,257,1.296197057,-1.314105749,1
47,289,0.8768737316,-2.027570963,1
47,321,-0.07700538635,-3.110928297,1
47,353,-1.270495772,-4.643584251,1
47,385,-1.198146462,-5.583835125,1
47,417,-1.072969794,-4.81520462,1
47,449,14.78898716,-18.96895027,1
47,481,1.486336708,-3.288138866,1
47,513,1.12353754,-3.133500814,1
47,545,0.1164031029,-3.06862402,1
47,577,-1.375775099,-4.361333847,1
47,609,-0.2270160913,-3.884288311,1
47,641,0.298845768,-2.083799839,1
47,673,0.6594085693,-2.896724701,1
47,705,0.7474572659,-4.724590302,1
47,737,0.6904139519,-5.032657146,1
47,769,1.583560228,-6.982956886,1
47,801,3.914244652,-7.306526184,1
47,833,3.193039179,-5.063041687,1
47,865,2.770757675,-2.782887459,1
47,897,2.172154427,-3.531946182,1
47,929,2.327284813,-4.029112816,1
47,961,2.871209621,-3.642133951,1
47,993,2.097533941,-2.70557332,1
47,1025,1.412224293,-1.841564655,1
47,1057,16.68045807,8.380175591,1
47,1089,1.14715445,-2.552541971,1
47,1121,0.09311926365,-2.138502598,1
47,1153,-0.1094210148,-1.368023276,1
47,1185,1.707351089,0.3109143972,1
47,1217,2.241724968,-0.2172162533,1
47,1249,1.579460621,-1.376309633,1
47,1281,0.7029891014,-1.914128065,1
47,1313,1.306931376,-2.698210239,1
47,1345,1.062444448,-3.825793743,1
47,1377,0.1889800131,-2.518886566,1
47,1409,-1.275844336,-0.6352927685,1
47,1441,-0.04082798958,-0.6621136665,1
47,1473,0.1545493603,-0.3499199748,1
47,1505,11.46489334,10.96988583,1
47,1537,-1.536570072,-2.628569126,1
47,1569,-1.530452728,-2.612134933,1
47,1601,-1.629603863,-1.831103325,1
47,1633,-0.8822963238,-0.4344041348,1
47,1665,-0.2796211243,0.7416709661,1
47,1697,-0.1929647923,1.312508583,1
47,1729,0.02200770378,0.7322906256,1
47,1761,0.2115375996,-0.05760635436,1
47,1793,0.0594381094,-0.5111108422,1
47,1825,-0.1641741693,-0.009133040905,1
47,1857,-0.5026996732,0.4378324151,1
47,1889,-0.3985319138,0.6306687593,1
47,1921,-0.1772735119,0.4311880469,1
47,1953,-0.2310954928,0.1065072566,1
47,1985,-0.2429904342,-0.6058505774,1
47,2017,-0.380142808,-1.892736554,1
79,33,1.699009895,1.461737633,1
79,65,1.155468225,0.2752002776,1
79,97,1.070831776,-1.381326079,1
79,129,-0.0006528645754,-1.807531476,1
79,161,0.08978152275,-2.027540207,1
79,193,2.053169489,-1.945768356,1
79,225,2.337877989,-2.303565502,1
79,257,1.782128811,-2.310595512,1
79,289,2.019346476,-3.291882277,1
79,321,1.78850317,-3.71391654,1
79,353,1.159536123,-3.190596104,1
