PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 39, filenames: A:[39]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[40]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.4005705416,1.656620741,1
47,65,0.7557338476,0.2857303917,1
47,97,0.7985970974,-0.327431798,1
47,129,0.2313270867,-1.133924007,1
47,161,0.3683257103,-1.551928043,1
47,193,-0.6037917137,-1.738495111,1
47,225,-0.4390345812,-0.731144309,1
47,257,-18.45576286,3.691257715,1
47,289,-14.18186951,5.863777637,1
47,321,2.910739422,-2.081614017,1
47,353,1.031315327,-0.4863255024,1
47,385,1.471193552,-0.7772705555,1
47,417,0.2058479786,-0.6763110161,1
47,449,2.128576517,-12.30832291,1
47,481,2.208487511,-3.404528141,1
47,513,10.43643093,-20.00758553,1
47,545,0.2162749767,-4.680230141,1
47,577,-0.04751950502,-6.095952034,1
47,609,19.33815765,-10.07447815,1
47,641,-0.7228611708,-4.903467178,1
47,673,-1.949689269,-3.376268625,1
47,705,19.93461418,-0.5263884068,1
47,737,20.51006317,-0.8268793821,1
47,769,1.012628078,-2.448625326,1
47,801,0.8972661495,-1.497797728,1
47,833,1.356526375,-0.8808674812,1
47,865,1.288508892,-2.771080017,1
47,897,-0.3978455663,-4.419540882,1
47,929,-0.4545252323,-3.653862,1
47,961,1.191270232,-3.73444128,1
47,993,0.3389446735,-1.085096598,1
47,1025,-0.3211410344,-0.9287443757,1
47,1057,-0.9493001699,-0.3773142099,1
47,1089,-1.252269149,-0.5540583134,1
47,1121,-1.056719542,-0.5953563452,1
47,1153,-1.158531904,-1.437610626,1
47,1185,-2.235290051,-2.652042389,1
47,1217,-1.93842876,-1.623641729,1
47,1249,-0.8302198648,-0.6836915016,1
47,1281,-0.5173830986,0.1625657082,1
47,1313,-1.097255468,-0.7988622189,1
47,1345,-6.384286404,-2.250561237,1
47,1377,-5.585616112,-4.152042389,1
47,1409,-0.7401921749,-2.373722553,1
47,1441,-19.58021355,6.53166008,1
47,1473,-3.148353577,1.982914925,1
47,1505,-4.874809742,0.2170776129,1
