PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 1, filenames: A:[1]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi & B:[2]MAX_Pos00d_TimeSrs000_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.445112705,-0.1998233795,1
47,65,9.801389694,-0.1588884592,1
47,97,10.12454128,0.172821641,1
47,129,11.22360706,-3.126036882,1
47,161,11.49863243,-4.776046753,1
47,193,10.82824326,-4.393543243,1
47,225,10.74817085,-2.794571161,1
47,257,12.61905289,-1.081038475,1
47,289,14.02097321,0.837923646,1
47,321,15.93414593,-0.1694774628,1
47,353,16.84559441,-2.74866128,1
47,385,18.77773666,-4.632584572,1
47,417,24.05199242,-4.152537346,1
47,449,30.83313179,-19.86343765,1
47,481,24.03894997,-0.9072579145,1
47,513,26.35394669,0.4201356173,1
47,545,26.86974907,0.1221116781,1
47,577,27.52479935,-1.133741498,1
47,609,30.85017776,0.8022104502,1
47,641,34.38267899,1.448008299,1
47,673,37.23757553,0.9869551659,1
47,705,39.97148895,-0.06465673447,1
47,737,52.96396255,2.842788935,1
47,769,38.19750977,20.63098335,1
47,801,46.01457596,0.08349990845,1
47,833,49.41792297,-0.1597502232,1
47,865,57.58322525,-20.22030449,1
47,897,54.29140854,-2.569659472,1
47,929,53.185112,-5.66323185,1
47,961,56.59477615,-5.485833168,1
47,993,56.3526535,-4.453517914,1
47,1025,46.54072571,11.6013155,1
47,1057,67.57815552,-1.437426567,1
47,1089,71.25171661,-1.449485302,1
47,1121,66.57630157,-5.690612316,1
47,1153,64.86398315,-5.957597733,1
47,1185,68.94554901,-8.422762871,1
47,1217,84.19035339,-2.962287903,1
47,1249,102.1578598,-3.7573843,1
47,1281,81.28076172,-21.73523712,1
47,1313,91.62916565,-20.54871368,1
47,1345,79.61572266,-26.23259926,1
47,1377,69.07771301,-26.13345718,1
47,1409,80.53366089,-39.99362183,1
47,1441,80.42165375,-41.28962326,1
47,1473,77.13446808,-43.560112,1
47,1505,73.51242828,-46.87397003,1
47,1537,70.66659546,-51.664814,1
47,1569,66.52407837,-50.40685272,1
47,1601,54.15370941,-49.51842117,1
47,1633,67.96556091,-63.5602417,1
47,1665,75.78384399,-68.01637268,1
47,1697,66.44420624,-60.85424805,1
47,1729,57.27133942,-57.13696671,1
47,1761,55.19348907,-55.01534653,1
47,1793,57.33689499,-58.22534943,1
47,1825,51.3141861,-54.81866837,1
47,1857,45.9772377,-52.70496368,1
47,1889,46.45316315,-50.84917068,1
47,1921,46.99913025,-46.54548645,1
47,1953,42.478302,-31.80052185,1
47,1985,-2.457602501,-3.494068146,1
47,2017,-55.54481506,85.3731842,1
79,33,8.321925163,0.8922152519,1
79,65,9.772213936,-0.2916337252,1
79,97,9.3086586,-3.997403145,1
79,129,10.90870476,-3.317340851,1
79,161,11.64067268,-4.29497242,1
79,193,12.4217205,-3.908967018,1
79,225,13.20532131,-2.39806056,1
79,257,14.03075981,-0.6618390083,1
79,289,13.61613274,1.089841843,1
79,321,15.2666769,-0.931003809,1
79,353,17.35902596,-1.450771332,1
79,385,18.02183533,-2.072124004,1
79,417,23.79873848,-3.161836624,1
79,449,26.13814163,-18.2934761,1
79,481,24.16212082,-1.673745036,1
79,513,25.87743378,-1.116749048,1
79,545,27.25012398,-0.7944981456,1
79,577,29.36901474,0.07641640306,1
79,609,31.82026672,0.6934506893,1
79,641,34.05564117,1.121893048,1
79,673,36.34758377,2.226106167,1
79,705,41.07824326,2.888251781,1
79,737,44.5309639,2.855931044,1
79,769,47.13808441,3.487934589,1
79,801,49.89830399,3.561779022,1
79,833,52.66476822,1.471175194,1
79,865,52.93168259,1.395983338,1
79,897,55.24517822,-0.2118819952,1
79,929,58.03910828,-0.1067099571,1
79,961,59.65032196,-0.3533757925,1
79,993,61.11181259,-1.315785408,1
79,1025,63.89001465,-2.730442762,1
79,1057,64.58802795,-3.681434631,1
79,1089,64.64666748,-5.573596001,1
79,1121,66.61608887,-5.974452972,1
79,1153,66.92765045,-7.159809113,1
79,1185,67.88749695,-8.071975708,1
79,1217,73.42886353,-7.509297371,1
79,1249,74.61817932,-8.840843201,1
79,1281,68.2239151,-24.72398567,1
79,1313,87.33729553,-22.66273499,1
79,1345,80.19616699,-27.66431427,1
79,1377,72.88704681,-25.69943619,1
79,1409,85.53102112,-37.57812119,1
79,1441,83.54190063,-42.11964417,1
79,1473,81.05049133,-47.02285004,1
79,1505,76.29570007,-50.36360931,1
79,1537,75.22425842,-53.52783585,1
79,1569,48.87971497,-39.65185928,1
79,1601,48.24639893,-63.5232048,1
79,1633,61.07583237,-58.30828094,1
79,1665,64.06356812,-59.92604828,1
79,1697,60.07801437,-56.74747467,1
79,1729,57.39665222,-57.25471878,1
79,1761,57.12070847,-58.84828186,1
79,1793,57.05189896,-60.7721405,1
79,1825,51.23327255,-56.42393875,1
79,1857,47.1269722,-53.95253372,1
79,1889,46.0602684,-53.57982635,1
79,1921,47.02877045,-50.69970703,1
79,1953,39.53520584,-41.45567322,1
79,1985,5.605138779,-16.14795494,1
79,2017,-20.74790382,9.109304428,1
111,33,11.83283901,0.8086867332,1
111,65,10.96858788,-2.221306801,1
111,97,9.755158424,-3.207143545,1
111,129,10.59656811,-3.540899277,1
111,161,12.00328827,-3.289661884,1
111,193,13.29010868,-2.532572746,1
111,225,14.18682957,-1.576439977,1
111,257,15.24098873,-1.299126506,1
111,289,15.46172333,-0.9781259894,1
111,321,15.65009689,-0.4411743283,1
111,353,18.02656364,4.633963108,1
111,385,36.33807373,-1.025668859,1
111,417,20.46969986,-1.71718955,1
111,449,22.33351707,-1.33207345,1
111,481,23.87507439,-1.944104791,1
111,513,25.38689232,-3.316901207,1
111,545,27.68507195,-2.114958525,1
111,577,30.36920547,0.5519791245,1
111,609,32.99141693,0.7951388359,1
111,641,35.1500206,0.9732395411,1
111,673,46.734478,20.45262337,1
111,705,40.81369781,4.756518364,1
111,737,44.23989487,4.803260803,1
111,769,47.01625061,4.737501144,1
111,801,49.47457886,4.51813364,1
111,833,42.52416992,-6.729146004,1
111,865,52.07164764,23.08023071,1
111,897,55.43982697,2.321710587,1
111,929,57.29162598,2.122051716,1
111,961,59.93939209,1.195155263,1
111,993,63.09881973,0.3128001094,1
111,1025,65.35401917,-2.428836346,1
111,1057,64.65632629,-3.681526423,1
111,1089,63.71486282,-5.13849926,1
111,1121,67.18127441,-5.499802113,1
111,1153,68.85125732,-6.001627922,1
111,1185,68.78301239,-7.304712296,1
111,1217,71.09236145,-9.651330948,1
111,1249,64.57889557,-8.360155106,1
111,1281,81.40803528,-18.43130493,1
111,1313,86.02476501,-22.21427345,1
111,1345,67.53887939,-12.18907166,1
111,1377,58.51613998,-30.57559967,1
111,1409,62.89916992,-17.15644455,1
111,1441,82.79125214,-44.50013733,1
111,1473,80.00158691,-51.3482132,1
111,1505,78.83869934,-52.06563187,1
111,1537,76.97013855,-52.99115753,1
111,1569,56.08089447,-53.02393723,1
111,1601,61.25922775,-54.48355865,1
111,1633,58.09212494,-56.31932068,1
111,1665,57.53705215,-56.3356781,1
111,1697,57.60767365,-57.11525726,1
111,1729,56.20273972,-58.64517212,1
111,1761,55.10202789,-58.26927948,1
111,1793,55.06649017,-59.98129272,1
111,1825,49.76472473,-56.33306122,1
111,1857,46.33150864,-54.54423904,1
111,1889,44.92916489,-54.9213295,1
111,1921,42.55774689,-53.9274025,1
111,1953,37.81291962,-49.64959335,1
111,1985,26.14063835,-32.63689423,1
111,2017,1.025644302,-13.64044857,1
143,33,-3.401082039,1.96396637,1
143,65,11.64060497,-1.451072812,1
143,97,11.11578751,-1.068404675,1
143,129,11.19633865,-3.538226604,1
143,161,13.03857517,-3.246181965,1
143,193,14.63564301,-1.322074771,1
143,225,14.74547958,-0.8124352098,1
143,257,15.68901443,-1.09695673,1
143,289,17.52531624,-0.5252680779,1
143,321,17.07315254,-0.4775431156,1
143,353,25.18743515,17.01765442,1
143,385,16.33166695,-1.150511026,1
143,417,17.40382195,0.08473920822,1
143,449,20.06973267,0.9921206236,1
143,481,22.68712234,-0.3872621059,1
143,513,24.86468315,-3.710818291,1
143,545,27.24773979,-2.700727224,1
143,577,29.99713326,-0.2299337387,1
143,609,32.49168015,1.297073364,1
143,641,34.76622391,2.144552708,1
143,673,21.08982849,-6.346085548,1
143,705,24.0908947,-5.275116444,1
143,737,43.47278214,5.580693245,1
143,769,46.3134346,4.70162487,1
143,801,48.48770905,3.663611412,1
143,833,51.31867218,4.215724945,1
143,865,53.87641907,4.539633274,1
143,897,55.99365234,3.887448311,1
143,929,57.76833344,2.292275429,1
143,961,61.57753754,1.37690258,1
143,993,64.37710571,1.197882414,1
143,1025,65.32725525,-2.722847462,1
143,1057,52.36500549,1.990215778,1
143,1089,65.3607254,15.72550011,1
143,1121,67.65564728,-5.807774067,1
143,1153,71.12045288,-4.356980324,1
143,1185,71.57644653,-6.320886612,1
143,1217,72.76457977,-10.06872654,1
143,1249,76.14896393,-14.88762188,1
143,1281,76.55859375,-13.98063278,1
143,1313,91.90383911,-27.57641983,1
143,1345,86.70881653,-36.62414169,1
143,1377,51.76308441,-30.38784027,1
143,1409,51.03439331,-52.38930893,1
143,1441,51.03902054,-50.23388672,1
143,1473,41.71628571,-38.42612076,1
143,1505,76.93981934,-56.70443344,1
143,1537,60.33865356,-34.50131226,1
143,1569,58.24876022,-40.9980545,1
143,1601,71.49859619,-61.74283218,1
143,1633,67.0463562,-60.18662643,1
143,1665,64.48406982,-60.85858154,1
143,1697,58.47553635,-58.64435196,1
143,1729,55.70737839,-58.30698776,1
143,1761,53.28012085,-57.57656479,1
143,1793,50.34898758,-57.27388763,1
143,1825,49.01710892,-57.62086487,1
143,1857,45.59873962,-55.76015472,1
143,1889,42.67428207,-55.6360321,1
143,1921,39.7228775,-54.02015686,1
143,1953,38.5572052,-54.07383728,1
143,1985,32.65415192,-44.26065826,1
143,2017,41.22597122,-18.45547485,1
175,33,12.15336037,2.207435369,1
175,65,11.44267464,-0.658691287,1
175,97,11.21974277,-1.092335939,1
175,129,11.6105423,-1.233608961,1
175,161,12.45035934,-1.841143727,1
175,193,13.92271137,-0.4055029154,1
175,225,14.58578587,0.02589827776,1
175,257,13.76213646,-0.4158573151,1
175,289,15.1149931,-0.5510595441,1
175,321,15.95591831,-0.9994195104,1
175,353,16.41212654,-1.489331961,1
175,385,15.94347382,-0.4293993413,1
175,417,16.22052383,1.017664909,1
175,449,17.44214821,2.317451,1
175,481,22.75554657,-0.7983588576,1
175,513,24.82810783,-1.456390381,1
175,545,26.57745171,-0.9654700756,1
175,577,28.69139862,0.5337498188,1
175,609,31.33301544,2.767886639,1
175,641,33.51648712,4.868257523,1
175,673,35.55950165,4.30329895,1
175,705,21.20008469,-3.347156525,1
175,737,41.51917648,5.775364399,1
175,769,44.04600525,5.900713921,1
175,801,46.83276749,5.747849941,1
175,833,50.19910431,5.358167171,1
175,865,53.34584427,5.443072796,1
175,897,56.28299713,4.977181911,1
175,929,58.5259285,4.049111366,1
175,961,62.39379501,3.111607075,1
175,993,65.10701752,2.05873394,1
175,1025,65.80366516,0.7304404378,1
175,1057,49.00579834,-0.5500045419,1
175,1089,69.14653015,-2.934999704,1
175,1121,69.91376495,-4.090826988,1
175,1153,72.49928284,-4.869711399,1
175,1185,73.94494629,-7.529594898,1
175,1217,76.06269836,-10.96101189,1
175,1249,78.36972046,-14.37987995,1
175,1281,89.3770752,-16.37659836,1
175,1313,86.3162384,-35.19771576,1
175,1345,84.73518372,-37.90196228,1
175,1377,70.98574829,-18.27145004,1
175,1409,47.27967453,-39.33562469,1
175,1441,43.48354721,-38.41644669,1
175,1473,67.85374451,-41.73390961,1
175,1505,69.13360596,-32.19430542,1
175,1537,72.97477722,-54.86964035,1
175,1569,70.98233795,-60.38045502,1
175,1601,72.1055603,-44.901371,1
175,1633,73.36354065,-58.55728912,1
175,1665,63.71440887,-63.4905777,1
175,1697,59.57123184,-60.96236038,1
175,1729,55.23644257,-59.44288254,1
175,1761,52.96700668,-58.33893204,1
175,1793,50.81156921,-57.2768898,1
175,1825,47.01255417,-56.97757721,1
175,1857,44.54515839,-55.54891205,1
175,1889,41.250103,-54.9737587,1
175,1921,37.45387268,-54.43183899,1
175,1953,35.3805809,-54.42267609,1
175,1985,33.43498611,-51.43574524,1
175,2017,13.14931488,-31.46465111,1
207,33,12.24124432,1.911903381,1
207,65,11.59642696,-1.261181951,1
