 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,798.009,200.343,67.044,51.051,126.529,38.847,26.155,71.134,32.849
2,553.898,201.200,26.859,59.368,99.306,34.295,20.564,42.032,36.342
3,1141.408,207.198,41.299,76.088,154.048,45.177,32.168,61.265,32.142
4,1141.079,343.539,97.424,94.314,150.919,49.226,29.514,22.110,55.503
5,928.890,207.769,128.501,117.697,134.139,44.689,26.465,68.542,38.520
6,751.393,294.206,66.185,117.878,122.720,41.158,23.245,0.856,53.930
7,974.708,300.020,194.775,143.361,137.997,45.821,27.084,72.648,53.533
8,1139.999,283.886,60.233,141.447,147.324,54.112,26.824,143.359,53.933
9,1081.741,207.876,158.543,140.521,132.984,39.570,34.807,172.665,42.473
10,795.380,287.302,104.148,160.239,126.072,35.657,28.402,5.229,52.541
11,581.830,396.014,174.014,166.482,105.981,30.826,24.032,50.116,58.157
12,601.546,328.857,203.296,177.749,100.422,31.727,24.141,95.648,58.374
13,721.442,371.520,128.741,150.606,113.689,36.601,25.097,78.578,69.495
14,1028.647,253.420,94.212,135.508,134.893,38.732,33.815,50.673,55.787
15,463.999,364.059,108.480,111.251,102.493,31.132,18.977,31.008,60.380
16,559.860,353.410,153.126,112.641,99.423,27.375,26.039,68.103,55.828
17,638.069,301.443,180.403,120.307,101.595,28.916,28.096,73.871,65.752
18,982.407,313.231,146.441,173.016,126.781,36.937,33.864,9.306,63.851
19,822.514,254.926,180.464,189.821,118.969,34.849,30.051,174.393,54.226
20,816.223,274.732,144.649,82.145,130.170,35.223,29.505,78.444,46.362
21,1001.184,211.390,119.390,69.961,138.254,36.555,34.872,153.869,37.839
22,702.759,338.010,88.054,63.551,115.734,34.608,25.855,29.417,51.690
23,398.652,272.053,29.627,110.773,81.053,29.302,17.322,48.004,49.670
24,730.597,224.095,67.815,88.399,113.029,39.057,23.817,35.729,38.681
25,164.399,259.418,54.848,106.208,62.160,24.029,8.711,13.785,63.592
26,403.535,329.211,20.929,96.965,118.040,31.220,16.457,80.159,69.905
27,941.847,232.549,175.616,95.593,139.756,44.867,26.728,165.377,38.215
