PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 2, filenames: A:[2]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[3]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
148,163,1.036338568,1.259520769,1
148,179,1.43734622,0.8594756722,1
148,195,NaN,NaN,2
148,211,1.31195724,-0.1242832318,1
148,227,1.515823841,-0.8570059538,1
148,243,2.027439594,-0.7782372236,1
148,259,2.344020844,-0.5006023645,1
148,275,2.067387104,-0.7606877089,1
148,291,2.00112009,-0.2651748657,1
148,307,2.713056803,-0.1848517358,1
148,323,2.766441584,-0.4164156616,1
148,339,2.622886419,-0.8179790974,1
148,355,2.966341972,-0.3723707199,1
148,371,3.227790117,-0.1858744323,1
148,387,2.021880388,-0.6184589863,1
148,403,2.076756954,-1.027288675,1
164,19,-0.6844764948,2.897353649,1
164,35,-0.191262424,3.037697792,1
164,51,0.4193902016,3.484816074,1
164,67,NaN,NaN,2
164,83,0.441419661,2.805707932,1
164,99,0.5415986776,2.520417929,1
164,115,0.953900516,2.416747093,1
164,131,0.9697974324,2.502896547,1
164,147,0.7573390007,1.978789568,1
164,163,0.8643508554,1.721577168,1
164,179,0.8651967645,1.359381199,1
164,195,1.02755022,0.539927721,1
164,211,1.499408841,0.130191803,1
164,227,1.411628723,-0.6062576175,1
164,243,2.073477268,-0.7416243553,1
164,259,2.380760908,-0.5328882933,1
164,275,2.036303997,-0.6563105583,1
164,291,1.559224486,-0.06499540806,1
164,307,2.027610779,0.07423697412,1
164,323,2.563837051,0.1008186638,1
164,339,2.177880049,-0.3108197153,1
164,355,3.148578405,0.1549491584,1
164,371,3.399547338,0.8347266912,1
164,387,1.865732193,0.7045776248,1
164,403,2.061080217,-0.3587012291,1
180,19,-0.5765835047,2.64028883,1
180,35,0.0281843096,2.098417521,1
180,51,0.6772913933,2.746754169,1
180,67,NaN,NaN,2
180,83,0.1000255048,2.463897705,1
180,99,0.2689042091,2.434603691,1
180,115,0.759155333,2.471747637,1
180,131,1.066101432,2.475283146,1
180,147,0.8608219028,1.930076599,1
180,163,0.1291680932,1.838292003,1
180,179,-0.5049378276,1.591023922,1
180,195,2.235515118,0.3371503353,1
180,211,NaN,NaN,2
180,227,NaN,NaN,2
180,243,2.125781775,-0.5843760371,1
180,259,2.200359344,-0.7040186524,1
180,275,2.147515774,-0.8989453912,1
180,291,1.873136759,0.009717494249,1
180,307,1.740126967,0.05859778821,1
180,323,1.887937427,-0.07582728565,1
180,339,2.018915892,-0.1141932905,1
180,355,2.202828169,-0.00241150707,1
180,371,2.771193981,0.4969562292,1
180,387,2.32536602,1.066549778,1
180,403,1.839409471,0.9547156096,1
196,19,-0.1772198677,3.205729723,1
196,35,0.3298538327,2.443327427,1
196,51,NaN,NaN,2
196,67,NaN,NaN,2
196,83,0.1015933454,3.102113724,1
196,99,0.1413601041,3.084181786,1
196,115,0.2926510572,2.603449345,1
196,131,1.1790272,2.164968729,1
196,147,1.064085484,1.330098748,1
196,163,0.2952243686,1.543557525,1
196,179,0.8024227619,1.777900815,1
196,195,1.402137637,1.115911841,1
196,211,1.652024388,0.06866952777,1
196,227,2.391050339,0.0799985975,1
196,243,2.03264904,-0.4098779857,1
196,259,1.823525906,-0.6532789469,1
196,275,1.942551136,-0.7626911998,1
196,291,1.975047588,-0.08869662881,1
196,307,2.038339138,-0.326626122,1
196,323,2.085447073,-0.289694041,1
196,339,2.113702059,-0.1478725821,1
196,355,2.100432634,-0.1848075092,1
196,371,2.39319849,-0.04007178545,1
196,387,3.116808653,-0.6771502495,1
196,403,1.84659481,0.6477841735,1
212,19,0.3619450927,3.126255035,1
212,35,0.8125059009,2.754311562,1
212,51,2.640727758,3.231997728,1
212,67,NaN,NaN,2
212,83,-0.03688395023,3.532701731,1
212,99,-0.02297332883,3.045872211,1
212,115,0.1516609192,2.664373636,1
212,131,0.5319562554,1.919705629,1
212,147,1.189268947,0.7402927876,1
212,163,1.08517468,1.160602331,1
212,179,1.095750928,1.477327824,1
212,195,1.337066889,0.9136356115,1
212,211,1.865675688,0.8342181444,1
212,227,2.467372417,0.3229771852,1
212,243,1.843378305,-0.5398215055,1
212,259,1.722125411,-0.4323954582,1
212,275,1.772032738,-0.5201488733,1
212,291,2.016649723,-0.1777168512,1
212,307,2.069470644,-0.4366532564,1
212,323,2.145148277,-0.2483049184,1
212,339,2.405286074,0.1785088778,1
212,355,2.343296051,0.2238698602,1
212,371,2.008110762,-0.06536093354,1
212,387,2.817441225,-1.462780714,1
212,403,2.06224227,-0.002660423517,1
228,19,0.6393967867,2.760982037,1
228,35,1.102226496,2.737836123,1
228,51,1.286175489,2.867770433,1
228,67,2.625717163,2.797577381,1
228,83,1.237499475,2.669509172,1
228,99,0.5832976699,2.350114584,1
228,115,0.5416138768,2.53837347,1
228,131,0.7699187994,2.3563869,1
228,147,1.32068944,1.722705126,1
228,163,1.02953577,1.460890889,1
228,179,0.8329327106,1.304609656,1
228,195,1.536502361,0.9510364532,1
228,211,1.715629101,0.6798985004,1
228,227,1.746533155,0.2791508138,1
228,243,1.839088917,-0.06732513011,1
228,259,1.759892464,-0.2384561896,1
228,275,1.787445068,-0.3082690239,1
228,291,2.191840172,0.1160266697,1
228,307,2.016418457,0.0811753571,1
228,323,2.013200283,0.0369001776,1
228,339,2.012199163,0.3085923195,1
228,355,2.046050072,0.3689447641,1
228,371,1.811176658,0.2112854719,1
228,387,1.562096596,-0.637180984,1
228,403,2.107880116,-0.1594333351,1
244,19,0.1356416792,2.715942621,1
244,35,1.022818089,3.04809618,1
244,51,1.61063683,2.886198521,1
244,67,1.564304233,2.749037743,1
244,83,1.319437504,2.250886679,1
244,99,1.156386256,2.222744942,1
244,115,0.9393156767,2.765656471,1
244,131,1.312924981,2.608666182,1
244,147,1.52195549,1.946552396,1
244,163,1.430281639,1.542561889,1
244,179,1.30676651,1.321668863,1
244,195,1.291458607,1.022362471,1
244,211,1.624396682,0.1953826547,1
244,227,1.410310864,0.1290489137,1
244,243,1.334136844,0.1711597741,1
244,259,1.393819571,-0.01935230196,1
244,275,1.734121561,0.3928153515,1
244,291,2.182879686,0.6769204736,1
244,307,2.085308552,0.4339268506,1
244,323,2.027509212,0.5384197235,1
244,339,1.780490994,0.787150681,1
244,355,1.715012193,0.5992916822,1
244,371,1.766072273,0.6948114038,1
244,387,1.447879076,0.1563419104,1
244,403,1.373156786,0.2348843515,1
260,19,0.3512508273,3.280800104,1
260,35,1.071507931,3.04460597,1
260,51,1.605835557,2.818103552,1
260,67,1.342983603,2.691732645,1
260,83,1.244476795,2.574531078,1
260,99,1.252961516,2.385075092,1
260,115,1.331302643,2.472928047,1
260,131,1.480473995,2.281605721,1
260,147,1.369379282,1.860706568,1
260,163,1.393200517,1.524285793,1
260,179,1.166159987,1.264619827,1
260,195,0.8009614944,0.5844763517,1
260,211,1.405713677,-0.4168151021,1
260,227,1.461877823,-0.2934166193,1
260,243,1.066432953,-0.2552590966,1
260,259,1.14873755,0.1207295582,1
260,275,1.483088493,0.4325118661,1
260,291,1.799797654,0.4681182504,1
260,307,1.791636825,0.6956017017,1
260,323,1.973950982,0.8014194965,1
260,339,2.271884918,1.170130968,1
260,355,1.930917859,0.7063354254,1
260,371,NaN,NaN,2
260,387,3.012522936,0.6549088359,1
260,403,NaN,NaN,2
276,19,0.8803836703,3.097699404,1
276,35,1.200196862,2.637541056,1
276,51,1.127211213,2.549652576,1
276,67,1.550982714,2.563979149,1
276,83,0.9785292149,2.463698149,1
276,99,0.8434075117,2.167113304,1
276,115,1.148574591,2.019738197,1
276,131,1.296019793,1.87185955,1
276,147,1.327327609,1.47296524,1
276,163,1.154191971,1.483956933,1
276,179,0.960580945,1.154260397,1
276,195,0.7507234812,0.3694226146,1
276,211,1.106123805,-0.5101435184,1
276,227,1.324222445,-0.6316719055,1
276,243,1.119497657,-0.8284235001,1
276,259,1.494669914,-0.01185602322,1
276,275,1.606701255,0.377155304,1
276,291,1.643111825,0.45944947,1
276,307,1.599245787,0.8403784633,1
276,323,1.979940414,0.7845791578,1
276,339,2.273860693,0.7380790114,1
276,355,1.871486664,1.047159791,1
276,371,1.878301144,1.523024082,1
276,387,2.186295509,1.216039896,1
276,403,NaN,NaN,2
292,19,0.6019957662,3.029304028,1
292,35,0.9045004249,2.686326027,1
292,51,0.8934950233,2.548170567,1
292,67,NaN,NaN,2
292,83,0.8881542683,1.839310408,1
292,99,NaN,NaN,2
292,115,1.119959712,1.83433032,1
292,131,1.295570493,1.552239418,1
292,147,1.525878787,1.399470329,1
292,163,1.250902772,1.384829521,1
292,179,1.411993742,1.078626037,1
292,195,1.477460742,0.2977009416,1
292,211,1.16484499,-0.1226294637,1
292,227,1.048901677,-0.4673934281,1
292,243,0.8653635979,-0.9672474265,1
292,259,1.602737069,-0.1731731296,1
292,275,1.449022174,0.5038862228,1
292,291,1.402735233,0.5061067939,1
292,307,1.474145293,0.6993129849,1
292,323,1.626585484,0.9049945474,1
292,339,1.753222227,0.9339517355,1
292,355,1.504153848,1.1310606,1
292,371,1.533777595,2.187067032,1
292,387,1.874187112,1.476316214,1
292,403,1.773334861,0.9542698264,1
308,19,0.453707397,3.666050196,1
308,35,0.6263299584,2.977257967,1
308,51,0.6529467106,2.370503187,1
308,67,0.9547913671,1.575145721,1
308,83,1.309318304,1.867348433,1
308,99,NaN,NaN,2
308,115,1.395473242,1.77223146,1
308,131,1.271465063,1.395055413,1
308,147,1.325392962,1.401782632,1
308,163,1.426010609,1.174391508,1
308,179,1.810339212,0.9147202373,1
308,195,1.687077284,0.2764803767,1
308,211,1.040333748,0.01238354295,1
308,227,1.038298011,-0.2072807997,1
308,243,1.315896749,0.03702782094,1
308,259,1.42929256,-0.09485250711,1
308,275,1.394236207,0.3626501858,1
308,291,1.329170108,0.5337458849,1
308,307,1.404839396,1.729667425,1
308,323,1.448955297,1.175726175,1
308,339,1.512434721,1.113474369,1
308,355,0.930989027,1.080036402,1
308,371,0.4964315891,1.350780845,1
308,387,NaN,NaN,2
308,403,1.93500638,0.6696178913,1
324,19,0.2820157409,3.640113354,1
324,35,0.3673161864,2.90148592,1
324,51,0.5951136351,2.106970549,1
324,67,1.06061399,1.601580143,1
324,83,NaN,NaN,2
324,99,NaN,NaN,2
324,115,1.418629289,2.191970348,1
324,131,1.234836221,1.593963027,1
324,147,1.150082111,1.474080086,1
324,163,1.481619596,0.9517593384,1
324,179,2.139471531,1.022748709,1
324,195,1.835838914,0.4839819372,1
324,211,0.8888931274,-0.3718203306,1
324,227,0.9729158878,-1.111722827,1
324,243,2.285013199,0.5801636577,1
324,259,1.229742408,-0.1182064116,1
324,275,1.377914429,0.0806164071,1
324,291,1.900800705,0.6326084137,1
324,307,2.133419037,0.6513787508,1
324,323,2.002802849,0.8916190267,1
324,339,1.874586463,0.9827587605,1
324,355,1.663073182,0.6494771242,1
324,371,1.559972525,1.145880103,1
324,387,2.13368392,1.140696764,1
324,403,1.406132221,0.03823846579,1
340,19,0.2440115809,3.080256224,1
340,35,0.4580184519,2.965819597,1
340,51,0.7095006704,2.269387245,1
340,67,0.4743146896,2.678431749,1
340,83,0.5576682091,3.017912865,1
340,99,1.002375007,2.618924379,1
340,115,1.491510391,2.217807055,1
340,131,1.176361442,1.890849829,1
340,147,0.8677316904,1.817211151,1
340,163,1.49166894,1.193577409,1
340,179,1.823952198,1.058429003,1
340,195,1.585959435,0.5076563358,1
340,211,1.208403468,-0.1948243678,1
340,227,1.08109498,-1.249135613,1
340,243,2.066936493,-0.3024103642,1
340,259,1.410090089,-0.08636248112,1
340,275,1.443898916,-0.2608281374,1
340,291,1.838339567,-0.02220828086,1
340,307,1.960464001,0.4314775765,1
340,323,1.707736611,0.8109737039,1
340,339,1.727325439,0.6154578924,1
340,355,1.763034225,0.2410630584,1
340,371,1.472245574,1.17707026,1
340,387,1.436552167,1.152041435,1
340,403,1.082032084,1.046147823,1
356,19,0.2324634194,2.606564283,1
356,35,-0.1820392609,2.890199423,1
356,51,0.2706594169,2.718390703,1
356,67,0.2115766108,3.04789567,1
356,83,0.4000257254,2.985422134,1
356,99,0.7467159033,2.340909004,1
356,115,1.262395501,1.954285145,1
356,131,1.320767641,1.959397316,1
356,147,1.050176144,1.870998025,1
356,163,1.307728052,1.480088711,1
356,179,1.34716332,1.056111097,1
356,195,1.134323001,0.3307055533,1
356,211,1.250728965,0.004922360182,1
356,227,1.658270836,-0.3205055594,1
356,243,1.563590407,-0.4355280697,1
356,259,1.352898717,-0.0871046558,1
356,275,1.519646764,-0.03019732982,1
356,291,1.48567307,0.009616345167,1
356,307,1.925440073,0.3960901499,1
356,323,1.722524047,0.9856243134,1
356,339,1.527212977,0.8529480696,1
356,355,1.376129031,0.4885509014,1
356,371,1.461942196,1.009434462,1
356,387,1.490975142,1.301969409,1
356,403,1.696545243,2.268182039,1
372,19,0.9363334179,2.796940327,1
372,35,-0.5708549619,2.792995453,1
372,51,-1.649245024,3.879131317,1
372,67,-0.0459113121,2.771647692,1
372,83,0.1266181767,2.555388689,1
372,99,0.250711441,2.470342875,1
372,115,0.8128207922,2.158433199,1
372,131,0.9806985855,1.731156945,1
372,147,0.8307715654,1.386411428,1
372,163,0.8376332521,1.352057934,1
372,179,0.7841780186,0.8730222583,1
372,195,1.127352715,0.4040080309,1
372,211,1.39389801,0.1600942314,1
372,227,1.429213881,-0.007872134447,1
372,243,1.35132575,-0.01959612221,1
372,259,1.422972441,0.1759594232,1
372,275,1.680268526,0.2744737566,1
372,291,1.693489671,0.2063288689,1
372,307,1.693207026,0.359672457,1
372,323,1.464351296,0.8289119005,1
372,339,0.9029504061,0.5179289579,1
372,355,0.9032914639,0.2665506601,1
372,371,1.527186036,0.9886217713,1
372,387,1.392598271,1.109698296,1
372,403,2.227994204,1.456045389,1
388,19,1.432543278,3.046382427,1
388,35,0.2684639692,3.015308857,1
388,51,-0.4898761511,3.403139591,1
388,67,NaN,NaN,2
388,83,0.3786888719,2.213876247,1
388,99,0.2802685797,2.337583542,1
388,115,0.3511997461,2.140406132,1
388,131,0.3376662731,1.526958585,1
388,147,0.3984472752,1.460635781,1
388,163,0.5612327456,1.572013021,1
388,179,0.5939094424,1.123238564,1
388,195,0.9224811792,0.4807200432,1
388,211,1.259882331,-0.009689062834,1
388,227,1.307509899,0.01555015147,1
388,243,1.405503511,0.1574593633,1
388,259,1.131747961,0.1985017359,1
388,275,1.15794611,0.1939350814,1
388,291,1.423742771,0.3467471004,1
388,307,1.529325724,0.4867996275,1
388,323,1.267754793,0.8238040209,1
388,339,1.46130538,-0.1195946634,1
388,355,1.903061867,-0.3925068974,1
388,371,1.920960546,1.427921057,1
388,387,1.763931274,1.22130692,1
388,403,2.647201538,1.372627974,1
404,19,1.402911782,3.032198429,1
404,35,0.5276084542,2.89754653,1
404,51,-0.2347489297,3.045409679,1
404,67,NaN,NaN,2
404,83,0.4393329322,2.440718174,1
404,99,0.2186155915,2.363569736,1
404,115,0.3346447647,1.778108835,1
404,131,0.2354020476,1.295671821,1
404,147,0.3286421299,2.106947422,1
404,163,0.1767793894,1.96615696,1
404,179,0.1108411551,1.328104496,1
404,195,0.8699105978,0.3329741955,1
404,211,1.158741951,-0.8460178375,1
404,227,1.239151955,-0.2914097905,1
404,243,1.094181418,-0.1785870045,1
404,259,0.3626097441,0.03002531826,1
404,275,0.5607497692,0.1475158334,1
404,291,1.021184921,0.3973583877,1
404,307,0.8668574095,0.58800596,1
404,323,1.019824743,0.9887305498,1
404,339,1.53007102,0.4419653416,1
404,355,2.102481842,0.373968482,1
404,371,2.249895811,0.9341208339,1
404,387,2.186158657,1.613168955,1
404,403,1.954457164,1.511043549,1
420,19,1.189526558,3.012328386,1
420,35,0.8108135462,2.534869909,1
420,51,NaN,NaN,2
420,67,0.1453077197,2.49429512,1
420,83,NaN,NaN,2
420,99,0.580342412,2.784497499,1
420,115,0.8550394177,2.066128254,1
420,131,NaN,NaN,2
420,147,0.1759279668,2.79271841,1
420,163,0.5845844746,2.43751359,1
420,179,1.386153698,1.780215859,1
420,195,1.305840135,0.2457476258,1
420,211,1.003267765,-0.8181694746,1
420,227,0.8763059378,-0.8682534695,1
420,243,0.7826880217,-0.6441958547,1
420,259,0.2399095893,0.1636266857,1
420,275,0.1386727691,0.584464252,1
420,291,0.4231747687,0.5714418292,1
420,307,0.2635843158,0.4636775851,1
420,323,0.4933956265,0.5399714708,1
420,339,1.341211677,0.2573201954,1
420,355,1.506169796,0.601359725,1
420,371,1.444753408,0.9580364227,1
420,387,1.468578815,1.116494775,1
420,403,1.330728054,1.259433866,1
436,19,1.064382553,2.790766954,1
436,35,1.185677171,2.66954565,1
436,51,1.126719236,2.420452833,1
436,67,0.3864215016,2.793327332,1
436,83,NaN,NaN,2
436,99,0.8759105206,2.954390764,1
436,115,0.9161723852,2.513937235,1
436,131,0.4035701752,2.136678457,1
436,147,0.125025481,2.594467402,1
436,163,NaN,NaN,2
436,179,2.673923254,0.4484422207,1
436,195,0.7421124578,-0.4420427978,1
436,211,0.1050441265,-0.6421346664,1
436,227,0.9780395031,-1.105636597,1
436,243,0.7118207216,-0.7278565168,1
436,259,0.2136729062,-0.1039386243,1
436,275,0.184977591,0.3830494285,1
436,291,0.609559536,0.4515163302,1
436,307,0.9504893422,0.1906837523,1
436,323,0.8751659989,-0.1137757599,1
436,339,1.088984013,0.246409297,1
436,355,1.257762432,0.9500698447,1
436,371,1.047456384,1.012372732,1
436,387,0.9084624052,1.145776987,1
436,403,0.9423417449,1.387282729,1
452,19,0.8312716484,2.809843779,1
452,35,1.366012812,3.01223135,1
452,51,1.315440893,2.47422576,1
452,67,NaN,NaN,2
452,83,1.007995963,2.500483513,1
452,99,0.7648908496,2.299229145,1
452,115,0.4787170887,2.619106293,1
452,131,0.5356881022,2.565407753,1
452,147,0.4935444593,2.686015129,1
452,163,0.3048882484,3.10476923,1
452,179,0.1558951139,1.621534109,1
452,195,-0.237515986,-0.7192312479,1
452,211,-0.09470301867,0.01608416438,1
452,227,0.6718648672,-0.2920164466,1
452,243,0.2227041721,-0.5036526322,1
452,259,0.05029498041,-0.4296214581,1
452,275,0.2912130058,-0.0804617852,1
452,291,0.6848849058,0.3181237876,1
452,307,1.234471083,0.1630383134,1
452,323,0.8690428138,-0.1475285292,1
452,339,1.686084151,0.1260080338,1
452,355,1.236172676,0.6037157178,1
452,371,1.012877941,0.8438940048,1
452,387,1.416023493,1.239719391,1
452,403,1.702300072,1.63855195,1
468,19,0.2812409103,3.075503349,1
468,35,NaN,NaN,2
468,51,NaN,NaN,2
468,67,1.178489327,2.736569405,1
468,83,0.9937665462,2.344413996,1
468,99,0.5946360826,2.039012909,1
468,115,0.2473023832,2.197703838,1
468,131,0.5124702454,2.51515317,1
468,147,0.2180776,2.345826626,1
468,163,-0.3294692636,2.949323893,1
468,179,-0.813088119,2.386129379,1
468,195,-1.345686436,1.653257608,1
468,211,-0.02188181877,0.653860867,1
468,227,0.4133144617,-0.4065434039,1
468,243,0.1484108269,-0.6198985577,1
468,259,0.03211309016,-0.4554006755,1
468,275,0.2539833486,-0.1970111728,1
468,291,0.5771799088,0.1379166245,1
468,307,0.9789617062,-0.07483100146,1
468,323,0.8953769207,-0.07642261684,1
468,339,1.099316597,-0.106380403,1
468,355,0.8670744896,0.7407470345,1
468,371,0.6120064259,0.4655026197,1
468,387,NaN,NaN,2
468,403,NaN,NaN,2
484,19,0.6565847397,2.689983606,1
484,35,1.084452152,2.752764702,1
484,51,0.7499268651,2.351753473,1
