PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 7, filenames: A:[7]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[8]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
180,115,0.2408030629,1.432287097,1
180,131,0.5420002937,0.8777937293,1
180,147,0.2702885866,0.4834122062,1
180,163,0.1143775508,0.2674370408,1
180,179,0.1810182035,-0.568126142,1
180,195,-0.05042096972,-1.00232029,1
180,211,-0.232076779,-1.009521246,1
180,227,-0.11319758,-1.205583572,1
180,243,0.1027821302,-1.408628225,1
180,259,0.7097805142,-1.515264511,1
180,275,0.8545465469,-1.337370396,1
180,291,1.032471895,-1.050354719,1
180,307,1.121824503,-0.7770622373,1
180,323,1.307409048,-1.025089025,1
180,339,1.36373806,-0.8234967589,1
180,355,1.224285364,-0.654224813,1
180,371,1.772489786,-0.03201794624,1
180,387,1.181898355,0.235656172,1
180,403,1.229232311,0.460703373,1
196,19,-0.3390671015,1.635779619,1
196,35,-0.7995839715,2.115833759,1
196,51,-0.710388422,2.260961294,1
196,67,-0.4106057584,2.12306118,1
196,83,NaN,NaN,2
196,99,NaN,NaN,2
196,115,0.4499001503,1.412020087,1
196,131,0.4131836891,1.02790904,1
196,147,0.2796396911,0.5373666883,1
196,163,-0.1266237795,0.2384265959,1
196,179,-0.5839216709,-0.4983044565,1
196,195,NaN,NaN,2
196,211,NaN,NaN,2
196,227,0.3530291021,-0.7457587719,1
196,243,0.345615834,-1.067592382,1
196,259,0.8263377547,-1.945820093,1
196,275,0.631311357,-1.538427711,1
196,291,0.6725996733,-1.7576226,1
196,307,0.5389693379,-1.19160974,1
196,323,0.6676697731,-0.7459915876,1
196,339,0.9220014215,-0.9987035394,1
196,355,0.8924189806,-0.9935805798,1
196,371,1.181406617,-0.1556993723,1
196,387,1.151845932,0.009187862277,1
196,403,1.131089687,1.020145774,1
212,19,-0.1020887345,1.713327646,1
212,35,-0.5699589252,2.211024284,1
212,51,-0.5822808743,2.313036203,1
212,67,-0.2604176104,2.111167192,1
212,83,-0.1193780154,1.714413166,1
212,99,0.1807158887,1.136443019,1
212,115,0.3265752792,1.085792422,1
212,131,0.07603491843,1.028550982,1
212,147,0.1059951186,0.8828216791,1
212,163,-0.3352992833,0.1065025628,1
212,179,-1.080742121,-0.5271760225,1
212,195,-0.7404761314,-0.4137736559,1
212,211,-0.1461350322,-0.7378433347,1
212,227,NaN,NaN,2
212,243,1.736953735,-1.044427872,1
212,259,0.7067052126,-1.636947274,1
212,275,0.5189929008,-2.162252188,1
212,291,0.5534077287,-1.261534572,1
212,307,0.5155286193,-1.041538358,1
212,323,0.5198864341,-0.8641927242,1
212,339,0.8000663519,-1.238251925,1
212,355,0.3991772532,-1.545546651,1
212,371,0.8930193782,0.0897423625,1
212,387,0.9430447221,-0.3580399752,1
212,403,0.9221975207,0.4753534198,1
228,19,-0.6884940863,1.820436001,1
228,35,-0.5712432265,2.446436882,1
228,51,-0.1257323325,2.45975256,1
228,67,-0.140324682,2.337248802,1
228,83,-0.2479993701,1.908786535,1
228,99,-0.09217062593,1.381357074,1
228,115,-0.284743607,0.8514406681,1
228,131,-0.1448046714,0.6801072359,1
228,147,0.4626169801,1.096839428,1
228,163,0.3036834896,0.2416597903,1
228,179,0.008172437549,-0.6869162917,1
228,195,-0.1908168942,-0.4500576258,1
228,211,-0.1922019124,-1.007442832,1
228,227,-0.1056623757,-1.241506457,1
228,243,0.0001334920526,-1.338112831,1
228,259,0.2886912823,-1.639378548,1
228,275,0.5778510571,-1.94376874,1
228,291,0.6697016954,-1.19417274,1
228,307,0.7750180364,-0.8633319139,1
228,323,0.6309562325,-1.00568831,1
228,339,0.7592346668,-1.285195589,1
228,355,0.8016079664,-0.8274209499,1
228,371,0.6042589545,-0.09569680691,1
228,387,0.8889483213,-0.431616962,1
228,403,1.342112541,-0.09042584896,1
244,19,-0.5630129576,1.848493457,1
244,35,-0.6037740707,2.546439886,1
244,51,0.04153190553,2.436224222,1
244,67,-0.4833092093,2.528663635,1
244,83,-0.6180154085,1.812150478,1
244,99,NaN,NaN,2
244,115,-0.5704802275,1.205856323,1
244,131,-0.3080369234,0.6510933638,1
244,147,0.3831338286,0.8415407538,1
244,163,0.2630496621,0.2806687653,1
244,179,0.4322448373,-0.1723279208,1
244,195,0.754550457,-0.3686337471,1
244,211,0.2518785894,-1.442056656,1
244,227,-0.05884161592,-1.702451468,1
244,243,0.007101044059,-1.773069263,1
244,259,0.3926669955,-1.801172972,1
244,275,0.8652374744,-1.973822355,1
244,291,0.667573452,-1.283330679,1
244,307,0.7089802623,-0.8161120415,1
244,323,0.7346568704,-1.060808301,1
244,339,0.3097786605,-0.6768338084,1
244,355,0.569273591,-0.5291338563,1
244,371,0.9551382065,-0.5996353626,1
244,387,0.8845410347,-0.7381738424,1
244,403,0.9872151613,-0.9926036596,1
260,19,0.9327049851,3.745344162,1
260,35,-0.4681052566,2.449437141,1
260,51,-0.221617341,2.507656336,1
260,67,-0.4655106068,2.200910568,1
260,83,-0.45634377,1.45572269,1
260,99,0.0119844079,1.538044214,1
260,115,-0.07805985212,1.279856563,1
260,131,0.001706905663,0.7444887757,1
260,147,0.2642309964,0.5392521024,1
260,163,-0.1069071889,-0.1116077155,1
260,179,0.04198122025,-0.2185519189,1
260,195,0.6464725733,-0.5322387218,1
260,211,0.539498806,-1.10938251,1
260,227,0.2193779647,-1.728973985,1
260,243,0.2696264982,-2.012833595,1
260,259,0.7427017689,-1.943744183,1
260,275,0.9501271844,-1.83363843,1
260,291,0.5337164998,-1.352212906,1
260,307,0.3932079971,-0.9336159229,1
260,323,0.6140665412,-1.094828129,1
260,339,0.4633635283,-0.6861886382,1
260,355,0.4022954106,-0.6669819355,1
260,371,0.5798248053,-0.7830504775,1
260,387,0.816295445,-0.9851869345,1
260,403,0.4445936084,-1.707639933,1
276,19,-0.0514523685,2.415888309,1
276,35,-0.01552979648,2.106672049,1
276,51,-0.1273799539,2.430193186,1
276,67,-0.3414795399,2.458389759,1
276,83,0.05952382833,1.521912813,1
276,99,0.04402980953,1.134014845,1
276,115,-0.2173669636,1.039196849,1
276,131,-0.3906772435,0.5297560096,1
276,147,-0.06791041791,0.2382661104,1
276,163,-0.09373565018,-0.1272808462,1
276,179,-0.05392763764,-0.2329552323,1
276,195,0.110519059,-0.6161550283,1
276,211,0.3044995666,-0.8758683205,1
276,227,0.2161746025,-1.429592729,1
276,243,0.2140255719,-1.737318754,1
276,259,0.9313619137,-1.664059639,1
276,275,0.9559097886,-1.23528564,1
276,291,0.4834184647,-1.243919015,1
276,307,-0.1479068696,-0.936530292,1
276,323,0.2912922502,-1.095200062,1
276,339,0.1085257754,-1.288731694,1
276,355,-0.05280731618,-0.8547022939,1
276,371,-0.08459708095,-0.7656228542,1
276,387,0.6893894076,-1.175002456,1
276,403,0.5998916626,-1.415518999,1
292,19,-0.5459131002,1.816132069,1
292,35,-0.09612266719,1.797677398,1
292,51,-0.1149179637,2.247871637,1
292,67,0.1485207975,2.70843935,1
292,83,0.2067111433,1.633328438,1
292,99,0.06678050756,0.9209030867,1
292,115,-0.05303755403,0.7286025286,1
292,131,-0.252071768,0.3720306158,1
292,147,-0.4122690856,0.02467137575,1
292,163,-0.4466854334,-0.1285124421,1
292,179,-0.2930156589,-0.1733558476,1
292,195,-0.2828959227,-0.1068774164,1
292,211,-0.3477270901,-0.5391866565,1
292,227,-0.2441801876,-1.449158788,1
292,243,-0.1828263104,-1.748689294,1
292,259,0.2230888307,-1.387198925,1
292,275,0.3907412291,-1.09568882,1
292,291,0.3980897069,-1.054076195,1
292,307,0.2082637846,-0.7251353264,1
292,323,-0.002774432302,-0.8436813354,1
292,339,-0.2003300488,-1.041024208,1
292,355,-0.3189829588,-1.142596722,1
292,371,-0.0550686419,-1.022700906,1
292,387,0.4877821505,-1.197846889,1
292,403,0.8091987967,-1.34406209,1
308,19,-0.3481149375,1.656841993,1
308,35,-0.1731666327,1.874237776,1
308,51,-0.04022142291,2.013165951,1
308,67,NaN,NaN,2
308,83,-0.9648697972,1.428408504,1
308,99,-0.3230845034,1.072734594,1
308,115,0.02460994944,0.7112503052,1
308,131,0.2948190868,0.3591668606,1
308,147,-0.04359347373,0.1029123813,1
308,163,-0.2129040956,-0.1223368794,1
308,179,0.05207696557,-0.3374323845,1
308,195,-0.1117624566,-0.2760286331,1
308,211,-0.2535052598,-0.6188343763,1
308,227,-0.1995792091,-1.309344172,1
308,243,-0.1318280399,-1.653940082,1
308,259,-0.09985117614,-1.448610067,1
308,275,-0.0001907348633,-1.471566319,1
308,291,0.2649709284,-1.292358875,1
308,307,0.2013702095,-1.194318771,1
308,323,-0.1445505619,-0.821932137,1
308,339,-0.2906324565,-0.6201446056,1
308,355,-0.3832926154,-0.9423880577,1
308,371,-0.3861401081,-1.386377811,1
308,387,0.1654670537,-1.341932297,1
308,403,0.8924915791,-1.639509082,1
324,19,-0.5381611586,1.616856456,1
324,35,-0.3912978768,2.12122488,1
324,51,-0.6471469998,2.011973381,1
324,67,NaN,NaN,2
324,83,-0.4013586342,1.493732452,1
324,99,-0.02657687664,0.9335014224,1
324,115,-0.1209277511,0.6304295063,1
324,131,0.2129043043,0.03657411039,1
324,147,-0.05992233008,-0.3137632012,1
324,163,-0.2270176709,-0.2576954365,1
324,179,0.3497356176,-0.393565774,1
324,195,0.2937301099,-0.5890179276,1
324,211,-0.06108959019,-0.9593057036,1
324,227,-0.2852010131,-1.330610514,1
324,243,-0.0503837727,-1.805216074,1
324,259,0.279707998,-1.748152852,1
324,275,0.2668143213,-1.433507323,1
324,291,0.4162697494,-0.8200478554,1
324,307,0.3484644592,-0.9203791618,1
324,323,0.0093190521,-0.9055857062,1
324,339,-0.3771184385,-0.7421900034,1
324,355,-0.6942186356,-0.5762016773,1
324,371,-0.3696357608,-1.262512565,1
324,387,0.1963731945,-1.246340752,1
324,403,0.9040958881,-1.580973029,1
340,19,-0.8356675506,1.423574448,1
340,35,-0.4200979471,1.453689218,1
340,51,-0.8529243469,1.77333653,1
340,67,-1.388873219,1.093816876,1
340,83,-0.03572267294,1.144991279,1
340,99,-0.6550773382,0.7781006694,1
340,115,-0.3193938136,0.204903394,1
340,131,0.0003562904894,-0.7816938758,1
340,147,-0.01017281413,-0.6828647852,1
340,163,0.1740753204,-0.3874951899,1
340,179,0.6361843348,-0.404864043,1
340,195,0.6867103577,-0.6788921356,1
340,211,0.1643735468,-0.9933134317,1
340,227,-0.114533186,-1.40535295,1
340,243,0.1564133614,-2.303956032,1
340,259,0.2567286491,-1.904224634,1
340,275,0.2337846756,-1.464461565,1
340,291,0.3115364313,-1.044683218,1
340,307,0.3216023445,-1.093964219,1
340,323,0.1130261719,-0.9190142155,1
340,339,-0.03605981916,-0.9971252084,1
340,355,-0.5870835781,-0.615455687,1
340,371,-0.7900373936,-0.6327514052,1
340,387,-0.3791476488,-1.012114763,1
340,403,0.3678853512,-1.395270109,1
356,19,-0.7677497864,1.30715394,1
356,35,-0.6755068898,1.183354139,1
356,51,-0.959351778,1.804118037,1
356,67,-1.025502682,2.637316704,1
356,83,-0.6862713695,1.286880016,1
356,99,-0.3276908398,0.6489281654,1
356,115,-0.1463708431,0.007846981287,1
356,131,0.07719223201,-0.4033575058,1
356,147,0.4447790384,-0.4220849276,1
356,163,0.8188061714,-0.4163809121,1
356,179,0.5188289881,-0.533888936,1
356,195,0.5954662561,-0.6087758541,1
356,211,0.3717556,-0.6568177342,1
356,227,0.1796056926,-1.203942657,1
356,243,0.3019607067,-1.736956716,1
356,259,0.1054725796,-2.063375235,1
356,275,0.1172451228,-1.963202,1
356,291,0.4168231189,-1.518338919,1
356,307,0.4683806896,-1.288700223,1
356,323,0.3078923225,-0.8305668831,1
356,339,0.06115710735,-0.6438736916,1
356,355,-0.6818196774,-0.1914380491,1
356,371,-0.3553709984,-0.1565350294,1
356,387,-0.2382264584,-0.6153913736,1
356,403,-0.2381058931,-1.254137516,1
372,19,-0.7869398594,1.022593379,1
372,35,-1.22562027,1.618762016,1
372,51,-1.574684024,1.740765095,1
372,67,-1.349469662,2.123473644,1
372,83,-0.3369564414,0.833738625,1
372,99,0.1414165944,0.2773064673,1
372,115,0.1326037049,0.1500005871,1
372,131,0.2587090731,0.01896512881,1
372,147,0.4820050895,-0.2879366279,1
372,163,0.5056710243,-0.2770555019,1
372,179,-0.1157094091,-0.3765200973,1
372,195,-0.7289233804,-0.4588821232,1
372,211,-0.6314575076,-0.4096141458,1
372,227,-0.008701056242,-1.429593801,1
372,243,-0.1011434644,-2.414270878,1
372,259,-0.1372734904,-2.347259283,1
372,275,0.1270529181,-2.435624123,1
372,291,0.4889431,-2.225896597,1
372,307,1.12041688,-1.268196106,1
372,323,0.7358754277,-0.5524036288,1
372,339,0.2595649362,-0.283587575,1
372,355,-0.110475339,-0.1602579951,1
372,371,NaN,NaN,2
372,387,0.2876173556,-0.6146151423,1
372,403,0.5000548363,-0.9500104189,1
388,19,-0.3729915917,0.7076170444,1
388,35,-1.083515644,1.784260035,1
388,51,-1.379612565,1.553886294,1
388,67,-1.307612181,1.345235705,1
388,83,NaN,NaN,2
388,99,-0.1561242342,0.2221739292,1
388,115,-0.05092790723,0.351391077,1
388,131,-0.1391385049,0.2885070443,1
388,147,-0.1393766999,-0.1714671552,1
388,163,0.8052092791,-0.09831364453,1
388,179,0.3395435512,0.268042326,1
388,195,-0.2520468533,-0.3222106099,1
388,211,-0.2293199897,-1.105347276,1
388,227,-0.1250504702,-2.062243462,1
388,243,-0.2206111401,-2.641321659,1
388,259,-0.1171124205,-2.352542877,1
388,275,0.1441930383,-2.391544104,1
388,291,0.2896283269,-2.108654022,1
388,307,0.8358877897,-1.219881773,1
388,323,0.522842288,-0.3860095143,1
388,339,0.407096684,-0.1885663271,1
388,355,0.3567156792,-0.4759271145,1
388,371,-0.003082301468,-1.211083531,1
388,387,0.07028625906,-1.054079413,1
388,403,0.5758955479,-0.9488270879,1
404,19,0.02387171984,1.008599043,1
404,35,-0.4075397551,2.12469244,1
404,51,-0.4515976906,1.750057936,1
404,67,NaN,NaN,2
404,83,-0.40200001,0.4240920544,1
404,99,0.1615335643,-0.1772901416,1
404,115,0.5025069714,0.4432026744,1
404,131,0.1961572915,0.5197783709,1
404,147,-0.4593825936,-0.02190433443,1
404,163,-0.1599169523,0.1247862428,1
404,179,0.7203896046,0.2288311422,1
404,195,1.091794968,-0.1416993886,1
404,211,-0.09383649379,-1.450474858,1
404,227,0.06122806668,-2.473847866,1
404,243,0.003075540066,-2.786646366,1
404,259,-0.09416612238,-2.241938591,1
404,275,-0.005244113505,-2.07976222,1
404,291,-0.1310756356,-1.640875816,1
404,307,0.7761392593,-1.0708884,1
404,323,1.020837307,-0.5624210238,1
404,339,0.3554647267,-0.8506174684,1
404,355,-0.1566968411,-1.205007076,1
404,371,-0.3407915235,-1.402343273,1
404,387,0.06548653543,-1.04798317,1
404,403,0.2902731895,-0.6415288448,1
420,19,0.3509584367,1.192858815,1
420,35,-0.07060903311,1.728882909,1
420,51,-0.3707464337,1.794119954,1
420,67,NaN,NaN,2
420,83,NaN,NaN,2
420,99,NaN,NaN,2
420,115,NaN,NaN,2
420,131,0.22349751,0.4122524559,1
420,147,-0.1996869296,0.2942419052,1
420,163,-0.3945897222,0.4381164908,1
420,179,0.3917452693,0.1724413037,1
420,195,0.8476201892,-0.4174486697,1
420,211,-0.38621521,-2.113182783,1
420,227,-0.7867030501,-3.233196259,1
420,243,0.02805605531,-2.806321859,1
420,259,-0.06897933036,-2.380151272,1
420,275,-0.2154734135,-1.973567009,1
420,291,-0.3399879336,-1.615844369,1
420,307,0.4016298652,-1.545381665,1
420,323,1.51105988,-1.050616026,1
420,339,0.2449905276,-0.9973099232,1
420,355,NaN,NaN,2
420,371,0.3459260464,-1.48119545,1
420,387,0.6850554943,-0.9256563783,1
420,403,0.4095286131,-0.4588307142,1
436,19,0.09160836041,1.408914566,1
436,35,0.0153196305,1.745415092,1
436,51,0.03014794737,1.561020136,1
436,67,NaN,NaN,2
436,83,NaN,NaN,2
436,99,NaN,NaN,2
436,115,-0.5466710329,1.020257115,1
436,131,0.002071142197,0.3761689663,1
436,147,NaN,NaN,2
436,163,NaN,NaN,2
436,179,-0.1164906621,0.06231150031,1
436,195,-0.108000651,-0.6164325476,1
436,211,-0.321341604,-2.037474155,1
436,227,-0.59154737,-3.861843824,1
436,243,-0.2741167843,-2.621597528,1
436,259,-0.8430948257,-2.493599415,1
436,275,-0.6831894517,-2.125435829,1
436,291,-0.3774178028,-1.914907932,1
436,307,-0.01529791951,-1.878934979,1
436,323,NaN,NaN,2
436,339,NaN,NaN,2
436,355,0.2528961301,-0.6805157661,1
436,371,0.4094271958,-0.9780042171,1
436,387,0.02408630028,-0.8161014318,1
436,403,-0.3525580764,-0.9466238022,1
452,19,-0.4038356543,1.44164443,1
452,35,0.0444451496,1.993712544,1
452,51,0.6115500927,1.91108489,1
452,67,0.4827579856,1.3568331,1
452,83,0.07609793544,0.504704833,1
452,99,NaN,NaN,2
452,115,-0.516556561,0.3788784742,1
452,131,-0.3655599654,0.2419791818,1
452,147,-0.7933066487,-0.04952608049,1
452,163,-0.7678951025,-0.4151185751,1
452,179,-0.966260612,-0.5887005925,1
452,195,-1.419730663,-1.403088093,1
452,211,-0.6095272303,-2.652199984,1
452,227,0.09877818823,-3.448851585,1
