PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 4, filenames: A:[4]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[5]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
20,19,0.1853396893,1.672631383,1
20,35,-1.273869157,1.250125766,1
20,51,-0.9577326775,1.457973242,1
20,67,-1.462306976,1.442264795,1
20,83,-1.457747459,0.5265823603,1
20,99,-0.9715377092,-0.06818050146,1
20,115,-0.6124697328,-0.4864223003,1
20,131,0.03434929252,-0.8018755913,1
20,147,0.5200587511,-0.6141918898,1
20,163,0.07489818335,-0.5398317575,1
20,179,0.3074611425,-0.2139350772,1
20,195,-0.2580332756,0.05725133419,1
20,211,-0.2144785225,-0.4510555267,1
20,227,0.9657826424,-1.359634757,1
20,243,1.432329535,-1.385078073,1
20,259,1.194785118,-1.301252604,1
20,275,0.5416990519,-1.330028415,1
20,291,0.4158880115,-1.118474483,1
20,307,0.7219375372,-0.9198366404,1
20,323,0.6023588777,-0.8186953068,1
20,339,0.2790865004,-1.021606445,1
20,355,-0.06214904785,-1.111193776,1
20,371,-0.4138114452,-1.242466927,1
20,387,0.02370411158,-1.28823781,1
20,403,0.4220941067,-1.228286266,1
36,19,-0.8913834095,1.937132001,1
36,35,-0.7682937384,1.354805946,1
36,51,-0.2307742238,1.631246805,1
36,67,-0.4195896387,1.683223009,1
36,83,-0.3860557079,1.375280261,1
36,99,-0.403244257,1.514389038,1
36,115,-1.625923395,0.604749918,1
36,131,-1.136799335,-0.01960635185,1
36,147,0.01068034768,-0.2406466901,1
36,163,0.03120238334,-0.8707998991,1
36,179,-0.1130648106,-0.9191777706,1
36,195,-0.06439389288,-1.086379051,1
36,211,-0.1779182553,-1.89499712,1
36,227,0.2334203422,-2.166272402,1
36,243,0.7505746484,-2.55021739,1
36,259,1.040215492,-2.050022602,1
36,275,1.053139091,-1.912469268,1
36,291,0.7349053621,-1.880738974,1
36,307,0.9153025746,-1.343515873,1
36,323,1.108914971,-0.5315505266,1
36,339,0.582960248,-0.6644405127,1
36,355,0.4321994185,-0.9080753922,1
36,371,0.1124221683,-0.6693423986,1
36,387,-0.2455349416,0.02127885818,1
36,403,0.1044715345,-0.2873435915,1
52,19,-1.128045082,1.497318983,1
52,35,-0.5179715157,1.478221416,1
52,51,-0.1310275495,1.561673164,1
52,67,0.1553830802,1.686198354,1
52,83,0.01472583413,1.842666268,1
52,99,-0.2901383638,1.719736218,1
52,115,-0.7341985703,0.9058331251,1
52,131,-0.7573951483,-0.07796576619,1
52,147,-0.105982244,-0.3595664203,1
52,163,0.02856621146,-0.8903246522,1
52,179,-0.05285441875,-1.435058117,1
52,195,-0.02603569627,-1.672283173,1
52,211,-0.07954765111,-2.342606544,1
52,227,0.3360290527,-2.411001682,1
52,243,0.9137499332,-1.829295278,1
52,259,0.717161417,-1.676206946,1
52,275,0.8561730385,-1.934954166,1
52,291,1.105156898,-2.019619942,1
52,307,1.029162884,-1.099678993,1
52,323,1.296730995,-0.7339037061,1
52,339,1.070521951,-1.219915748,1
52,355,0.3566254377,-1.207096577,1
52,371,-0.1905364096,-0.7007941604,1
52,387,-0.03827794641,-0.4830076098,1
52,403,0.2505377829,0.2062962353,1
68,19,-0.931940794,1.483066201,1
68,35,0.1477663517,1.781372905,1
68,51,0.1802022159,1.783533931,1
68,67,-0.09659194946,1.645210981,1
68,83,0.1531810164,1.58065021,1
68,99,0.03738406301,1.067981005,1
68,115,-0.517282486,0.4848232269,1
68,131,-0.6152938604,-0.1530631483,1
68,147,-0.4409817159,-0.1096341461,1
68,163,-0.6785906553,-0.7949801683,1
68,179,-0.2076120973,-1.915213823,1
68,195,-0.2389868945,-1.566098571,1
68,211,-0.1896203458,-1.975089788,1
68,227,0.8553659916,-2.312753439,1
68,243,1.253493428,-1.79992795,1
68,259,0.7168731093,-1.448594093,1
68,275,0.798707366,-1.846244097,1
68,291,0.9173903465,-1.69143033,1
68,307,0.5573628545,-1.033281803,1
68,323,0.7496051788,-0.6398700476,1
68,339,0.8772900105,-1.61188364,1
68,355,-0.2728691101,-2.208686829,1
68,371,-0.7295457125,-0.9483366013,1
68,387,0.4255874157,-0.4049731493,1
68,403,0.4864199758,0.6189075708,1
84,19,-1.073443651,1.707835555,1
84,35,-0.6545646787,2.096931934,1
84,51,NaN,NaN,2
84,67,-0.3842411637,1.619637728,1
84,83,-0.396266222,0.8636815548,1
84,99,NaN,NaN,2
84,115,-0.6143248677,-0.01287992299,1
84,131,-0.5656633973,-0.4254843891,1
84,147,-0.6986135244,-0.3679801822,1
84,163,-0.6763523221,-0.3921670616,1
84,179,-0.3651385605,-0.6350078583,1
84,195,-0.3471253216,-0.7074718475,1
84,211,0.09068772942,-1.411136031,1
84,227,0.9133113027,-1.962766409,1
84,243,1.561558366,-1.770011187,1
84,259,1.095732927,-1.450402737,1
84,275,1.213891029,-1.495619774,1
84,291,1.188766956,-1.539611101,1
84,307,0.3696361184,-1.349824667,1
84,323,0.1803177595,-0.9450233579,1
84,339,0.03225916624,-0.8846566677,1
84,355,-0.003434732556,-1.536383033,1
84,371,-0.01548531651,-1.532824039,1
84,387,-0.04374197125,-0.9634819031,1
84,403,0.3803344667,0.3702522814,1
100,19,-0.9044981003,1.443264604,1
100,35,-0.8973048925,1.223616123,1
100,51,NaN,NaN,2
100,67,-0.328825742,1.247186303,1
100,83,-0.1624193788,0.4066182375,1
100,99,-0.6676109433,-0.4449321032,1
100,115,-1.010478973,-0.5008537769,1
100,131,-0.5001859069,-0.630972147,1
100,147,-0.2341778278,-0.4228734076,1
100,163,0.07336939871,-0.2650218904,1
100,179,0.09954048693,0.2050774097,1
100,195,-0.08983361721,0.2095254064,1
100,211,0.7275769711,-0.8314974308,1
100,227,1.537205458,-1.854163647,1
100,243,1.014866114,-1.352452636,1
100,259,1.30002141,-1.168305516,1
100,275,1.423330188,-1.225200415,1
100,291,1.14591825,-1.448414922,1
100,307,0.8933808804,-1.010663271,1
100,323,0.6343996525,-1.073353887,1
100,339,0.6338763237,-0.9860500097,1
100,355,0.8764603734,-1.351752162,1
100,371,0.1411340833,-1.944839358,1
100,387,0.07241165638,-1.60413599,1
100,403,0.7203269601,-0.3532486856,1
116,19,-1.169481397,1.145909309,1
116,35,-0.6762222052,1.314372897,1
116,51,-1.458504558,1.656969666,1
