PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 5, filenames: A:[5]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[6]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
244,355,2.468803406,-0.9802898765,1
244,371,1.757236719,-1.129334331,1
244,387,1.615504742,-0.5737266541,1
244,403,2.059571266,0.2750836015,1
260,19,0.9493454695,1.333471179,1
260,35,1.045491457,1.60572648,1
260,51,0.6514079571,2.05623436,1
260,67,0.7180584669,2.147140026,1
260,83,1.410552502,2.019530773,1
260,99,1.506397367,1.599258542,1
260,115,1.359377384,0.9090440869,1
260,131,1.325811148,0.6602007151,1
260,147,1.466258049,0.6582152843,1
260,163,1.325940013,0.2761857808,1
260,179,1.033010244,-0.5589881539,1
260,195,1.776138425,-0.4291636944,1
260,211,1.761969209,-0.3337429762,1
260,227,1.25907588,-0.9533046484,1
260,243,1.185749412,-1.319908381,1
260,259,1.545754433,-1.518771052,1
260,275,1.857141256,-1.481711626,1
260,291,1.889850497,-0.8499991894,1
260,307,1.949743152,-0.9048162103,1
260,323,1.799171805,-0.567124784,1
260,339,1.835222602,-0.3258498907,1
260,355,1.959168434,-0.8420042396,1
260,371,1.597912073,-1.114236355,1
260,387,1.689890027,-0.5773276687,1
260,403,1.880120277,0.1711372435,1
276,19,1.165415049,1.393796563,1
276,35,0.8895798922,1.413584828,1
276,51,0.4736210108,1.729840517,1
276,67,0.5305553675,1.77869308,1
276,83,1.145900011,2.070763111,1
276,99,0.9270031452,1.792813063,1
276,115,1.218995452,1.116006017,1
276,131,1.297746539,0.6111168861,1
276,147,1.28768003,0.540871501,1
276,163,1.688388348,0.3757461905,1
276,179,2.092173815,-0.3078911006,1
276,195,2.140881062,-0.5793896914,1
276,211,2.0450387,-0.5994689465,1
276,227,1.587198019,-1.216416359,1
276,243,1.22988534,-1.492002249,1
276,259,1.426003933,-1.472726226,1
276,275,1.556358218,-1.525981069,1
276,291,1.674645901,-1.239998937,1
276,307,1.752824306,-1.052413821,1
276,323,1.926123261,-0.2974562645,1
276,339,1.780927896,-0.1936677098,1
276,355,1.872514606,-0.7073212862,1
276,371,1.534686804,-0.5420371294,1
276,387,1.780883908,-0.3191811144,1
276,403,2.328765392,-0.3736446798,1
292,19,0.6664649844,1.424179196,1
292,35,1.220767498,1.310664415,1
292,51,1.615446806,1.610025764,1
292,67,1.779445291,1.608975172,1
292,83,1.378699303,1.789290667,1
292,99,1.162284374,1.127196074,1
292,115,1.287784815,0.7896256447,1
292,131,1.159826756,0.7632870078,1
292,147,1.148373842,0.6515922546,1
292,163,1.680564046,0.5280408859,1
292,179,2.174663067,0.6211140156,1
292,195,2.271056652,0.1286144704,1
292,211,2.044222593,-0.5518405437,1
292,227,1.841005445,-0.9779069424,1
292,243,1.548245311,-1.344693184,1
292,259,1.527826309,-1.570277095,1
292,275,1.640355706,-1.494995713,1
292,291,1.662917972,-1.220775485,1
292,307,1.783017635,-0.677317977,1
292,323,2.090930223,0.08403655887,1
292,339,1.858614564,0.04077485204,1
292,355,1.867506862,-0.5930342674,1
292,371,2.00675106,-0.4621143937,1
292,387,2.529680729,-0.2799547911,1
292,403,2.561243057,-0.4255967736,1
308,19,0.854528904,1.589256287,1
308,35,1.375578523,1.690646291,1
308,51,2.672446966,2.331995487,1
308,67,2.986717224,2.478003979,1
308,83,1.541249633,1.894194722,1
308,99,1.299785256,1.372404814,1
308,115,1.266063094,0.8473277092,1
308,131,1.395722508,0.8391651511,1
308,147,1.489302397,0.8113904595,1
308,163,1.519137144,0.6378287673,1
308,179,1.68598175,0.7413144112,1
308,195,2.119842052,0.2110825777,1
308,211,2.769347191,-1.134119272,1
308,227,2.184644699,-0.9971376657,1
308,243,1.585170031,-1.273815274,1
308,259,1.556914091,-1.249791026,1
308,275,1.774999619,-1.262637138,1
308,291,1.610209584,-0.830653429,1
308,307,1.727909207,-0.1454606056,1
308,323,1.644665718,-0.335449636,1
308,339,1.359037638,0.09242856503,1
308,355,1.661355376,-0.1774946451,1
308,371,2.660295486,-0.4332744777,1
308,387,3.02103734,-0.4152995646,1
308,403,2.669779301,-0.1044255197,1
324,19,0.619568944,1.722770333,1
324,35,0.8526239395,1.879336715,1
324,51,1.414550662,1.7717098,1
324,67,1.503863692,1.682477117,1
324,83,1.438309193,1.805509686,1
324,99,1.361340404,1.566404343,1
324,115,1.25603497,1.088817954,1
324,131,1.574943304,0.5088662505,1
324,147,1.557580352,0.6437707543,1
324,163,1.412989259,0.8192586899,1
324,179,1.178445697,0.4143644571,1
324,195,1.271767735,-0.2365288734,1
324,211,1.859533429,-0.4876421392,1
324,227,2.035865307,-0.9513594508,1
324,243,1.847895265,-1.043382645,1
324,259,1.391873837,-0.9175815582,1
324,275,1.675000548,-0.9176682234,1
324,291,1.546445489,-0.8695430756,1
324,307,1.877326846,-0.8551539183,1
324,323,2.192299128,-0.5951583385,1
324,339,1.061969042,-0.230323419,1
324,355,1.52479887,-0.470359385,1
324,371,2.242806673,-0.9293975234,1
324,387,1.799429893,-0.1788578033,1
324,403,3.179783583,0.168787837,1
340,19,0.7754758596,1.75355792,1
340,35,0.6781190634,2.32902503,1
340,51,0.869320631,1.579606652,1
340,67,1.443616271,1.428431511,1
340,83,1.315833449,1.328348994,1
340,99,1.242974043,0.9916058779,1
340,115,1.507281899,0.6684185863,1
340,131,1.664014578,0.5553063154,1
340,147,1.422694445,0.5395025015,1
340,163,1.123975873,0.4815335572,1
340,179,0.9310302734,0.2929878533,1
340,195,1.243290305,-0.2852887511,1
340,211,1.804545283,-0.7676482797,1
340,227,2.27203846,-0.9291507006,1
340,243,1.799346685,-0.9704550505,1
340,259,1.9187572,-0.8765932918,1
340,275,2.001153946,-0.795699954,1
340,291,1.878050685,-0.8907294869,1
340,307,1.588608146,-0.8719900846,1
340,323,1.444651246,0.08485540748,1
340,339,1.351025224,0.344384402,1
340,355,1.466541052,-0.2964626551,1
340,371,2.04254818,-0.8934088349,1
340,387,1.847187042,-0.2733221352,1
340,403,2.901822805,0.2922388315,1
356,19,0.6071777344,1.738756537,1
356,35,0.743986845,2.287386417,1
356,51,1.166719913,2.33032155,1
356,67,NaN,NaN,2
356,83,NaN,NaN,2
356,99,1.352405071,1.309560061,1
356,115,1.469072223,0.9505897164,1
356,131,1.487230182,0.8644414544,1
356,147,1.453289032,0.5365166068,1
356,163,1.34980166,0.1403158903,1
356,179,1.36207068,-0.1346539706,1
356,195,1.189999938,-0.4073783755,1
356,211,1.360532761,-0.8422385454,1
356,227,1.867638826,-1.825868964,1
356,243,1.588903785,-1.673682809,1
356,259,1.667675138,-1.061388373,1
356,275,1.861269474,-1.131756306,1
356,291,2.08465147,-0.9536905289,1
356,307,1.900623083,-0.8793775439,1
356,323,1.780191779,-0.644397676,1
356,339,1.766539812,-0.1403241158,1
356,355,2.0142169,-0.6231904626,1
356,371,2.299577236,-0.6464817524,1
356,387,1.845330715,-0.09582686424,1
356,403,2.090001345,0.2745483816,1
372,19,0.7101535797,1.907215238,1
372,35,1.023245931,2.033693075,1
372,51,1.458952904,1.992367744,1
372,67,1.129837275,1.818902254,1
372,83,NaN,NaN,2
372,99,1.725396276,1.464037657,1
372,115,1.661465406,1.367966771,1
372,131,1.252791286,1.187003374,1
372,147,1.33760047,0.5561068654,1
372,163,1.517869353,0.3199174702,1
372,179,1.976825237,0.0580663532,1
372,195,1.318844795,-0.9310737848,1
372,211,1.239484787,-1.070059896,1
372,227,1.217213988,-2.003052235,1
372,243,1.565476418,-1.350418925,1
372,259,1.608102322,-1.283338785,1
372,275,1.759845972,-1.344277859,1
372,291,2.039488792,-1.205013871,1
372,307,1.833836675,-0.9222224951,1
372,323,1.455254674,-0.7373675108,1
372,339,1.654467106,-0.8055065274,1
372,355,2.012893677,-1.065942764,1
372,371,2.141762733,-0.6046619415,1
372,387,1.859815359,-0.1644583046,1
372,403,1.846572638,0.4678748846,1
388,19,0.981361866,1.98377049,1
388,35,0.9191361666,2.085841656,1
388,51,1.127484083,2.037378788,1
388,67,NaN,NaN,2
388,83,NaN,NaN,2
388,99,1.714212298,1.240338206,1
388,115,1.639293909,1.288042068,1
388,131,1.264126062,1.137882352,1
388,147,0.978392005,0.5839556456,1
388,163,1.061999559,0.3932418525,1
388,179,1.039848566,0.5676424503,1
388,195,1.253406048,0.02689421922,1
388,211,1.72283709,-1.088917017,1
388,227,1.752866387,-1.472706318,1
388,243,1.520115018,-1.374504089,1
388,259,1.39368093,-1.509081125,1
388,275,1.714284301,-1.321072221,1
388,291,2.00204277,-1.110177636,1
388,307,2.049732208,-0.8097923398,1
388,323,1.433835149,-0.7656803131,1
388,339,1.412885427,-1.013260841,1
388,355,1.69083631,-0.9422920942,1
388,371,2.004843712,-0.6415970325,1
388,387,1.965956807,0.03080055118,1
388,403,2.199915409,0.8985283375,1
404,19,0.9431657791,2.015957117,1
404,35,0.8858197927,1.78319478,1
404,51,1.077826023,2.149020672,1
404,67,NaN,NaN,2
404,83,NaN,NaN,2
404,99,1.516071796,1.293819189,1
404,115,1.585728526,0.8449633121,1
404,131,1.207769275,0.7727583051,1
404,147,0.73864007,0.8036646247,1
404,163,0.9647596478,0.513179183,1
404,179,1.260702372,0.4811528325,1
404,195,1.533677459,-0.1840412617,1
404,211,2.281550646,-0.5694546103,1
404,227,2.200583458,-0.9978798628,1
404,243,1.174740911,-1.609199166,1
404,259,1.112468362,-1.456502676,1
404,275,1.47165215,-1.156258821,1
404,291,1.756098032,-0.7140725851,1
404,307,1.876199722,-0.8356359005,1
404,323,1.663933516,-0.8126199841,1
404,339,1.308127642,-0.5803859234,1
404,355,1.302584291,-0.3856578767,1
404,371,1.359837413,-0.174202323,1
404,387,1.536689997,0.2950754166,1
404,403,2.273220539,1.153980732,1
420,19,0.8582713604,2.153903961,1
420,35,NaN,NaN,2
420,51,NaN,NaN,2
420,67,NaN,NaN,2
420,83,1.019535542,2.28879571,1
420,99,1.305917859,1.505653262,1
420,115,1.341990948,0.9379477501,1
420,131,1.068301201,0.9441475868,1
420,147,0.6945017576,0.746714592,1
420,163,0.792054832,0.4752936959,1
420,179,1.231716394,0.5460447073,1
420,195,1.591807485,-0.7941756248,1
420,211,1.876753211,-0.8902961612,1
420,227,1.610190153,-1.571294785,1
420,243,1.402511358,-1.570674181,1
420,259,1.398984551,-1.223733783,1
420,275,1.428177238,-1.049013972,1
420,291,1.50816226,-0.7609477043,1
420,307,1.610224247,-0.8829011321,1
420,323,1.379974723,-0.5806087255,1
420,339,1.228386164,-0.2520006299,1
420,355,1.315899849,0.1118216515,1
420,371,1.132231236,1.037988305,1
420,387,1.583080888,0.661234498,1
420,403,2.186984062,0.5888027549,1
436,19,0.6053410172,2.438229084,1
436,35,0.8953208923,1.642718315,1
436,51,NaN,NaN,2
436,67,NaN,NaN,2
436,83,NaN,NaN,2
436,99,NaN,NaN,2
436,115,1.405566096,1.796271801,1
436,131,1.290169239,1.31783545,1
436,147,0.9832441211,0.6379073858,1
436,163,0.796625495,0.2863287926,1
436,179,1.466626644,0.611615777,1
436,195,1.876162529,-0.2869094908,1
436,211,1.303712845,-0.8178915977,1
436,227,1.177368879,-1.618751764,1
436,243,1.544926882,-1.468107224,1
436,259,1.484455705,-1.145912409,1
436,275,1.533107281,-1.2609514,1
436,291,1.384296179,-1.138384342,1
436,307,1.6276021,-1.113713026,1
436,323,1.636509657,-0.714051187,1
436,339,1.600266814,-0.1918356419,1
436,355,1.586370349,0.1221668944,1
436,371,1.303358436,0.8710408211,1
436,387,1.420240045,0.7441410422,1
436,403,1.93477416,-0.1949081421,1
452,19,0.9987409115,2.858996868,1
452,35,1.021671414,1.771514416,1
452,51,NaN,NaN,2
452,67,NaN,NaN,2
452,83,NaN,NaN,2
452,99,0.9737035036,1.670234442,1
452,115,1.19857502,1.675845861,1
452,131,1.643106699,1.126218081,1
452,147,1.46291995,1.384724855,1
452,163,1.083439112,1.009248257,1
452,179,1.691318154,0.6376914978,1
452,195,2.262046337,-0.1052778661,1
452,211,0.7296309471,-0.7244976759,1
452,227,0.7453689575,-1.560287476,1
452,243,1.668608904,-1.272959948,1
452,259,1.456030369,-1.035789728,1
452,275,1.071142673,-1.246681929,1
452,291,1.378696203,-1.019678354,1
452,307,1.735441208,-1.041302443,1
452,323,1.802372932,-0.8190886378,1
452,339,1.577353001,-0.4106540084,1
452,355,1.302105904,0.03048272431,1
452,371,1.469349146,0.5578298569,1
452,387,2.010599136,0.3174882531,1
452,403,1.80271101,-0.4858191311,1
468,19,1.551754832,2.612175941,1
468,35,1.205052376,2.716961861,1
468,51,1.143578172,2.899456978,1
468,67,1.535288215,2.15071249,1
468,83,NaN,NaN,2
468,99,1.069551468,1.461336851,1
468,115,0.6960178018,1.590759993,1
468,131,0.4552640915,2.028335333,1
468,147,0.9550825357,1.506554246,1
468,163,0.9182436466,1.044951439,1
468,179,1.338545442,0.3885075152,1
468,195,1.077905893,-0.6988525391,1
468,211,0.4401015043,-1.733359575,1
468,227,0.7652489543,-1.534522772,1
468,243,1.683976531,-1.278249264,1
468,259,1.423222065,-1.200725436,1
468,275,0.5694957972,-0.9775297642,1
