PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 5, filenames: A:[5]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[6]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
20,19,1.609535694,1.168165565,1
20,35,0.3855894804,1.901582003,1
20,51,NaN,NaN,2
20,67,0.9874882698,2.607309341,1
20,83,1.139625072,1.869681358,1
20,99,0.8853548169,1.05712235,1
20,115,0.2170349509,0.3788389564,1
20,131,-0.1469813287,0.5691931248,1
20,147,-0.428739965,0.7654358149,1
20,163,-0.3445847631,-0.123810187,1
20,179,0.4278266132,-1.147576809,1
20,195,1.447659254,-1.805555701,1
20,211,2.029049873,-1.50247097,1
20,227,2.239810228,-1.051365733,1
20,243,1.818061113,-1.557773471,1
20,259,1.765743732,-1.39002955,1
20,275,1.285329819,-0.595685184,1
20,291,1.322690129,-0.5942686796,1
20,307,1.650512934,-0.5985364914,1
20,323,2.045466185,-0.726783216,1
20,339,1.282517672,-0.9509943724,1
20,355,1.133088231,-1.053843379,1
20,371,0.7163370848,-0.453905046,1
20,387,0.8430085182,-0.5784749389,1
20,403,1.754577875,0.6818826199,1
36,19,-1.493852258,1.899233699,1
36,35,-1.324996948,2.262952566,1
36,51,0.1697374582,2.65689826,1
36,67,0.617211163,2.261057138,1
36,83,0.5187773108,1.883995175,1
36,99,0.2756234705,0.9588798285,1
36,115,-0.03014013171,0.2124798298,1
36,131,-0.06828858703,0.2559819818,1
36,147,-0.0270409137,0.3054656684,1
36,163,-0.05082012713,-0.6377168894,1
36,179,-0.07532685995,-1.36518681,1
36,195,0.6943719983,-1.938561678,1
36,211,0.959436655,-1.851280212,1
36,227,1.157427669,-1.419107676,1
36,243,1.352191806,-1.32005167,1
36,259,1.370057225,-0.7828584909,1
36,275,1.635041475,-0.5005410314,1
36,291,2.143040657,-0.7146618366,1
36,307,2.520578146,-0.7107077837,1
36,323,2.272894859,-0.9513198137,1
36,339,1.983299255,-1.406121969,1
36,355,2.016234159,-1.119001389,1
36,371,NaN,NaN,2
36,387,1.278002024,-1.018188238,1
36,403,0.9544997215,-1.446071625,1
52,19,-0.8209892511,2.244557381,1
52,35,0.09486975521,2.447553873,1
52,51,0.586327076,2.395697117,1
52,67,0.4604339004,2.058943987,1
52,83,0.4173441827,1.94825995,1
52,99,0.2374997139,1.231325507,1
52,115,0.03254649788,0.4398854971,1
52,131,-0.1089566126,0.1978548169,1
52,147,0.2468610704,0.02730839327,1
52,163,0.3957085311,-0.6289699674,1
52,179,0.1730224788,-0.8036103845,1
52,195,0.3522263467,-1.170258284,1
52,211,0.2701077461,-1.391093969,1
52,227,0.6633005142,-1.459868789,1
52,243,1.826480389,-1.52223742,1
52,259,1.74724257,-0.9204493761,1
52,275,1.510147095,-1.009613395,1
52,291,2.020129919,-0.7425979972,1
52,307,2.875443459,-0.5508615971,1
52,323,2.758320332,-1.101324081,1
52,339,2.426047325,-1.146421432,1
52,355,1.904738188,-0.7570104003,1
52,371,1.773921132,-0.6154112816,1
52,387,0.893507123,-1.309729099,1
52,403,NaN,NaN,2
68,19,-0.2492946386,2.044391155,1
68,35,0.3191248775,2.10626173,1
68,51,NaN,NaN,2
68,67,0.5977470875,1.961902142,1
68,83,0.2770183682,1.822994351,1
68,99,-0.1179529279,1.481176019,1
68,115,-0.2106961757,0.8664022088,1
68,131,-0.04007321596,0.4661991894,1
68,147,0.4110762477,0.07683700323,1
68,163,0.4648011923,-0.4845193028,1
68,179,0.4026625156,-0.5038625598,1
68,195,0.5862193108,-0.5668973923,1
68,211,0.6580621004,-1.050391912,1
68,227,1.238715649,-1.400835156,1
68,243,1.983033657,-1.774615288,1
68,259,2.035639763,-0.9178625345,1
68,275,1.562762618,-1.01892066,1
68,291,1.805380344,-0.6876853108,1
68,307,2.196695805,-0.8097022176,1
68,323,2.271051407,-1.068754554,1
68,339,2.742228985,-1.015349865,1
68,355,2.142445803,-1.427179933,1
68,371,1.563727856,-1.263074636,1
68,387,0.9126754999,-1.232682467,1
68,403,-0.5943123102,-2.095938444,1
84,19,0.137198776,2.184288502,1
84,35,0.6682634354,2.048948765,1
84,51,1.510553002,1.634049892,1
84,67,0.9865568876,1.405707121,1
84,83,0.2190598249,1.361068726,1
84,99,-0.2114664316,1.430538416,1
84,115,-0.2754051089,1.19179678,1
84,131,-0.05153043568,0.7678738832,1
84,147,0.4350335002,0.4421010613,1
84,163,0.4952554405,-0.1669010222,1
84,179,0.5386021137,-0.3650402427,1
84,195,0.7833594084,-0.6223925352,1
84,211,0.9178534746,-1.009843349,1
84,227,1.325496912,-1.321148157,1
84,243,2.218911648,-1.71017909,1
84,259,1.96783483,-0.9307597876,1
84,275,1.639572263,-0.7614275217,1
84,291,1.930759549,-1.048740149,1
84,307,1.905348539,-0.9201822877,1
84,323,2.077552795,-0.9570450187,1
84,339,3.060989857,-1.058037996,1
84,355,2.989206314,-2.243312359,1
84,371,1.964383841,-3.108955622,1
84,387,1.923551559,-1.234035254,1
84,403,0.6117533445,-1.68340528,1
100,19,0.6308389902,2.274424076,1
100,35,0.6521905065,2.124652624,1
100,51,0.9137576818,1.415929198,1
100,67,NaN,NaN,2
100,83,0.3637691736,1.216933966,1
100,99,0.250872612,1.116722822,1
100,115,0.283415854,1.021121264,1
100,131,0.3967048526,1.074559808,1
100,147,0.4203411341,0.7467567921,1
100,163,0.2611295283,-0.1708949506,1
100,179,0.4629748464,-0.7135111094,1
100,195,0.3699294925,-0.378474474,1
100,211,0.5592839718,-0.1979831457,1
100,227,1.264424562,-0.8065906763,1
100,243,1.619292021,-1.145264268,1
100,259,1.780433893,-1.251556158,1
100,275,1.637553453,-0.716288209,1
100,291,1.971253872,-0.6112152934,1
100,307,1.86104393,-0.874801755,1
100,323,2.049058676,-0.9956897497,1
100,339,2.854518414,-0.9605064392,1
100,355,3.136082888,-1.172005296,1
100,371,2.578984976,-1.24199295,1
100,387,1.244255543,-1.141454458,1
100,403,1.148731828,-1.337247372,1
116,19,0.8644933701,1.929408193,1
116,35,1.194755793,1.822664499,1
116,51,0.8722077608,1.515520215,1
116,67,NaN,NaN,2
116,83,0.5746405125,1.333235025,1
116,99,0.4223838449,1.091683745,1
116,115,0.04795141518,0.9122961164,1
116,131,0.01850874722,0.9940723181,1
116,147,-0.008101195097,0.7557649612,1
116,163,-0.1942704022,0.152027607,1
116,179,0.2401135117,-0.07244676352,1
116,195,0.1283423454,0.2398950905,1
116,211,0.416580379,-0.01926994324,1
116,227,2.984074593,0.05944776535,1
116,243,2.256873846,-0.7615118027,1
116,259,1.757011414,-1.186607838,1
116,275,1.487790465,-0.8231948018,1
116,291,1.766962767,-0.9019833207,1
116,307,2.104217052,-0.7760741711,1
116,323,1.913111448,-1.296883583,1
116,339,2.276346207,-1.118475914,1
116,355,2.654711008,-0.767873764,1
116,371,2.322395325,-0.5195612907,1
116,387,1.358427048,-1.035738945,1
116,403,1.494328022,-1.456287503,1
132,19,0.2572563887,1.784566283,1
132,35,1.125772238,1.399112701,1
132,51,0.6747070551,1.121823072,1
132,67,NaN,NaN,2
132,83,1.009321094,0.75451231,1
132,99,0.8723455667,0.9658662081,1
132,115,0.2311993837,0.7413963079,1
132,131,-0.1733374894,0.4667056799,1
132,147,-0.1039215922,0.8921618462,1
132,163,NaN,NaN,2
132,179,-0.5763249397,0.9445067048,1
132,195,-0.09385481477,1.137038946,1
132,211,0.1543845534,-0.09587776661,1
132,227,0.9541447759,-0.9722050428,1
132,243,1.420117021,-1.062126398,1
132,259,1.498255491,-1.102601051,1
132,275,1.414716721,-1.012638569,1
132,291,1.479482651,-1.328477621,1
132,307,2.120684147,-0.8564440012,1
132,323,1.955407381,-1.147174358,1
132,339,2.117150545,-1.376199603,1
132,355,2.479171515,-1.145398855,1
132,371,2.136830568,-0.4205309153,1
132,387,2.11391449,-1.079010129,1
132,403,2.443861723,-1.400829077,1
148,19,0.06944742799,1.700785875,1
148,35,0.4791503549,1.348545074,1
148,51,0.3808782697,0.9377344847,1
148,67,1.026810884,0.9278271198,1
148,83,1.618674874,0.6150344014,1
148,99,1.147409678,0.8056631684,1
148,115,0.5925400257,0.5897453427,1
148,131,0.4549498558,0.5109753013,1
148,147,0.4864389598,1.114290714,1
148,163,0.3703429103,1.46597755,1
148,179,0.1709260345,1.737148046,1
148,195,0.7297668457,2.656453848,1
148,211,NaN,NaN,2
148,227,1.666067839,-1.110185623,1
148,243,1.544948459,-1.801360607,1
148,259,1.185538769,-1.433144689,1
148,275,1.366918206,-1.235070348,1
148,291,1.782726049,-1.598379612,1
148,307,1.906585574,-1.259536982,1
148,323,2.107317448,-1.012892723,1
148,339,2.080627441,-1.252385855,1
148,355,1.950737119,-1.065019131,1
148,371,1.984524846,-0.8674817681,1
148,387,2.121734381,-1.094439507,1
148,403,2.47822237,-0.7621338367,1
164,19,0.2135229707,1.689504623,1
164,35,0.46503672,1.888563395,1
164,51,0.6429743767,1.365918398,1
164,67,0.9359620214,1.499137759,1
164,83,1.28161478,1.262395859,1
164,99,1.250161529,0.9805031419,1
164,115,0.7298926115,0.6793214083,1
164,131,0.8329638243,0.5674538612,1
164,147,1.373250365,0.8392890096,1
164,163,1.131005168,1.67121911,1
164,179,0.7204265594,2.288859844,1
164,195,3.4119277,1.825533867,1
164,211,4.091130733,1.002161503,1
164,227,2.678835392,-1.064103127,1
164,243,2.018281698,-2.285441875,1
164,259,1.233414769,-1.663402319,1
164,275,1.310908437,-1.489453673,1
164,291,2.498440504,-2.051213503,1
164,307,1.656629562,-1.016855359,1
164,323,1.948156357,-0.3737916946,1
164,339,2.075554848,-0.704018116,1
164,355,1.62405777,-0.9566797018,1
164,371,2.049626827,-1.175567269,1
164,387,1.739906549,-0.6866369843,1
164,403,1.316381812,-0.05948781967,1
180,19,0.5886828899,2.141219139,1
180,35,0.7687401175,2.185399532,1
180,51,0.830968678,1.89907074,1
180,67,0.8757740855,1.707765579,1
180,83,1.02645576,1.605597734,1
180,99,1.089096189,1.235157967,1
180,115,1.198276639,0.9507574439,1
180,131,1.344555616,0.7522383928,1
180,147,1.391867161,0.4005410075,1
180,163,1.258277178,0.6449029446,1
180,179,1.343665123,2.074330807,1
180,195,NaN,NaN,2
180,211,NaN,NaN,2
180,227,3.737987518,-0.4025634229,1
180,243,2.207981586,-2.010447264,1
180,259,0.8160279989,-1.904651999,1
180,275,0.9473882914,-1.749104857,1
180,291,2.054623365,-1.707651496,1
180,307,1.477902412,-0.9381930232,1
180,323,1.438869834,-0.3864216208,1
180,339,1.755098939,-0.5448894501,1
180,355,1.546919107,-0.765004456,1
180,371,1.93355155,-0.9791334867,1
180,387,1.539222479,-0.4275718033,1
180,403,1.361639738,-0.09980764985,1
196,19,0.8713309765,2.198469639,1
196,35,0.909614563,2.102096558,1
196,51,1.019137502,1.601142049,1
196,67,1.523652434,1.768680811,1
196,83,1.281715393,1.576614499,1
196,99,1.256010056,1.068022728,1
196,115,1.545201063,0.923659265,1
196,131,1.243926048,1.198370695,1
196,147,0.9167149067,1.135476708,1
196,163,1.097082376,0.5176744461,1
196,179,1.786774158,1.124394417,1
196,195,2.637653112,1.209177375,1
196,211,3.985127449,0.5027324557,1
196,227,3.906418562,-0.6839179993,1
196,243,1.978770018,-1.861730576,1
196,259,1.184906483,-1.734899521,1
196,275,1.545582771,-1.482062936,1
196,291,2.035725117,-1.383348107,1
196,307,1.641988993,-1.253042459,1
196,323,1.369612336,-1.175960779,1
196,339,1.629935384,-0.847244978,1
196,355,1.929374456,-0.5585189462,1
196,371,2.213661671,-0.3098142147,1
196,387,2.146447182,-0.3162921369,1
196,403,2.313052654,-0.1027513891,1
212,19,0.954783082,1.568168402,1
212,35,0.7811674476,1.853965163,1
212,51,0.9807587862,1.73205936,1
212,67,1.586980581,1.381579757,1
212,83,1.237581134,1.115550876,1
212,99,1.18009913,0.8453650475,1
212,115,1.255953789,0.7836350203,1
212,131,0.7468516827,1.16785717,1
212,147,0.8635377884,1.696446061,1
212,163,1.00236702,1.022479296,1
212,179,1.130940318,0.2115987539,1
212,195,2.668881655,0.02989882231,1
212,211,3.742636919,-0.1240646541,1
212,227,3.742550373,-0.6464411616,1
212,243,2.809532642,-1.762624979,1
212,259,1.879672527,-1.114066839,1
212,275,1.77085638,-0.9647837877,1
212,291,1.872028589,-1.328748584,1
212,307,1.657972217,-1.34879005,1
212,323,1.220092416,-1.09822154,1
212,339,1.716148853,-0.808763504,1
212,355,2.385328531,-0.4284847975,1
212,371,2.683048248,-0.3934206367,1
212,387,2.921863317,-0.6066452265,1
212,403,2.630310535,-0.2541956902,1
228,19,0.9990625978,0.8492844701,1
228,35,0.9580193162,1.705155373,1
228,51,0.9271087646,2.138878345,1
228,67,1.415042758,1.552170992,1
228,83,1.450302839,1.406193018,1
228,99,1.438901663,1.060722947,1
228,115,1.477631569,0.733766377,1
228,131,1.262833238,0.9540730715,1
228,147,1.115598321,1.182217598,1
228,163,0.9949859977,0.6983715296,1
228,179,0.9454069138,0.0205540657,1
228,195,1.30743885,0.5764912963,1
228,211,2.360567093,0.7622836828,1
228,227,2.13734436,-0.4139492512,1
228,243,1.86180687,-0.5094608665,1
228,259,1.81717968,-0.7197859287,1
228,275,1.975147605,-0.4132936001,1
228,291,1.842678428,-0.8994168043,1
228,307,1.498191357,-1.097296357,1
228,323,1.681568861,-0.6223109365,1
228,339,1.768242121,-0.7617220879,1
228,355,2.39793396,-0.6763020158,1
228,371,2.433074474,-0.7091722488,1
228,387,2.329072952,-0.5749125481,1
228,403,2.412413597,-0.2546467185,1
244,19,0.8247395754,0.9904268384,1
244,35,1.225601673,1.668460369,1
244,51,1.236017227,2.204766512,1
244,67,0.9878343344,1.889604807,1
244,83,1.727035403,1.608783007,1
244,99,1.984560132,1.049668789,1
244,115,1.505690575,0.825597167,1
244,131,1.378129959,0.7296773195,1
244,147,1.209180355,0.727221489,1
244,163,0.9334365129,0.4165379703,1
244,179,0.8797740936,-0.1622849554,1
244,195,1.219078302,0.215299949,1
244,211,1.72743392,0.7371469736,1
244,227,1.520056129,-0.4749000669,1
244,243,1.310986757,-0.6590697169,1
244,259,1.527188778,-1.01397872,1
244,275,2.638502598,-0.6773333549,1
244,291,2.201001167,-0.4544127584,1
244,307,1.951388359,-0.7191175222,1
244,323,1.8864007,-0.5125599504,1
244,339,2.132937908,-0.5292913914,1
