PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 3, filenames: A:[3]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[4]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
100,115,0.8145775795,0.0664280504,1
100,131,1.349545956,0.04075840116,1
100,147,1.209658623,-0.482406944,1
100,163,0.8378356695,-0.8313885927,1
100,179,1.207150459,-0.8833965063,1
100,195,1.30120492,-1.017736793,1
100,211,1.612224936,-1.590762734,1
100,227,2.074599743,-1.689999342,1
100,243,2.227349758,-1.619857073,1
100,259,2.264586926,-1.454194069,1
100,275,2.283842802,-1.137603641,1
100,291,2.152843475,-0.9486721754,1
100,307,1.797180176,-0.9443252087,1
100,323,1.872163057,-0.4523846507,1
100,339,2.000458717,-0.5355283022,1
100,355,1.969967127,-1.700629234,1
100,371,2.595256329,-1.263638973,1
100,387,2.904336452,-0.9381366372,1
100,403,0.3516649008,-1.119199991,1
116,19,-0.3686617315,1.635377884,1
116,35,0.0259245187,1.284699917,1
116,51,NaN,NaN,2
116,67,NaN,NaN,2
116,83,0.9498248696,0.7857096791,1
116,99,1.186316609,0.2240696847,1
116,115,0.7863805294,-0.2922993898,1
116,131,1.232877493,-0.3485873044,1
116,147,1.384648919,-0.7775291204,1
116,163,0.7445697784,-0.9933073521,1
116,179,0.8804432154,-1.221142888,1
116,195,1.39227581,-1.523615718,1
116,211,1.421152353,-1.880365372,1
116,227,1.85979557,-2.104169846,1
116,243,2.187376976,-1.643017292,1
116,259,1.94025588,-1.377091885,1
116,275,2.042029619,-1.209662795,1
116,291,2.055245399,-1.083400011,1
116,307,1.947575569,-0.9598200917,1
116,323,1.865469337,-0.3349465728,1
116,339,2.052431107,-0.2617343664,1
116,355,1.809304953,-0.6538226604,1
116,371,1.671312928,-0.752327323,1
116,387,1.722786903,-0.3381206989,1
116,403,1.152299523,-0.5209001899,1
132,19,0.03328958154,1.931096792,1
132,35,0.05182948709,1.69617784,1
132,51,NaN,NaN,2
132,67,0.4375634193,1.35720396,1
132,83,0.8477774262,0.7368563414,1
132,99,1.113533616,0.6188438535,1
132,115,0.9322036505,0.05015945807,1
132,131,0.8959232569,-0.3819937408,1
132,147,1.267720222,-0.5691864491,1
132,163,1.379842281,-0.7242105603,1
132,179,1.207179189,-0.928319335,1
132,195,1.499701023,-1.46838665,1
132,211,1.442337275,-1.926380277,1
132,227,1.522294164,-2.496659994,1
132,243,1.745644569,-1.79030776,1
132,259,1.766280055,-1.453843117,1
132,275,2.135546446,-1.342283607,1
132,291,2.329030275,-1.084830046,1
132,307,2.185133219,-1.032328844,1
132,323,1.765660524,-0.8885091543,1
132,339,1.176209688,-0.5915019512,1
132,355,1.360333681,-0.3944800496,1
132,371,1.632479191,-0.7826957107,1
132,387,1.53322053,-0.3599159718,1
132,403,1.523603678,-0.6057719588,1
148,19,0.39470312,1.82999301,1
148,35,0.1131456494,1.630727649,1
148,51,-0.0532502532,1.688487768,1
148,67,0.05651497841,1.204373121,1
148,83,1.116603732,0.8147059679,1
148,99,1.374637723,0.7677318454,1
148,115,1.155203104,0.1564583331,1
148,131,0.9816410542,-0.2663257718,1
148,147,1.204781294,-0.45840922,1
148,163,1.439822316,-0.4861772358,1
148,179,1.435692072,-0.3499796391,1
148,195,NaN,NaN,2
148,211,1.433093071,-1.299634814,1
148,227,1.30017972,-2.292447805,1
148,243,1.577933908,-2.32679987,1
148,259,1.919638395,-1.663689137,1
148,275,2.186350346,-1.434140682,1
148,291,2.39541173,-1.242074609,1
148,307,2.121881247,-1.067109108,1
148,323,1.958420515,-0.9729084373,1
148,339,1.807820082,-0.8262308836,1
148,355,1.628389716,-0.940115571,1
148,371,1.651566744,-0.7367495894,1
148,387,1.311544776,-0.3850851655,1
148,403,1.848796368,-0.4272778928,1
164,19,0.7168813944,1.764345169,1
164,35,0.3541365564,1.744030952,1
164,51,NaN,NaN,2
164,67,0.1906354129,0.6580361724,1
164,83,0.8450605869,0.8059152365,1
164,99,1.104769826,0.679925859,1
164,115,0.957646966,0.2383371294,1
164,131,1.22304523,-0.4357748032,1
164,147,1.452825546,-0.4149843454,1
164,163,1.350582838,-0.1883409619,1
164,179,1.499653578,0.3773934245,1
164,195,1.469078541,2.820915937,1
164,211,NaN,NaN,2
164,227,1.491901875,-1.901904821,1
164,243,1.981652737,-2.39708662,1
164,259,2.088533878,-2.0670228,1
164,275,2.04295516,-1.699583292,1
164,291,1.869706631,-1.306722879,1
164,307,1.627179146,-1.014065623,1
164,323,1.75819087,-0.7803832889,1
164,339,1.763775587,-0.7284849882,1
164,355,1.705302954,-0.7638286352,1
164,371,1.228734732,-0.6832883954,1
164,387,1.225174427,-0.5523350239,1
164,403,1.650037646,-0.2394064665,1
180,19,0.683306694,1.472315073,1
180,35,0.972587347,2.34461689,1
180,51,NaN,NaN,2
180,67,NaN,NaN,2
180,83,0.5540959835,0.6930245161,1
180,99,0.8847782016,0.466340661,1
180,115,0.7767025232,0.1548016369,1
180,131,1.193194985,-0.5461293459,1
180,147,1.409268737,-0.2106025219,1
180,163,0.9660362005,0.001574650407,1
180,179,0.7441532612,0.5310028791,1
180,195,0.7304543257,2.092896461,1
180,211,2.15066433,-1.501942754,1
180,227,3.08224082,-3.40143013,1
180,243,3.278039455,-1.158705831,1
180,259,1.657511592,-1.996699452,1
180,275,1.770638704,-1.738861442,1
180,291,1.533127069,-1.383144855,1
180,307,1.663939476,-0.8734226823,1
180,323,1.611696959,-0.5544920564,1
180,339,1.245198131,-0.5229336619,1
180,355,1.151740909,-0.392023623,1
180,371,0.9853416681,-0.457256794,1
180,387,1.110129833,-0.2850898802,1
180,403,1.308386922,0.2428405583,1
196,19,0.3147963285,1.028100967,1
196,35,0.7786752582,1.934404254,1
196,51,1.333499432,2.002831936,1
196,67,NaN,NaN,2
196,83,0.8259683847,0.4039731622,1
196,99,1.06890893,-0.2653061152,1
196,115,1.219638824,-0.769127965,1
196,131,0.8474596739,-0.4825259149,1
196,147,0.9678733349,0.03522768617,1
196,163,0.6224585176,0.2774519324,1
196,179,0.7040406466,0.300067693,1
196,195,0.9074938297,0.2201659977,1
196,211,1.148509741,-0.7408123016,1
196,227,1.106653929,-0.9770106673,1
196,243,1.019768238,-1.273846865,1
196,259,0.7688764334,-1.74927783,1
196,275,0.9991889,-1.484017491,1
196,291,1.259836435,-1.175722361,1
196,307,1.22608602,-0.5026471615,1
196,323,1.351094723,-0.3142151833,1
196,339,1.322182417,-0.8277037144,1
196,355,1.030430436,-0.4480489492,1
196,371,1.062716246,-0.303016901,1
196,387,NaN,NaN,2
196,403,2.382049561,0.4521540999,1
212,19,-0.2121986151,1.270439267,1
212,35,0.08581534028,1.763924479,1
212,51,0.8836781383,1.660750389,1
212,67,NaN,NaN,2
212,83,0.6931526661,0.1869543195,1
212,99,0.7820965648,-0.04222911596,1
212,115,0.8770846725,-0.1946167052,1
212,131,0.2220700383,-0.4353396595,1
212,147,-0.1747196317,-0.020349117,1
212,163,0.8587628603,0.3379646242,1
212,179,1.261270404,-0.1202526018,1
212,195,2.818233252,-0.5747030377,1
212,211,3.492880344,-1.578903913,1
212,227,0.1492860615,-1.266986728,1
212,243,0.9672992229,-1.702586412,1
212,259,0.3145901561,-1.841944456,1
212,275,0.5068343282,-1.347211599,1
212,291,0.7434911728,-0.8861567378,1
212,307,0.7253311276,-0.1266387701,1
212,323,0.8962486982,-0.1802761257,1
212,339,1.06251359,-0.9733749628,1
212,355,1.076627016,-0.9244143963,1
212,371,1.425099373,-0.8185011148,1
212,387,1.932058692,-0.8026686907,1
212,403,2.147830963,-0.02878025174,1
228,19,-0.6038352847,1.602695227,1
228,35,0.1829989254,1.74700582,1
228,51,0.6833412647,1.962640643,1
228,67,1.047056317,1.601576924,1
228,83,1.097493172,0.5076569319,1
228,99,0.937525034,0.6999494433,1
228,115,0.8312679529,0.4330670238,1
228,131,0.4042882323,-0.343729496,1
228,147,0.8708195686,-0.1591563076,1
228,163,0.9103448391,-0.01380138099,1
228,179,0.950551331,-0.2791122794,1
228,195,1.5669837,-0.611382544,1
228,211,0.8084943295,-1.613613605,1
228,227,-0.1505182981,-1.574502587,1
228,243,0.3230030537,-1.985995293,1
228,259,0.3304437399,-1.907818437,1
228,275,0.5585939884,-1.130792856,1
228,291,0.6154837012,-0.5589263439,1
228,307,0.7810066938,-0.05823746324,1
228,323,1.163652301,-0.275057286,1
228,339,1.493363857,-0.8461192846,1
228,355,1.538134217,-0.9332371354,1
228,371,1.884671807,-0.944526732,1
228,387,1.555142403,-0.57269907,1
228,403,NaN,NaN,2
244,19,NaN,NaN,2
244,35,0.3697269559,1.895526171,1
244,51,0.4681538343,2.231967926,1
244,67,0.9809994698,1.130287528,1
244,83,1.081153154,0.6677690744,1
244,99,1.01278162,0.8648207784,1
244,115,1.177471161,0.4791561961,1
244,131,0.969837606,-0.06041320413,1
244,147,0.9855085015,-0.2469278574,1
244,163,0.7402051687,-0.1996088922,1
244,179,0.8633720875,-0.05625255406,1
244,195,1.663810134,-0.3290936947,1
244,211,1.587850809,-1.081833124,1
244,227,1.170655966,-1.752916932,1
244,243,0.8165396452,-1.957227826,1
244,259,0.7317305207,-1.909567475,1
244,275,1.038117528,-0.9216108918,1
244,291,1.063371897,-0.1842294037,1
244,307,1.243723154,-0.212584883,1
244,323,1.430608988,-0.333414942,1
244,339,1.7973212,-0.6493641138,1
244,355,1.810233951,-0.4523586035,1
244,371,1.678745866,-0.6437248588,1
244,387,1.26000464,-0.4690582752,1
244,403,1.274912,-0.258667022,1
260,19,0.1797149777,2.088235378,1
260,35,0.2050899416,1.644098639,1
260,51,0.4342027605,2.269107342,1
260,67,1.849890828,0.9686541557,1
260,83,1.063241959,0.9518300295,1
260,99,0.9843394756,1.085706711,1
260,115,0.9299890399,0.6736642122,1
260,131,0.8519199491,0.176933229,1
260,147,0.8568502069,-0.2570829988,1
260,163,0.7367508411,-0.3660907745,1
260,179,1.029126883,-0.1476513594,1
260,195,1.842439175,-0.3045895994,1
260,211,1.979441881,-0.4881649613,1
260,227,1.913314104,-1.487116218,1
260,243,1.43587184,-1.62241745,1
260,259,1.237839222,-1.446107626,1
260,275,1.17597127,-0.9031029344,1
260,291,0.9841133356,-0.6140062809,1
260,307,1.376979828,-0.8240659237,1
260,323,1.643978119,-0.7608677149,1
260,339,1.481258154,-0.5135163665,1
260,355,1.587355375,-0.009034574032,1
260,371,1.866896152,-0.08015108109,1
260,387,NaN,NaN,2
260,403,NaN,NaN,2
276,19,0.3587046862,2.089072943,1
276,35,0.3750843406,1.644868374,1
276,51,NaN,NaN,2
276,67,NaN,NaN,2
276,83,0.8769090176,1.341482043,1
276,99,0.5808016658,1.321454167,1
276,115,0.4808238149,0.7333289385,1
276,131,0.7964242697,0.1953957081,1
276,147,1.023018003,0.02945437282,1
276,163,1.136621356,-0.1244717985,1
276,179,1.604604602,-0.1521285772,1
276,195,1.818599224,-0.6412214637,1
276,211,1.704405546,-0.6124559641,1
276,227,1.634187341,-1.107776165,1
276,243,1.602932215,-0.9268888235,1
276,259,1.606555343,-1.050869942,1
276,275,1.378121138,-1.127812386,1
276,291,0.9471337795,-0.8220916986,1
276,307,1.30079186,-0.9882845283,1
276,323,1.411813617,-0.8387883902,1
276,339,1.138904691,-0.6428442597,1
276,355,1.136233807,-0.2188991904,1
276,371,NaN,NaN,2
276,387,1.247034311,-0.2089531571,1
276,403,0.6860166192,-0.4204961061,1
292,19,0.08243668079,1.771029711,1
292,35,0.590649724,1.622077227,1
292,51,0.3258261681,1.696001768,1
292,67,NaN,NaN,2
292,83,0.4293994308,1.65256393,1
292,99,0.2177480459,1.171298385,1
292,115,0.6435706019,0.4032266438,1
292,131,0.8406986594,-0.06992855668,1
292,147,1.078002453,0.1830578297,1
292,163,1.170684457,0.5172391534,1
292,179,1.341691375,0.2800143361,1
292,195,1.304862857,-0.01519595087,1
292,211,1.058847547,-0.6974080205,1
292,227,1.388461947,-0.9221746922,1
292,243,1.384314537,-0.8814364672,1
292,259,1.16415143,-0.7908518314,1
292,275,1.113666296,-0.8529318571,1
292,291,1.04032743,-0.3846045136,1
292,307,1.208712697,-0.5008897185,1
292,323,1.375362039,-0.5093001127,1
292,339,1.32163465,-0.6319029331,1
292,355,0.9797084332,-0.5696852207,1
292,371,-0.4438095093,1.103115559,1
292,387,1.086354733,0.6122741103,1
292,403,1.167271614,0.4275612235,1
308,19,0.5152780414,1.068141699,1
308,35,0.8510063291,1.680747867,1
308,51,0.5200374126,1.968610644,1
308,67,0.4420142174,2.36341238,1
308,83,0.4900746942,2.415103197,1
308,99,0.7188774347,1.056147337,1
308,115,0.7785106301,0.2396316528,1
308,131,0.9519622922,-0.06475645304,1
308,147,1.228197575,0.3253298104,1
308,163,1.022598624,0.7132374048,1
308,179,0.9908088446,0.357512027,1
308,195,1.069783807,0.03071066178,1
308,211,0.9857227802,-0.2345795184,1
308,227,1.215339541,-0.5234720707,1
308,243,1.212647557,-0.4734634459,1
308,259,0.9838972092,-0.4786230922,1
308,275,0.7155169249,-0.4386714101,1
308,291,0.8130346537,-0.1122220159,1
308,307,1.495679021,0.2237829864,1
308,323,1.404307246,-0.2585890591,1
308,339,1.263199329,-0.2663776577,1
308,355,0.9777828455,0.03431490809,1
308,371,1.090992451,1.088585615,1
308,387,1.192808032,0.7657182217,1
308,403,0.8162519932,0.6818947196,1
324,19,1.012408018,1.172724009,1
324,35,0.8011015058,1.851669192,1
324,51,0.6473762989,2.138245344,1
324,67,1.055286527,3.88931036,1
324,83,0.3771377802,1.463520765,1
324,99,0.6860704422,0.7621723413,1
324,115,0.7665944099,0.2605548203,1
324,131,1.024867058,0.0168389976,1
324,147,1.085284472,0.1112128794,1
324,163,0.3790215254,0.1488221437,1
324,179,0.5179402828,-0.1720647514,1
324,195,1.021897912,-0.2119563371,1
324,211,1.166327357,0.01070478559,1
324,227,1.163923025,-0.2871196866,1
324,243,0.8288611174,-0.02011322975,1
324,259,1.143437862,-0.382394582,1
324,275,0.9483046532,-0.2093288898,1
324,291,1.071081519,-0.06927478313,1
324,307,1.498067856,-0.2856141925,1
324,323,1.980821371,-0.4430604875,1
324,339,1.247306347,0.2298371494,1
324,355,1.112684488,0.5047847033,1
324,371,1.255018473,0.9996021986,1
324,387,0.9884778261,0.5082683563,1
324,403,0.5558189154,0.4090552926,1
340,19,1.120131969,1.458130836,1
340,35,0.6321086287,1.408150196,1
340,51,0.4710172713,1.698014855,1
340,67,0.3241318166,1.616288424,1
340,83,0.1935304403,0.5773752928,1
340,99,0.3123474717,0.293446362,1
340,115,0.7129778862,0.4871197641,1
340,131,0.9468849897,-0.02466233075,1
340,147,0.6886199117,-0.3634361327,1
340,163,0.2576743364,-0.664108634,1
340,179,0.488353312,-0.7438472509,1
340,195,0.9084771872,-0.6600499153,1
340,211,1.22901988,-0.3777525425,1
340,227,1.205167055,-0.3371955156,1
340,243,0.689201057,-0.3573962748,1
340,259,0.9861708283,-0.6835260391,1
340,275,0.9823909998,-0.554630518,1
340,291,0.996543467,-0.452113539,1
340,307,1.176081896,-0.4327389002,1
340,323,1.322214961,-0.1766286492,1
340,339,1.287373304,0.06949451566,1
340,355,1.132117391,0.621655345,1
340,371,1.210139155,0.9039184451,1
340,387,1.608397722,0.3172923923,1
340,403,1.491883636,-0.1327011436,1
356,19,0.844722271,1.418364048,1
356,35,0.4053320885,1.210962772,1
356,51,NaN,NaN,2
356,67,NaN,NaN,2
356,83,NaN,NaN,2
356,99,-0.01537251472,0.2431337237,1
356,115,0.5880189538,0.5892302394,1
356,131,0.7724340558,0.1008576602,1
356,147,0.2923454642,-0.3961695135,1
356,163,7.420778275e-05,-0.5729691386,1
356,179,0.1213306487,-0.636202693,1
356,195,0.4367304444,-0.7012271285,1
356,211,1.023558378,-0.3741808534,1
356,227,1.325150132,-0.1638657749,1
356,243,0.9052034616,-0.7193077803,1
356,259,0.9655069709,-1.045327187,1
356,275,1.188198209,-0.7107307911,1
356,291,1.177243114,-0.6659377813,1
356,307,1.145381927,-0.3369190097,1
356,323,1.388554454,-0.1030041575,1
356,339,1.54167366,-0.2554453015,1
356,355,1.342300057,0.2748729587,1
356,371,1.392597079,0.7629293203,1
356,387,1.858569264,0.2431877851,1
356,403,1.666925073,-0.09193068743,1
372,19,0.1593804061,1.185226917,1
372,35,0.1476320922,1.164596558,1
372,51,1.368345737,1.992765784,1
372,67,NaN,NaN,2
372,83,NaN,NaN,2
372,99,0.6138672233,0.5710215569,1
372,115,0.4930157661,0.3316445649,1
372,131,0.5121812224,-0.03776749969,1
372,147,0.1411508918,-0.2635683417,1
372,163,-0.3719483316,-0.41390872,1
372,179,-0.2232643366,-0.6017998457,1
372,195,-0.07573585212,-0.5092679858,1
372,211,0.04867506027,-0.2321150005,1
372,227,0.03559751809,-0.320063144,1
372,243,0.2345785499,-0.9464418888,1
372,259,0.8362013698,-0.7409744859,1
372,275,1.097938061,-0.5402975678,1
372,291,1.263892412,-0.9591422081,1
372,307,1.799465418,-0.3934528828,1
372,323,1.648361087,-0.04271028936,1
372,339,1.496352315,-0.1971434504,1
372,355,1.596467376,0.02741408348,1
372,371,1.462497354,0.5642799139,1
372,387,1.552506328,0.2184700966,1
372,403,1.582948565,0.09633113444,1
388,19,0.09691739082,0.70827806,1
388,35,0.6545565724,1.068407059,1
388,51,NaN,NaN,2
388,67,-0.2291977853,0.543258667,1
388,83,0.1257167011,0.4943407774,1
388,99,0.1928732842,0.5004248619,1
388,115,-0.0587939918,0.1730751842,1
388,131,-0.0660571456,-0.09741763771,1
388,147,-0.04608437419,-0.3554614186,1
388,163,-0.4680458307,-0.5411058664,1
388,179,-0.521128118,-0.681447506,1
388,195,-0.2564362288,-0.3699100018,1
388,211,-0.1636996567,-0.2256881595,1
388,227,-0.1266055107,-0.5891419649,1
388,243,-0.01718050241,-0.8391579986,1
388,259,0.9748971462,-0.6848009229,1
388,275,0.9446750879,-0.4499813318,1
388,291,0.6680368781,-0.9322074652,1
388,307,1.121394515,-0.3013492525,1
388,323,1.447012186,-0.2442202568,1
388,339,1.46333456,0.08666683733,1
388,355,1.590385556,-0.04928232729,1
388,371,1.33221209,0.1347063184,1
388,387,0.6675333977,0.4294904768,1
388,403,1.417762041,0.6836708188,1
404,19,-0.2389777303,0.518903017,1
404,35,0.6861543059,1.15423131,1
404,51,0.1855344772,1.953640938,1
404,67,-1.039542079,0.7820523381,1
404,83,-0.4962988198,0.3785832524,1
404,99,-0.7798293233,0.01000027359,1
404,115,NaN,NaN,2
404,131,-0.2169750333,0.1662037969,1
404,147,-0.04932591319,0.02840843797,1
404,163,-0.544259429,-0.3913900852,1
404,179,-0.9747781157,-0.3812736273,1
404,195,-0.5207976699,-0.1792768836,1
404,211,-0.3403340578,-0.1763586998,1
404,227,0.6742261648,-0.8479016423,1
404,243,0.8027373552,-0.9879250526,1
404,259,0.4633870125,-0.9711469412,1
404,275,-0.0831951946,-0.2289404869,1
404,291,-0.3937013149,-0.2400731891,1
404,307,0.2920811474,-0.08364891261,1
404,323,0.6397528648,-0.3343749046,1
404,339,1.100829124,0.191983223,1
404,355,1.151763678,-0.0623733215,1
404,371,1.287356496,0.06109853089,1
404,387,1.109242082,0.5566732883,1
404,403,0.6544056535,1.10348177,1
420,19,-0.2156219482,0.02868393064,1
420,35,0.5892146826,1.005720377,1
420,51,0.09879766405,1.290189147,1
420,67,-0.9702749252,0.6029559374,1
420,83,NaN,NaN,2
420,99,-1.273043513,-0.1770172566,1
420,115,NaN,NaN,2
420,131,-0.01222443581,0.3787151277,1
420,147,-0.01843421161,0.512829423,1
420,163,-0.2977734804,-0.05327558517,1
420,179,-0.2644779086,-0.2999588251,1
420,195,-0.09872244298,0.1336661279,1
420,211,-0.006039649248,-0.005044177175,1
420,227,0.01967123896,-0.9226998091,1
420,243,-0.08299984038,-1.646310687,1
420,259,0.120282799,-1.175914407,1
420,275,0.09543481469,-0.09826421738,1
420,291,0.1399118304,0.05999115855,1
420,307,0.255137682,0.09149456024,1
420,323,0.6608870029,-0.09884597361,1
420,339,1.002367854,0.2722249031,1
420,355,1.150097847,0.1539011449,1
420,371,1.329046011,0.2510942817,1
420,387,NaN,NaN,2
420,403,-1.338208199,0.05232322216,1
436,19,0.1362400204,0.659009397,1
436,35,0.5082887411,1.492893338,1
436,51,0.3756017685,1.248836637,1
436,67,-0.3936358988,0.9975053668,1
436,83,-0.6218270063,0.7475139499,1
436,99,-0.9412633181,0.2483903468,1
436,115,-1.323148966,0.3512020409,1
436,131,-0.6731688976,0.9245100617,1
436,147,-0.2545927167,0.3481109142,1
436,163,-0.1952292323,0.07983227074,1
436,179,-0.05697025359,-0.1364293098,1
436,195,-0.1809588969,-0.08843635023,1
436,211,-0.2212025523,-0.1788418889,1
436,227,-0.2958771884,-1.254267931,1
436,243,-0.2997918725,-1.333699465,1
436,259,0.06952742487,-1.080697536,1
436,275,0.312982738,-0.3945875764,1
436,291,0.2128276974,0.01031444967,1
436,307,0.3824635148,0.04519490898,1
436,323,0.6817041636,0.1921347082,1
436,339,0.4128603339,0.4793238044,1
436,355,1.172009468,0.04872719944,1
436,371,NaN,NaN,2
436,387,NaN,NaN,2
436,403,0.7687945962,0.6411685944,1
452,19,0.3840795755,1.872407198,1
452,35,0.1839514673,1.376412988,1
452,51,0.2353757322,1.121254683,1
452,67,-0.01061484218,0.7208965421,1
452,83,NaN,NaN,2
452,99,-0.0905430913,0.2137291431,1
452,115,-0.24408108,0.8227379322,1
452,131,-0.7492972016,1.144814134,1
452,147,-0.93683213,0.07788342237,1
452,163,-0.2170922309,0.08128283918,1
452,179,-0.0577698946,0.08460794389,1
452,195,-1.282824874,-0.1763244271,1
452,211,-1.603393078,-0.3896796107,1
452,227,-0.1243052855,-1.045924664,1
452,243,0.05973390862,-1.274564385,1
452,259,0.02889415622,-1.087645292,1
452,275,-0.1140534431,-0.6553916931,1
452,291,-0.1475846916,-0.009854346514,1
452,307,0.5514371395,0.1086490005,1
452,323,0.6873766184,0.5649073124,1
452,339,0.6797702909,0.4251848459,1
452,355,1.243801117,-0.2645724416,1
452,371,1.357283235,-0.1527315378,1
452,387,1.151492715,-0.1797585487,1
452,403,1.286902905,0.04651835561,1
468,19,0.221920073,2.473076582,1
468,35,-0.3108660579,0.4473171234,1
