PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 8, filenames: A:[8]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[9]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
20,19,1.171241164,2.522428513,1
20,35,NaN,NaN,2
20,51,2.389549017,0.4057887793,1
20,67,NaN,NaN,2
20,83,NaN,NaN,2
20,99,1.652349472,-0.4207128286,1
20,115,1.714441776,-0.1427954435,1
20,131,2.17892909,-0.052965343,1
20,147,2.063066483,-0.08224478364,1
20,163,2.0479002,-0.1767776608,1
20,179,2.265902996,-0.18544662,1
20,195,1.909156322,-0.3463978469,1
20,211,1.486691713,-1.382848263,1
20,227,2.041433573,-2.086014271,1
20,243,2.702806473,-0.7719113827,1
20,259,3.170870543,0.3863682747,1
20,275,1.905146003,-0.05614346266,1
20,291,1.445002556,-1.030550122,1
20,307,2.196002483,-0.7537395954,1
20,323,2.837275743,-0.3574395776,1
20,339,2.079130888,0.02931725979,1
20,355,1.356392026,-0.1164770126,1
20,371,1.644594908,-0.5872048736,1
20,387,1.823754907,-0.4737066031,1
20,403,2.05452323,-1.056019783,1
36,19,0.8733053803,1.44833231,1
36,35,1.144531608,1.370248437,1
36,51,1.318467975,1.664088011,1
36,67,2.131070137,0.8071216941,1
36,83,2.191701412,0.5033690333,1
36,99,1.765089989,0.4464535713,1
36,115,1.75080514,0.2948000431,1
36,131,2.139704227,0.2115492225,1
36,147,2.244939089,-0.3708682656,1
36,163,2.27147913,-0.7151321173,1
36,179,2.489845514,-0.2863582373,1
36,195,1.858712673,-0.7618048787,1
36,211,1.415748119,-1.337853074,1
36,227,1.902168155,-1.400507689,1
36,243,2.567649364,-0.9846084118,1
36,259,3.058555365,-0.7534290552,1
36,275,2.294137478,-0.5942320824,1
36,291,2.071977377,-0.4330754876,1
36,307,2.366862774,-0.7292319536,1
36,323,2.641059875,-1.065462708,1
36,339,2.86460495,-1.49033308,1
36,355,2.45445013,-1.106705308,1
36,371,2.152947664,-1.260055423,1
36,387,1.902420044,-0.5838230252,1
36,403,2.334381819,-0.5338528156,1
52,19,0.6799501181,0.678281188,1
52,35,1.119550943,1.385792255,1
52,51,NaN,NaN,2
52,67,2.093204975,1.897952914,1
52,83,2.101883173,1.426532984,1
52,99,2.047724247,0.7037864923,1
52,115,1.490152359,0.3745367527,1
52,131,1.846788287,0.2074072957,1
52,147,2.248852968,-0.4983654618,1
52,163,2.109786034,-0.7578772306,1
52,179,2.120353699,-0.6162087917,1
52,195,1.845952988,-1.250207186,1
52,211,1.507970214,-1.336206913,1
52,227,2.080256701,-1.215212226,1
52,243,2.187524796,-1.113067865,1
52,259,2.432538271,-1.346108556,1
52,275,2.703427792,-0.9683735371,1
52,291,2.598063707,-0.6382633448,1
52,307,2.658760071,-0.6521600485,1
52,323,2.488223553,-1.09373951,1
52,339,2.452996731,-1.338122249,1
52,355,2.610979557,-1.007440925,1
52,371,2.606320381,-0.8628568053,1
52,387,2.853928804,-0.9767838717,1
52,403,3.192667961,-0.7690079212,1
68,19,0.634498775,0.3990287781,1
68,35,1.411286712,1.702805281,1
68,51,NaN,NaN,2
68,67,1.472070456,2.076183319,1
68,83,1.697017908,1.538285971,1
68,99,1.744192481,0.5631207228,1
68,115,1.603144169,0.144892782,1
68,131,1.644519687,-0.1127110273,1
68,147,1.674098849,-0.4491654932,1
68,163,1.830821037,-0.6607497931,1
68,179,1.898487329,-0.3085163832,1
68,195,1.742235661,-0.414352417,1
68,211,1.748059154,-0.7559018135,1
68,227,2.098104954,-1.330072403,1
68,243,2.331773043,-1.436795235,1
68,259,2.601209641,-1.499911547,1
68,275,2.70980978,-1.202863693,1
68,291,2.702992439,-1.084901214,1
68,307,2.777278185,-1.22132206,1
68,323,2.798394203,-1.489253283,1
68,339,2.356661558,-1.329933405,1
68,355,2.400435686,-0.4877894521,1
68,371,2.455656767,0.4014562368,1
68,387,2.772548914,-0.5164784789,1
68,403,3.017680645,-0.8756166697,1
84,19,0.7582947612,0.7228144407,1
84,35,1.667156696,2.10990572,1
84,51,1.538071632,2.575360775,1
84,67,1.260327458,2.170024395,1
84,83,1.531670332,1.703674674,1
84,99,1.675094128,0.9286491275,1
84,115,1.456203699,0.3200548887,1
84,131,1.063044071,-0.3505803943,1
84,147,1.275045872,-0.6948897243,1
84,163,1.567782879,-0.857604146,1
84,179,1.4844172,-0.2959346175,1
84,195,1.444447041,-0.05622845888,1
84,211,2.120309591,-0.4386101961,1
84,227,2.453725576,-1.015634775,1
84,243,2.616271019,-1.736284375,1
84,259,2.81852603,-1.452844143,1
84,275,2.602174282,-1.140295267,1
84,291,2.692148447,-1.425495267,1
84,307,2.939035654,-1.733626842,1
84,323,3.16233778,-1.710937977,1
84,339,2.555215597,-1.002579689,1
84,355,2.302419424,-0.02137619257,1
84,371,2.526092529,-0.1431365907,1
84,387,2.334196329,-0.8433787823,1
84,403,2.690522194,-1.429522395,1
100,19,1.228822351,1.071633101,1
100,35,1.694494963,2.281698704,1
100,51,1.991700888,2.480874062,1
100,67,2.263186932,2.111862659,1
100,83,2.300207853,1.438012242,1
100,99,1.732898951,0.3776432872,1
100,115,1.397989273,0.1001277566,1
100,131,1.08668828,-0.2281175107,1
100,147,1.075632691,-0.7068867683,1
100,163,1.11452961,-1.22003293,1
100,179,1.211448073,-0.8534726501,1
100,195,1.340764523,-0.4899573922,1
100,211,1.846816778,-0.7266321778,1
100,227,2.487166882,-1.161311865,1
100,243,2.702316999,-1.813806772,1
100,259,2.52117753,-1.886265993,1
100,275,2.499361753,-1.288541794,1
100,291,2.713074684,-1.292217255,1
100,307,2.860433102,-2.042325974,1
100,323,3.167268991,-1.89266026,1
100,339,3.007635117,-0.8541930914,1
100,355,2.703600407,-0.04893809557,1
100,371,2.776811123,-0.3629554808,1
100,387,NaN,NaN,2
100,403,NaN,NaN,2
116,19,1.049236059,1.422227025,1
116,35,1.461139679,2.254401684,1
116,51,NaN,NaN,2
116,67,2.710510015,2.004682541,1
116,83,2.325591564,0.3076713085,1
116,99,1.688187242,0.03949832916,1
116,115,1.335160375,0.07024240494,1
116,131,1.118361354,0.2109022886,1
116,147,0.9566295743,-0.3018571734,1
116,163,0.7322275043,-1.210878253,1
116,179,NaN,NaN,2
116,195,0.9898566008,-0.605755806,1
116,211,2.249943733,-1.330465078,1
116,227,2.797580242,-1.359473705,1
116,243,2.469805717,-1.567788243,1
116,259,2.355274439,-1.948655963,1
116,275,2.177109957,-1.611708045,1
116,291,2.477494478,-1.750888109,1
116,307,2.838155985,-2.006741047,1
116,323,2.904132843,-2.083660603,1
116,339,2.879583359,-1.360907912,1
116,355,2.769340754,-0.8986743689,1
116,371,2.617468596,-0.6497836113,1
116,387,2.605424643,-0.8815219402,1
116,403,2.869673729,-0.9834406376,1
132,19,0.57899189,1.77117908,1
132,35,1.153327584,2.195305586,1
132,51,NaN,NaN,2
132,67,1.682897329,1.315457344,1
132,83,1.38354373,0.4287263155,1
132,99,1.33517158,0.5735142231,1
132,115,1.071642756,0.3768480718,1
132,131,0.8879066706,-0.05462537706,1
132,147,0.9637662172,-0.4099929333,1
132,163,0.9649703503,-0.8976941109,1
132,179,0.5546249151,-0.9481738806,1
132,195,0.06444954872,-1.216184855,1
132,211,2.284937382,-1.234182835,1
132,227,2.801672935,-1.220607758,1
132,243,2.236853838,-1.700237513,1
132,259,2.09848094,-1.961481571,1
132,275,1.898984909,-2.007498741,1
132,291,2.56073761,-1.972553134,1
132,307,3.079271317,-1.656289339,1
132,323,2.710863829,-1.581919312,1
132,339,2.060596228,-1.671344638,1
132,355,1.77436018,-1.200579643,1
132,371,2.596508503,-1.15430963,1
132,387,2.542672396,-0.4750863314,1
132,403,2.896172047,0.1369909048,1
148,19,0.9020437002,1.953985572,1
148,35,0.9334776402,1.871900678,1
148,51,1.023357987,1.472446442,1
148,67,0.8258290291,0.5634400249,1
148,83,1.317718267,0.0589928031,1
148,99,1.780521989,0.2644114494,1
148,115,1.55969131,0.485068351,1
148,131,1.292024851,-0.05826701969,1
148,147,1.083469391,-0.3999377489,1
