PIVlab, ASCII chart output - 20-Jul-2025
FRAME: 6, filenames: A:[6]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi & B:[7]MAX_TgKrt18GFPUtrmcherry_Control_TimeSeries01.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
196,179,1.98392868,-0.823558867,1
196,195,1.845270634,-0.8302013874,1
196,211,0.7769262791,-1.979514003,1
196,227,1.053442836,-1.664764166,1
196,243,2.647913933,-2.08326602,1
196,259,2.595394135,-1.996542335,1
196,275,2.282613039,-2.222691059,1
196,291,2.191089392,-1.822778344,1
196,307,2.49242878,-1.504293442,1
196,323,2.484644175,-1.384713054,1
196,339,2.350248337,-0.6511679888,1
196,355,2.227083683,-0.2674782872,1
196,371,2.272568703,-0.9916365743,1
196,387,2.802620888,-1.32015872,1
196,403,3.659851313,-1.24130404,1
212,19,0.8674935699,0.9169921279,1
212,35,0.9412426353,0.8970496655,1
212,51,1.421184301,0.9548860192,1
212,67,1.974560142,0.8021126986,1
212,83,2.256328106,0.2238464952,1
212,99,2.185211658,-0.0194502119,1
212,115,2.01148653,-0.4344624281,1
212,131,1.767879605,-0.4117380083,1
212,147,1.736505032,-0.4347489476,1
212,163,1.959835649,-0.8110964894,1
212,179,1.666417718,-0.7528366446,1
212,195,1.283296227,-0.6747903228,1
212,211,0.7254157066,-0.9860948324,1
212,227,0.7202546597,-0.8913967013,1
212,243,2.27784586,-2.107620478,1
212,259,2.617081404,-2.194565058,1
212,275,2.360149622,-2.293206692,1
212,291,2.41097641,-1.818238497,1
212,307,2.937083244,-1.864266872,1
212,323,2.55985713,-1.826234221,1
212,339,2.273729801,-1.715729475,1
212,355,2.144047499,-1.277747393,1
212,371,2.396579742,-1.263940454,1
212,387,3.4813025,-1.632007957,1
212,403,3.587721109,-1.288583636,1
228,19,0.884380579,1.370953441,1
228,35,1.317063808,0.4587247968,1
228,51,1.424019694,0.5040781498,1
228,67,1.776425123,0.2715275884,1
228,83,2.120100021,-0.1150071472,1
228,99,2.09045434,-0.1239335537,1
228,115,1.809798956,-0.3983379602,1
228,131,1.603720307,-0.6523207426,1
228,147,1.734436989,-0.6759794354,1
228,163,1.888344765,-0.5728309155,1
228,179,1.973941207,-0.5290703177,1
228,195,1.795961618,-0.8898453712,1
228,211,0.9275174141,-0.8695960045,1
228,227,1.324828148,-0.8425223827,1
228,243,2.137835264,-1.771885633,1
228,259,2.495045662,-2.456480742,1
228,275,2.516156435,-2.27990222,1
228,291,2.471837521,-1.862072706,1
228,307,2.48058939,-2.388878345,1
228,323,2.615448236,-2.617330074,1
228,339,3.100018978,-2.918699503,1
228,355,2.606006384,-1.512542725,1
228,371,2.537069559,-1.338498116,1
228,387,3.27564621,-1.831214309,1
228,403,2.228899002,-0.7496989965,1
244,19,1.17379415,1.692157626,1
244,35,1.052129626,0.6303171515,1
244,51,0.9900853634,0.4331679344,1
244,67,0.9971333742,0.2920039594,1
244,83,1.27479887,0.08959020674,1
244,99,1.540924549,-0.2577904463,1
244,115,1.90431118,-0.1087640524,1
244,131,1.974371195,-0.2442601919,1
244,147,1.870538116,-0.731525898,1
244,163,2.084366322,-0.6412705183,1
244,179,2.247969151,-0.7475906014,1
244,195,2.023509979,-1.066074371,1
244,211,1.431433558,-1.216669321,1
244,227,1.539689779,-1.376950026,1
244,243,1.966573834,-2.045903683,1
244,259,2.315430164,-2.725010395,1
244,275,2.682470083,-1.979720592,1
244,291,2.37345314,-1.911389112,1
244,307,2.0804708,-2.827808142,1
244,323,2.558983088,-2.640114307,1
244,339,3.339190006,-1.930293918,1
244,355,3.48512435,-1.175817132,1
244,371,2.692835569,-1.44816947,1
244,387,2.340250015,-1.353077412,1
244,403,2.101617813,-0.8109567165,1
260,19,2.036851168,1.248402238,1
260,35,1.24482286,0.8617984056,1
260,51,1.141484618,0.8440446854,1
260,67,1.171500564,1.00239253,1
260,83,1.310090661,0.2022729665,1
260,99,1.665293336,-0.2998321354,1
260,115,1.910272717,-0.07768499851,1
260,131,2.217049837,-0.2371474802,1
260,147,2.142668009,-0.6625446081,1
260,163,2.331187725,-0.4790495634,1
260,179,2.220175743,-0.8467166424,1
260,195,1.860005379,-1.008432865,1
260,211,1.790656447,-1.017734647,1
260,227,1.840832591,-1.931238294,1
260,243,2.319287777,-2.515779495,1
260,259,2.669214964,-2.457849741,1
260,275,2.760134459,-1.951100826,1
260,291,2.563535929,-2.014200449,1
260,307,2.229981899,-2.293551683,1
260,323,2.241290331,-2.156047821,1
260,339,3.183124781,-1.630921602,1
260,355,2.550187826,-1.439022064,1
260,371,2.151754379,-1.521737814,1
260,387,2.129321575,-1.05606854,1
260,403,1.911516786,-1.371044874,1
276,19,1.993837357,1.182886958,1
276,35,1.519143701,1.155410528,1
276,51,1.527963519,1.318543792,1
276,67,1.569479465,0.7988878489,1
276,83,1.825675368,0.06835970283,1
276,99,2.087450504,-0.2647348642,1
276,115,2.211605787,-0.1267096549,1
276,131,2.538801193,-0.4353393316,1
276,147,2.621237278,-0.7574089766,1
276,163,2.44504714,-0.5126954913,1
276,179,2.084852695,-0.7619016171,1
276,195,2.048490286,-1.164840817,1
276,211,2.39642334,-1.107367277,1
276,227,2.308462381,-2.056510448,1
276,243,2.28163147,-2.613018751,1
276,259,2.43709445,-2.306057453,1
276,275,2.439792871,-2.26786232,1
276,291,2.277804136,-2.282307625,1
276,307,1.853471518,-1.501733422,1
276,323,1.685455084,-1.419725418,1
276,339,2.236105204,-1.682074666,1
276,355,1.999912977,-1.476827502,1
276,371,1.739076138,-1.462324858,1
276,387,1.84555614,-1.250097752,1
276,403,1.483050346,-1.557628393,1
292,19,1.592868924,0.930978775,1
292,35,1.658737421,1.375692487,1
292,51,1.81668663,1.489604115,1
292,67,2.26351285,0.937472105,1
292,83,2.271923065,0.3530296981,1
292,99,2.116820812,0.3239612281,1
292,115,2.22585392,-0.05190955848,1
292,131,3.073083878,-0.3456891179,1
292,147,2.779742956,-0.7392805815,1
292,163,2.344080925,-1.079711318,1
292,179,2.149795055,-1.154832006,1
292,195,1.935901165,-1.287402034,1
292,211,2.244367123,-1.386511326,1
292,227,2.45064044,-1.613865852,1
292,243,2.121800661,-2.12376976,1
292,259,2.265530348,-2.132230282,1
292,275,2.224370003,-2.186231375,1
292,291,1.881897211,-1.95227468,1
292,307,1.616417408,-1.373972416,1
292,323,1.520931721,-1.110902786,1
292,339,1.814977407,-1.221658945,1
292,355,1.729375482,-1.373533249,1
292,371,1.679494858,-1.345627069,1
292,387,1.734494328,-1.724157095,1
292,403,1.851001263,-1.467244864,1
308,19,1.820052028,1.051130056,1
308,35,1.724175096,1.217541456,1
308,51,1.842911482,1.476539254,1
308,67,1.950893044,1.316264987,1
308,83,2.084453106,0.526066184,1
308,99,2.224514008,0.3702626526,1
308,115,2.314604282,0.03686028719,1
308,131,2.390989542,-0.2682217956,1
308,147,2.386343241,-0.8219100833,1
308,163,2.471009254,-1.455037832,1
308,179,2.518642902,-1.681075335,1
308,195,1.989295006,-1.715684056,1
308,211,1.827253342,-1.790611267,1
308,227,2.254374027,-1.861773491,1
308,243,1.681362867,-2.052910566,1
308,259,2.046319485,-1.986479163,1
308,275,2.258502483,-1.863853216,1
308,291,2.019285202,-1.393089414,1
308,307,1.852234483,-1.596154571,1
308,323,1.688535452,-1.019045115,1
308,339,1.37791121,-0.8574780226,1
308,355,1.338278651,-0.8230217099,1
308,371,1.493198872,-0.7604134083,1
308,387,1.966864824,-1.817832589,1
308,403,3.158490658,-1.665266991,1
324,19,1.861359835,0.8603134155,1
324,35,1.508617401,1.171287537,1
324,51,1.638362288,1.288139105,1
324,67,NaN,NaN,2
324,83,2.089528084,0.2086452842,1
324,99,2.281826496,0.2529733479,1
324,115,2.315011024,-0.006719365716,1
324,131,1.821639061,-0.4594369531,1
324,147,1.245667934,-1.491656303,1
324,163,1.79430604,-1.543645024,1
324,179,1.810914516,-1.526507616,1
324,195,2.007300854,-1.967572689,1
324,211,2.73072505,-2.877317667,1
324,227,1.733167171,-2.369284868,1
324,243,1.29094553,-2.095602512,1
324,259,1.553034067,-1.910166025,1
324,275,2.038088322,-1.704517245,1
324,291,2.106966496,-1.798120618,1
324,307,1.794299364,-1.524941564,1
324,323,1.949208021,-0.7966669798,1
324,339,1.905483723,-0.932461977,1
324,355,1.788349032,-0.9251329899,1
324,371,1.863980293,-0.6760988235,1
324,387,2.433916092,-1.221812963,1
324,403,3.064681053,-2.310356855,1
340,19,1.721526146,0.61792624,1
340,35,1.27763176,1.22456181,1
340,51,1.418794632,1.303997993,1
340,67,1.91599071,0.9135132432,1
340,83,2.698476791,-0.2511287034,1
340,99,2.016543865,-0.09573814273,1
340,115,1.878638864,-0.3005948663,1
340,131,1.563559175,-0.3996399939,1
340,147,1.230578423,-0.9463630319,1
340,163,1.288783669,-1.072781801,1
340,179,1.509126544,-1.26367867,1
340,195,1.929883242,-1.676204681,1
340,211,1.783389211,-2.120332479,1
340,227,0.3780639172,-2.320741415,1
340,243,2.105202675,-2.168438911,1
340,259,1.740898013,-2.111493349,1
340,275,1.739957213,-1.889478087,1
340,291,1.952790976,-1.772467375,1
340,307,2.280876637,-1.543809652,1
340,323,2.352942944,-1.131602764,1
340,339,2.148126841,-1.107336283,1
340,355,2.497982979,-1.281951785,1
340,371,2.842656612,-0.7582982779,1
340,387,2.418435097,-0.5118445158,1
340,403,2.258456945,-1.587139606,1
356,19,1.618812799,0.4889800251,1
356,35,0.9819399118,1.049321055,1
356,51,1.251475453,1.299840927,1
356,67,1.642566204,1.848602533,1
356,83,1.719632983,0.4323692322,1
356,99,1.68182373,-0.9197524786,1
356,115,1.590481043,-0.5464243889,1
356,131,1.588365436,-0.3391890526,1
356,147,1.618109584,-0.8511057496,1
356,163,1.516474485,-0.7834737301,1
356,179,1.450942516,-1.006968498,1
356,195,1.518806338,-1.176871777,1
356,211,1.760730743,-1.485232949,1
356,227,1.705762029,-2.369234324,1
356,243,2.106037617,-2.569989443,1
356,259,1.999746323,-2.723778009,1
356,275,1.852450967,-2.390614986,1
356,291,1.939055681,-1.696860075,1
356,307,2.150527477,-1.781001568,1
356,323,2.020597458,-1.368464351,1
356,339,1.971213102,-1.219850779,1
356,355,2.457904339,-1.226548314,1
356,371,3.110795259,-0.7681963444,1
356,387,2.404925585,-0.2010659575,1
356,403,1.927971125,-1.051267624,1
372,19,1.039157391,0.4117399454,1
372,35,1.250234723,0.7393756509,1
372,51,1.616392851,0.8528927565,1
372,67,1.808818936,0.9727604389,1
372,83,1.529868245,0.316680491,1
372,99,1.699925065,-0.568364501,1
372,115,1.509945512,-0.7113882899,1
372,131,1.327475786,-1.045247793,1
372,147,1.540343404,-1.112223148,1
372,163,1.503128052,-0.7955240011,1
372,179,1.008703113,-0.2582187057,1
372,195,1.002181411,-0.5771383047,1
372,211,1.779418349,-1.529231071,1
372,227,2.142579079,-2.409987211,1
372,243,2.195061684,-2.743330479,1
372,259,1.891504765,-2.576101542,1
372,275,1.655117154,-2.57723999,1
372,291,1.65701735,-2.027257204,1
372,307,2.067991257,-1.791059971,1
372,323,2.134704113,-1.335947156,1
372,339,1.621630192,-1.138513684,1
372,355,1.794819832,-0.9744907022,1
372,371,2.254661322,-1.031343699,1
372,387,2.206182241,-0.8927631378,1
372,403,2.349914312,-0.9906833172,1
388,19,1.113465309,0.7854425311,1
388,35,1.22841537,0.6114879847,1
388,51,1.123028755,0.5202131867,1
388,67,NaN,NaN,2
388,83,NaN,NaN,2
388,99,1.845800161,-0.5720834136,1
388,115,1.606979609,-0.7622691393,1
388,131,1.451456189,-1.217890859,1
388,147,1.438755512,-1.334225774,1
388,163,1.295758247,-1.173425794,1
388,179,0.7679313421,-0.6014471054,1
388,195,0.9831185341,-0.4788201451,1
388,211,1.769556165,-1.570824742,1
388,227,2.078648567,-2.062810659,1
388,243,2.162443161,-2.736530066,1
388,259,1.785965204,-2.523421288,1
388,275,2.008274078,-2.598182201,1
388,291,2.15481019,-2.219715834,1
388,307,2.138383865,-1.67634213,1
388,323,1.884480834,-1.270194054,1
388,339,1.486297846,-1.029096842,1
388,355,1.513225436,-0.8313997984,1
388,371,1.627716303,-0.6189286709,1
388,387,2.240176201,-0.7921275496,1
388,403,3.054540634,-1.268913388,1
404,19,1.521393061,1.179571033,1
404,35,0.9916936159,0.7525054812,1
404,51,0.5928293467,0.4638075531,1
404,67,NaN,NaN,2
404,83,NaN,NaN,2
404,99,1.62931788,-0.4146073461,1
404,115,1.480479956,-0.659861207,1
404,131,1.405860424,-1.035995245,1
404,147,1.330417633,-1.333495259,1
404,163,1.308792949,-1.60772121,1
404,179,0.9224385023,-1.797596931,1
404,195,1.53836596,-1.273685575,1
404,211,2.13162756,-1.193121791,1
404,227,1.927865982,-1.858725429,1
404,243,1.780965447,-2.499844551,1
404,259,1.872009993,-2.445953846,1
404,275,2.282459974,-2.30385685,1
404,291,2.345549107,-2.046011925,1
404,307,2.102458477,-1.46507895,1
404,323,1.740620255,-1.167160988,1
404,339,1.73634994,-1.117280483,1
404,355,1.784187555,-1.181837797,1
404,371,1.767705679,-0.7893579006,1
404,387,2.042720795,-0.6769840121,1
404,403,2.621936798,-1.293344378,1
420,19,1.369454503,1.134707689,1
420,35,0.844630003,1.085870862,1
420,51,NaN,NaN,2
420,67,NaN,NaN,2
420,83,0.8569288254,-0.9604876041,1
420,99,1.553555131,-0.2711629868,1
420,115,1.57106328,-0.5969833136,1
420,131,1.26466918,-1.117105484,1
420,147,1.026607156,-1.217738271,1
420,163,1.501059413,-1.633856773,1
420,179,1.596947074,-3.285264492,1
420,195,1.748872638,-2.777000666,1
420,211,1.790110946,-2.236626387,1
420,227,1.812671423,-2.150187969,1
420,243,2.030293941,-2.504008055,1
420,259,2.03114748,-2.315657139,1
420,275,1.872654438,-2.071722984,1
420,291,1.854058862,-1.944854856,1
420,307,1.913726091,-1.568689108,1
420,323,1.420511365,-1.21415484,1
420,339,1.683347464,-1.359149456,1
420,355,1.779999971,-1.647590876,1
420,371,1.729136467,-1.348508,1
420,387,2.036044598,-1.16658926,1
420,403,2.310748816,-1.561790824,1
436,19,1.350250602,0.9243534803,1
436,35,1.079111934,0.736879468,1
436,51,0.7636548281,0.6080474854,1
436,67,NaN,NaN,2
436,83,NaN,NaN,2
436,99,0.9707736969,0.199796021,1
436,115,1.297309756,-0.6828869581,1
436,131,1.330364466,-1.335818052,1
436,147,1.418668866,-1.408470273,1
436,163,1.49472332,-1.255611658,1
436,179,1.519235611,-1.357299089,1
436,195,2.04373455,-1.726430178,1
436,211,1.569823742,-2.823655605,1
436,227,1.585746646,-2.61430788,1
436,243,2.269520521,-2.569311142,1
436,259,2.172766685,-2.593175173,1
436,275,1.746825695,-2.118704319,1
436,291,1.440517187,-2.124296665,1
436,307,1.304712057,-2.297374964,1
436,323,0.635063529,-1.760359049,1
436,339,1.28104651,-1.394524574,1
436,355,1.646889329,-1.145249724,1
436,371,1.925001144,-1.085187435,1
436,387,2.340614557,-1.16215682,1
436,403,2.081089735,-1.190364957,1
452,19,1.22895515,0.6245261431,1
452,35,1.359789014,0.3846856952,1
452,51,1.337704659,0.521338582,1
452,67,NaN,NaN,2
452,83,NaN,NaN,2
452,99,0.7904127836,0.3240757585,1
452,115,1.489898682,-0.6304498911,1
452,131,1.35877943,-1.427983522,1
452,147,1.420529246,-1.647284508,1
452,163,1.338623524,-1.553032517,1
452,179,1.044935346,-1.345652938,1
452,195,1.275533438,-1.934528828,1
452,211,1.332726121,-3.026434422,1
452,227,1.045512199,-3.319385529,1
452,243,1.521767735,-2.810297012,1
452,259,1.620284677,-2.566515684,1
452,275,1.610305548,-2.243497849,1
452,291,1.259083748,-2.169341326,1
452,307,0.9093010426,-2.255613565,1
452,323,0.800567627,-1.804131985,1
452,339,1.461717844,-1.502509594,1
452,355,1.714710951,-1.066279769,1
452,371,2.221152306,-1.071288586,1
452,387,2.591189384,-0.8999326229,1
452,403,2.131197214,-0.4068399668,1
468,19,1.613880754,0.8887399435,1
468,35,1.503128648,0.5580844879,1
468,51,1.635888219,0.4067258537,1
468,67,2.071697474,0.1019437462,1
468,83,NaN,NaN,2
468,99,1.964214683,-0.2082932591,1
468,115,1.916717887,-0.8105641007,1
468,131,1.856446028,-1.580020189,1
468,147,1.808567405,-1.540946007,1
468,163,1.66293633,-1.953629255,1
468,179,1.144993186,-2.019767761,1
468,195,0.9021971226,-2.203990698,1
468,211,1.016121626,-2.886377573,1
468,227,1.215083122,-3.347067833,1
468,243,1.533878088,-2.937721968,1
468,259,1.18300736,-2.254846096,1
468,275,1.293434739,-2.434952259,1
