 ,Area,Mean,X,Y,Major,Minor,Angle
107,800.831,31.336,413.466,162.351,43.321,23.537,148.197
108,426.914,18.455,517.572,159.738,29.057,18.707,134.877
109,1077.589,35.634,145.580,171.880,40.672,33.734,106.582
110,889.158,36.326,250.665,174.108,46.662,24.262,102.097
111,350.364,47.776,333.542,167.482,37.736,11.821,79.176
112,381.278,26.183,497.599,164.895,27.285,17.792,125.103
113,637.426,27.035,447.306,166.401,35.561,22.823,149.567
114,247.316,26.038,79.269,164.750,22.631,13.914,62.599
115,681.590,34.310,225.698,171.657,34.438,25.199,67.699
116,476.966,46.018,318.093,170.766,30.561,19.871,71.202
117,516.713,35.664,347.333,173.073,33.382,19.708,79.601
118,865.604,34.067,369.912,177.335,43.468,25.355,111.546
119,758.140,37.776,294.404,178.895,38.841,24.853,77.005
120,471.077,39.169,171.554,177.170,30.900,19.411,92.431
121,593.263,29.937,194.552,177.274,28.443,26.558,98.829
122,791.999,34.399,395.365,182.770,39.745,25.372,85.174
123,700.727,25.392,479.494,179.294,35.254,25.307,104.069
124,612.400,25.444,87.883,181.611,33.521,23.261,70.015
125,329.754,32.038,107.443,174.408,25.165,16.684,62.509
126,432.802,26.580,519.799,180.651,27.019,20.395,141.997
127,538.795,19.920,64.756,192.946,39.382,17.419,76.089
128,861.188,28.356,442.352,195.593,48.584,22.569,106.880
129,309.144,19.611,546.491,184.960,27.188,14.478,127.261
130,1170.333,31.169,120.451,200.313,52.340,28.470,91.985
131,369.501,25.337,500.615,188.553,23.067,20.395,122.391
132,602.096,34.387,209.236,200.500,39.485,19.415,86.800
133,640.371,32.095,421.580,195.807,38.928,20.945,121.854
134,733.114,29.336,466.198,199.577,42.060,22.193,111.608
135,625.649,19.268,544.637,203.686,45.139,17.648,132.294
136,715.449,37.798,274.000,199.856,36.259,25.123,104.764
137,772.861,34.696,233.633,200.937,32.970,29.846,39.498
138,421.025,44.696,309.207,197.400,26.139,20.509,56.458
139,322.393,16.810,563.920,201.911,30.765,13.343,113.278
140,1056.980,30.832,184.359,210.475,43.519,30.924,80.282
141,1055.507,37.969,323.594,218.430,48.866,27.502,81.366
142,927.433,37.652,349.496,202.366,36.625,32.241,146.537
143,599.151,42.279,161.225,207.352,40.683,18.752,85.980
144,724.281,20.403,523.271,209.725,37.415,24.647,120.163
145,797.887,24.350,98.896,217.274,45.820,22.171,87.643
146,647.731,36.945,142.500,211.612,39.558,20.848,88.743
147,671.285,21.965,78.336,213.574,36.404,23.478,83.737
148,660.980,25.368,498.763,212.233,37.725,22.308,125.529
149,518.185,41.321,407.613,212.067,28.601,23.068,116.365
150,843.523,33.698,254.080,220.306,38.376,27.986,79.211
151,1217.440,33.618,379.634,220.277,41.777,37.104,78.266
152,637.426,43.604,296.488,218.551,33.280,24.387,113.554
153,494.631,22.160,46.416,225.455,44.721,14.082,64.436
154,708.088,24.083,484.263,228.852,33.792,26.680,127.629
155,550.572,32.234,455.500,227.035,28.784,24.354,9.466
156,527.018,31.925,226.360,226.851,30.549,21.965,147.735
157,640.371,32.679,427.100,229.029,29.820,27.342,60.839
158,373.918,19.179,574.783,229.841,30.365,15.679,111.441
159,602.096,19.879,61.613,236.158,34.244,22.386,85.104
160,359.196,22.127,546.252,228.888,24.284,18.833,111.363
161,992.206,40.257,200.379,240.471,37.086,34.064,81.478
162,949.515,35.986,275.211,239.167,40.281,30.013,39.809
163,774.333,36.074,350.422,237.022,33.581,29.359,158.702
164,752.251,23.252,524.523,238.562,39.198,24.435,151.995
165,712.504,35.129,132.241,245.780,43.049,21.074,76.903
166,568.237,38.440,400.926,241.112,31.592,22.902,36.022
167,940.682,34.166,110.152,250.839,44.709,26.789,91.629
168,675.701,27.956,151.786,248.856,41.519,20.721,74.197
169,448.996,42.462,171.779,241.936,27.743,20.606,100.710
170,441.635,31.610,81.712,245.218,25.332,22.198,69.294
171,496.103,45.317,243.499,249.119,26.854,23.522,121.405
172,459.300,34.005,451.833,247.861,25.563,22.877,153.001
173,546.155,35.377,477.460,252.530,31.825,21.850,135.422
174,849.411,25.128,506.703,256.364,36.377,29.731,134.494
175,340.059,35.365,224.281,251.262,24.757,17.489,109.667
176,602.096,43.023,317.657,251.313,30.581,25.068,136.357
177,802.303,30.118,432.179,263.928,39.366,25.949,78.957
178,557.932,29.766,43.902,256.583,29.251,24.286,17.917
179,593.263,39.656,296.458,258.809,31.339,24.103,122.683
180,740.475,30.158,374.759,257.001,33.836,27.864,13.328
181,457.828,34.187,411.255,257.130,30.220,19.289,37.730
182,404.832,24.551,550.107,255.613,26.967,19.114,102.176
183,893.575,18.038,582.201,269.565,51.967,21.893,106.968
184,1062.868,34.528,344.070,267.924,40.603,33.330,150.496
185,404.832,29.607,66.099,265.748,29.137,17.691,61.639
186,750.779,26.505,98.264,278.309,42.826,22.321,101.386
187,363.613,41.291,186.027,263.629,23.699,19.535,21.051
188,886.214,21.900,533.993,274.329,37.766,29.878,101.424
189,727.226,31.730,159.150,273.920,42.349,21.864,47.651
190,868.549,35.623,271.834,269.821,44.954,24.600,157.767
191,896.519,31.590,467.449,274.751,42.364,26.945,139.451
192,488.743,34.077,80.477,277.288,35.223,17.667,85.766
193,849.411,31.003,215.444,274.922,37.191,29.080,130.195
194,968.653,19.490,565.693,285.594,51.324,24.030,104.936
195,451.940,37.742,240.715,274.549,27.439,20.971,73.675
196,756.668,31.134,385.088,279.686,35.081,27.462,44.991
197,1109.976,33.128,128.986,288.256,47.212,29.934,81.308
198,453.412,20.436,497.342,278.379,28.703,20.113,177.396
199,223.762,22.621,28.561,281.711,28.393,10.034,81.174
200,559.404,23.552,45.199,282.190,31.650,22.504,87.007
201,722.809,38.738,311.038,284.429,34.539,26.646,86.499
202,1037.842,37.673,186.513,289.572,38.125,34.660,35.981
203,1062.868,30.462,447.191,295.145,39.695,34.092,119.516
204,1185.054,34.209,258.907,299.240,44.614,33.820,112.926
205,1563.388,35.143,368.855,311.008,58.050,34.291,109.886
206,622.705,24.340,63.891,297.649,34.993,22.658,83.991
207,983.374,35.162,335.928,299.758,38.583,32.452,116.323
208,772.861,23.951,515.126,298.473,33.782,29.129,94.290
209,890.630,38.434,289.925,301.387,34.812,32.575,130.602
210,744.891,36.782,155.730,303.509,36.866,25.726,44.916
211,328.282,27.998,491.371,298.215,23.580,17.726,129.680
212,965.708,22.944,549.053,308.369,43.351,28.363,122.899
213,1835.729,36.638,406.676,302.214,64.851,36.041,71.904
214,909.768,36.524,236.440,314.266,49.857,23.233,111.269
215,605.040,18.520,33.782,309.619,35.218,21.874,97.656
216,1143.834,36.991,212.147,317.808,48.708,29.900,111.467
217,1031.954,31.585,468.840,317.039,46.499,28.257,50.612
218,669.813,27.884,92.341,315.480,45.609,18.699,83.327
219,1137.946,28.531,108.651,329.192,60.212,24.063,75.944
220,1052.563,16.787,580.924,322.905,52.687,25.437,71.142
221,684.534,22.759,51.907,326.146,42.769,20.379,93.941
222,764.028,26.968,76.341,327.784,50.250,19.359,98.745
223,858.244,31.389,432.130,324.004,37.362,29.248,81.648
224,634.482,17.876,603.961,329.681,47.639,16.958,96.559
225,1185.054,36.353,180.460,327.295,40.010,37.712,119.095
226,437.219,39.108,323.204,320.471,28.902,19.261,129.230
227,917.129,23.684,524.413,328.521,37.600,31.057,63.672
228,1273.381,29.336,490.846,337.805,62.049,26.130,65.612
229,382.750,59.371,133.842,322.969,23.064,21.129,26.860
230,1254.243,37.275,296.836,333.831,42.527,37.551,51.375
231,478.438,16.496,26.437,335.551,33.611,18.124,100.503
232,409.248,38.603,153.920,333.193,29.093,17.911,92.468
233,902.407,34.761,265.058,340.331,42.134,27.270,98.364
234,1174.749,36.803,349.649,342.084,43.609,34.299,142.230
235,752.251,18.302,554.682,343.149,36.014,26.595,113.188
236,928.905,42.065,401.137,345.944,39.167,30.197,35.367
237,528.490,15.785,593.303,351.733,33.448,20.118,100.579
238,759.612,31.780,134.506,350.923,40.394,23.943,84.889
239,382.750,35.434,317.817,348.439,28.987,16.812,56.159
240,659.508,37.246,437.029,349.793,35.560,23.614,15.698
241,728.698,23.534,66.978,357.064,38.549,24.068,107.085
242,647.731,48.658,244.611,353.241,33.766,24.425,105.691
243,656.564,22.174,539.345,360.369,42.457,19.690,112.273
244,733.114,21.401,41.508,362.080,44.143,21.146,87.020
245,872.965,33.894,378.201,364.036,41.790,26.597,110.232
246,722.809,28.362,508.014,358.730,34.860,26.400,60.544
247,343.003,43.899,117.902,357.861,28.707,15.213,100.585
248,803.776,30.948,165.363,364.766,47.327,21.624,101.666
249,585.902,30.634,185.389,361.218,35.309,21.127,88.000
250,487.271,30.600,329.901,363.305,27.779,22.333,66.813
251,724.281,26.557,94.103,374.781,55.568,16.596,101.423
252,805.248,18.860,567.594,368.507,43.298,23.679,44.816
253,1432.369,33.730,285.066,378.510,56.813,32.101,89.417
254,718.393,32.964,147.056,379.571,40.567,22.547,94.016
255,827.329,37.919,408.339,377.464,39.424,26.720,80.251
256,1243.938,32.409,427.424,393.583,65.929,24.023,81.668
257,1162.972,24.801,519.483,386.414,51.116,28.969,64.814
258,603.568,25.176,111.988,380.857,39.304,19.552,100.865
259,207.568,22.259,605.806,371.965,22.899,11.541,89.359
260,1056.980,35.337,348.640,381.687,42.395,31.744,52.839
261,1522.168,32.863,312.927,393.396,53.633,36.136,87.283
262,713.976,23.094,59.061,387.522,44.036,20.644,109.038
263,1223.329,29.647,482.087,388.071,52.132,29.878,67.488
264,512.297,45.151,237.920,381.885,29.562,22.064,96.243
265,359.196,34.293,79.760,382.192,24.296,18.823,101.426
266,677.174,36.609,259.685,386.291,35.360,24.383,94.693
267,1096.727,20.573,575.128,391.904,55.014,25.383,46.154
268,766.973,26.239,126.758,403.383,52.373,18.646,82.466
269,474.021,16.507,31.979,394.076,32.751,18.428,104.069
270,942.155,28.923,220.066,401.548,42.778,28.042,97.322
271,939.210,15.084,592.051,409.923,60.649,19.717,70.206
272,1180.637,28.531,189.346,400.095,43.551,34.517,114.783
273,1366.124,36.985,368.351,406.110,53.386,32.581,63.035
274,968.653,22.920,540.023,404.952,45.867,26.889,64.130
275,1176.221,31.353,393.398,415.165,53.195,28.153,67.442
276,599.151,32.430,161.076,405.884,36.320,21.004,78.070
277,1174.749,33.590,448.659,413.981,58.435,25.597,52.683
278,603.568,17.460,52.521,410.998,39.792,19.312,122.566
279,1105.559,20.650,84.656,416.448,49.676,28.336,112.018
280,1055.507,24.191,490.304,419.333,49.802,26.985,60.556
281,312.089,30.439,141.991,409.663,25.792,15.406,96.674
282,496.103,29.074,107.129,415.493,34.310,18.410,104.532
283,719.865,44.697,245.854,417.737,38.024,24.105,109.024
284,875.909,40.787,270.308,420.248,41.083,27.146,99.629
285,889.158,22.059,512.004,432.695,44.564,25.404,64.180
286,849.411,18.580,566.023,431.005,41.824,25.858,74.135
287,681.590,27.293,181.413,432.937,43.677,19.869,111.383
288,1067.284,31.743,333.202,423.852,41.816,32.498,63.194
289,597.679,28.297,296.265,426.570,29.758,25.572,173.434
290,937.738,28.765,208.705,436.249,40.083,29.788,122.966
291,1024.593,68.791,408.894,439.158,42.922,30.393,25.370
292,1535.417,32.617,532.444,449.281,65.340,29.920,53.348
293,719.865,24.785,49.432,438.718,42.844,21.393,113.062
294,565.293,31.007,234.841,437.695,34.785,20.691,120.912
295,1263.076,47.898,457.174,443.791,44.865,35.846,37.253
296,893.575,38.654,141.382,442.485,44.681,25.464,87.407
297,818.497,30.713,72.054,448.147,45.484,22.912,97.960
298,884.742,40.118,164.650,446.648,47.969,23.484,99.825
299,915.656,76.478,358.905,443.883,43.742,26.653,179.925
300,378.334,37.553,108.808,445.891,29.805,16.162,116.539
301,566.765,57.735,257.916,451.295,31.342,23.024,76.281
302,989.262,62.300,312.458,450.544,41.304,30.495,166.092
303,585.902,73.902,281.362,453.719,29.067,25.665,76.628
304,491.687,53.784,93.759,454.555,29.340,21.337,118.211
305,640.371,51.504,489.556,455.617,32.001,25.478,156.525
306,1162.972,37.286,556.449,469.808,44.043,33.620,46.716
307,562.348,59.743,190.207,463.623,30.902,23.170,33.247
308,694.839,62.468,218.249,465.705,34.368,25.742,4.734
309,646.259,26.970,462.883,349.451,39.088,21.051,50.996
310,731.642,36.818,453.957,377.811,36.982,25.189,42.938
311,700.727,53.658,222.588,357.814,42.124,21.180,87.369
312,774.333,31.103,203.760,361.995,52.090,18.927,89.784
313,192.847,87.912,239.767,460.617,19.296,12.725,131.540
314,341.531,43.092,122.256,440.399,31.980,13.597,97.820
