 ,Area,Mean,X,Y,Major,Minor,Angle
1,195.791,11.204,342.258,5.387,20.023,12.450,179.660
2,273.814,12.770,391.983,7.997,20.051,17.387,106.811
3,812.608,11.076,411.821,17.026,37.459,27.621,70.422
4,398.944,11.351,247.696,13.246,25.608,19.835,44.027
5,453.412,14.187,262.342,20.220,37.281,15.485,77.960
6,534.378,13.906,279.457,18.699,34.124,19.939,78.243
7,755.196,11.901,301.171,16.786,35.679,26.950,71.239
8,344.475,13.225,324.394,11.132,21.708,20.205,130.739
9,759.612,10.901,370.680,14.223,37.954,25.483,149.101
10,716.921,10.719,434.674,27.165,35.347,25.824,98.973
11,257.620,12.222,224.888,18.480,23.161,14.162,26.230
12,688.950,11.111,347.462,26.939,33.343,26.308,133.977
13,262.037,11.697,204.674,27.047,20.502,16.273,34.891
14,404.832,12.092,237.643,32.920,23.379,22.047,126.391
15,906.824,14.234,393.321,46.397,51.199,22.551,95.164
16,379.806,14.441,325.943,35.313,24.332,19.874,124.449
17,609.456,11.289,184.754,39.957,28.776,26.967,69.885
18,379.806,13.182,216.745,40.143,26.969,17.931,78.029
19,909.768,11.546,463.876,47.486,38.038,30.453,109.351
20,834.690,14.878,371.301,50.091,41.999,25.304,105.256
21,437.219,16.005,307.447,43.653,26.309,21.159,104.193
22,425.442,18.580,288.547,47.796,28.711,18.867,109.324
23,238.483,11.977,484.911,46.645,23.998,12.653,121.817
24,574.125,11.971,165.215,52.312,32.114,22.763,101.388
25,340.059,13.160,252.066,45.830,25.486,16.989,40.730
26,753.724,13.187,414.973,55.935,43.247,22.190,88.371
27,432.802,10.681,143.678,51.594,24.916,22.117,20.530
28,496.103,15.756,268.251,53.531,30.780,20.522,66.055
29,731.642,13.293,199.782,60.259,35.644,26.135,65.036
30,276.758,14.969,228.586,51.985,21.965,16.043,48.361
31,1003.983,15.650,345.939,64.693,48.945,26.117,90.601
32,822.913,13.309,437.727,61.576,37.192,28.172,86.364
33,607.984,18.733,323.823,65.591,36.184,21.394,98.672
34,569.709,9.539,108.735,65.128,37.035,19.586,36.492
35,741.947,10.758,131.172,73.742,34.467,27.408,93.907
36,976.013,17.342,241.026,73.652,40.121,30.974,65.484
37,811.136,19.433,307.241,81.229,46.608,22.159,101.134
38,865.604,14.177,481.559,77.253,40.605,27.143,51.924
39,459.300,15.990,177.302,77.181,33.051,17.694,77.127
40,587.374,18.875,215.444,79.697,34.759,21.516,77.100
41,886.214,18.097,280.986,78.035,34.803,32.422,97.508
42,640.371,14.546,156.507,80.384,33.127,24.613,104.627
43,326.810,11.929,519.711,75.569,21.424,19.423,125.370
44,513.769,18.105,456.313,79.381,30.346,21.556,66.246
45,758.140,15.565,367.645,85.486,36.648,26.340,85.254
46,597.679,17.341,387.491,91.724,41.679,18.258,81.115
47,875.909,16.083,409.469,92.702,39.648,28.129,99.574
48,1067.284,11.977,112.321,98.003,45.168,30.085,120.489
49,568.237,17.423,193.158,92.774,29.138,24.830,99.862
50,656.564,18.552,260.788,95.367,32.736,25.537,138.282
51,398.944,18.795,434.962,89.859,26.661,19.052,144.914
