 ,Area,Mean,X,Y,%Area
1,701.519,118.305,94.756,14.873,17.944
2,806.712,121.906,117.761,27.119,41.468
3,743.735,116.794,132.293,45.140,10.410
4,1751.505,121.737,184.695,98.789,38.082
5,1503.020,120.357,143.031,94.243,31.378
6,1390.794,118.291,98.928,97.793,21.117
7,918.374,121.381,73.625,126.617,37.393
8,1574.490,117.812,140.115,131.976,18.308
9,910.152,119.578,106.152,128.830,27.446
10,1370.268,115.072,50.389,150.037,3.766
11,774.918,119.852,16.933,146.712,27.271
12,949.039,119.610,90.343,154.203,28.047
13,1087.096,118.787,118.495,167.161,22.636
14,1443.008,116.081,195.023,177.287,6.548
15,520.917,116.051,14.490,172.021,8.133
16,1433.198,117.957,156.461,183.238,18.118
17,1120.137,118.669,77.852,183.803,22.696
18,884.804,122.411,37.020,181.478,36.388
19,482.947,124.675,56.650,193.793,47.969
20,963.060,115.838,112.682,194.752,3.767
21,454.553,118.134,136.685,201.895,17.007
22,1245.126,115.289,168.421,148.015,3.629
23,954.720,118.250,198.653,133.897,20.114
24,1113.480,120.903,158.244,48.508,33.767
25,994.478,119.405,175.249,68.354,24.868
26,971.117,120.374,117.589,70.570,31.097
27,727.832,116.121,98.087,51.215,5.364
28,969.412,115.492,74.555,66.899,2.376
29,1338.568,118.509,24.556,114.769,22.540
30,587.305,123.124,25.966,84.539,40.409
31,1616.988,118.487,55.019,94.553,21.949
32,697.673,121.174,77.347,32.886,37.493
33,746.523,119.484,42.525,57.376,25.486
34,1031.024,117.052,50.171,26.655,10.424
35,617.299,118.194,28.775,35.655,18.338
