 ,Area,Mean,X,Y,%Area
1,706.624,116.686,129.439,51.935,9.800
2,1062.407,120.969,154.448,54.476,33.579
3,1001.959,119.224,172.018,73.621,23.869
4,1689.104,121.114,181.317,104.282,35.267
5,1519.229,118.700,53.813,100.369,23.567
6,589.093,122.984,24.858,89.794,38.223
7,1415.683,120.004,140.943,99.618,29.444
8,1349.048,118.329,97.016,103.546,21.716
9,1230.270,118.269,23.722,119.318,21.408
10,853.715,121.047,71.067,131.381,35.582
11,1505.020,117.841,136.875,136.551,18.869
12,903.682,119.100,103.725,133.693,24.534
13,1348.378,114.943,48.758,154.104,3.549
14,1231.799,115.052,165.246,152.043,2.967
15,775.741,119.303,15.647,150.305,24.697
16,889.191,119.503,88.169,158.011,27.291
17,1060.666,118.716,115.930,171.500,22.263
18,1350.448,116.010,191.527,180.535,6.434
19,494.075,115.899,12.824,175.338,7.580
20,1387.536,117.597,153.275,186.151,15.768
21,829.167,121.912,35.858,183.948,35.076
22,1101.670,118.320,76.092,186.938,20.479
23,482.206,124.091,54.670,197.767,44.481
24,857.667,115.826,109.901,198.184,3.389
25,901.812,118.156,195.131,137.934,19.701
26,784.904,121.537,116.114,32.954,39.317
27,744.935,116.059,96.099,56.094,5.257
28,960.519,119.764,114.549,76.929,28.036
29,943.099,115.325,73.015,73.175,2.367
30,749.028,119.322,41.734,64.073,23.958
31,694.097,120.351,76.041,38.071,32.310
32,976.505,116.639,49.766,33.823,8.402
33,665.091,117.896,93.465,20.438,16.274
