 ,Area,Mean,X,Y,%Area
1,864.972,119.499,20.279,27.401,24.283
2,424.711,116.896,38.176,40.006,11.380
3,555.346,115.921,132.230,47.295,6.841
4,611.124,115.969,102.356,48.626,6.111
5,824.415,118.887,152.887,51.640,21.299
6,812.970,117.665,15.472,59.408,15.916
7,761.191,118.788,171.500,65.705,22.382
8,705.918,118.143,118.788,68.601,17.919
9,1006.464,118.910,44.764,67.565,20.273
10,730.126,115.777,84.029,67.984,6.032
11,1180.385,119.208,181.988,91.219,23.832
12,1233.140,117.606,68.259,91.301,16.091
13,1058.184,117.816,146.503,88.538,17.644
14,977.951,117.845,109.238,92.428,17.123
15,930.936,116.603,36.446,99.718,12.017
16,447.660,114.565,16.003,108.500,2.922
17,737.995,116.354,197.416,120.381,10.304
18,645.847,117.096,83.292,114.820,15.084
19,1171.457,117.051,146.785,119.603,14.440
20,731.867,116.326,114.465,116.685,10.558
21,1140.039,114.465,65.310,133.980,3.160
22,957.967,114.614,172.149,133.983,2.192
23,614.476,116.416,35.179,128.751,11.549
24,726.797,116.625,102.367,138.251,12.437
25,876.205,116.255,127.116,149.833,9.735
26,1009.310,115.104,195.128,157.397,4.110
27,1075.475,115.589,161.077,162.637,5.978
28,865.866,116.367,87.259,162.680,11.061
29,573.249,115.024,121.168,170.638,4.106
30,331.669,116.232,142.106,177.904,9.788
31,543.207,114.384,201.952,181.515,0.743
32,514.424,116.432,94.643,18.305,5.540
33,604.878,116.317,69.926,13.429,4.630
34,838.153,115.506,57.857,35.617,3.462
35,594.104,119.956,80.786,42.032,25.764
36,649.435,119.636,118.275,29.588,24.225
