 ,Area,Mean,X,Y,%Area
1,810.323,115.425,62.636,61.978,4.120
2,406.173,116.303,43.906,64.864,8.285
3,510.142,115.522,134.851,71.259,5.066
4,759.556,117.836,153.870,75.706,16.197
5,514.659,120.638,85.419,70.839,24.313
6,723.209,117.177,18.940,82.618,14.145
7,767.143,118.026,173.372,90.515,18.301
8,937.265,118.041,49.386,91.478,16.009
9,608.677,115.494,91.000,92.586,4.464
10,1086.437,116.604,75.405,111.142,11.582
11,659.915,117.799,150.427,108.947,16.352
12,526.645,114.534,13.817,109.809,2.041
13,839.624,117.348,117.308,112.842,14.110
14,790.997,116.186,42.188,119.331,10.406
15,537.820,118.607,179.001,120.535,18.875
16,1028.566,116.936,151.325,135.775,13.087
17,458.811,114.268,21.504,129.017,1.651
18,579.283,116.054,196.786,138.276,9.085
19,641.342,115.674,121.122,133.416,7.520
20,512.424,116.853,89.787,131.736,13.199
21,1120.737,114.360,73.162,148.931,1.858
22,500.544,115.854,45.103,144.398,8.927
23,788.727,114.834,174.350,151.055,2.089
24,611.571,116.339,108.380,154.088,10.173
25,766.155,116.276,130.896,163.359,8.637
26,816.381,115.054,196.085,171.763,3.733
27,947.933,115.312,162.271,175.481,4.267
28,439.296,115.392,123.986,181.221,5.714
29,702.672,115.765,40.890,33.541,4.764
30,791.820,118.264,25.718,54.928,16.749
31,604.596,117.469,123.522,91.399,14.551
32,552.793,115.872,106.925,73.259,5.558
33,627.427,119.443,119.188,53.526,20.331
34,1225.777,116.144,83.633,41.705,6.912
35,449.401,120.257,191.340,95.921,26.577
