 ,Area,Mean,X,Y,%Area
1,400.974,116.860,68.989,8.673,6.961
2,478.936,116.883,96.569,12.469,6.371
3,640.930,119.081,81.910,33.682,21.423
4,813.228,115.715,59.068,26.859,3.620
5,728.632,119.315,118.794,23.861,22.767
6,418.924,117.369,39.084,32.633,13.696
7,534.773,116.003,132.660,41.605,6.640
8,561.909,115.947,102.087,43.466,5.815
9,843.188,118.956,152.453,46.190,21.711
10,843.282,117.555,17.501,52.120,15.286
11,470.550,120.076,49.673,51.156,23.890
12,814.499,118.725,170.004,61.070,21.810
13,765.625,118.311,117.672,62.763,19.051
14,714.835,115.911,81.478,61.222,6.429
15,1241.750,119.395,181.337,86.297,25.081
16,434.192,120.808,37.339,70.499,29.139
17,1307.291,117.643,64.254,82.637,16.263
18,1064.994,118.294,144.712,84.431,19.789
19,404.491,114.871,9.354,78.831,3.010
20,1037.129,117.840,105.917,86.480,17.193
21,985.526,116.713,32.861,94.933,12.116
22,375.438,114.656,10.334,102.299,3.180
23,681.946,117.569,79.533,108.978,17.476
24,708.389,116.700,195.165,116.123,11.869
25,1175.962,117.054,143.935,114.822,14.728
26,763.967,116.547,110.743,111.678,11.677
27,1203.298,114.487,60.870,128.558,3.194
28,999.547,114.661,169.355,129.735,2.215
29,656.527,116.684,29.424,122.164,12.638
30,736.536,116.856,98.543,133.232,13.554
31,462.763,117.038,211.493,136.870,13.352
32,929.631,116.360,124.336,145.029,10.125
33,997.771,115.161,193.733,152.736,4.606
34,669.784,117.131,45.590,151.508,14.987
35,1062.959,115.665,159.100,158.639,6.406
36,908.282,116.455,83.649,157.972,11.782
37,652.340,114.962,117.735,167.052,3.864
38,592.739,114.456,202.924,175.601,1.038
39,369.521,116.297,140.310,174.032,9.661
40,721.422,117.642,173.348,183.864,16.869
41,824.591,120.109,20.909,22.139,28.171
