 ,Area,Mean,X,Y,%Area
1,995.583,117.544,52.258,21.993,13.108
2,810.876,122.828,119.803,21.309,46.997
3,729.644,121.953,79.334,27.687,42.621
4,747.452,117.087,134.479,39.593,12.756
5,1161.577,121.228,160.946,42.746,35.646
6,786.998,116.173,99.282,45.988,5.668
7,807.594,119.675,44.419,53.352,26.833
8,1054.184,119.442,178.729,62.455,25.492
9,941.346,115.773,75.684,62.324,3.231
10,975.787,120.813,119.766,64.829,34.201
11,1402.992,119.470,57.146,89.775,28.089
12,1549.741,120.605,145.466,89.141,32.968
13,646.800,122.986,28.741,81.533,40.460
14,1705.783,122.019,186.555,95.340,39.542
15,1447.407,118.257,100.281,91.957,20.477
16,1303.727,118.795,26.494,110.825,24.611
17,894.472,122.419,75.106,121.160,42.817
18,1606.813,117.886,142.008,127.301,18.323
19,965.683,119.987,107.911,123.662,29.669
20,981.233,118.476,200.800,130.257,21.097
21,1397.310,114.957,51.715,144.930,3.059
22,1346.543,115.470,170.071,145.075,4.701
23,879.499,119.777,18.553,142.836,27.666
24,1024.472,119.826,91.286,149.300,29.456
25,1138.216,119.203,119.776,163.792,24.822
26,1405.779,116.203,195.860,174.521,6.853
27,509.637,116.135,15.144,169.242,8.431
28,1422.106,118.203,157.158,180.382,19.802
29,1185.678,118.511,78.677,179.844,21.668
30,950.309,122.783,37.746,178.618,38.994
31,501.332,125.548,58.619,191.796,52.247
32,949.227,115.661,113.103,191.747,2.993
33,461.034,118.205,137.269,199.116,18.260
