 ,Area,Mean,X,Y,%Area
1,603.020,119.190,60.607,11.893,24.855
2,592.974,124.598,84.301,14.949,57.496
3,1245.785,121.427,168.118,22.399,37.808
4,776.376,118.109,141.115,21.433,18.502
5,790.938,116.681,107.810,26.813,8.182
6,1150.120,119.054,189.279,40.511,23.679
7,850.633,120.978,50.635,37.438,33.890
8,1012.110,119.893,17.408,43.251,30.191
9,1103.364,116.181,83.825,46.319,4.908
10,1081.991,122.495,126.555,49.649,44.357
11,1899.419,123.200,194.940,76.459,46.834
12,1689.739,121.778,154.387,71.344,39.916
13,1834.031,118.024,62.872,77.852,18.153
14,734.172,123.203,31.966,67.928,44.006
15,1540.167,119.162,108.447,79.619,25.148
16,1424.905,119.327,30.309,100.820,28.301
17,1024.555,123.027,79.927,110.917,46.322
18,1787.945,118.556,148.375,113.938,21.773
19,1017.897,121.514,113.525,112.730,38.805
20,933.348,118.261,205.709,115.435,19.605
21,1478.284,115.408,175.999,131.520,4.300
22,1442.867,114.913,55.031,137.727,2.700
23,886.239,121.611,21.250,133.594,37.976
24,1106.493,121.100,94.931,140.969,36.212
25,1224.942,120.335,124.827,154.035,32.144
26,1338.109,115.827,200.464,161.190,5.429
27,1538.579,118.960,163.680,169.450,25.567
28,557.416,116.775,17.252,159.776,11.551
29,1223.565,119.195,83.382,172.997,25.883
30,976.634,124.810,41.061,171.249,47.052
31,537.020,127.171,61.639,184.645,58.414
32,1048.374,115.553,117.465,184.939,3.484
33,547.935,118.927,142.714,190.438,22.047
34,647.176,116.879,27.519,196.877,10.445
35,1313.173,119.980,182.456,203.169,30.563
36,666.043,128.474,47.944,210.610,64.633
37,670.231,123.417,73.706,205.831,44.498
38,581.553,121.566,147.029,210.556,39.115
