 ,Area,Mean,X,Y,%Area
1,402.703,120.053,40.348,8.956,29.822
2,822.238,117.094,111.434,15.915,9.816
3,946.122,122.333,172.356,14.696,44.487
4,629.850,118.946,144.233,14.497,23.900
5,315.837,124.961,85.174,8.790,58.344
6,1432.763,120.237,17.709,28.629,32.359
7,1272.556,119.306,196.023,28.225,23.936
8,1779.064,122.547,158.982,60.162,44.621
9,1884.210,123.750,198.420,66.948,50.882
10,1116.785,123.305,82.554,102.161,48.649
11,1953.244,118.718,151.043,104.906,22.586
12,1039.646,123.292,116.717,103.853,48.083
13,868.312,118.639,207.274,106.349,21.544
14,1513.889,114.765,179.518,123.825,2.072
15,1549.788,114.830,57.713,130.840,2.349
16,923.726,122.893,22.684,126.822,44.840
17,1156.166,121.927,97.828,134.037,40.773
18,1271.321,121.064,128.324,146.864,36.928
19,1354.071,115.612,204.361,153.262,4.804
20,1636.278,119.659,167.139,162.556,30.795
21,627.921,117.152,18.562,154.244,13.169
22,1292.082,119.445,85.030,166.813,27.810
23,996.830,126.195,42.278,165.497,53.029
24,578.906,128.779,62.579,180.076,63.347
25,1120.149,115.293,119.775,179.098,2.787
26,575.401,119.556,145.024,184.971,25.735
27,809.441,117.543,28.162,193.970,13.186
28,1320.830,120.042,186.931,196.575,31.133
29,968.835,121.960,107.642,206.003,43.238
30,685.052,124.000,75.706,201.415,49.121
31,734.772,129.495,49.664,207.812,66.917
32,921.197,122.086,147.326,208.174,42.152
33,246.873,132.151,180.400,215.487,84.205
34,1461.310,119.522,32.347,92.488,29.686
35,761.320,123.037,35.204,59.336,45.915
36,1932.272,117.856,66.219,67.918,16.404
37,872.947,122.552,53.788,27.121,42.668
38,1571.808,119.674,111.207,69.695,28.251
39,1114.562,123.317,130.855,38.965,49.910
40,1120.302,116.330,88.092,34.672,5.611
