 ,Area,Mean,X,Y,%Area
1,587.058,115.816,131.740,35.374,5.919
2,884.145,118.865,152.086,39.935,21.709
3,877.170,117.623,16.338,45.778,16.281
4,514.836,119.268,49.196,43.949,20.067
5,831.437,118.591,169.901,55.117,21.759
6,766.519,118.474,115.897,57.361,20.320
7,761.932,115.606,79.781,55.141,5.215
8,1320.171,119.898,180.758,80.067,26.755
9,446.989,120.934,34.844,65.531,29.402
10,1331.287,117.919,61.436,76.745,17.884
11,1140.216,118.115,143.128,79.178,19.456
12,1104.540,117.631,103.731,81.328,16.979
13,987.844,116.851,30.063,89.674,13.072
14,322.777,114.629,8.743,97.866,2.817
15,691.580,117.861,77.184,104.236,18.673
16,752.028,116.706,194.557,110.119,12.493
17,1194.771,117.144,140.954,110.232,15.254
18,734.654,116.742,107.820,107.149,12.601
19,1196.770,114.551,58.147,123.235,3.350
20,1046.409,114.569,166.581,124.309,2.381
21,644.306,117.025,26.919,116.646,14.574
22,735.454,117.041,95.466,128.688,14.649
23,605.549,116.895,209.190,132.989,13.883
24,934.324,116.393,121.114,140.744,10.522
25,1008.922,115.169,190.922,148.589,4.991
26,655.681,117.861,43.290,146.049,18.203
27,1102.470,115.691,156.496,154.106,6.756
28,946.122,116.442,80.860,153.734,12.027
29,654.410,114.887,114.883,163.151,3.349
30,624.580,114.504,202.528,171.114,1.343
31,347.066,116.487,137.799,169.698,11.103
32,781.422,117.795,171.917,180.058,17.392
33,625.392,115.738,101.101,36.233,4.892
34,662.526,119.442,119.735,17.392,24.408
35,632.391,118.477,80.725,26.141,18.708
36,442.155,117.323,37.396,25.503,13.219
37,808.876,115.756,57.526,19.134,3.388
