 ,Area,Mean,X,Y,%Area
1,788.374,116.536,39.319,13.869,6.996
2,1338.297,116.037,81.573,22.397,4.580
3,851.304,119.044,21.869,35.866,21.364
4,789.762,115.549,58.432,43.375,4.319
5,689.804,119.541,117.226,36.313,22.860
6,417.595,116.845,39.897,46.952,11.351
7,520.423,115.935,132.502,53.528,6.720
8,591.880,120.651,80.816,52.547,26.884
9,567.308,116.074,102.845,55.995,6.811
10,796.196,118.670,152.542,57.808,20.051
11,782.116,117.466,16.064,66.670,15.191
12,775.376,119.148,172.142,70.809,23.769
13,679.229,117.913,118.940,74.625,16.796
14,1004.935,118.545,45.604,74.964,18.984
15,645.165,115.819,85.451,75.710,6.319
16,1088.849,119.100,182.411,96.166,22.243
17,1174.445,117.392,70.466,97.665,15.172
18,1011.945,117.813,147.836,93.682,17.312
19,467.750,114.707,11.844,93.791,2.975
20,958.190,117.472,111.045,98.224,15.088
21,889.544,116.546,38.929,106.513,11.984
22,725.209,116.106,196.936,124.847,8.890
23,537.255,114.398,16.938,115.123,2.375
24,1148.814,116.851,147.808,124.085,13.498
25,599.185,117.075,85.289,120.249,15.251
26,691.945,116.022,116.241,121.636,9.181
27,1143.968,114.416,67.520,139.410,2.844
28,932.501,114.609,172.134,138.322,2.046
29,595.280,116.139,37.767,135.037,10.516
30,689.251,116.466,103.642,142.933,11.598
31,873.794,116.352,127.118,153.991,9.968
32,983.703,114.971,194.501,162.226,3.725
33,1005.593,115.610,161.213,166.425,5.996
34,761.791,116.341,87.958,166.663,10.771
35,571.661,115.128,121.759,174.604,4.675
36,334.045,116.010,142.304,181.220,8.867
