 ,Area,Mean,X,Y,%Area
1,715.117,124.177,83.323,16.742,54.754
2,707.283,119.423,32.877,18.453,25.279
3,790.280,117.728,140.006,26.686,16.145
4,1192.430,121.281,167.018,27.971,37.151
5,820.204,116.683,105.670,31.721,8.414
6,909.752,120.081,48.931,41.918,28.467
7,905.188,119.414,16.750,48.702,27.281
8,1115.162,119.003,186.067,47.508,23.699
9,1085.591,121.693,124.987,53.747,39.352
10,1039.705,116.077,81.316,50.589,4.196
11,1669.084,121.169,151.546,76.894,36.459
12,1848.487,122.680,192.381,82.769,43.534
13,1697.950,118.196,61.955,82.096,19.677
14,734.560,122.737,31.262,72.351,41.150
15,1523.640,118.733,105.590,82.981,22.804
16,1379.349,118.953,29.696,103.478,25.789
17,1003.288,122.911,78.960,115.377,45.046
18,1740.459,118.282,145.786,117.893,20.288
19,971.576,120.745,111.306,116.239,34.447
20,962.119,118.123,204.424,120.546,19.018
21,1448.866,115.787,173.873,135.642,5.990
22,1448.889,114.950,53.255,140.791,2.884
23,879.393,120.789,20.274,136.469,33.643
24,1077.627,120.258,93.400,144.661,31.625
25,1240.480,119.730,123.844,157.045,28.529
26,1456.970,116.074,200.264,166.393,6.060
27,560.345,116.558,15.824,162.973,10.752
28,1497.151,118.760,161.756,173.119,24.114
29,1201.899,119.170,81.636,175.591,25.539
30,991.361,124.194,39.448,174.657,45.162
31,490.546,127.259,60.195,187.209,58.793
32,1044.398,115.733,115.718,187.710,3.883
33,508.543,118.837,141.067,193.940,21.483
34,1272.145,120.046,180.139,206.052,30.857
35,681.088,123.037,72.883,208.044,43.253
