 ,Area,Mean,X,Y,%Area
1,828.179,115.504,61.014,56.212,4.438
2,407.549,116.635,42.663,60.270,9.683
3,519.376,115.706,135.047,64.746,5.721
4,757.862,118.170,154.156,68.471,17.327
5,583.211,115.841,106.582,68.233,5.950
6,935.465,118.389,48.276,87.102,17.459
7,603.737,117.777,123.080,86.028,15.869
8,1081.062,116.937,74.133,107.193,13.094
9,542.936,114.541,12.544,105.082,2.346
10,879.310,117.294,115.942,107.997,14.193
11,816.181,116.437,41.060,115.837,11.564
12,540.360,118.233,179.187,116.743,18.553
13,488.593,119.526,207.893,116.792,23.403
14,475.725,114.301,19.898,124.737,1.867
15,614.159,116.028,197.277,133.908,8.620
16,671.148,115.739,120.045,129.601,7.727
17,547.112,116.898,88.301,127.761,13.717
18,577.260,114.364,62.646,141.427,2.396
19,861.078,114.699,173.403,147.516,2.095
20,512.213,116.069,43.096,141.380,9.946
21,566.309,114.340,80.174,150.272,2.195
22,630.838,116.443,107.439,149.605,10.885
23,856.785,115.059,195.175,168.713,3.911
24,915.974,117.473,152.494,103.963,15.151
25,701.731,118.651,172.285,81.595,21.798
26,1014.839,117.085,150.411,132.844,14.006
27,637.543,115.604,89.288,87.575,4.895
28,634.402,119.648,119.061,48.389,21.856
29,530.762,121.114,83.809,65.646,26.253
30,1286.801,116.098,83.347,36.243,6.186
31,714.705,115.965,40.483,27.664,5.729
32,787.504,118.701,24.958,49.309,18.732
33,762.167,117.318,18.111,77.347,14.657
34,808.170,116.270,129.371,160.850,8.739
35,539.584,120.236,189.798,92.557,26.604
36,481.524,116.257,208.293,89.323,9.329
37,908.987,115.462,161.747,173.124,5.243
