PIVlab, ASCII chart output - 26-Apr-2024
FRAME: 5, filenames: A:[5]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi & B:[6]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.167174935,0.7942875624,1
47,65,0.2939181328,-0.8469320536,1
47,97,-0.05517086387,-0.5915655494,1
47,129,-0.05017726123,-0.3158372641,1
47,161,-0.00937050581,-0.1116092205,1
47,193,0.02778735757,0.6311343908,1
47,225,0.1106977165,0.2188237458,1
47,257,-0.2487904578,0.1236194372,1
47,289,-0.6903958917,0.1376109123,1
47,321,-0.2674424648,-0.1658791155,1
47,353,0.1874487996,0.1030581146,1
47,385,0.249301672,0.1940358281,1
47,417,0.101205945,-0.02558812499,1
47,449,-0.4063945711,0.07984617352,1
47,481,-0.6313561201,0.09802392125,1
47,513,-0.2844955921,0.09215244651,1
47,545,0.3136314154,-0.1900924444,1
47,577,0.4360100031,-0.4299774766,1
47,609,0.3519821167,-0.7596080899,1
47,641,0.6791740656,-0.237914443,1
47,673,0.6773494482,0.03715792298,1
47,705,0.4227573276,0.1544398665,1
47,737,0.1495911181,-0.02176962793,1
47,769,0.1007351726,-0.06066779792,1
47,801,0.1368774176,0.3701324761,1
47,833,0.1793218404,0.1615372002,1
47,865,0.3352556229,-0.08496303856,1
47,897,0.5767891407,0.03794449568,1
47,929,0.4844285846,0.2008287311,1
47,961,0.4792919755,0.5752109289,1
47,993,0.05333200097,0.3413957655,1
47,1025,-0.2235196829,0.1676637977,1
47,1057,-0.1957556903,-0.2459407449,1
47,1089,-0.3743416071,-0.4867404103,1
47,1121,0.00462526083,-0.07477301359,1
47,1153,0.3781504631,-0.001833975315,1
47,1185,0.07110488415,-0.2028628588,1
47,1217,-0.1059175804,-0.2071213722,1
47,1249,0.07564157248,-0.7011021376,1
47,1281,0.03719851375,-0.1156490445,1
47,1313,0.5359792113,1.099436045,1
47,1345,0.8474016786,0.384791255,1
47,1377,0.1985974312,-0.3928984106,1
47,1409,0.5451495647,-6.236014366,1
47,1441,-0.4666541815,-0.9996483922,1
47,1473,-0.2956504822,-0.5448028445,1
47,1505,-0.05489009619,-0.320780009,1
47,1537,0.1321984977,-0.04291437566,1
47,1569,0.2114902735,0.4521429539,1
47,1601,0.0192578882,0.2663661838,1
47,1633,0.03860449791,0.1911672652,1
47,1665,-0.3323972225,-0.08089873195,1
47,1697,-0.3394093812,-0.5775835514,1
47,1729,0.009998321533,-0.5598019361,1
47,1761,-0.1145635396,-1.259665608,1
47,1793,0.1859586686,-1.191138864,1
47,1825,0.3202400208,-0.9893300533,1
47,1857,-0.04242609441,-0.4765861034,1
47,1889,-0.1033354998,0.009959936142,1
47,1921,-0.1940214038,0.2629216611,1
47,1953,-0.1654522419,0.08867901564,1
47,1985,-0.3203521371,0.08086652309,1
47,2017,-0.481933713,-0.09660720825,1
79,33,0.03285628557,0.2442023456,1
79,65,-0.2131789327,-0.4411104023,1
79,97,-0.4599189758,-0.173334226,1
79,129,-0.3735373616,0.02607193589,1
79,161,-0.2437384427,0.2402748019,1
79,193,-0.6785062551,0.2667775452,1
79,225,-0.6723695397,-0.02345979214,1
79,257,-0.5696000457,-0.4474724531,1
79,289,-0.3442397714,-0.388967514,1
79,321,0.5334173441,-0.3682514429,1
79,353,0.4184895158,0.4940336645,1
79,385,-0.02360114455,0.6861255169,1
79,417,0.1178911477,0.235662967,1
79,449,-0.1080102473,0.2895646691,1
79,481,-0.2501403689,0.3629941046,1
79,513,0.3930179477,0.1221996397,1
79,545,0.7866446972,0.3176273108,1
79,577,0.5186172128,0.1909297407,1
79,609,9.365408897,-0.5125960708,1
79,641,0.6880462766,-0.04228964448,1
79,673,0.7735282183,0.07734256983,1
79,705,0.6307666302,0.06853210926,1
79,737,0.5205681324,-0.105399847,1
79,769,0.5914017558,-0.1191369072,1
79,801,0.3085997105,0.125990957,1
79,833,0.0210525319,-0.06837352365,1
79,865,0.1055079624,-0.2040762305,1
79,897,0.3368149996,-0.002357497811,1
