PIVlab, ASCII chart output - 26-Apr-2024
FRAME: 4, filenames: A:[4]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi & B:[5]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.197227716,2.129051685,1
47,65,0.2555562854,-0.3213652074,1
47,97,0.5698529482,-0.7067787647,1
47,129,0.3504915237,-0.4320344925,1
47,161,0.1804567575,-0.2471203208,1
47,193,0.5135919452,-0.4790886045,1
47,225,0.5461452007,-0.7173259854,1
47,257,0.4770465791,-1.148272991,1
47,289,0.4623751044,-6.76911211,1
47,321,0.2603920698,-0.6772666574,1
47,353,0.5437588096,-0.2000589371,1
47,385,0.1282989383,0.1781723201,1
47,417,0.07662001252,0.5023133755,1
47,449,0.3007278144,-0.3704994619,1
47,481,0.3617736697,-1.206687689,1
47,513,0.419911623,-0.3648646772,1
47,545,0.4765224457,0.1037006378,1
47,577,0.1841250211,-0.06199017167,1
47,609,-0.5014009476,0.005395203829,1
47,641,-0.1894544363,0.9112409353,1
47,673,0.348246485,0.5472313166,1
47,705,0.7176907659,-0.02219977975,1
47,737,0.4337790012,-0.1811489165,1
47,769,-0.2856492102,0.1053479314,1
47,801,0.1491521299,0.2957576513,1
47,833,0.3011140823,0.2022768259,1
47,865,0.3089670539,0.0594778657,1
47,897,0.1647198796,0.08722454309,1
47,929,0.2111451626,-0.3568124771,1
47,961,0.219835192,-0.6756638885,1
47,993,-0.09680955112,-0.4925697446,1
47,1025,0.009419769049,-0.2316686213,1
47,1057,-0.03005221486,-0.1087615043,1
47,1089,0.1012636423,-0.2403235137,1
47,1121,0.3703278005,-0.2668806016,1
47,1153,0.2979223728,-0.2147520483,1
47,1185,0.02359639108,-0.2000807822,1
47,1217,-0.07425019145,-0.1049991399,1
47,1249,0.458001703,-0.3018841147,1
47,1281,0.470484972,-0.906776011,1
47,1313,0.2315551043,-0.9304585457,1
47,1345,0.4746216834,-0.4336923957,1
47,1377,0.7085330486,-0.3552629948,1
47,1409,0.5116993189,-0.4127578735,1
47,1441,-0.05607128143,-0.641395092,1
47,1473,-0.5093491077,-0.7510077953,1
47,1505,-0.4162360728,-1.100344896,1
47,1537,-0.2998467386,-0.7407213449,1
47,1569,-0.2552834451,-0.8610713482,1
47,1601,0.03494393826,-0.4669280052,1
47,1633,0.05292755365,-0.0590736866,1
47,1665,0.1448334455,0.5055663586,1
47,1697,0.20152843,0.5412016511,1
47,1729,0.2334607244,0.05496585369,1
47,1761,-0.3698514998,-0.2487792373,1
47,1793,-1.119413972,-0.6962165236,1
47,1825,-0.1826081276,0.03054103255,1
47,1857,0.3152381182,0.2359257042,1
47,1889,0.4803645611,0.3293690383,1
47,1921,0.1673375368,0.2380006313,1
47,1953,0.2603111863,0.2322718799,1
47,1985,0.2516149879,-0.03810615838,1
47,2017,0.2080426216,-0.6038603187,1
79,33,-0.5570031404,0.4648123384,1
79,65,0.22495085,-0.2747205794,1
79,97,0.3924266696,-0.5559966564,1
79,129,-0.05997054279,-0.4853224754,1
79,161,-0.7327096462,-0.3292487562,1
79,193,-0.04652965069,-0.001462846994,1
79,225,-0.1221782267,-0.4808830023,1
79,257,-0.1721547246,-0.8510017395,1
79,289,-0.0814576596,-0.399451375,1
79,321,-0.08713065088,0.09174245596,1
79,353,0.09015724063,-0.1573474556,1
79,385,0.1567406058,-0.2652986348,1
79,417,0.2800756097,-0.2069065869,1
79,449,0.2600675523,-0.5948708057,1
79,481,0.09419553727,-0.9624738097,1
79,513,0.1938770115,-0.5131129026,1
79,545,0.3177601993,-0.3237572908,1
79,577,0.1010766625,-0.4600984156,1
79,609,-0.1632012576,-0.05285891891,1
79,641,0.2918581367,1.017855167,1
79,673,0.6575565338,0.1631998122,1
79,705,0.6814845204,-0.8059364557,1
79,737,0.3708013296,-0.4381740093,1
79,769,0.1543273777,0.4408980608,1
79,801,0.2744194865,0.559928894,1
79,833,0.4666367769,-0.005041263998,1
79,865,0.6647065878,0.02216551453,1
79,897,0.3876879811,-0.4372744262,1
79,929,0.3867668808,-0.7249744534,1
79,961,0.5534586906,-0.378597796,1
79,993,0.07342776656,-0.3303436935,1
79,1025,-0.01886339486,-0.1133123338,1
79,1057,-0.1245619655,0.09178227931,1
79,1089,0.003164350986,-0.03686004877,1
79,1121,0.6454859376,-0.2999297976,1
79,1153,0.5893881917,-0.4163544178,1
79,1185,-0.3297922313,-0.2479629368,1
79,1217,-0.5803194046,-0.1223287284,1
79,1249,-0.2668495774,-0.02984088659,1
79,1281,0.07100704312,-0.3567080498,1
79,1313,-0.06744483858,-0.6822978258,1
79,1345,0.2199901342,0.1679052413,1
79,1377,0.7107223272,0.6455144882,1
79,1409,-0.08627766371,0.2067557573,1
79,1441,-0.659104228,0.5131835938,1
79,1473,-0.3521695733,0.2378516793,1
79,1505,-0.1606920213,-0.7018772364,1
79,1537,-0.3172231615,-3.330434561,1
79,1569,0.1705191731,-1.406969428,1
79,1601,0.1747332513,-0.591375649,1
79,1633,-0.2442049384,-0.3361932337,1
79,1665,-0.153879866,-0.05868356675,1
79,1697,-0.114104569,0.1049957722,1
79,1729,-0.04553133249,-0.1831360161,1
79,1761,-0.0863417387,-0.4282134175,1
79,1793,-0.4057587683,-0.1513979137,1
79,1825,-0.3229580522,-0.08304263651,1
79,1857,-0.0299769938,0.004656620324,1
79,1889,-0.2277598977,0.03780007362,1
79,1921,0.1383494437,0.03116622567,1
79,1953,0.05834831297,0.3172670007,1
79,1985,-0.3774324358,0.1167289615,1
79,2017,-0.2274762243,-0.4409542084,1
111,33,-2.261996269e-05,-0.1201941893,1
111,65,0.2699606121,-0.4242764711,1
111,97,0.3206872344,-0.4520892501,1
111,129,0.01531162858,-0.4222579896,1
111,161,-0.778018415,0.004830539227,1
111,193,-0.5649801493,-0.2988806665,1
111,225,-1.268225908,-0.5675861835,1
111,257,-1.165273309,-0.8419500589,1
111,289,-0.2635691762,-0.2388969362,1
111,321,0.05569650233,0.3079682589,1
111,353,0.1686176211,0.2263103127,1
111,385,0.1484029144,0.0274259299,1
111,417,0.08030308783,-0.135948211,1
111,449,-0.1558095217,-0.2297508717,1
111,481,-0.2275046408,-0.4353212714,1
111,513,-0.09784244001,-1.007979989,1
111,545,-0.06825952232,-0.9263665676,1
111,577,-0.1593517661,-0.4033782482,1
111,609,-0.1459937096,-0.1410541832,1
111,641,0.02753317356,0.1695326865,1
111,673,0.4065591693,-0.3859988451,1
111,705,0.2521778047,-0.86092031,1
111,737,0.1979048252,-0.6924753189,1
111,769,0.3487371504,0.0690690428,1
111,801,-0.1098470688,0.2859162688,1
111,833,0.8809015155,-0.3056150377,1
111,865,1.208610058,-0.4932269156,1
111,897,0.9924445152,-0.5990442038,1
111,929,0.4425624609,-0.4168998003,1
111,961,0.197541967,-0.226001367,1
111,993,-0.07273849845,-0.1841514707,1
111,1025,-0.04027564824,0.03546515107,1
111,1057,-0.1035086662,-0.1050114334,1
111,1089,-0.1089421064,0.1019381061,1
111,1121,0.2521916032,0.386780262,1
111,1153,0.02699953318,-0.2877783477,1
111,1185,-0.4706748724,-0.1692752689,1
111,1217,-0.6645746827,0.3719757199,1
111,1249,-0.5124871731,0.2116450965,1
