PIVlab, ASCII chart output - 26-Apr-2024
FRAME: 8, filenames: A:[8]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi & B:[9]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.2174132168,0.684419632,1
47,65,0.2431430072,0.3880653083,1
47,97,0.3715442419,-0.5396441221,1
47,129,0.3361988664,-1.186593413,1
47,161,0.4509860873,-0.3561630547,1
47,193,0.03358691931,0.07036662102,1
47,225,-0.1116425693,-0.1225376129,1
47,257,-0.2171957493,0.04007601738,1
47,289,-0.417570591,-0.492826581,1
47,321,-0.18823421,-0.2700231075,1
47,353,0.2701734304,-0.4575290084,1
47,385,0.1675439179,-0.02479994297,1
47,417,-0.2635755539,0.1669051051,1
47,449,-0.5797178745,0.1653755009,1
47,481,-0.3148078322,-0.1764710546,1
47,513,-0.002096712589,-1.594236374,1
47,545,-0.3473036885,-0.6235665083,1
47,577,-0.6743760705,0.05414545536,1
47,609,-0.4033578634,-0.1653361917,1
47,641,-0.5917593241,-0.07452236116,1
47,673,-0.6642968655,0.05263500661,1
47,705,-0.2982174158,-0.4526307881,1
47,737,-0.1258753538,-0.7830555439,1
47,769,0.02485609055,-0.6269080639,1
47,801,-0.397354126,-0.3179442883,1
47,833,-0.3732866645,0.4816391468,1
47,865,-0.2243096828,0.4982919693,1
47,897,0.03557920456,0.2089639902,1
47,929,0.1206502914,-0.2198460102,1
47,961,0.3032249212,-0.5537717938,1
47,993,0.4748634398,-0.4085680246,1
47,1025,-0.4073060751,0.6469466686,1
47,1057,-0.3516888022,0.418581605,1
47,1089,-0.177174598,0.1415557861,1
47,1121,-0.2232760787,0.025408566,1
47,1153,-0.4997570217,-0.2012402713,1
47,1185,-0.1182560921,-0.220197916,1
47,1217,0.4662612677,-0.1704518795,1
47,1249,0.5812118053,-0.1114222556,1
47,1281,0.7078019381,0.02553188801,1
47,1313,0.8758847713,0.6101465225,1
47,1345,6.729570389,-4.207241058,1
47,1377,1.470046043,-0.2628223896,1
47,1409,1.072112679,0.036696136,1
47,1441,0.4249712825,18.01806641,1
47,1473,-0.02044910192,0.1615108252,1
47,1505,0.009417846799,-0.07451361418,1
47,1537,-0.05578197539,-0.159678936,1
47,1569,0.03991644084,0.2309360504,1
47,1601,0.06147459149,0.4503216743,1
47,1633,-0.08747792244,-0.1498068571,1
47,1665,-0.2271662951,-0.3497852683,1
47,1697,-0.2531783581,-0.2893031836,1
47,1729,-0.2133116722,-0.1524038315,1
47,1761,-0.8311577439,-0.8088259697,1
47,1793,-0.6400159597,-1.130468845,1
47,1825,-0.1321681291,-0.6760755777,1
47,1857,0.03899100423,-0.3724919558,1
47,1889,-0.2307652384,-0.7960863709,1
47,1921,-0.2963553965,-0.4472198486,1
47,1953,-0.5688635111,0.05506801605,1
47,1985,-0.4092495143,0.0181145072,1
47,2017,0.1537564695,-0.06471954286,1
79,33,-0.4029862881,0.7137016058,1
