PIVlab, ASCII chart output - 26-Apr-2024
FRAME: 1, filenames: A:[1]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi & B:[2]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.939151764,0.9004435539,1
47,65,4.837784767,2.111623287,1
47,97,7.492627621,2.100664616,1
47,129,10.61946106,5.236387253,1
47,161,8.749940872,4.309446812,1
47,193,2.485181808,4.158131599,1
47,225,8.72631073,3.800555229,1
47,257,7.861258507,3.610651493,1
47,289,7.24807024,2.620803595,1
47,321,6.5350914,0.5708763599,1
47,353,5.261612892,3.328828812,1
47,385,9.630582809,2.007491112,1
47,417,10.93344116,0.124386251,1
47,449,11.20757294,-3.042654276,1
47,481,9.579551697,-5.23811245,1
47,513,9.632285118,-6.205154896,1
47,545,1.719483376,-0.3717031479,1
47,577,13.26526642,-2.528565407,1
47,609,32.10609818,-0.5752625465,1
47,641,8.66409874,-5.456853867,1
47,673,9.708926201,-4.679067135,1
47,705,-2.920660019,-16.9459095,1
47,737,12.84421921,-7.823039055,1
47,769,14.94776535,-5.574950218,1
47,801,11.22829533,-3.865290642,1
47,833,9.542595863,0.665813446,1
47,865,10.04155445,-6.674929619,1
47,897,6.368609428,-4.742053032,1
47,929,6.975925446,-4.694412231,1
47,961,0.3283538818,0.3965597153,1
47,993,-6.112421989,2.027959347,1
47,1025,7.512091637,-2.471841812,1
47,1057,17.52846527,-9.745152473,1
47,1089,9.973062515,-3.949355125,1
47,1121,-1.853691101,0.9402399063,1
47,1153,-14.25251961,6.672793388,1
47,1185,-1.466632962,0.4705250859,1
47,1217,0.509046793,-0.2202273011,1
47,1249,0.6903276443,-0.1823244691,1
47,1281,0.2544639111,-1.256219387,1
47,1313,11.42673206,-2.830741405,1
47,1345,10.82649231,-1.654214859,1
47,1377,-0.4808812439,-0.1099399924,1
47,1409,0.1105344817,-0.0295188427,1
47,1441,0.2928324342,-0.5784300566,1
47,1473,0.1550963521,-0.6133184433,1
47,1505,0.4941555262,-0.3508199453,1
47,1537,0.8133060932,-0.3787811995,1
47,1569,0.7175337076,-0.3323858678,1
47,1601,0.4702063203,-0.3989223242,1
47,1633,0.4537366629,-0.0168287456,1
47,1665,0.5210051537,0.1677678227,1
47,1697,0.3527084589,0.6383466721,1
47,1729,0.4344195127,0.9212882519,1
47,1761,0.4941861033,0.5263146758,1
47,1793,0.3537334204,0.478800118,1
47,1825,0.1293019503,0.1392881572,1
47,1857,-0.2052814811,-0.1291229725,1
47,1889,-0.3022586703,-0.1971036792,1
47,1921,0.05364535749,-0.2547977567,1
47,1953,0.3452287316,-0.1463594139,1
47,1985,0.2821421027,0.2479212284,1
47,2017,-0.1865383387,-0.1921910048,1
79,33,8.638105392,0.6517839432,1
79,65,8.58368206,0.9855388403,1
79,97,13.58154392,1.779250264,1
79,129,12.33096504,5.874821186,1
79,161,9.956783295,8.725281715,1
79,193,11.80077267,4.704451084,1
79,225,9.88212204,3.333611488,1
79,257,9.081163406,2.837278843,1
79,289,8.479456902,2.419115543,1
79,321,8.644148827,0.5793327093,1
79,353,12.29773426,0.4898475409,1
79,385,13.19051456,1.772458553,1
79,417,12.88214874,-0.1708923578,1
79,449,9.189389229,-2.386808395,1
79,481,6.40048027,-4.145178795,1
79,513,4.447242737,-6.491657257,1
79,545,3.948722839,-18.32224464,1
79,577,1.3067379,-0.6432094574,1
79,609,8.923384666,-2.75510025,1
79,641,8.730298996,-3.675076008,1
79,673,10.37587261,-8.729715347,1
79,705,11.57051563,-4.04597187,1
79,737,9.783322334,-3.390758753,1
79,769,11.68960571,-2.876873493,1
79,801,12.71600151,-3.275824547,1
79,833,11.84388256,-4.804043293,1
79,865,11.91958427,-5.365197182,1
79,897,11.73045158,-3.855469704,1
79,929,9.850646973,-2.500389576,1
79,961,7.032100677,-1.37401557,1
79,993,9.373098373,-2.01393795,1
79,1025,12.69745922,-3.372119188,1
79,1057,9.068784714,-0.9296212196,1
79,1089,4.707257271,-0.4778840542,1
79,1121,-10.39788818,2.186262131,1
79,1153,11.49713039,-13.57354641,1
79,1185,-0.5072243214,0.2331747413,1
79,1217,0.2539288104,-0.1060746312,1
79,1249,0.3622905612,-0.268024087,1
79,1281,11.25348854,-0.4613884985,1
79,1313,11.83426666,-2.305641174,1
79,1345,-0.2190277278,-0.6741591096,1
79,1377,0.0204872489,-0.02300029993,1
79,1409,0.127031669,0.09087505937,1
79,1441,0.2256694138,-0.2048764229,1
79,1473,0.7460691929,-0.1129643619,1
79,1505,0.8043753505,-0.2460976541,1
79,1537,0.6705886126,-0.2684873044,1
79,1569,0.7200810909,-0.1391473413,1
79,1601,0.133066535,-0.08871161938,1
79,1633,0.2344496548,0.2527651191,1
79,1665,0.1402041167,0.2454971075,1
79,1697,0.2264754772,0.1481181979,1
