PIVlab, ASCII chart output - 26-Apr-2024
FRAME: 6, filenames: A:[6]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi & B:[7]AVI_Pos014_TimeSrs0014_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1622084975,-0.05713272095,1
47,65,-0.6978157759,-0.09624455869,1
47,97,-0.3513822556,0.8704705238,1
47,129,-0.5992103815,0.4826974869,1
47,161,-1.052318215,-1.215666413,1
47,193,-0.8018345237,-1.962427139,1
47,225,-1.036468148,-4.378172874,1
47,257,-0.7983262539,-1.614473104,1
47,289,-0.3049286008,-8.473349571,1
47,321,-0.06295090914,-7.745373249,1
47,353,0.7200593948,-0.9006652236,1
47,385,0.6714940071,-0.0654951632,1
47,417,-8.259673119,7.881498814,1
47,449,-0.3062381744,-0.07371470332,1
47,481,-0.8208043575,-0.2350620627,1
47,513,-0.2726701498,-0.7417982817,1
47,545,0.2022708058,0.4937646389,1
47,577,0.1069848537,0.3847055435,1
47,609,-0.3620967865,0.2053873539,1
47,641,0.1466109753,-0.7354466915,1
47,673,0.2713618279,-1.184319735,1
47,705,-0.2277343273,-1.125335693,1
47,737,-0.1369171441,-0.4641088247,1
47,769,-0.3089792132,0.2725742459,1
47,801,0.319835186,0.9963679314,1
47,833,0.7430238724,1.691539764,1
47,865,0.3895177245,0.9217190742,1
47,897,-0.08201128244,-0.04454541206,1
47,929,-0.4562866688,-0.9073238373,1
47,961,-0.7163946629,-0.9339250326,1
47,993,-0.5962250829,-0.2737010121,1
47,1025,-0.361140728,-0.1723799109,1
47,1057,-0.6419094801,-0.2754275799,1
47,1089,-0.4130876064,-0.4353951216,1
47,1121,-0.1898494959,-0.07863181829,1
47,1153,-0.3669481874,0.135189563,1
47,1185,-0.07947903872,0.2257803679,1
47,1217,0.3367085159,0.2717629075,1
47,1249,0.3194571733,0.1961980015,1
47,1281,0.2877683043,-0.1216922253,1
47,1313,0.2128457576,-0.1857343763,1
47,1345,-0.03347566724,-0.3491171896,1
47,1377,-0.4251347184,-0.3650093675,1
47,1409,-0.5341322422,-0.0550423786,1
47,1441,-0.383218646,0.2610878944,1
47,1473,-0.2013939619,0.3766322732,1
47,1505,0.06958135962,0.3872640729,1
47,1537,0.1156764776,0.2556859851,1
47,1569,0.01548039913,0.04072535783,1
47,1601,0.01864182949,0.2981939316,1
47,1633,0.03646469116,0.06376633793,1
47,1665,-0.02534422278,-0.08616930246,1
47,1697,-0.01648045331,0.2501224279,1
47,1729,-0.02363488078,0.338734448,1
47,1761,-0.6190909147,-0.2052653134,1
47,1793,-0.5372364521,-0.3073061705,1
47,1825,-0.2985527813,0.1817853004,1
47,1857,-0.3850138187,0.1361422688,1
47,1889,-0.1636189669,-0.05185218155,1
47,1921,0.08026567101,0.01146736741,1
47,1953,0.227450639,-0.3315175176,1
47,1985,0.1199186146,-0.3648367524,1
47,2017,-0.09284716845,-0.3427848816,1
79,33,-0.6790469885,0.8155956268,1
79,65,-0.4714383483,-0.02372281253,1
79,97,-0.2813295126,0.3019882441,1
79,129,-0.4729942083,-0.06909567118,1
79,161,-0.5695995092,-0.4825102091,1
79,193,-0.4803944826,-0.6504101753,1
79,225,-0.7506330013,-4.888638496,1
79,257,-0.8334078193,-5.062579155,1
79,289,-0.1322384775,-0.9956852794,1
79,321,-1.472352386,-5.947630882,1
79,353,0.2450321913,-1.108769417,1
79,385,0.5040132999,-0.5341660976,1
79,417,0.2494328618,-0.4471123219,1
79,449,-0.3290855289,-0.6797865033,1
79,481,-1.149519324,-8.331843376,1
79,513,-0.6223843694,-0.5448480248,1
79,545,-0.7240540981,-0.5432561636,1
79,577,-1.117224216,-0.5899946094,1
79,609,-0.5454625487,0.00988060236,1
79,641,-0.1123107076,-1.375833988,1
79,673,-1.254611015,-6.521683216,1
79,705,-0.3527926505,-1.217818499,1
79,737,0.1237089485,-0.0432485342,1
79,769,-0.3561481833,-0.1843785048,1
79,801,0.7377060652,-7.646081924,1
79,833,-0.2583903968,-1.269224644,1
79,865,-0.3050195277,-0.8393428326,1
79,897,-0.6512548923,-0.9696558714,1
79,929,-0.4164590836,-0.9264497757,1
79,961,-0.4267134964,-0.7594761252,1
79,993,-0.3915663958,-0.6511790156,1
79,1025,-0.2456274033,-0.2462895513,1
79,1057,-0.4254156351,-0.5137942433,1
79,1089,-0.1440270841,-0.3335537612,1
79,1121,-0.2857890725,-0.0287707746,1
79,1153,-0.9050890803,0.1884370148,1
79,1185,-0.5255114436,0.3477452993,1
79,1217,-0.2652837634,0.2765148878,1
79,1249,-0.03148302436,0.009723111987,1
79,1281,0.1183183566,-0.01109102368,1
79,1313,0.3145620525,-0.09320226312,1
79,1345,0.3425112963,-0.2218154073,1
79,1377,0.3990945518,-0.1777069569,1
79,1409,-0.09432244301,-0.3162874579,1
79,1441,-0.4619849324,-0.2536584735,1
79,1473,-0.4050675631,0.1855453849,1
79,1505,0.02474062145,0.09568655491,1
79,1537,0.2036999762,-0.06717471033,1
79,1569,-0.00252944231,0.0255581513,1
79,1601,-0.3216280937,-0.05383558571,1
79,1633,-0.1541433185,-0.3239590824,1
79,1665,-0.08475857228,-0.2130386233,1
79,1697,-0.172856763,0.09056382626,1
79,1729,-0.06042148173,0.2219989598,1
79,1761,-0.1395431459,0.09947048128,1
79,1793,-0.1777614355,0.09622828662,1
79,1825,-0.2193783075,0.2595544755,1
79,1857,-0.2175912261,0.1907222569,1
79,1889,-0.2803981602,0.2573390007,1
79,1921,-0.4443577826,0.4807759523,1
79,1953,-0.3459284604,-0.2351319343,1
79,1985,-0.1986333728,-0.4243778288,1
79,2017,-0.32550776,-0.2778685987,1
111,33,-0.9293721318,0.6786066294,1
111,65,-0.3473708332,-0.5800130963,1
111,97,-0.3114518523,-0.1052969694,1
111,129,-0.1191038489,-0.3523040712,1
111,161,0.3594153225,-0.4511383772,1
111,193,-0.6277133822,-0.3301255703,1
111,225,-0.7189254761,-4.444881439,1
111,257,-1.676272273,-5.051710129,1
111,289,-0.2017292231,-0.8235072494,1
111,321,-0.3404578567,-0.8344638944,1
111,353,-0.08208876848,-0.594534874,1
111,385,0.1111788154,-0.4210467339,1
111,417,-0.04873237014,-0.5993520617,1
111,449,0.0488922596,-0.4373421073,1
111,481,-0.3120571673,-0.5671899319,1
111,513,-0.6501811743,-3.861406803,1
111,545,-0.9884638786,-2.49216032,1
111,577,-1.403781891,-1.578310966,1
111,609,-1.278921366,-1.28610158,1
111,641,-1.241262674,-4.046839237,1
111,673,-0.7699078918,-5.73888588,1
111,705,-0.5342369676,-1.026055217,1
111,737,-0.1616025418,-0.2548152804,1
111,769,-0.269320488,-0.3210029602,1
111,801,-0.4386669397,-1.542848349,1
111,833,-1.180944443,-2.625889301,1
111,865,-0.9859595895,-3.576349735,1
111,897,-0.7207206488,-1.462879419,1
111,929,-1.232845545,-0.8653636575,1
111,961,-6.584884167,-0.848933816,1
111,993,-0.3448062539,-0.3349057436,1
111,1025,-0.3049969077,-0.2253084034,1
111,1057,-0.3084147573,-0.2814923227,1
111,1089,0.3236606717,-0.06494548917,1
111,1121,0.3831276596,0.3139461875,1
111,1153,-0.3318731785,0.2190172672,1
111,1185,-0.3598761559,0.3008903265,1
111,1217,-0.009713411331,0.3634935319,1
111,1249,-0.0114543438,0.2891886532,1
111,1281,-0.5104951859,0.1045083255,1
111,1313,-0.3566783667,-0.06994275749,1
111,1345,-0.2121517062,-0.1932215095,1
111,1377,0.3002999425,-0.03644014895,1
111,1409,-0.1419177949,0.07245415449,1
111,1441,-0.4328240156,-0.04226246476,1
111,1473,-0.2508889437,0.01505376771,1
